PLAYER_NAME,MIN,CONTESTED_SHOTS_2PT,CONTESTED_SHOTS_3PT,DEFLECTIONS,CHARGES_DRAWN,DEF_LOOSE_BALLS_RECOVERED,DEF_BOXOUTS,CONTESTED_SHOTS_2PT_per_36,CONTESTED_SHOTS_3PT_per_36,DEFLECTIONS_per_36,CHARGES_DRAWN_per_36,DEF_LOOSE_BALLS_RECOVERED_per_36,DEF_BOXOUTS_per_36,CONTESTED_SHOTS_2PT_per_36_percentile_rk,CONTESTED_SHOTS_3PT_per_36_percentile_rk,DEFLECTIONS_per_36_percentile_rk,CHARGES_DRAWN_per_36_percentile_rk,DEF_LOOSE_BALLS_RECOVERED_per_36_percentile_rk,DEF_BOXOUTS_per_36_percentile_rk,mean
Anthony Edwards,2137.0,147,101,134,0,15,16,2.476368741226018,1.7014506317267197,2.257370145063173,0.0,0.2526906878802059,0.2695367337388863,0.33240997229916897,0.1523545706371191,0.39335180055401664,0.21606648199445982,0.3379501385041551,0.1994459833795014,0.2719298245614035
Anthony Gill,929.0,121,99,75,1,2,28,4.688912809472551,3.836383207750269,2.9063509149623252,0.038751345532830994,0.07750269106566199,1.085037674919268,0.7313019390581718,0.96398891966759,0.6759002770083102,0.6232686980609419,0.024930747922437674,0.8005540166204986,0.636657433056325
Ariel Hukporti,480.0,122,52,17,0,5,23,9.149999999999999,3.9000000000000004,1.275,0.0,0.375,1.725,0.9501385041551247,0.9695290858725761,0.05263157894736842,0.21606648199445982,0.7188365650969529,0.9335180055401662,0.6401200369344413
Asa Newell,479.0,80,50,16,0,5,15,6.012526096033403,3.757828810020877,1.2025052192066805,0.0,0.3757828810020877,1.127348643006263,0.8005540166204986,0.9529085872576177,0.036011080332409975,0.21606648199445982,0.7229916897506925,0.814404432132964,0.5904893813481071
Ausar Thompson,1896.0,163,150,317,2,34,10,3.0949367088607596,2.848101265822785,6.018987341772152,0.03797468354430379,0.6455696202531646,0.18987341772151897,0.48476454293628807,0.7257617728531855,0.997229916897507,0.6177285318559557,0.9861495844875346,0.06925207756232687,0.646814404432133
Austin Reaves,1762.0,83,70,112,15,18,12,1.6958002270147559,1.4301929625425651,2.2883087400681044,0.3064699205448354,0.3677639046538025,0.24517593643586832,0.11634349030470914,0.07756232686980609,0.4265927977839335,0.9806094182825484,0.6925207756232687,0.1440443213296399,0.4062788550323176
Ayo Dosunmu,1838.0,148,102,83,4,19,15,2.8988030467899892,1.997823721436344,1.6256800870511425,0.07834602829162132,0.3721436343852013,0.29379760609358,0.4404432132963989,0.3296398891966759,0.12742382271468145,0.8005540166204986,0.7063711911357341,0.24376731301939059,0.44136657433056325
Bam Adebayo,2365.0,299,199,174,2,15,134,4.551374207188161,3.029175475687104,2.6486257928118393,0.030443974630021138,0.22832980972515857,2.0397463002114167,0.7063711911357341,0.7839335180055401,0.590027700831025,0.5678670360110804,0.2562326869806094,0.9722991689750693,0.6461218836565097
Baylor Scheierman,1418.0,91,75,97,5,9,17,2.310296191819464,1.904090267983075,2.46262341325811,0.12693935119887165,0.22849083215796895,0.4315937940761636,0.27146814404432135,0.26038781163434904,0.5207756232686981,0.8836565096952909,0.26038781163434904,0.44598337950138506,0.4404432132963989
Ben Saraf,911.0,96,55,75,1,4,7,3.7936333699231612,2.173435784851811,2.96377607025247,0.03951701427003293,0.15806805708013172,0.27661909989023054,0.6232686980609419,0.42105263157894735,0.6925207756232687,0.631578947368421,0.06925207756232687,0.2188365650969529,0.4427516158818097
Ben Sheppard,1390.0,115,55,74,0,9,16,2.9784172661870505,1.424460431654676,1.916546762589928,0.0,0.2330935251798561,0.4143884892086331,0.45429362880886426,0.06925207756232687,0.23822714681440443,0.21606648199445982,0.2742382271468144,0.42105263157894735,0.2788550323176362
Bennedict Mathurin,1620.0,83,60,67,1,8,20,1.8444444444444446,1.3333333333333333,1.488888888888889,0.022222222222222223,0.17777777777777778,0.4444444444444444,0.14681440443213298,0.04155124653739612,0.0886426592797784,0.5013850415512465,0.11634349030470914,0.4598337950138504,0.22576177285318558
Bilal Coulibaly,1468.0,126,64,171,2,11,10,3.0899182561307903,1.5694822888283377,4.193460490463215,0.049046321525885554,0.26975476839237056,0.2452316076294278,0.4792243767313019,0.10249307479224377,0.9085872576177285,0.6925207756232687,0.4099722991689751,0.14681440443213298,0.4566020313942752
Bobby Portis,1619.0,181,172,110,1,15,66,4.024706609017912,3.8245830759728228,2.445954292773317,0.022235948116121063,0.33353922174181594,1.4675725756639901,0.6620498614958449,0.961218836565097,0.5069252077562327,0.5041551246537396,0.6149584487534626,0.8919667590027701,0.6902123730378578
Bones Hyland,1145.0,83,64,88,1,14,7,2.6096069868995633,2.012227074235808,2.766812227074236,0.0314410480349345,0.440174672489083,0.2200873362445415,0.3878116343490305,0.3407202216066482,0.6343490304709142,0.5789473684210527,0.853185595567867,0.11080332409972299,0.4843028624192059
Branden Carlson,481.0,140,54,17,0,1,20,10.47817047817048,4.041580041580042,1.2723492723492724,0.0,0.07484407484407485,1.496881496881497,0.9806094182825484,0.9778393351800554,0.04986149584487535,0.21606648199445982,0.019390581717451522,0.9002770083102493,0.5240073868882734
Brandin Podziemski,2333.0,112,97,147,23,18,22,1.7282468924132017,1.4967852550364338,2.268324046292327,0.35490784397771113,0.2777539648521217,0.33947706815259326,0.12465373961218837,0.08587257617728532,0.3988919667590028,0.9889196675900277,0.44598337950138506,0.30193905817174516,0.3910433979686057
Brandon Ingram,2568.0,217,168,130,0,15,24,3.042056074766355,2.3551401869158877,1.822429906542056,0.0,0.2102803738317757,0.3364485981308411,0.4709141274238227,0.5096952908587258,0.19390581717451524,0.21606648199445982,0.19667590027700832,0.296398891966759,0.31394275161588175
Brandon Miller,1968.0,169,108,130,2,13,13,3.0914634146341466,1.975609756097561,2.3780487804878048,0.03658536585365854,0.2378048780487805,0.2378048780487805,0.481994459833795,0.3157894736842105,0.46814404432132967,0.6094182825484764,0.27977839335180055,0.14127423822714683,0.3827331486611265
Brandon Williams,1449.0,98,97,111,3,21,14,2.434782608695652,2.409937888198758,2.7577639751552794,0.07453416149068323,0.5217391304347826,0.34782608695652173,0.32132963988919666,0.5429362880886427,0.6260387811634349,0.7977839335180056,0.9335180055401662,0.3185595567867036,0.5900277008310248
Brice Sensabaugh,1739.0,96,103,106,9,6,21,1.9873490511788383,2.1322599194939618,2.194364577343301,0.1863139735480161,0.1242093156986774,0.43473260494537086,0.17174515235457063,0.3988919667590028,0.3601108033240997,0.9390581717451524,0.038781163434903045,0.45429362880886426,0.39381348107109887
Bronny James,343.0,14,28,40,0,2,3,1.4693877551020407,2.9387755102040813,4.198250728862973,0.0,0.2099125364431487,0.31486880466472306,0.07202216066481995,0.7506925207756233,0.9113573407202216,0.21606648199445982,0.19390581717451524,0.27146814404432135,0.4025854108956602
Brook Lopez,1635.0,504,112,123,0,11,87,11.097247706422019,2.4660550458715598,2.708256880733945,0.0,0.2422018348623853,1.9155963302752295,0.9889196675900277,0.5706371191135734,0.6094182825484764,0.21606648199445982,0.3047091412742382,0.9556786703601108,0.6075715604801478
Bruce Brown,1998.0,90,122,194,0,9,13,1.6216216216216215,2.198198198198198,3.4954954954954958,0.0,0.16216216216216217,0.23423423423423423,0.09695290858725762,0.44598337950138506,0.8421052631578947,0.21606648199445982,0.08587257617728532,0.13019390581717452,0.30286241920590956
Bryce McGowens,871.0,62,72,63,8,8,13,2.5625717566016073,2.975889781859931,2.6039035591274398,0.330654420206659,0.330654420206659,0.5373134328358209,0.3684210526315789,0.7590027700831025,0.5678670360110804,0.9861495844875346,0.5983379501385041,0.554016620498615,0.6389658356417359
Bub Carrington,2256.0,126,110,119,0,16,30,2.0106382978723403,1.7553191489361701,1.898936170212766,0.0,0.2553191489361702,0.4787234042553192,0.1772853185595568,0.18005540166204986,0.22714681440443213,0.21606648199445982,0.3545706371191136,0.4903047091412742,0.2742382271468144
Buddy Hield,789.0,80,54,78,0,11,4,3.650190114068441,2.463878326996198,3.55893536121673,0.0,0.5019011406844107,0.18250950570342203,0.590027700831025,0.5678670360110804,0.850415512465374,0.21606648199445982,0.9224376731301939,0.05817174515235457,0.5341643582640813
CJ McCollum,2232.0,161,166,113,0,21,14,2.596774193548387,2.6774193548387095,1.8225806451612903,0.0,0.33870967741935487,0.22580645161290325,0.37950138504155123,0.6731301939058172,0.19667590027700832,0.21606648199445982,0.6343490304709142,0.11911357340720222,0.36980609418282545
Cade Cunningham,2172.0,178,132,155,0,32,25,2.9502762430939224,2.187845303867403,2.569060773480663,0.0,0.5303867403314917,0.4143646408839779,0.4487534626038781,0.43490304709141275,0.554016620498615,0.21606648199445982,0.9390581717451524,0.4182825484764543,0.5018467220683287
Caleb Love,968.0,37,47,59,0,4,5,1.3760330578512396,1.7479338842975205,2.1942148760330578,0.0,0.1487603305785124,0.1859504132231405,0.05263157894736842,0.1772853185595568,0.3573407202216066,0.21606648199445982,0.05817174515235457,0.060941828254847646,0.15373961218836563
Caleb Martin,818.0,57,29,72,4,7,12,2.508557457212714,1.2762836185819069,3.1687041564792175,0.17603911980440098,0.3080684596577017,0.5281173594132029,0.3490304709141274,0.0332409972299169,0.7451523545706371,0.9307479224376731,0.5401662049861495,0.5512465373961218,0.5249307479224377
Cam Christie,411.0,36,34,30,0,0,3,3.153284671532847,2.978102189781022,2.627737226277372,0.0,0.0,0.26277372262773724,0.49584487534626037,0.7645429362880887,0.5817174515235457,0.21606648199445982,0.006925207756232687,0.18282548476454294,0.37465373961218834
Cam Spencer,1672.0,54,88,110,2,15,20,1.1626794258373208,1.894736842105263,2.3684210526315788,0.043062200956937795,0.3229665071770335,0.430622009569378,0.0332409972299169,0.2548476454293629,0.4626038781163435,0.6620498614958449,0.5678670360110804,0.44321329639889195,0.40397045244690677
Cam Thomas,839.0,50,40,32,1,1,4,2.1454112038140645,1.7163289630512515,1.373063170441001,0.04290822407628128,0.04290822407628128,0.17163289630512513,0.2188365650969529,0.15789473684210525,0.0664819944598338,0.6592797783933518,0.013850415512465374,0.0443213296398892,0.1934441366574331
Cameron Johnson,1647.0,117,107,101,5,11,27,2.5573770491803276,2.33879781420765,2.2076502732240435,0.1092896174863388,0.24043715846994537,0.5901639344262295,0.3628808864265928,0.4986149584487535,0.3684210526315789,0.8614958448753463,0.30193905817174516,0.6177285318559557,0.5018467220683287
Caris LeVert,1124.0,103,80,101,0,16,15,3.298932384341637,2.5622775800711746,3.2348754448398576,0.0,0.5124555160142349,0.4804270462633452,0.5290858725761773,0.6038781163434903,0.7700831024930748,0.21606648199445982,0.9279778393351801,0.4930747922437673,0.590027700831025
Carter Bryant,791.0,110,70,45,1,10,12,5.006321112515803,3.185840707964602,2.048040455120101,0.04551201011378003,0.4551201011378002,0.5461441213653603,0.7617728531855956,0.8337950138504155,0.296398891966759,0.6731301939058172,0.8753462603878116,0.5678670360110804,0.6680517082179133
Cason Wallace,2046.0,134,200,338,0,16,31,2.357771260997067,3.5190615835777126,5.947214076246334,0.0,0.281524926686217,0.5454545454545454,0.29085872576177285,0.9141274238227147,0.9889196675900277,0.21606648199445982,0.4626038781163435,0.5650969529085873,0.5729455216989843
Cedric Coward,1598.0,170,154,102,2,30,14,3.8297872340425534,3.469336670838548,2.2978723404255317,0.04505632040050063,0.6758448060075094,0.31539424280350437,0.631578947368421,0.9030470914127424,0.43213296398891965,0.6648199445983379,0.9944598337950139,0.2742382271468144,0.6500461680517081
Chet Holmgren,1997.0,510,174,87,1,11,68,9.193790686029043,3.1367050575863797,1.5683525287931899,0.01802704056084126,0.19829744616925388,1.2258387581372059,0.9529085872576177,0.8199445983379502,0.11080332409972299,0.46814404432132967,0.1634349030470914,0.8282548476454293,0.5572483841181902
Christian Braun,1399.0,97,91,91,0,9,12,2.4960686204431735,2.341672623302359,2.341672623302359,0.0,0.2315939957112223,0.30879199428162973,0.34349030470914127,0.5013850415512465,0.4487534626038781,0.21606648199445982,0.27146814404432135,0.2631578947368421,0.3407202216066482
Clint Capela,919.0,260,76,50,1,9,36,10.184983677910774,2.9771490750816105,1.9586507072905333,0.03917301414581066,0.35255712731229594,1.4102285092491837,0.9750692520775623,0.7617728531855956,0.2548476454293629,0.628808864265928,0.6731301939058172,0.8836565096952909,0.6962142197599261
Coby White,1205.0,94,73,44,7,9,21,2.808298755186722,2.180912863070539,1.3145228215767635,0.2091286307053942,0.2688796680497925,0.6273858921161826,0.43213296398891965,0.4265927977839335,0.060941828254847646,0.9584487534626038,0.407202216066482,0.6343490304709142,0.48661126500461677
Cody Williams,1622.0,170,73,126,0,17,9,3.773119605425401,1.6202219482120839,2.7965474722564734,0.0,0.37731196054254007,0.19975339087546237,0.6204986149584487,0.12742382271468145,0.6371191135734072,0.21606648199445982,0.7340720221606648,0.09418282548476455,0.4048938134810711
Collin Gillespie,2282.0,92,118,201,12,29,23,1.4513584574934268,1.8615249780893952,3.170902716914987,0.18930762489044697,0.45749342681858024,0.3628396143733567,0.06925207756232687,0.23268698060941828,0.7479224376731302,0.9445983379501385,0.8808864265927978,0.3490304709141274,0.5373961218836566
Collin Murray-Boyles,1246.0,180,110,157,1,7,30,5.200642054574639,3.178170144462279,4.536115569823435,0.028892455858747994,0.20224719101123595,0.8667736757624398,0.7728531855955678,0.8310249307479224,0.9501385041551247,0.556786703601108,0.1745152354570637,0.7479224376731302,0.6722068328716527
Collin Sexton,1613.0,94,73,136,1,16,12,2.097954122752635,1.629262244265344,3.035337879727216,0.022318660880347178,0.35709857408555484,0.26782393056416615,0.2077562326869806,0.1329639889196676,0.7146814404432132,0.5069252077562327,0.6786703601108033,0.19113573407202217,0.40535549399815324
Cooper Flagg,2344.0,251,224,151,0,29,25,3.854948805460751,3.4402730375426622,2.3191126279863483,0.0,0.4453924914675768,0.38395904436860073,0.6343490304709142,0.8947368421052632,0.4404432132963989,0.21606648199445982,0.8642659279778393,0.38227146814404434,0.5720221606648199
Corey Kispert,1048.0,120,69,38,1,8,6,4.122137404580153,2.3702290076335877,1.3053435114503815,0.03435114503816794,0.2748091603053435,0.20610687022900764,0.667590027700831,0.5152354570637119,0.05817174515235457,0.6038781163434903,0.4265927977839335,0.09695290858725762,0.3947368421052632
Craig Porter Jr.,1141.0,107,66,139,0,8,10,3.375985977212971,2.082383873794917,4.385626643295355,0.0,0.252410166520596,0.31551270815074495,0.5429362880886427,0.37119113573407203,0.9307479224376731,0.21606648199445982,0.33518005540166207,0.2770083102493075,0.44552169898430294
Dalen Terry,505.0,68,38,45,1,7,4,4.847524752475248,2.7089108910891087,3.2079207920792077,0.0712871287128713,0.499009900990099,0.2851485148514852,0.7534626038781164,0.6869806094182825,0.7617728531855956,0.778393351800554,0.9141274238227147,0.23268698060941828,0.6879039704524469
Dalton Knecht,496.0,50,33,16,2,3,5,3.629032258064516,2.3951612903225805,1.161290322580645,0.14516129032258063,0.21774193548387097,0.3629032258064516,0.5817174515235457,0.5373961218836565,0.024930747922437674,0.9085872576177285,0.2299168975069252,0.3518005540166205,0.43905817174515227
Daniel Gafford,1195.0,311,78,102,3,12,45,9.369037656903767,2.3497907949790795,3.0728033472803347,0.0903765690376569,0.3615062761506276,1.3556485355648535,0.9556786703601108,0.5041551246537396,0.7174515235457064,0.8282548476454293,0.6842105263157895,0.8642659279778393,0.7590027700831025
Daniss Jenkins,1422.0,106,72,117,0,18,10,2.6835443037974684,1.8227848101265822,2.962025316455696,0.0,0.45569620253164556,0.25316455696202533,0.4099722991689751,0.2188365650969529,0.6897506925207756,0.21606648199445982,0.8781163434903048,0.1634349030470914,0.42936288088642655
Danny Wolf,1171.0,215,88,67,0,7,22,6.609735269000854,2.705380017079419,2.0597779675491035,0.0,0.215200683176772,0.6763450042698548,0.8282548476454293,0.6842105263157895,0.30193905817174516,0.21606648199445982,0.2188365650969529,0.6565096952908587,0.48430286241920584
Darius Garland,1344.0,69,83,84,2,8,6,1.8482142857142856,2.2232142857142856,2.25,0.05357142857142857,0.21428571428571427,0.1607142857142857,0.14958448753462603,0.4598337950138504,0.389196675900277,0.6980609418282548,0.21191135734072022,0.038781163434903045,0.32456140350877194
Davion Mitchell,2000.0,60,145,128,8,22,20,1.08,2.61,2.3040000000000003,0.14400000000000002,0.39599999999999996,0.36,0.019390581717451522,0.6232686980609419,0.4376731301939058,0.9058171745152355,0.7811634349030471,0.3462603878116344,0.5189289012003694
Day'Ron Sharpe,1160.0,163,86,151,0,9,40,5.058620689655172,2.668965517241379,4.686206896551725,0.0,0.2793103448275862,1.2413793103448276,0.7645429362880887,0.6620498614958449,0.9584487534626038,0.21606648199445982,0.4515235457063712,0.8337950138504155,0.6477377654662974
De'Aaron Fox,2231.0,113,140,201,2,19,7,1.823397579560735,2.2590766472433885,3.2433886149708653,0.03227252353204841,0.3065889735544599,0.11295383236216942,0.13573407202216067,0.4709141274238227,0.7728531855955678,0.5955678670360111,0.5318559556786704,0.019390581717451522,0.42105263157894735
De'Andre Hunter,1175.0,72,63,78,0,9,22,2.2059574468085104,1.9302127659574468,2.389787234042553,0.0,0.2757446808510638,0.6740425531914894,0.23268698060941828,0.28254847645429365,0.47645429362880887,0.21606648199445982,0.43490304709141275,0.6537396121883656,0.3827331486611265
De'Anthony Melton,1125.0,65,54,144,0,19,11,2.08,1.728,4.6080000000000005,0.0,0.608,0.352,0.1994459833795014,0.16620498614958448,0.9556786703601108,0.21606648199445982,0.9722991689750693,0.32409972299168976,0.47229916897506924
DeMar DeRozan,2406.0,123,94,124,4,23,28,1.8403990024937655,1.4064837905236907,1.855361596009975,0.059850374064837904,0.344139650872818,0.4189526184538654,0.1440443213296399,0.06371191135734072,0.2077562326869806,0.7285318559556787,0.6509695290858726,0.4265927977839335,0.3702677746999077
Dean Wade,1318.0,203,80,116,0,11,50,5.544764795144157,2.1851289833080427,3.1684370257966616,0.0,0.30045523520485584,1.3657056145675266,0.7922437673130194,0.43213296398891965,0.7423822714681441,0.21606648199445982,0.5041551246537396,0.8670360110803325,0.5923361034164358
Deandre Ayton,1958.0,420,145,79,0,15,39,7.722165474974464,2.665985699693565,1.452502553626149,0.0,0.27579162410623087,0.7170582226762002,0.9030470914127424,0.6592797783933518,0.07756232686980609,0.21606648199445982,0.4376731301939058,0.6703601108033241,0.4939981532779316
Deni Avdija,2199.0,183,98,103,0,13,20,2.9959072305593453,1.6043656207366985,1.6862210095497954,0.0,0.21282401091405184,0.3274215552523875,0.4598337950138504,0.12188365650969529,0.14127423822714683,0.21606648199445982,0.20221606648199447,0.29085872576177285,0.23868882733148658
Dennis Schröder,1658.0,77,78,105,7,15,10,1.6718938480096501,1.6936067551266585,2.2798552472858864,0.15199034981905912,0.3256936067551267,0.21712907117008443,0.10526315789473684,0.14958448753462603,0.4155124653739612,0.9113573407202216,0.5817174515235457,0.10526315789473684,0.3781163434903047
Derik Queen,2023.0,356,193,184,4,9,57,6.335145823035096,3.4345032130499256,3.2743450321304994,0.07118141374196738,0.1601581809194266,1.014335145823035,0.8199445983379502,0.8919667590027701,0.7839335180055401,0.775623268698061,0.07756232686980609,0.7839335180055401,0.6888273314866113
Derrick Jones Jr.,1350.0,122,74,107,0,6,10,3.253333333333333,1.9733333333333334,2.8533333333333335,0.0,0.16,0.26666666666666666,0.5207756232686981,0.31024930747922436,0.6703601108033241,0.21606648199445982,0.07479224376731301,0.18559556786703602,0.3296398891966759
Derrick White,2625.0,320,230,196,8,28,17,4.388571428571429,3.1542857142857144,2.688,0.10971428571428572,0.384,0.23314285714285715,0.7008310249307479,0.8254847645429363,0.6011080332409973,0.8642659279778393,0.7506925207756233,0.12465373961218837,0.644506001846722
Desmond Bane,2756.0,193,194,149,2,32,20,2.5210449927431062,2.5341074020319305,1.946298984034833,0.026124818577648767,0.41799709724238027,0.2612481857764877,0.3518005540166205,0.592797783933518,0.2520775623268698,0.53601108033241,0.8227146814404432,0.1772853185595568,0.4554478301015697
Devin Booker,2146.0,95,77,89,2,23,30,1.5936626281453867,1.2917054986020504,1.4930102516309411,0.033550792171481825,0.385834109972041,0.5032618825722274,0.09141274238227147,0.036011080332409975,0.09141274238227147,0.6011080332409973,0.7562326869806094,0.5235457063711911,0.34995383194829177
Devin Vassell,2044.0,138,76,114,0,15,11,2.430528375733855,1.3385518590998042,2.0078277886497062,0.0,0.26418786692759294,0.19373776908023482,0.3185595567867036,0.0443213296398892,0.27977839335180055,0.21606648199445982,0.3878116343490305,0.07756232686980609,0.22068328716528163
Dillon Brooks,1702.0,79,98,112,1,13,14,1.6709753231492364,2.072855464159812,2.3689776733254995,0.02115158636897767,0.27497062279670975,0.29612220916568743,0.10249307479224377,0.3656509695290859,0.46537396121883656,0.4986149584487535,0.4293628808864266,0.24653739612188366,0.35133887349953835
Dominick Barlow,1689.0,353,139,122,0,23,23,7.523978685612788,2.9626998223801064,2.600355239786856,0.0,0.4902309058614565,0.4902309058614565,0.8808864265927978,0.7562326869806094,0.5650969529085873,0.21606648199445982,0.9058171745152355,0.5013850415512465,0.6375807940904894
Donovan Clingan,2094.0,755,278,82,1,13,55,12.979942693409741,4.7793696275071635,1.4097421203438396,0.017191977077363897,0.22349570200573066,0.9455587392550143,1.0,1.0,0.06925207756232687,0.4626038781163435,0.23822714681440443,0.775623268698061,0.5909510618651893
Donovan Mitchell,2318.0,95,116,198,0,24,23,1.4754098360655736,1.8015530629853322,3.0750647109577223,0.0,0.37273511647972385,0.35720448662640203,0.07479224376731301,0.21052631578947367,0.7202216066481995,0.21606648199445982,0.7119113573407202,0.33518005540166207,0.3781163434903047
