PLAYER_NAME,MIN,CONTESTED_SHOTS_2PT,CONTESTED_SHOTS_3PT,DEFLECTIONS,CHARGES_DRAWN,DEF_LOOSE_BALLS_RECOVERED,DEF_BOXOUTS,CONTESTED_SHOTS_2PT_per_36,CONTESTED_SHOTS_3PT_per_36,DEFLECTIONS_per_36,CHARGES_DRAWN_per_36,DEF_LOOSE_BALLS_RECOVERED_per_36,DEF_BOXOUTS_per_36,CONTESTED_SHOTS_2PT_per_36_percentile_rk,CONTESTED_SHOTS_3PT_per_36_percentile_rk,DEFLECTIONS_per_36_percentile_rk,CHARGES_DRAWN_per_36_percentile_rk,DEF_LOOSE_BALLS_RECOVERED_per_36_percentile_rk,DEF_BOXOUTS_per_36_percentile_rk,mean
Alex Sarr,1305.0,348,101,72,0,11,37,9.6,2.7862068965517244,1.986206896551724,0.0,0.30344827586206896,1.0206896551724138,0.961218836565097,0.7063711911357341,0.27146814404432135,0.21606648199445982,0.5138504155124654,0.7867036011080333,0.5759464450600186
Alperen Sengun,2397.0,419,196,165,6,18,68,6.292866082603254,2.9436795994993745,2.4780976220275344,0.09011264080100126,0.27033792240300375,1.0212765957446808,0.8116343490304709,0.7534626038781164,0.5290858725761773,0.8254847645429363,0.41274238227146814,0.7894736842105263,0.6869806094182825
Amen Thompson,2953.0,196,102,213,1,35,22,2.389434473416864,1.2434812055536741,2.5966813410091434,0.012190992211310533,0.4266847273958686,0.2682018286488317,0.3047091412742382,0.024930747922437674,0.5623268698060941,0.43213296398891965,0.8337950138504155,0.19390581717451524,0.39196675900277006
Amir Coffey,419.0,26,17,25,1,3,5,2.233890214797136,1.460620525059666,2.1479713603818613,0.08591885441527447,0.2577565632458234,0.4295942720763723,0.24930747922437674,0.08310249307479224,0.33240997229916897,0.8227146814404432,0.3601108033240997,0.4404432132963989,0.38134810710987993
Andre Drummond,1226.0,232,90,94,0,6,35,6.8123980424143555,2.6427406199021206,2.7601957585644374,0.0,0.17618270799347469,1.0277324632952691,0.8421052631578947,0.6481994459833795,0.628808864265928,0.21606648199445982,0.11080332409972299,0.7922437673130194,0.5397045244690674
Andre Jackson Jr.,364.0,21,18,35,0,5,2,2.076923076923077,1.7802197802197801,3.4615384615384617,0.0,0.4945054945054945,0.19780219780219782,0.19667590027700832,0.19113573407202217,0.8282548476454293,0.21606648199445982,0.9085872576177285,0.08587257617728532,0.40443213296398883
Andrew Nembhard,1786.0,91,52,93,1,13,14,1.8342665173572228,1.0481522956326987,1.8745800671892496,0.020156774916013438,0.2620380739081747,0.28219484882418816,0.14127423822714683,0.008310249307479225,0.21606648199445982,0.4903047091412742,0.37950138504155123,0.22714681440443213,0.24376731301939059
Andrew Wiggins,2063.0,273,244,148,0,15,40,4.7639360155113915,4.257876878332525,2.582646631119729,0.0,0.2617547261269995,0.698012603005332,0.739612188365651,0.9861495844875346,0.556786703601108,0.21606648199445982,0.3767313019390582,0.6648199445983379,0.590027700831025
Anfernee Simons,1351.0,83,75,66,0,9,4,2.211695040710585,1.9985196150999258,1.758697261287935,0.0,0.23982235381199113,0.10658771280532939,0.2409972299168975,0.33240997229916897,0.16066481994459833,0.21606648199445982,0.29362880886426596,0.013850415512465374,0.20960295475530935
Anthony Black,1910.0,143,123,194,3,20,20,2.695287958115183,2.318324607329843,3.656544502617801,0.05654450261780105,0.3769633507853403,0.3769633507853403,0.41274238227146814,0.4903047091412742,0.8614958448753463,0.7202216066481995,0.7313019390581718,0.37119113573407203,0.597876269621422
