PLAYER_NAME,FTM,FTA,FTM_clutch,FTA_clutch,FTM_non_clutch,FTA_non_clutch,FT_PCT_clutch,FT_PCT_non_clutch,differential
Yuki Kawamura,17,19,0.0,0.0,17.0,19.0,,0.8947368421052632,
Yves Missi,57,102,2.0,2.0,55.0,100.0,1.0,0.55,0.44999999999999996
Zaccharie Risacher,58,90,0.0,2.0,58.0,88.0,0.0,0.6590909090909091,-0.6590909090909091
Zach Collins,14,20,0.0,0.0,14.0,20.0,,0.7,
Zach Edey,25,32,1.0,1.0,24.0,31.0,1.0,0.7741935483870968,0.22580645161290325
Zach LaVine,125,142,4.0,4.0,121.0,138.0,1.0,0.8768115942028986,0.12318840579710144
Zeke Nnaji,34,44,1.0,1.0,33.0,43.0,1.0,0.7674418604651163,0.2325581395348837
Ziaire Williams,119,140,4.0,4.0,115.0,136.0,1.0,0.8455882352941176,0.15441176470588236
Zion Williamson,333,465,25.0,32.0,308.0,433.0,0.78125,0.7113163972286374,0.06993360277136262
Zyon Pullin,2,2,,,,,,,
