player,pos,ts_percent,usg_percent,vorp,ts_rank,usg_rank,vorp_rank,empty_stats
Noah Penda,SF,0.506,14.8,0.1,0.9850746268656716,0.1791044776119403,0.6119402985074627,1.7761194029850746
Julian Phillips,SF,0.534,13.9,-0.2,0.8507462686567164,0.11940298507462686,0.8208955223880597,1.791044776119403
Jalen Pickett,SG,0.541,14.8,-0.1,0.6808510638297872,0.22340425531914893,0.5851063829787234,1.4893617021276597
Brandin Podziemski,SG,0.583,20.1,1.3,0.40425531914893614,0.6914893617021277,0.19148936170212766,1.2872340425531914
Jakob Poeltl,C,0.698,15.3,1,0.08571428571428572,0.2714285714285714,0.38571428571428573,0.7428571428571429
Craig Porter Jr.,PG,0.524,12.3,1.2,0.7868852459016393,0.03278688524590164,0.36065573770491804,1.180327868852459
Michael Porter Jr.,SF,0.595,30.5,2.1,0.2835820895522388,0.9701492537313433,0.16417910447761194,1.4179104477611941
Bobby Portis,PF,0.587,23.1,0.8,0.4375,0.875,0.34375,1.65625
Quinten Post,PF,0.56,18.8,0.3,0.734375,0.609375,0.546875,1.890625
Micah Potter,C,0.679,18,0.6,0.17142857142857143,0.5428571428571428,0.5285714285714286,1.2428571428571429
Drake Powell,SG,0.521,14.9,-1.3,0.8723404255319149,0.26595744680851063,0.9787234042553191,2.117021276595745
Dwight Powell,C,0.699,8.9,0.1,0.07142857142857142,0,0.8,0.8714285714285714
Norman Powell,SG,0.609,27.2,1.5,0.18085106382978725,0.9361702127659575,0.13829787234042554,1.2553191489361704
Payton Pritchard,PG,0.584,21.4,2.8,0.2459016393442623,0.5245901639344263,0.14754098360655737,0.9180327868852458
Tyrese Proctor,PG,0.556,22,-0.1,0.5901639344262295,0.5573770491803278,0.7213114754098361,1.8688524590163933
Olivier-Maxence Prosper,PF,0.662,18.9,0.5,0.03125,0.640625,0.453125,1.125
Derik Queen,C,0.546,21.8,0.6,0.9142857142857143,0.8428571428571429,0.5285714285714286,2.2857142857142856
Neemias Queta,C,0.674,14.7,2.4,0.22857142857142856,0.22857142857142856,0.08571428571428572,0.5428571428571428
Immanuel Quickley,PG,0.577,21.1,2.5,0.3770491803278688,0.5081967213114754,0.18032786885245902,1.0655737704918034
Julius Randle,PF,0.585,26.5,2.3,0.46875,0.953125,0.046875,1.46875
Maxime Raynaud,C,0.619,18.2,-0.2,0.45714285714285713,0.5857142857142857,0.8857142857142857,1.9285714285714286
Austin Reaves,SG,0.641,26.7,2.1,0.05319148936170213,0.925531914893617,0.06382978723404255,1.0425531914893618
Paul Reed,C,0.65,20.6,1.6,0.3142857142857143,0.8142857142857143,0.22857142857142856,1.3571428571428572
Naz Reid,C,0.565,22.1,1.5,0.8,0.8571428571428571,0.2857142857142857,1.9428571428571426
Jase Richardson,SG,0.574,16.8,-0.1,0.44680851063829785,0.40425531914893614,0.5851063829787234,1.4361702127659575
Nick Richards,C,0.562,18.2,-0.7,0.8142857142857143,0.5857142857142857,1,2.4
Will Richard,SG,0.596,13,0.1,0.2978723404255319,0.07446808510638298,0.5531914893617021,0.925531914893617
Will Riley,SF,0.548,20.2,-1,0.7611940298507462,0.5970149253731343,0.9850746268656716,2.343283582089552
Zaccharie Risacher,SF,0.557,17.6,-0.2,0.6865671641791045,0.417910447761194,0.8208955223880597,1.9253731343283582
Duncan Robinson,SF,0.629,15.8,1.5,0.05970149253731343,0.2835820895522388,0.2537313432835821,0.5970149253731343
Mitchell Robinson,C,0.676,10.7,1.6,0.2,0.04285714285714286,0.22857142857142856,0.4714285714285714
Ryan Rollins,PG,0.583,24.2,1.3,0.26229508196721313,0.7049180327868853,0.32786885245901637,1.2950819672131146
Rayan Rupert,SG,0.493,15,-0.8,0.9361702127659575,0.2872340425531915,0.9042553191489362,2.127659574468085
Kobe Sanders,SG,0.597,16.3,-0.3,0.2765957446808511,0.3723404255319149,0.7340425531914894,1.3829787234042552
Gui Santos,PF,0.609,18.7,0.5,0.25,0.578125,0.453125,1.28125
Ben Saraf,SG,0.486,21,-1.2,0.9468085106382979,0.7553191489361702,0.9574468085106383,2.6595744680851063
Alex Sarr,C,0.544,25.7,0.9,0.9285714285714286,0.9,0.42857142857142855,2.257142857142857
Baylor Scheierman,SG,0.616,11.9,0.9,0.11702127659574468,0.05319148936170213,0.2765957446808511,0.44680851063829785
Dennis Schröder,PG,0.526,21,-0.1,0.7213114754098361,0.4918032786885246,0.7213114754098361,1.9344262295081966
Alperen Şengün,C,0.569,26.6,3.7,0.7857142857142857,0.9571428571428572,0.02857142857142857,1.7714285714285714
Brice Sensabaugh,SF,0.59,24.9,-0.3,0.34328358208955223,0.7910447761194029,0.8955223880597015,2.029850746268657
Collin Sexton,SG,0.615,25.9,1.1,0.1276595744680851,0.9148936170212766,0.23404255319148937,1.2765957446808511
Landry Shamet,SG,0.598,15.7,0.5,0.26595744680851063,0.32978723404255317,0.40425531914893614,1
Terrence Shannon Jr.,SG,0.597,17.7,-0.2,0.2765957446808511,0.48936170212765956,0.6914893617021277,1.4574468085106385
Day'Ron Sharpe,C,0.638,19.9,1,0.32857142857142857,0.7571428571428571,0.38571428571428573,1.4714285714285713
Shaedon Sharpe,SG,0.546,30.5,0.2,0.6382978723404256,0.9680851063829787,0.48936170212765956,2.095744680851064
Jamal Shead,PG,0.491,15.5,-0.1,0.9344262295081968,0.14754098360655737,0.7213114754098361,1.8032786885245904
Ben Sheppard,SG,0.561,13.8,-0.4,0.5851063829787234,0.13829787234042554,0.7872340425531915,1.5106382978723405
Reed Sheppard,SG,0.564,21.7,2.5,0.5531914893617021,0.7872340425531915,0.031914893617021274,1.372340425531915
Pascal Siakam,PF,0.562,30.1,1.4,0.71875,1,0.171875,1.890625
Anfernee Simons,SG,0.576,23.6,0.7,0.43617021276595747,0.8617021276595744,0.32978723404255317,1.627659574468085
Jericho Sims,C,0.772,9.8,-0.4,0,0.014285714285714285,0.9571428571428572,0.9714285714285714
Javon Small,PG,0.611,19,0.6,0.09836065573770492,0.3770491803278688,0.45901639344262296,0.9344262295081966
Marcus Smart,SG,0.543,15.4,-0.1,0.6595744680851063,0.3191489361702128,0.5851063829787234,1.5638297872340425
Dru Smith,SG,0.532,15.2,1.2,0.7872340425531915,0.30851063829787234,0.22340425531914893,1.3191489361702127
Jalen Smith,C,0.608,19,0.4,0.5428571428571428,0.6857142857142857,0.6428571428571429,1.8714285714285714
Jabari Smith Jr.,PF,0.57,18.2,0.9,0.609375,0.5,0.296875,1.40625
Jeremy Sochan,PF,0.563,14.6,0.1,0.703125,0.234375,0.65625,1.59375
Cam Spencer,SG,0.649,17.2,1.8,0.02127659574468085,0.46808510638297873,0.09574468085106383,0.5851063829787234
Pat Spencer,PG,0.516,18.9,-0.1,0.8852459016393442,0.36065573770491804,0.7213114754098361,1.9672131147540983
Isaiah Stewart,C,0.632,16.6,0.7,0.37142857142857144,0.42857142857142855,0.5,1.3
Julian Strawther,SG,0.59,19.4,-0.1,0.3404255319148936,0.6595744680851063,0.5851063829787234,1.5851063829787235
Jalen Suggs,PG,0.561,22.9,1.8,0.5573770491803278,0.6065573770491803,0.26229508196721313,1.4262295081967213
Jae'Sean Tate,SF,0.567,13.5,-0.2,0.6268656716417911,0.08955223880597014,0.8208955223880597,1.5373134328358211
Dalen Terry,SG,0.523,14.8,0,0.8617021276595744,0.22340425531914893,0.5638297872340425,1.6489361702127658
Cam Thomas,SG,0.53,30.3,-0.7,0.8191489361702128,0.9574468085106383,0.8723404255319149,2.648936170212766
Amen Thompson,PG,0.594,20,3.4,0.19672131147540983,0.4098360655737705,0.09836065573770492,0.7049180327868853
Ausar Thompson,SF,0.545,16.9,2.4,0.7910447761194029,0.3582089552238806,0.14925373134328357,1.2985074626865671
Klay Thompson,SF,0.541,22.7,0.2,0.8208955223880597,0.7313432835820896,0.5522388059701493,2.1044776119402986
Nae'Qwan Tomlin,PF,0.549,15.5,0,0.78125,0.296875,0.71875,1.796875
Karl-Anthony Towns,C,0.619,25.9,3.1,0.45714285714285713,0.9142857142857143,0.05714285714285714,1.4285714285714286
Nolan Traoré,PG,0.479,22.8,-1.5,0.9508196721311475,0.5901639344262295,0.9836065573770492,2.524590163934426
Gary Trent Jr.,SG,0.533,17.2,-1.2,0.7659574468085106,0.46808510638297873,0.9574468085106383,2.1914893617021276
Myles Turner,C,0.584,18.6,0.5,0.7285714285714285,0.6285714285714286,0.6,1.9571428571428573
Jaylon Tyson,SG,0.608,19.3,0.9,0.19148936170212766,0.6382978723404256,0.2765957446808511,1.1063829787234043
Jonas Valančiūnas,C,0.63,26.1,0.4,0.4,0.9285714285714286,0.6428571428571429,1.9714285714285715
Jarred Vanderbilt,PF,0.544,12.4,0.1,0.796875,0.09375,0.65625,1.546875
Devin Vassell,SG,0.574,18,1.3,0.44680851063829785,0.5212765957446809,0.19148936170212766,1.1595744680851063
Gabe Vincent,PG,0.511,12.3,-0.5,0.9016393442622951,0.03278688524590164,0.9016393442622951,1.8360655737704918
Nikola Vučević,C,0.574,21.4,1.6,0.7714285714285715,0.8285714285714286,0.22857142857142856,1.8285714285714287
Tristan Vukcevic,C,0.603,26.6,0.3,0.5857142857142857,0.9571428571428572,0.7285714285714285,2.2714285714285714
Dean Wade,PF,0.58,9.9,0.7,0.5,0.03125,0.375,0.90625
Jabari Walker,PF,0.568,15,-0.1,0.65625,0.265625,0.75,1.671875
Jarace Walker,PF,0.543,20.7,-0.2,0.8125,0.75,0.828125,2.390625
Cason Wallace,SG,0.538,14.5,1.7,0.7127659574468085,0.19148936170212766,0.10638297872340426,1.0106382978723405
Keaton Wallace,PG,0.52,16.1,-0.1,0.8360655737704918,0.16393442622950818,0.7213114754098361,1.721311475409836
Jordan Walsh,PF,0.623,11.7,0.7,0.171875,0.046875,0.375,0.59375
Ja'Kobe Walter,SG,0.61,14,0.6,0.14893617021276595,0.14893617021276595,0.3829787234042553,0.6808510638297872
Kel'el Ware,C,0.616,18,1.8,0.5142857142857142,0.5428571428571428,0.14285714285714285,1.1999999999999997
P.J. Washington,PF,0.537,20.1,0.2,0.859375,0.6875,0.59375,2.140625
Trendon Watford,PF,0.573,17.9,0,0.5625,0.484375,0.71875,1.765625
Jamir Watkins,SG,0.554,15.1,-0.3,0.6063829787234043,0.2978723404255319,0.7340425531914894,1.6382978723404256
Peyton Watson,SF,0.594,20.6,0.3,0.29850746268656714,0.6268656716417911,0.5074626865671642,1.4328358208955225
Jaylen Wells,SG,0.559,19.3,-0.5,0.5957446808510638,0.6382978723404256,0.8191489361702128,2.0531914893617023
Victor Wembanyama,C,0.626,32.4,6,0.4142857142857143,1,0.014285714285714285,1.4285714285714286
Russell Westbrook,SF,0.528,25.9,0.7,0.9104477611940298,0.835820895522388,0.373134328358209,2.1194029850746268
Coby White,SG,0.595,28.8,0.2,0.30851063829787234,0.9468085106382979,0.48936170212765956,1.7446808510638296
Derrick White,SG,0.529,22,3.5,0.8297872340425532,0.8191489361702128,0.010638297872340425,1.6595744680851066
Aaron Wiggins,SG,0.538,19.9,0.4,0.7127659574468085,0.6702127659574468,0.425531914893617,1.8085106382978722
Andrew Wiggins,SF,0.586,19.7,1.7,0.3880597014925373,0.5671641791044776,0.22388059701492538,1.1791044776119404
Brandon Williams,PG,0.572,25.1,0.9,0.4426229508196721,0.7704918032786885,0.4262295081967213,1.639344262295082
Cody Williams,SG,0.524,16,-1.5,0.851063829787234,0.35106382978723405,1,2.202127659574468
Jaylin Williams,PF,0.597,15.6,1.5,0.328125,0.328125,0.140625,0.796875
Kenrich Williams,PF,0.569,18.3,0.5,0.640625,0.53125,0.453125,1.625
Mark Williams,C,0.68,17.4,1.4,0.15714285714285714,0.4857142857142857,0.3,0.9428571428571428
Patrick Williams,PF,0.494,16.6,-0.9,0.984375,0.4375,1,2.421875
Robert Williams,C,0.722,13.1,1.7,0.04285714285714286,0.17142857142857143,0.21428571428571427,0.4285714285714286
Zion Williamson,PF,0.644,25.7,2.3,0.09375,0.9375,0.046875,1.078125
Ziaire Williams,SF,0.579,18.9,0.1,0.44776119402985076,0.5223880597014925,0.6119402985074627,1.5820895522388059
Jalen Wilson,PF,0.536,18.2,-0.8,0.875,0.5,0.984375,2.359375
Danny Wolf,PF,0.521,20.6,-0.2,0.90625,0.734375,0.828125,2.46875
Guerschon Yabusele,C,0.543,16.1,-0.1,0.9428571428571428,0.35714285714285715,0.8714285714285714,2.1714285714285717
Yang Hansen,C,0.413,19.9,-0.6,1,0.7571428571428571,0.9857142857142858,2.742857142857143
Ivica Zubac,C,0.622,19.2,0.6,0.44285714285714284,0.7,0.5285714285714286,1.6714285714285713
