player,tm,experience,age,salary,vorp,vorp_per_million,percent_of_cap
CJ McCollum,ATL,13,34,30666666,0.9,0.029347826724952755,0.19830107276571807
Jalen Johnson,ATL,5,24,30000000,4,0.13333333333333333,0.1939901840966847
Jonathan Kuminga,ATL,5,23,23799569,0.2,0.00840351352581217,0.15389609239105834
Nickeil Alexander-Walker,ATL,7,27,15161800,2.1,0.13850598213932383,0.09804134577457048
Onyeka Okongwu,ATL,6,25,15000000,1.6,0.10666666666666667,0.09699509204834235
Corey Kispert,ATL,5,26,13975000,-0.1,-0.007155635062611807,0.09036709409170562
Zaccharie Risacher,ATL,2,20,13197720,-0.2,-0.015154132683524127,0.08534093774854992
Gabe Vincent,ATL,7,29,11500000,-0.1,-0.008695652173913044,0.07436290390372914
Buddy Hield,ATL,10,33,9219512,0,0,0.059616494338719794
Dyson Daniels,ATL,4,22,7707709,2.1,0.2724544997741871,0.04984066292912245
Asa Newell,ATL,1,20,3237480,0.1,0.0308882217033001,0.020934644706977826
Keaton Wallace,ATL,2,26,2296274,-0.1,-0.04354880994167072,0.01484848719988102
Jock Landale,ATL,5,30,2296274,0.2,0.08709761988334144,0.01484848719988102
Mouhamed Gueye,ATL,3,23,2221677,0.2,0.09002208691902559,0.014366117674445672
N'Faly Dante,ATL,2,24,2048494,0,0,0.013246257606031802
Caleb Houstan,ATL,4,23,699440,0,0,0.004522816478819505
Jayson Tatum,BOS,9,27,54126450,0.9,0.016627730065430116,0.35
Jaylen Brown,BOS,10,29,53142264,3.3,0.062097467281409004,0.3436359192224873
Derrick White,BOS,9,31,28100000,3.5,0.12455516014234874,0.18170413910389469
Nikola Vučević,BOS,15,35,21481481,0.2,0.009310345036266356,0.13890654846198117
Sam Hauser,BOS,5,28,10044644,1.3,0.12942220749685107,0.06495207795818865
Payton Pritchard,BOS,6,28,7232143,2.8,0.38716048617954596,0.046765491732784985
Hugo González,BOS,1,19,2783880,0.1,0.0359210885526675,0.018001513123435953
Baylor Scheierman,BOS,2,25,2619000,0.9,0.3436426116838488,0.016935343071640574
Luka Garza,BOS,5,27,2461463,1.2,0.4875149453800443,0.015916655350572594
Neemias Queta,BOS,5,26,2349578,2.4,1.0214600238851401,0.015193168958984008
Jordan Walsh,BOS,3,21,2221677,0.7,0.3150773042165895,0.014366117674445672
Amari Williams,BOS,1,24,490128,0,0,0.003169334031697996
Dalano Banton,BOS,5,26,131970,-0.1,-0.7577479730241722,8.53362819841316e-4
John Tonje,BOS,1,24,73153,0,0,4.730321312408259e-4
Michael Porter Jr.,BRK,7,27,38333050,2.1,0.05478301361357888,0.24787451421624732
Nic Claxton,BRK,7,26,25352272,1.4,0.05522187518341551,0.16393639708497418
Terance Mann,BRK,7,29,15500000,-0.6,-0.038709677419354833,0.1002282617832871
Egor Dёmin,BRK,1,19,6889200,0.1,0.0145154734947454,0.044547905875962676
Ochai Agbaji,BRK,4,25,6383525,-0.1,-0.0156653259758519,0.04127803966452631
Ziaire Williams,BRK,5,24,6250000,0.1,0.016,0.040414621686809316
