seas_id,season,player_id,player,pos,tm,g,mp,pg_percent,sg_percent,sf_percent,pf_percent,c_percent,name,value,ht_ft,ht_in,wt,full_in_ht
29648,2022,4219,Aaron Gordon,PF,DEN,56,1770,0,0,48,48,3,big_wing_percent,96,6,8,235,80
29649,2022,4899,Aaron Henry,SF,PHI,6,17,0,11,69,21,0,big_wing_percent,90,NA,NA,NA,NA
29651,2022,4582,Aaron Holiday,PG,WAS,41,663,100,0,0,0,0,guard_percent,100,6,0,185,72
29652,2022,4582,Aaron Holiday,PG,PHO,5,86,90,10,0,0,0,guard_percent,100,6,0,185,72
29653,2022,4805,Aaron Nesmith,SF,BOS,43,451,1,28,63,9,0,small_wing_percent,91,6,5,215,77
29654,2022,4900,Aaron Wiggins,SG,OKC,37,824,8,68,23,1,0,small_wing_percent,91,6,6,200,78
29655,2022,4463,Abdel Nader,SF,PHO,14,145,0,13,86,1,0,small_wing_percent,99,NA,NA,NA,NA
29656,2022,4901,Ade Murkey,SG,SAC,1,1,0,0,100,0,0,small_wing_percent,100,NA,NA,NA,NA
29656,2022,4901,Ade Murkey,SG,SAC,1,1,0,0,100,0,0,big_wing_percent,100,NA,NA,NA,NA
29657,2022,4688,Admiral Schofield,SF,ORL,26,275,0,7,54,38,1,big_wing_percent,92,6,5,241,77
29658,2022,4902,Ahmad Caver,PG,IND,1,1,100,0,0,0,0,guard_percent,100,NA,NA,NA,NA
29659,2022,3734,Al Horford,C,BOS,53,1510,0,0,0,1,99,big_percent,100,6,9,240,81
29660,2022,3982,Alec Burks,SG,NYK,60,1612,25,37,38,0,0,small_wing_percent,75,6,6,214,78
29661,2022,4903,Aleem Ford,SF,ORL,5,74,0,11,44,33,11,big_wing_percent,77,NA,NA,NA,NA
29662,2022,4806,Aleksej Pokusevski,PF,OKC,45,760,0,0,1,63,37,big_percent,100,7,0,190,84
29663,2022,4465,Alex Caruso,SG,CHI,28,775,27,69,5,0,0,guard_percent,96,6,4,186,76
29664,2022,4142,Alex Len,C,SAC,34,562,0,0,0,0,100,big_percent,100,7,0,250,84
29665,2022,4466,Alfonzo McKinnie,SF,CHI,17,206,0,6,47,47,0,big_wing_percent,94,NA,NA,NA,NA
29667,2022,4583,Alize Johnson,PF,CHI,16,121,0,0,4,20,76,big_percent,96,6,7,212,79
29668,2022,4583,Alize Johnson,PF,WAS,3,18,0,0,39,61,0,big_wing_percent,100,6,7,212,79
29669,2022,4904,Alperen Şengün,C,HOU,52,972,0,0,0,26,74,big_percent,100,6,9,235,81
29670,2022,4690,Amir Coffey,SG,LAC,50,1114,1,48,45,6,0,small_wing_percent,93,6,7,210,79
29672,2022,4064,Andre Drummond,C,PHI,49,902,0,0,0,1,99,big_percent,100,6,10,279,82
29673,2022,4064,Andre Drummond,C,BRK,6,130,0,0,0,0,100,big_percent,100,6,10,279,82
29674,2022,3500,Andre Iguodala,SF,GSW,26,518,0,10,65,23,2,big_wing_percent,88,6,6,215,78
29675,2022,4223,Andrew Wiggins,SF,GSW,56,1773,0,1,63,33,2,big_wing_percent,96,6,7,197,79
29676,2022,4586,Anfernee Simons,SG,POR,55,1613,68,32,0,0,0,guard_percent,100,6,3,181,75
29677,2022,4066,Anthony Davis,C,LAL,37,1297,0,0,0,22,78,big_percent,100,6,10,253,82
29678,2022,4808,Anthony Edwards,SG,MIN,56,1935,2,31,64,3,0,small_wing_percent,95,6,4,225,76
29679,2022,4809,Anthony Gill,PF,WAS,27,234,0,0,15,71,14,big_wing_percent,86,6,7,230,79
29680,2022,4810,Anthony Lamb,SF,SAS,2,8,0,0,50,50,0,big_wing_percent,100,NA,NA,NA,NA
29681,2022,4811,Armoni Brooks,SG,HOU,41,690,58,39,3,0,0,guard_percent,97,6,3,195,75
29682,2022,4905,Arnoldas Kulboka,SF,CHO,1,3,0,0,0,100,0,big_wing_percent,100,6,9,198,81
29682,2022,4905,Arnoldas Kulboka,SF,CHO,1,3,0,0,0,100,0,big_percent,100,6,9,198,81
29683,2022,4906,Austin Reaves,SG,LAL,41,886,7,56,36,2,0,small_wing_percent,92,6,5,206,77
29684,2022,4069,Austin Rivers,SG,DEN,47,996,1,54,44,1,0,small_wing_percent,98,6,4,200,76
29685,2022,3918,Avery Bradley,SG,LAL,49,1165,19,81,0,0,0,guard_percent,100,6,3,180,75
29686,2022,4907,Ayo Dosunmu,SG,CHI,57,1491,20,65,15,0,0,guard_percent,85,6,5,200,77
29687,2022,4588,B.J. Johnson,SF,ORL,4,65,1,49,50,0,0,small_wing_percent,99,NA,NA,NA,NA
29688,2022,4472,Bam Adebayo,C,MIA,37,1232,0,0,0,2,98,big_percent,100,6,9,255,81
29689,2022,4148,Ben McLemore,SG,POR,44,824,6,75,20,0,0,small_wing_percent,95,6,3,195,75
29690,2022,3984,Bismack Biyombo,C,PHO,18,311,0,0,0,1,99,big_percent,100,6,8,255,80
29691,2022,3920,Blake Griffin,PF,BRK,50,889,0,0,9,52,39,big_percent,91,6,9,250,81
29692,2022,4306,Boban Marjanović,C,DAL,17,98,0,0,0,0,100,big_percent,100,7,3,290,87
29693,2022,4307,Bobby Portis,C,MIL,53,1526,0,0,0,2,98,big_percent,100,6,10,250,82
29694,2022,4475,Bogdan Bogdanović,SG,ATL,42,1216,0,44,55,0,0,small_wing_percent,99,6,6,220,78
29695,2022,4224,Bojan Bogdanović,PF,UTA,58,1797,0,0,5,94,1,big_wing_percent,99,6,7,226,79
29696,2022,4692,Bol Bol,PF,DEN,14,81,0,0,0,14,86,big_percent,100,7,2,220,86
29697,2022,4908,Bones Hyland,PG,DEN,49,864,39,60,1,0,0,guard_percent,99,6,3,173,75
29699,2022,4591,Brad Wanamaker,PG,IND,22,293,92,9,0,0,0,guard_percent,101,NA,NA,NA,NA
29700,2022,4591,Brad Wanamaker,PG,WAS,1,27,100,0,0,0,0,guard_percent,100,NA,NA,NA,NA
29701,2022,4072,Bradley Beal,SG,WAS,40,1439,16,83,1,0,0,guard_percent,99,6,4,207,76
29702,2022,4909,Brandon Boston Jr.,SG,LAC,42,625,8,38,52,3,0,small_wing_percent,90,6,7,185,79
29703,2022,4693,Brandon Clarke,PF,MEM,48,917,0,0,22,78,0,big_wing_percent,100,6,8,215,80
29704,2022,4592,Brandon Goodwin,PG,CLE,19,351,100,0,0,0,0,guard_percent,100,6,0,180,72
29705,2022,4379,Brandon Ingram,SF,NOP,47,1610,0,15,67,19,0,big_wing_percent,86,6,8,190,80
29706,2022,3985,Brandon Knight,PG,DAL,3,54,49,51,0,0,0,guard_percent,100,NA,NA,NA,NA
29707,2022,4910,Brandon Williams,PG,POR,4,55,100,0,0,0,0,guard_percent,100,6,2,190,74
29708,2022,4911,Braxton Key,SF,PHI,2,6,0,0,0,100,0,big_wing_percent,100,NA,NA,NA,NA
29708,2022,4911,Braxton Key,SF,PHI,2,6,0,0,0,100,0,big_percent,100,NA,NA,NA,NA
29709,2022,4813,Brodric Thomas,SG,BOS,9,44,48,52,0,0,0,guard_percent,100,6,5,185,77
29710,2022,3801,Brook Lopez,C,MIL,1,28,0,0,0,0,100,big_percent,100,7,0,282,84
29711,2022,4594,Bruce Brown,SF,BRK,53,1154,0,29,61,11,0,small_wing_percent,90,6,4,202,76
29713,2022,4695,Bruno Fernando,C,BOS,20,58,0,0,0,12,88,big_percent,100,6,9,240,81
29714,2022,4695,Bruno Fernando,C,HOU,2,13,0,0,0,0,100,big_percent,100,6,9,240,81
29716,2022,4381,Bryn Forbes,SG,SAS,40,676,28,70,2,0,0,guard_percent,98,6,2,205,74
29717,2022,4381,Bryn Forbes,SG,DEN,18,365,1,86,13,0,0,small_wing_percent,99,6,2,205,74
29719,2022,4382,Buddy Hield,SG,SAC,55,1574,0,31,66,3,0,small_wing_percent,97,6,4,220,76
29720,2022,4382,Buddy Hield,SG,IND,7,271,2,71,28,0,0,small_wing_percent,99,6,4,220,76
29721,2022,3582,C.J. Miles,SG,BOS,1,2,0,100,0,0,0,guard_percent,100,NA,NA,NA,NA
29721,2022,3582,C.J. Miles,SG,BOS,1,2,0,100,0,0,0,small_wing_percent,100,NA,NA,NA,NA
29722,2022,4912,Cade Cunningham,PG,DET,47,1491,2,83,15,0,0,small_wing_percent,98,6,6,220,78
29723,2022,4696,Caleb Martin,SF,MIA,47,1079,0,18,59,23,0,big_wing_percent,82,6,5,205,77
29725,2022,4697,Cam Reddish,SF,ATL,34,797,0,1,80,19,0,big_wing_percent,99,6,8,218,80
29726,2022,4697,Cam Reddish,SF,NYK,11,137,0,0,99,1,0,big_wing_percent,100,6,8,218,80
29727,2022,4913,Cam Thomas,SG,BRK,51,1008,1,53,44,3,0,small_wing_percent,97,6,4,210,76
29728,2022,4698,Cameron Johnson,PF,PHO,58,1526,0,0,3,90,6,big_percent,96,6,8,210,80
29729,2022,4914,Cameron McGriff,SF,POR,3,46,0,0,14,78,8,big_wing_percent,92,NA,NA,NA,NA
29730,2022,4814,Cameron Oliver,SF,ATL,2,43,0,0,0,38,62,big_percent,100,NA,NA,NA,NA
29731,2022,4311,Cameron Payne,PG,PHO,40,815,74,26,0,0,0,guard_percent,100,6,1,183,73
29733,2022,4383,Caris LeVert,SG,IND,39,1214,8,60,31,0,0,small_wing_percent,91,6,6,205,78
29734,2022,4383,Caris LeVert,SG,CLE,4,124,20,76,4,0,0,guard_percent,96,6,6,205,78
29736,2022,4915,Carlik Jones,PG,DAL,3,19,100,0,0,0,0,guard_percent,100,NA,NA,NA,NA
29737,2022,4915,Carlik Jones,PG,DEN,2,4,100,0,0,0,0,guard_percent,100,NA,NA,NA,NA
29738,2022,3435,Carmelo Anthony,PF,LAL,52,1385,0,0,0,64,36,big_percent,100,6,7,238,79
29739,2022,4815,Cassius Stanley,SG,DET,9,155,5,49,46,0,0,small_wing_percent,95,NA,NA,NA,NA
29740,2022,4816,Cassius Winston,PG,WAS,5,27,53,47,0,0,0,guard_percent,100,6,1,185,73
29741,2022,4916,Cat Barber,PG,ATL,3,13,100,0,0,0,0,guard_percent,100,NA,NA,NA,NA
29742,2022,4479,Cedi Osman,SF,CLE,49,1134,0,30,60,9,0,small_wing_percent,90,6,7,230,79
29743,2022,4596,Chandler Hutchison,SF,PHO,6,22,0,16,54,30,0,big_wing_percent,84,NA,NA,NA,NA
29744,2022,4917,Charles Bassey,PF,PHI,23,168,0,0,0,20,80,big_percent,100,6,11,235,83
29746,2022,4700,Charlie Brown,SG,DAL,3,15,0,35,51,14,0,small_wing_percent,86,NA,NA,NA,NA
29747,2022,4700,Charlie Brown,SG,PHI,16,157,5,61,34,0,0,small_wing_percent,95,NA,NA,NA,NA
29749,2022,4918,Chaundee Brown Jr.,SF,LAL,2,21,0,4,71,25,0,big_wing_percent,96,NA,NA,NA,NA
29750,2022,4918,Chaundee Brown Jr.,SG,ATL,3,83,1,41,59,0,0,small_wing_percent,100,NA,NA,NA,NA
29751,2022,4385,Cheick Diallo,C,DET,3,31,0,0,0,0,100,big_percent,100,NA,NA,NA,NA
29752,2022,4597,Chimezie Metu,C,SAC,42,931,0,0,0,74,26,big_percent,100,6,9,225,81
29753,2022,4481,Chris Boucher,PF,TOR,58,1169,0,11,49,37,4,big_wing_percent,86,6,9,200,81
29754,2022,4598,Chris Chiozza,PG,GSW,26,279,100,0,0,0,0,guard_percent,100,5,11,175,71
29755,2022,4919,Chris Duarte,SG,IND,52,1474,25,64,12,0,0,guard_percent,89,6,6,190,78
29756,2022,3585,Chris Paul,PG,PHO,58,1916,100,0,0,0,0,guard_percent,100,6,0,175,72
29758,2022,4702,Chris Silva,PF,MIN,1,3,0,0,0,0,100,big_percent,100,NA,NA,NA,NA
29759,2022,4702,Chris Silva,PF,MIA,9,88,0,0,0,19,81,big_percent,100,NA,NA,NA,NA
29760,2022,4313,Christian Wood,C,HOU,56,1728,0,0,0,0,100,big_percent,100,6,10,214,82
29761,2022,4817,Chuma Okeke,PF,ORL,51,1226,0,0,6,89,5,big_wing_percent,95,6,6,229,78
29762,2022,4818,CJ Elleby,SF,POR,37,578,0,8,74,18,0,big_wing_percent,92,6,6,200,78
29764,2022,4154,CJ McCollum,SG,POR,36,1267,4,90,7,0,0,small_wing_percent,97,6,3,190,75
29765,2022,4154,CJ McCollum,SG,NOP,7,252,41,57,2,0,0,guard_percent,98,6,3,190,75
29766,2022,4230,Clint Capela,C,ATL,52,1449,0,0,0,0,100,big_percent,100,6,10,240,82
29767,2022,4703,Coby White,PG,CHI,42,1187,99,1,0,0,0,guard_percent,100,6,5,195,77
29768,2022,4704,Cody Martin,SF,CHO,52,1396,8,65,26,1,0,small_wing_percent,91,6,5,205,77
29769,2022,4155,Cody Zeller,C,POR,27,355,0,0,0,0,100,big_percent,100,NA,NA,NA,NA
29770,2022,4819,Cole Anthony,PG,ORL,48,1575,99,1,0,0,0,guard_percent,100,6,2,185,74
29771,2022,4599,Collin Sexton,SG,CLE,11,316,8,86,6,0,0,guard_percent,94,6,1,190,73
29772,2022,4920,Corey Kispert,SF,WAS,55,1117,1,35,61,3,0,small_wing_percent,96,6,7,220,79
29773,2022,3992,Cory Joseph,PG,DET,50,1227,94,6,0,0,0,guard_percent,100,6,3,200,75
29774,2022,4921,Craig Sword,SG,WAS,3,19,34,66,0,0,0,guard_percent,100,NA,NA,NA,NA
29775,2022,3805,D.J. Augustin,PG,HOU,34,510,100,0,0,0,0,guard_percent,100,5,11,183,71
29776,2022,4482,D.J. Wilson,PF,TOR,4,54,0,0,0,16,84,big_percent,100,NA,NA,NA,NA
29777,2022,4317,D'Angelo Russell,PG,MIN,48,1550,59,41,0,0,0,guard_percent,100,6,4,193,76
29778,2022,4922,Daishen Nix,SG,HOU,8,67,0,11,76,14,0,big_wing_percent,90,6,5,224,77
29779,2022,4820,Dakota Mathias,SG,MEM,6,16,80,20,0,0,0,guard_percent,100,NA,NA,NA,NA
29780,2022,4923,Dalano Banton,SF,TOR,50,583,4,33,52,10,1,small_wing_percent,85,6,9,204,81
29781,2022,4387,Damian Jones,C,SAC,40,601,0,0,0,0,100,big_percent,100,6,11,245,83
29782,2022,4077,Damian Lillard,PG,POR,29,1056,100,0,0,0,0,guard_percent,100,6,2,195,74
29783,2022,4484,Damion Lee,SG,GSW,49,989,3,70,27,1,0,small_wing_percent,97,6,5,210,77
29784,2022,4485,Damyean Dotson,SG,NYK,2,21,30,70,0,0,0,guard_percent,100,NA,NA,NA,NA
29785,2022,4705,Daniel Gafford,C,WAS,51,1054,0,0,0,0,100,big_percent,100,6,10,234,82
29786,2022,4821,Daniel Oturu,C,TOR,3,27,0,0,0,0,100,big_percent,100,NA,NA,NA,NA
29788,2022,4487,Daniel Theis,C,HOU,26,584,0,0,0,61,40,big_percent,101,6,8,245,80
29789,2022,4487,Daniel Theis,C,BOS,4,56,0,0,0,11,89,big_percent,100,6,8,245,80
29790,2022,3807,Danilo Gallinari,PF,ATL,49,1166,0,0,0,69,31,big_percent,100,6,10,233,82
29791,2022,3867,Danny Green,SF,PHI,42,957,0,5,83,12,0,big_wing_percent,95,6,6,215,78
29793,2022,4389,Danuel House,SF,HOU,16,233,0,0,11,88,1,big_wing_percent,99,NA,NA,NA,NA
29794,2022,4389,Danuel House,SF,NYK,1,3,0,0,100,0,0,small_wing_percent,100,NA,NA,NA,NA
29794,2022,4389,Danuel House,SF,NYK,1,3,0,0,100,0,0,big_wing_percent,100,NA,NA,NA,NA
29795,2022,4389,Danuel House,SF,UTA,11,204,0,4,82,14,0,big_wing_percent,96,NA,NA,NA,NA
29796,2022,4706,DaQuan Jeffries,SG,MEM,3,9,0,10,53,37,0,big_wing_percent,90,NA,NA,NA,NA
29797,2022,4707,Darius Bazley,PF,OKC,56,1537,0,0,11,81,8,big_wing_percent,92,6,8,208,80
29798,2022,4708,Darius Garland,PG,CLE,47,1626,96,5,0,0,0,guard_percent,101,6,1,192,73
29799,2022,3869,Darren Collison,PG,LAL,3,37,100,0,0,0,0,guard_percent,100,NA,NA,NA,NA
29800,2022,4924,David Duke Jr.,PG,BRK,21,340,19,78,3,0,0,guard_percent,97,6,5,205,77
29801,2022,4925,David Johnson,SG,TOR,2,2,0,100,0,0,0,guard_percent,100,6,5,210,77
29801,2022,4925,David Johnson,SG,TOR,2,2,0,100,0,0,0,small_wing_percent,100,6,5,210,77
29802,2022,4391,David Nwaba,SF,HOU,38,525,0,3,50,43,4,big_wing_percent,93,6,5,219,77
29803,2022,4926,Davion Mitchell,PG,SAC,56,1439,61,39,0,0,0,guard_percent,100,6,2,205,74
29805,2022,4392,Dāvis Bertāns,PF,WAS,34,501,0,0,0,81,20,big_percent,101,6,10,225,82
29806,2022,4392,Dāvis Bertāns,PF,DAL,4,70,0,0,0,89,12,big_percent,101,6,10,225,82
29807,2022,4488,Davon Reed,SG,DEN,31,406,0,14,65,21,0,big_wing_percent,86,6,5,208,77
29808,2022,4927,Day'Ron Sharpe,PF,BRK,32,391,0,0,0,5,96,big_percent,101,6,11,265,83
29809,2022,4489,De'Aaron Fox,PG,SAC,51,1769,100,0,0,0,0,guard_percent,100,6,3,185,75
29810,2022,4709,De'Andre Hunter,SF,ATL,32,924,0,0,79,21,0,big_wing_percent,100,6,8,225,80
29811,2022,4602,De'Anthony Melton,SG,MEM,54,1225,15,82,2,0,0,guard_percent,97,6,2,200,74
29812,2022,4710,Dean Wade,PF,CLE,46,877,0,1,60,36,3,big_wing_percent,96,6,9,228,81
29813,2022,4603,Deandre Ayton,C,PHO,40,1172,0,0,0,0,100,big_percent,100,6,11,250,83
29814,2022,3810,DeAndre Jordan,C,LAL,32,408,0,0,0,0,100,big_percent,100,6,11,265,83
29816,2022,4393,DeAndre' Bembry,SF,BRK,48,949,0,15,65,20,0,big_wing_percent,85,6,5,210,77
29817,2022,4393,DeAndre' Bembry,SF,MIL,2,30,0,9,90,1,0,small_wing_percent,99,6,5,210,77
29818,2022,4822,Deividas Sirvydis,SG,DET,3,27,0,3,69,28,0,big_wing_percent,97,NA,NA,NA,NA
29819,2022,4928,DeJon Jarreau,SG,IND,1,1,0,100,0,0,0,guard_percent,100,NA,NA,NA,NA
29819,2022,4928,DeJon Jarreau,SG,IND,1,1,0,100,0,0,0,small_wing_percent,100,NA,NA,NA,NA
29820,2022,4394,Dejounte Murray,PG,SAS,54,1868,95,5,0,0,0,guard_percent,100,6,4,180,76
29821,2022,4320,Delon Wright,SG,ATL,55,994,38,61,1,0,0,guard_percent,99,6,5,185,77
29822,2022,3872,DeMar DeRozan,PF,CHI,58,2073,0,0,6,85,9,big_percent,94,6,6,220,78
29824,2022,3926,DeMarcus Cousins,C,MIL,17,287,0,0,0,0,100,big_percent,100,6,10,270,82
29825,2022,3926,DeMarcus Cousins,C,DEN,10,136,0,0,0,0,100,big_percent,100,6,10,270,82
29826,2022,4823,Deni Avdija,SF,WAS,60,1419,0,7,63,30,0,big_wing_percent,93,6,9,210,81
29828,2022,4157,Dennis Schröder,SG,BOS,49,1433,48,51,0,0,0,guard_percent,99,6,3,172,75
29829,2022,4157,Dennis Schröder,PG,HOU,5,152,100,0,0,0,0,guard_percent,100,6,3,172,75
29830,2022,4490,Dennis Smith Jr.,PG,POR,37,638,95,5,0,0,0,guard_percent,100,NA,NA,NA,NA
29832,2022,4396,Denzel Valentine,SG,CLE,22,204,5,71,25,0,0,small_wing_percent,96,NA,NA,NA,NA
29833,2022,4396,Denzel Valentine,SG,UTA,2,18,0,0,100,0,0,small_wing_percent,100,NA,NA,NA,NA
29833,2022,4396,Denzel Valentine,SG,UTA,2,18,0,0,100,0,0,big_wing_percent,100,NA,NA,NA,NA
29834,2022,3928,Derrick Favors,C,OKC,39,653,0,0,0,0,100,big_percent,100,6,9,265,81
29835,2022,4397,Derrick Jones Jr.,PF,CHI,37,654,0,0,40,48,11,big_wing_percent,88,6,5,210,77
29836,2022,3812,Derrick Rose,PG,NYK,26,636,100,0,0,0,0,guard_percent,100,6,2,200,74
29837,2022,4491,Derrick Walton,PG,DET,3,108,100,0,0,0,0,guard_percent,100,NA,NA,NA,NA
29839,2022,4492,Derrick White,SG,SAS,49,1486,16,78,6,0,0,guard_percent,94,6,4,190,76
29840,2022,4492,Derrick White,SG,BOS,7,183,29,69,1,0,0,guard_percent,98,6,4,190,76
29841,2022,4824,Desmond Bane,SF,MEM,59,1777,0,53,46,1,0,small_wing_percent,99,6,5,215,77
29842,2022,4321,Devin Booker,SG,PHO,54,1856,5,81,14,0,0,small_wing_percent,95,6,5,206,77
29843,2022,4826,Devin Vassell,SF,SAS,54,1414,0,19,67,15,0,small_wing_percent,86,6,5,200,77
29844,2022,4827,Devon Dotson,PG,CHI,11,85,100,0,0,0,0,guard_percent,100,NA,NA,NA,NA
29845,2022,4712,Devontae Cacok,PF,SAS,11,92,0,0,0,93,7,big_percent,100,6,7,240,79
29846,2022,4607,Devonte' Graham,PG,NOP,57,1735,98,2,0,0,0,guard_percent,100,6,1,195,73
29847,2022,4158,Dewayne Dedmon,C,MIA,52,848,0,0,0,0,100,big_percent,100,7,0,245,84
29848,2022,4828,Didi Louzada,SF,NOP,2,7,0,0,0,100,0,big_wing_percent,100,6,5,188,77
29848,2022,4828,Didi Louzada,SF,NOP,2,7,0,0,0,100,0,big_percent,100,6,5,188,77
29849,2022,4494,Dillon Brooks,SF,MEM,21,587,0,12,83,4,0,small_wing_percent,95,6,7,225,79
29851,2022,4400,Domantas Sabonis,C,IND,47,1632,0,0,0,51,49,big_percent,100,6,11,240,83
29852,2022,4400,Domantas Sabonis,PF,SAC,7,231,0,0,0,16,84,big_percent,100,6,11,240,83
29853,2022,4495,Donovan Mitchell,SG,UTA,48,1608,47,53,0,0,0,guard_percent,100,6,1,215,73
29855,2022,4608,Donte DiVincenzo,SG,MIL,17,341,15,76,9,0,0,guard_percent,91,6,4,203,76
29856,2022,4608,Donte DiVincenzo,SG,SAC,6,137,5,59,35,0,0,small_wing_percent,94,6,4,203,76
29857,2022,4401,Dorian Finney-Smith,PF,DAL,60,1970,0,0,41,58,1,big_wing_percent,99,6,7,220,79
29858,2022,4237,Doug McDermott,PF,SAS,46,1127,0,0,0,97,3,big_percent,100,6,7,225,79
29859,2022,4085,Draymond Green,PF,GSW,34,1018,0,0,5,79,16,big_percent,95,6,6,230,78
29861,2022,4610,Drew Eubanks,C,SAS,49,595,0,0,0,6,94,big_percent,100,6,9,245,81
29862,2022,4610,Drew Eubanks,C,POR,2,50,0,0,0,0,100,big_percent,100,6,9,245,81
29863,2022,4929,Duane Washington Jr.,PG,IND,31,603,62,38,0,0,0,guard_percent,100,6,3,210,75
29864,2022,4611,Duncan Robinson,SG,MIA,59,1592,2,62,35,1,0,small_wing_percent,97,6,7,215,79
29865,2022,3520,Dwight Howard,C,LAL,44,654,0,0,0,0,100,big_percent,100,6,10,265,82
29866,2022,4239,Dwight Powell,C,DAL,61,1258,0,0,0,0,100,big_percent,100,6,10,240,82
29867,2022,4829,Dylan Windler,SF,CLE,37,344,0,63,36,2,0,small_wing_percent,99,6,6,196,78
29868,2022,3932,Ed Davis,C,CLE,19,142,0,0,0,5,95,big_percent,100,6,9,218,81
29869,2022,4240,Elfrid Payton,PG,PHO,39,457,50,47,3,0,0,guard_percent,97,6,3,195,75
29871,2022,4831,Elijah Hughes,SF,UTA,14,112,0,32,57,11,0,small_wing_percent,89,6,5,215,77
29872,2022,4831,Elijah Hughes,SG,POR,5,62,3,65,32,0,0,small_wing_percent,97,6,5,215,77
29873,2022,4615,Emanuel Terry,PF,PHO,3,18,0,0,0,8,93,big_percent,101,6,9,220,81
29874,2022,4324,Emmanuel Mudiay,PG,SAC,2,11,100,0,0,0,0,guard_percent,100,NA,NA,NA,NA
29875,2022,4006,Enes Kanter,C,BOS,35,411,0,0,0,0,100,big_percent,100,NA,NA,NA,NA
29876,2022,3934,Eric Bledsoe,PG,LAC,54,1361,100,0,0,0,0,guard_percent,100,6,1,214,73
29877,2022,3815,Eric Gordon,SG,HOU,49,1454,16,52,33,0,0,small_wing_percent,85,6,3,215,75
29878,2022,4716,Eric Paschall,PF,UTA,45,591,0,0,3,81,16,big_percent,97,6,6,255,78
29879,2022,4930,Eugene Omoruyi,SF,DAL,4,18,0,0,0,100,0,big_wing_percent,100,NA,NA,NA,NA
29879,2022,4930,Eugene Omoruyi,SF,DAL,4,18,0,0,0,100,0,big_percent,100,NA,NA,NA,NA
29880,2022,4086,Evan Fournier,SG,NYK,59,1754,0,70,30,0,0,small_wing_percent,100,6,7,205,79
29881,2022,4931,Evan Mobley,PF,CLE,53,1809,0,0,33,36,31,big_wing_percent,69,7,0,215,84
29882,2022,4832,Facundo Campazzo,PG,DEN,56,1122,100,0,0,0,0,guard_percent,100,5,10,195,70
29883,2022,4616,Frank Jackson,PG,DET,43,968,40,59,1,0,0,guard_percent,99,6,3,205,75
29884,2022,4325,Frank Kaminsky,C,PHO,9,181,0,0,0,0,100,big_percent,100,7,0,240,84
29885,2022,4500,Frank Ntilikina,PG,DAL,47,589,18,79,3,0,0,guard_percent,97,6,4,200,76
29886,2022,4932,Franz Wagner,SF,ORL,62,1975,0,1,70,29,1,big_wing_percent,99,6,9,225,81
29887,2022,4403,Fred VanVleet,PG,TOR,52,1984,97,3,0,0,0,guard_percent,100,6,1,197,73
29888,2022,4833,Freddie Gillespie,PF,ORL,9,119,0,0,0,28,72,big_percent,100,NA,NA,NA,NA
29889,2022,4501,Furkan Korkmaz,SG,PHI,53,1253,1,26,68,5,0,small_wing_percent,94,6,7,202,79
29890,2022,4717,Gabe Vincent,PG,MIA,53,1286,66,34,0,0,0,guard_percent,100,6,3,200,75
29891,2022,4834,Gabriel Deck,PF,OKC,7,56,0,0,14,72,14,big_wing_percent,86,6,8,232,80
29891,2022,4834,Gabriel Deck,PF,OKC,7,56,0,0,14,72,14,big_percent,86,6,8,232,80
29892,2022,3877,Garrett Temple,SG,NOP,55,1054,18,80,3,0,0,guard_percent,98,6,5,195,77
29893,2022,4718,Garrison Mathews,SG,HOU,43,1173,0,14,85,1,0,small_wing_percent,99,6,5,215,77
29894,2022,4617,Gary Clark,PF,NOP,29,300,0,0,34,66,1,big_wing_percent,100,6,6,225,78
29895,2022,4245,Gary Harris,SG,ORL,54,1577,4,83,14,0,0,small_wing_percent,97,6,4,210,76
29896,2022,4404,Gary Payton II,PG,GSW,58,974,36,64,0,0,0,guard_percent,100,6,3,190,75
29897,2022,4618,Gary Trent Jr.,SG,TOR,51,1765,16,83,1,0,0,guard_percent,99,6,5,209,77
29898,2022,3816,George Hill,SG,MIL,41,1044,60,39,1,0,0,guard_percent,99,6,4,188,76
29899,2022,4619,George King,SF,DAL,4,19,0,0,26,74,0,big_wing_percent,100,NA,NA,NA,NA
29900,2022,4405,Georges Niang,PF,PHI,56,1296,0,0,33,65,3,big_wing_percent,98,6,7,230,79
29901,2022,4933,Georgios Kalaitzakis,SF,MIL,9,48,0,15,68,15,2,small_wing_percent,83,NA,NA,NA,NA
29901,2022,4933,Georgios Kalaitzakis,SF,MIL,9,48,0,15,68,15,2,big_wing_percent,83,NA,NA,NA,NA
29902,2022,4164,Giannis Antetokounmpo,PF,MIL,51,1668,0,0,0,57,43,big_percent,100,6,11,242,83
29903,2022,4719,Goga Bitadze,C,IND,38,451,0,0,0,0,100,big_percent,100,6,11,250,83
29905,2022,3817,Goran Dragić,PG,TOR,5,90,61,39,0,0,0,guard_percent,100,6,3,190,75
29906,2022,3817,Goran Dragić,PG,BRK,2,31,60,29,12,0,0,guard_percent,89,6,3,190,75
29907,2022,3941,Gordon Hayward,SF,CHO,48,1547,0,3,78,19,0,big_wing_percent,97,6,7,225,79
29908,2022,4167,Gorgui Dieng,C,ATL,38,334,0,0,0,0,100,big_percent,100,6,10,252,82
29909,2022,4720,Grant Williams,PF,BOS,58,1367,0,0,3,94,4,big_percent,98,6,6,236,78
