seas_id,season,player_id,player,pos,tm,g,mp,pg_percent,sg_percent,sf_percent,pf_percent,c_percent,name,value,ht_ft,ht_in,wt,full_in_ht
30197,2022,4991,Neemias Queta,C,SAC,10,56,0,0,0,0,100,big_percent,100,7,0,245,84
30198,2022,4351,Nemanja Bjelica,C,GSW,55,838,0,0,0,0,100,big_percent,100,6,10,234,82
30199,2022,4278,Nerlens Noel,C,NYK,25,562,0,0,0,0,100,big_percent,100,6,11,220,83
30200,2022,4869,Nick Richards,C,CHO,41,344,0,0,0,0,100,big_percent,100,7,0,245,84
30202,2022,4772,Nickeil Alexander-Walker,SG,NOP,50,1317,4,40,42,15,0,small_wing_percent,82,6,6,205,78
30203,2022,4772,Nickeil Alexander-Walker,SG,UTA,2,5,0,59,41,0,0,small_wing_percent,100,6,6,205,78
30204,2022,3841,Nicolas Batum,PF,LAC,42,1032,0,0,0,86,14,big_percent,100,6,8,230,80
30205,2022,4773,Nicolas Claxton,C,BRK,27,553,0,0,0,4,96,big_percent,100,NA,NA,NA,NA
30206,2022,4280,Nik Stauskas,SG,MIA,2,24,0,9,91,0,0,small_wing_percent,100,6,6,205,78
30207,2022,4352,Nikola Jokić,C,DEN,55,1813,0,0,0,0,100,big_percent,100,6,11,284,83
30208,2022,4047,Nikola Vučević,C,CHI,55,1855,0,0,0,0,100,big_percent,100,6,10,260,82
30210,2022,4353,Norman Powell,SF,POR,40,1333,0,18,75,7,0,small_wing_percent,93,6,3,215,75
30211,2022,4353,Norman Powell,SG,LAC,3,80,33,67,0,0,0,guard_percent,100,6,3,215,75
30212,2022,4776,Norvel Pelle,C,UTA,3,19,0,0,0,5,95,big_percent,100,NA,NA,NA,NA
30213,2022,4871,Obi Toppin,PF,NYK,56,842,0,0,0,97,3,big_percent,100,6,9,220,81
30214,2022,4555,OG Anunoby,SF,TOR,42,1541,6,30,57,8,0,small_wing_percent,87,6,7,232,79
30215,2022,4992,Olivier Sarr,C,OKC,5,61,0,0,0,0,100,big_percent,100,7,0,237,84
30216,2022,4993,Omer Yurtseven,C,MIA,44,611,0,0,0,0,100,big_percent,100,7,0,264,84
30217,2022,4872,Onyeka Okongwu,C,ATL,28,604,0,0,0,2,99,big_percent,101,6,8,235,80
30218,2022,4777,Oshae Brissett,SF,IND,50,1054,0,0,20,77,3,big_wing_percent,97,6,7,210,79
30219,2022,4189,Otto Porter,PF,GSW,50,1072,0,0,0,65,35,big_percent,100,6,8,198,80
30220,2022,3698,P.J. Tucker,PF,MIA,55,1564,0,0,0,95,5,big_percent,100,6,5,245,77
30221,2022,4778,P.J. Washington,PF,CHO,46,1183,0,0,3,33,64,big_percent,97,6,7,230,79
30222,2022,4994,Paris Bass,SF,PHO,2,7,0,0,100,0,0,small_wing_percent,100,NA,NA,NA,NA
30222,2022,4994,Paris Bass,SF,PHO,2,7,0,0,100,0,0,big_wing_percent,100,NA,NA,NA,NA
30223,2022,4437,Pascal Siakam,PF,TOR,47,1758,0,0,0,55,45,big_percent,100,6,9,230,81
30224,2022,4354,Pat Connaughton,SG,MIL,54,1457,1,28,59,12,0,small_wing_percent,87,6,5,209,77
30225,2022,4124,Patrick Beverley,PG,MIN,43,1131,97,3,0,0,0,guard_percent,100,6,1,180,73
30226,2022,4873,Patrick Williams,PF,CHI,5,125,0,0,0,80,20,big_percent,100,6,7,215,79
30227,2022,3898,Patty Mills,PG,BRK,61,1868,100,0,0,0,0,guard_percent,100,6,1,180,73
30228,2022,3969,Paul George,SF,LAC,26,924,0,4,49,45,2,big_wing_percent,94,6,8,220,80
30230,2022,3701,Paul Millsap,PF,BRK,24,270,0,0,10,61,30,big_percent,91,6,7,257,79
30231,2022,3701,Paul Millsap,PF,PHI,4,44,0,0,0,21,80,big_percent,101,6,7,257,79
30232,2022,4874,Paul Reed,C,PHI,25,231,0,0,0,30,71,big_percent,101,6,9,210,81
30233,2022,4779,Paul Watson,SF,OKC,9,156,0,13,27,60,0,big_wing_percent,87,NA,NA,NA,NA
30234,2022,4875,Payton Pritchard,SG,BOS,52,661,80,20,0,0,0,guard_percent,100,6,1,195,73
30235,2022,4995,Petr Cornelie,PF,DEN,13,38,0,0,4,75,22,big_percent,97,NA,NA,NA,NA
30236,2022,4557,PJ Dozier,SG,DEN,18,340,0,16,60,25,0,big_wing_percent,85,NA,NA,NA,NA
30237,2022,4876,Precious Achiuwa,C,TOR,51,1184,0,0,0,1,100,big_percent,101,6,8,225,80
30238,2022,4996,Quentin Grimes,SG,NYK,40,696,16,79,6,0,0,guard_percent,95,6,5,205,77
30239,2022,4780,Quinndary Weatherspoon,SG,GSW,5,33,7,62,31,0,0,small_wing_percent,93,6,3,205,75
30240,2022,4877,R.J. Hampton,SG,ORL,44,856,28,68,5,0,0,guard_percent,96,6,4,175,76
30242,2022,3704,Rajon Rondo,PG,LAL,18,289,89,12,0,0,0,guard_percent,101,6,1,180,73
30243,2022,3704,Rajon Rondo,PG,CLE,14,304,97,3,0,0,0,guard_percent,100,6,1,180,73
30244,2022,4358,Raul Neto,PG,WAS,51,1057,91,10,0,0,0,guard_percent,101,6,1,180,73
30245,2022,4781,Rayjon Tucker,SG,DEN,3,29,23,71,6,0,0,guard_percent,94,NA,NA,NA,NA
30246,2022,4194,Reggie Bullock,SF,DAL,51,1309,0,15,60,25,0,big_wing_percent,85,6,6,205,78
30247,2022,4050,Reggie Jackson,SG,LAC,59,1830,69,31,0,0,0,guard_percent,100,6,2,208,74
30249,2022,4878,Reggie Perry,PF,POR,2,41,0,0,0,0,100,big_percent,100,NA,NA,NA,NA
30250,2022,4878,Reggie Perry,PF,IND,1,10,0,0,0,0,100,big_percent,100,NA,NA,NA,NA
30251,2022,4359,Richaun Holmes,C,SAC,41,1012,0,0,0,0,100,big_percent,100,6,10,235,82
30252,2022,4051,Ricky Rubio,PG,CLE,34,970,47,53,0,0,0,guard_percent,100,6,2,190,74
30253,2022,4782,RJ Barrett,SF,NYK,50,1663,0,2,94,4,0,big_wing_percent,98,6,6,214,78
30254,2022,4997,RJ Nembhard Jr.,SG,CLE,8,48,57,36,8,0,0,guard_percent,93,6,5,200,77
30255,2022,4998,Rob Edwards,SG,OKC,2,11,19,17,64,0,0,small_wing_percent,81,NA,NA,NA,NA
30257,2022,4197,Robert Covington,PF,POR,48,1431,0,0,1,90,9,big_percent,99,6,7,209,79
30258,2022,4197,Robert Covington,SF,LAC,9,181,0,1,23,74,1,big_wing_percent,97,6,7,209,79
30259,2022,4667,Robert Williams,C,BOS,50,1491,0,0,0,39,61,big_percent,100,6,8,237,80
30260,2022,4880,Robert Woodard,SF,SAC,12,42,0,0,48,52,0,big_wing_percent,100,NA,NA,NA,NA
30261,2022,3845,Robin Lopez,C,ORL,27,466,0,0,0,0,100,big_percent,100,7,0,281,84
30263,2022,4285,Rodney Hood,SF,MIL,39,581,1,11,41,46,2,big_wing_percent,87,6,8,208,80
30264,2022,4285,Rodney Hood,SG,LAC,2,14,0,2,98,0,0,small_wing_percent,100,6,8,208,80
30265,2022,4443,Rodney McGruder,SG,DET,36,497,0,41,55,5,0,small_wing_percent,96,6,4,205,76
30266,2022,4783,Romeo Langford,SG,BOS,44,728,3,43,52,2,0,small_wing_percent,95,6,4,216,76
30267,2022,4560,Royce O'Neale,SF,UTA,56,1753,0,23,76,1,0,small_wing_percent,99,6,4,226,76
30268,2022,3713,Rudy Gay,PF,UTA,36,712,0,0,0,71,29,big_percent,100,6,8,250,80
30269,2022,4199,Rudy Gobert,C,UTA,46,1476,0,0,0,0,100,big_percent,100,7,1,258,85
30270,2022,4784,Rui Hachimura,PF,WAS,20,372,0,0,33,57,10,big_wing_percent,90,6,8,230,80
30271,2022,3849,Russell Westbrook,PG,LAL,59,2031,92,8,1,0,0,guard_percent,100,6,3,200,75
30272,2022,4881,Saben Lee,PG,DET,28,407,100,0,0,0,0,guard_percent,100,6,2,183,74
30273,2022,4882,Saddiq Bey,SF,DET,61,2046,0,7,50,44,0,big_wing_percent,94,6,7,215,79
30274,2022,4362,Sam Dekker,PF,TOR,1,1,0,0,0,0,100,big_percent,100,NA,NA,NA,NA
30275,2022,4999,Sam Hauser,SF,BOS,13,62,0,0,45,55,0,big_wing_percent,100,6,8,215,80
30276,2022,4883,Sam Merrill,SG,MEM,6,58,66,15,11,8,0,guard_percent,81,6,4,205,76
30277,2022,5000,Sandro Mamukelashvili,PF,MIL,34,315,0,0,1,41,59,big_percent,100,6,11,240,83
30278,2022,5001,Santi Aldama,PF,MEM,27,277,0,0,3,63,34,big_percent,97,6,11,224,83
30279,2022,5002,Scottie Barnes,PF,TOR,52,1823,0,0,29,62,9,big_wing_percent,91,6,9,227,81
30280,2022,5003,Scottie Lewis,SG,CHO,2,7,33,67,0,0,0,guard_percent,100,6,5,189,77
30281,2022,4201,Scotty Hopson,SG,OKC,1,18,0,21,79,0,0,small_wing_percent,100,NA,NA,NA,NA
30282,2022,4785,Sekou Doumbouya,PF,LAL,2,16,0,0,0,100,0,big_wing_percent,100,NA,NA,NA,NA
30282,2022,4785,Sekou Doumbouya,PF,LAL,2,16,0,0,0,100,0,big_percent,100,NA,NA,NA,NA
30284,2022,4562,Semi Ojeleye,PF,MIL,20,308,0,1,6,75,18,big_percent,93,6,6,240,78
30285,2022,4562,Semi Ojeleye,PF,LAC,2,13,0,0,0,100,0,big_wing_percent,100,6,6,240,78
30285,2022,4562,Semi Ojeleye,PF,LAC,2,13,0,0,0,100,0,big_percent,100,6,6,240,78
30287,2022,3902,Serge Ibaka,C,LAC,35,538,0,0,0,16,84,big_percent,100,6,10,235,82
30288,2022,3902,Serge Ibaka,PF,MIL,5,110,0,0,8,83,9,big_percent,92,6,10,235,82
30290,2022,4203,Seth Curry,SG,PHI,45,1566,18,76,7,0,0,guard_percent,94,6,2,185,74
30291,2022,4203,Seth Curry,SG,BRK,6,183,14,80,7,0,0,guard_percent,94,6,2,185,74
30292,2022,4670,Shai Gilgeous-Alexander,PG,OKC,46,1593,72,27,1,0,0,guard_percent,99,6,6,180,78
30293,2022,4671,Shake Milton,PG,PHI,33,773,60,40,0,0,0,guard_percent,100,6,5,205,77
30294,2022,5004,Shaq Buchanan,PG,MEM,2,10,0,100,0,0,0,guard_percent,100,NA,NA,NA,NA
30294,2022,5004,Shaq Buchanan,PG,MEM,2,10,0,100,0,0,0,small_wing_percent,100,NA,NA,NA,NA
30295,2022,4563,Shaquille Harrison,SG,BRK,2,23,0,0,72,28,0,big_wing_percent,100,NA,NA,NA,NA
30296,2022,5005,Sharife Cooper,PG,ATL,11,35,99,1,0,0,0,guard_percent,100,6,1,180,73
30297,2022,4885,Skylar Mays,SG,ATL,24,210,26,60,14,0,0,guard_percent,86,6,4,205,76
30298,2022,4207,Solomon Hill,PF,ATL,13,139,0,0,49,51,0,big_wing_percent,100,NA,NA,NA,NA
30300,2022,4291,Spencer Dinwiddie,PG,WAS,44,1330,64,36,0,0,0,guard_percent,100,6,5,215,77
30301,2022,4291,Spencer Dinwiddie,PG,DAL,4,111,37,63,0,0,0,guard_percent,100,6,5,215,77
30302,2022,4364,Stanley Johnson,PF,LAL,26,554,0,0,2,59,40,big_percent,99,6,6,242,78
30303,2022,3903,Stephen Curry,PG,GSW,56,1947,96,4,0,0,0,guard_percent,100,6,2,185,74
30304,2022,4565,Sterling Brown,SG,DAL,38,523,0,16,58,27,0,big_wing_percent,85,6,5,219,77
30305,2022,4208,Steven Adams,C,MEM,59,1557,0,0,0,0,100,big_percent,100,6,11,265,83
30306,2022,4672,Sviatoslav Mykhailiuk,SF,TOR,46,669,11,51,36,3,0,small_wing_percent,87,NA,NA,NA,NA
30307,2022,4365,T.J. McConnell,PG,IND,24,581,100,0,0,0,0,guard_percent,100,6,1,190,73
30308,2022,4788,Tacko Fall,C,CLE,11,59,0,0,0,0,100,big_percent,100,NA,NA,NA,NA
30309,2022,3905,Taj Gibson,C,NYK,39,712,0,0,0,8,92,big_percent,100,6,9,232,81
30310,2022,4789,Talen Horton-Tucker,SG,LAL,44,1140,0,15,78,7,0,small_wing_percent,93,6,4,234,76
30311,2022,4450,Taurean Prince,PF,MIN,50,784,0,2,68,30,0,big_wing_percent,98,6,7,218,79
30312,2022,4791,Terance Mann,SF,LAC,62,1798,0,14,64,22,0,big_wing_percent,86,6,5,215,77
30313,2022,4792,Terence Davis,SG,SAC,30,536,0,47,51,3,0,small_wing_percent,98,6,4,201,76
30314,2022,4131,Terrence Ross,SG,ORL,53,1269,0,26,74,0,0,small_wing_percent,100,6,6,206,78
30315,2022,4366,Terry Rozier,SG,CHO,54,1831,31,69,0,0,0,guard_percent,100,6,1,190,73
30316,2022,5006,Terry Taylor,SG,IND,16,290,0,15,70,15,0,small_wing_percent,85,6,5,230,77
30316,2022,5006,Terry Taylor,SG,IND,16,290,0,15,70,15,0,big_wing_percent,85,6,5,230,77
30318,2022,3791,Thaddeus Young,PF,SAS,26,370,0,0,2,7,91,big_percent,98,6,8,235,80
30319,2022,3791,Thaddeus Young,PF,TOR,5,91,0,12,55,28,6,big_wing_percent,83,6,8,235,80
30320,2022,4367,Thanasis Antetokounmpo,SF,MIL,38,369,2,30,45,23,1,small_wing_percent,75,6,6,219,78
30321,2022,4886,Théo Maledon,PG,OKC,34,483,81,19,0,0,0,guard_percent,100,6,4,175,76
30322,2022,4674,Theo Pinson,SF,DAL,16,120,0,5,42,54,0,big_wing_percent,96,6,5,212,77
30323,2022,4568,Thomas Bryant,C,WAS,18,308,0,0,0,0,100,big_percent,100,6,10,248,82
30325,2022,4294,Tim Frazier,PG,ORL,10,200,100,0,0,0,0,guard_percent,100,NA,NA,NA,NA
30326,2022,4294,Tim Frazier,PG,CLE,1,4,100,0,0,0,0,guard_percent,100,NA,NA,NA,NA
30327,2022,4209,Tim Hardaway Jr.,SG,DAL,42,1245,0,50,48,2,0,small_wing_percent,98,6,5,205,77
30328,2022,4453,Timothé Luwawu-Cabarrot,SF,ATL,37,455,0,5,87,8,0,big_wing_percent,95,6,7,220,79
30329,2022,4055,Tobias Harris,PF,PHI,51,1797,0,0,0,97,3,big_percent,100,6,8,226,80
30331,2022,4454,Tomáš Satoranský,SG,NOP,32,481,5,38,47,11,0,small_wing_percent,85,6,7,210,79
30332,2022,4454,Tomáš Satoranský,SG,SAS,1,9,0,5,96,0,0,small_wing_percent,101,6,7,210,79
30333,2022,4569,Tony Bradley,C,CHI,46,506,0,0,0,0,100,big_percent,100,6,10,248,82
30335,2022,4212,Tony Snell,SG,POR,38,546,4,24,67,5,0,small_wing_percent,91,6,6,213,78
30336,2022,4212,Tony Snell,SG,NOP,5,101,0,37,48,16,0,small_wing_percent,85,6,6,213,78
30338,2022,4570,Torrey Craig,SF,IND,51,1034,0,0,5,83,12,big_percent,95,6,7,221,79
30339,2022,4570,Torrey Craig,SF,PHO,6,116,0,6,62,32,0,big_wing_percent,94,6,7,221,79
30340,2022,4676,Trae Young,PG,ATL,55,1898,100,0,0,0,0,guard_percent,100,6,1,164,73
30341,2022,5007,Trayvon Palmer,SG,DET,1,17,0,0,100,0,0,small_wing_percent,100,NA,NA,NA,NA
30341,2022,5007,Trayvon Palmer,SG,DET,1,17,0,0,100,0,0,big_wing_percent,100,NA,NA,NA,NA
30342,2022,4887,Tre Jones,PG,SAS,49,684,100,0,0,0,0,guard_percent,100,6,1,185,73
30343,2022,5008,Tre Mann,PG,OKC,48,994,100,0,0,0,0,guard_percent,100,6,3,178,75
30344,2022,5009,Tre Scott,SF,CLE,2,11,0,0,17,83,0,big_wing_percent,100,NA,NA,NA,NA
30346,2022,4793,Tremont Waters,PG,TOR,2,42,100,0,0,0,0,guard_percent,100,NA,NA,NA,NA
30347,2022,4793,Tremont Waters,PG,WAS,1,8,100,0,0,0,0,guard_percent,100,NA,NA,NA,NA
30348,2022,5010,Trendon Watford,SF,POR,35,460,0,0,0,37,63,big_percent,100,6,9,240,81
30349,2022,4888,Trent Forrest,PG,UTA,48,590,87,13,0,0,0,guard_percent,100,6,4,210,76
30350,2022,5011,Trevelin Queen,SG,HOU,8,69,32,67,1,0,0,guard_percent,99,6,6,190,78
30351,2022,3563,Trevor Ariza,SF,LAL,22,415,0,0,43,56,2,big_wing_percent,99,6,8,215,80
30352,2022,4214,Trey Burke,PG,DAL,32,346,100,0,0,0,0,guard_percent,100,6,0,185,72
30354,2022,4369,Trey Lyles,PF,DET,51,990,0,0,0,35,65,big_percent,100,6,9,234,81
30355,2022,4369,Trey Lyles,PF,SAC,5,61,0,0,5,94,1,big_wing_percent,99,6,9,234,81
30356,2022,5012,Trey Murphy III,SF,NOP,43,524,0,1,40,57,3,big_wing_percent,97,6,9,206,81
30358,2022,4058,Tristan Thompson,PF,SAC,30,455,0,0,0,52,47,big_percent,99,6,9,254,81
30359,2022,4058,Tristan Thompson,PF,IND,4,66,0,0,0,0,100,big_percent,100,6,9,254,81
30360,2022,4058,Tristan Thompson,PF,CHI,3,46,0,0,0,0,100,big_percent,100,6,9,254,81
30361,2022,4678,Troy Brown Jr.,SF,CHI,51,905,0,8,57,35,0,big_wing_percent,92,6,6,215,78
30362,2022,4794,Ty Jerome,SG,OKC,48,801,31,65,5,0,0,guard_percent,96,6,5,195,77
30363,2022,4795,Tyler Cook,PF,CHI,19,196,0,0,0,26,74,big_percent,100,6,8,255,80
30364,2022,5013,Tyler Hall,SG,NYK,1,2,0,100,0,0,0,guard_percent,100,NA,NA,NA,NA
30364,2022,5013,Tyler Hall,SG,NYK,1,2,0,100,0,0,0,small_wing_percent,100,NA,NA,NA,NA
30365,2022,4796,Tyler Herro,SG,MIA,49,1598,24,66,10,0,0,guard_percent,90,6,5,195,77
30367,2022,4297,Tyler Johnson,PG,PHI,3,38,100,0,0,0,0,guard_percent,100,NA,NA,NA,NA
30368,2022,4297,Tyler Johnson,PG,SAS,3,53,100,0,0,0,0,guard_percent,100,NA,NA,NA,NA
30369,2022,4891,Tyrell Terry,PG,MEM,2,3,100,0,0,0,0,guard_percent,100,6,2,160,74
30371,2022,4892,Tyrese Haliburton,SG,SAC,51,1757,18,78,4,0,0,guard_percent,96,6,5,185,77
30372,2022,4892,Tyrese Haliburton,PG,IND,7,265,74,24,2,0,0,guard_percent,98,6,5,185,77
30373,2022,4893,Tyrese Maxey,PG,PHI,53,1885,99,1,0,0,0,guard_percent,100,6,2,200,74
30374,2022,4370,Tyus Jones,PG,MEM,56,1147,100,0,0,0,0,guard_percent,100,6,0,196,72
30375,2022,4894,Udoka Azubuike,C,UTA,15,178,0,0,0,0,100,big_percent,100,6,10,280,82
30376,2022,3491,Udonis Haslem,C,MIA,9,57,0,0,0,8,92,big_percent,100,6,8,235,80
30377,2022,5014,Usman Garuba,PF,HOU,15,105,0,0,0,35,65,big_percent,100,6,8,220,80
30379,2022,4895,Vernon Carey Jr.,C,CHO,4,17,0,0,0,34,66,big_percent,100,6,9,270,81
30380,2022,4895,Vernon Carey Jr.,C,WAS,1,1,0,0,0,0,100,big_percent,100,6,9,270,81
30381,2022,5015,Vit Krejci,SG,OKC,9,99,0,20,75,5,0,small_wing_percent,95,6,8,195,80
30382,2022,4799,Vlatko Čančar,PF,DEN,14,152,0,5,28,39,28,big_wing_percent,67,6,8,236,80
30382,2022,4799,Vlatko Čančar,PF,DEN,14,152,0,5,28,39,28,big_percent,67,6,8,236,80
30383,2022,3913,Wayne Ellington,SG,LAL,36,679,12,42,44,2,0,small_wing_percent,86,6,4,207,76
30384,2022,4459,Wayne Selden,SG,NYK,3,19,47,48,5,0,0,guard_percent,95,NA,NA,NA,NA
30385,2022,4682,Wendell Carter Jr.,C,ORL,53,1560,0,0,0,60,40,big_percent,100,6,10,270,82
30387,2022,4800,Wenyen Gabriel,PF,BRK,1,1,0,0,0,0,100,big_percent,100,6,9,205,81
30388,2022,4800,Wenyen Gabriel,PF,LAC,6,46,0,0,0,0,100,big_percent,100,6,9,205,81
30389,2022,4578,Wesley Iwundu,SF,ATL,3,82,1,7,64,29,0,big_wing_percent,93,NA,NA,NA,NA
30390,2022,3914,Wesley Matthews,SG,MIL,32,620,13,48,37,2,0,small_wing_percent,85,6,4,220,76
30391,2022,4140,Will Barton,SG,DEN,54,1734,0,65,34,1,0,small_wing_percent,99,6,6,181,78
30393,2022,4371,Willie Cauley-Stein,C,DAL,18,177,0,0,0,0,100,big_percent,100,NA,NA,NA,NA
30394,2022,4371,Willie Cauley-Stein,C,PHI,1,4,0,0,0,0,100,big_percent,100,NA,NA,NA,NA
30395,2022,4460,Willy Hernangómez,C,NOP,33,515,0,0,0,0,100,big_percent,100,6,11,250,83
30396,2022,5016,Xavier Moon,SG,LAC,6,83,94,7,0,0,0,guard_percent,101,NA,NA,NA,NA
30397,2022,5017,Xavier Sneed,SF,MEM,2,8,0,88,12,0,0,small_wing_percent,100,6,5,215,77
30398,2022,4897,Xavier Tillman Sr.,PF,MEM,40,511,0,0,27,63,10,big_wing_percent,90,6,8,245,80
30399,2022,4684,Yuta Watanabe,SF,TOR,28,385,0,6,56,33,4,big_wing_percent,89,6,9,215,81
30400,2022,5018,Yves Pons,SF,MEM,7,22,0,18,78,4,0,small_wing_percent,96,6,6,215,78
30401,2022,4580,Zach Collins,PF,SAS,8,131,0,0,0,1,99,big_percent,100,6,11,250,83
30402,2022,4299,Zach LaVine,SF,CHI,50,1731,0,17,68,14,0,small_wing_percent,85,6,5,200,77
30403,2022,4898,Zeke Nnaji,PF,DEN,39,651,0,0,3,53,43,big_percent,96,6,9,240,81
30404,2022,5019,Ziaire Williams,SF,MEM,43,943,0,1,97,2,0,big_wing_percent,99,6,8,215,80
30405,2022,4804,Zylan Cheatham,SF,UTA,1,5,0,0,0,100,0,big_wing_percent,100,NA,NA,NA,NA
30405,2022,4804,Zylan Cheatham,SF,UTA,1,5,0,0,0,100,0,big_percent,100,NA,NA,NA,NA
