seas_id,season,player_id,player,birth_year,pos,age,experience,lg,tm,g,mp,per,ts_percent,x3p_ar,f_tr,orb_percent,drb_percent,trb_percent,ast_percent,stl_percent,blk_percent,tov_percent,usg_percent,ows,dws,ws,ws_48,obpm,dbpm,bpm,vorp
30849,2023,3830,Kevin Love,NA,PF,34,15,NBA,MIA,21,419,12.3,0.535,0.727,0.201,4.6,29.6,16.6,14,1.1,1.2,13.2,18.5,0.1,0.6,0.7,0.075,-1,-0.1,-1.1,0.1
30850,2023,4749,Kevin Porter Jr.,NA,PG,22,4,NBA,HOU,59,2024,16.2,0.565,0.436,0.299,4.1,13.1,8.5,25.7,2,0.8,15.8,24.3,1.9,1,2.9,0.068,1.4,-0.8,0.6,1.3
30851,2023,5077,Kevon Harris,NA,SG,25,1,NBA,ORL,34,457,9.2,0.564,0.402,0.383,6.9,10.4,8.7,4.7,1.8,1.1,14.4,13.7,0.2,0.4,0.6,0.065,-3.5,-0.1,-3.6,-0.2
30852,2023,4342,Kevon Looney,NA,C,26,8,NBA,GSW,82,1958,17.8,0.639,0.003,0.404,15.7,26.8,21.4,13.8,1.3,2.2,9.1,10.6,5.9,2.8,8.7,0.212,0.9,1.3,2.1,2
30853,2023,4531,Khem Birch,NA,C,30,6,NBA,TOR,20,162,9.4,0.629,0.063,0.156,5.2,12.8,8.7,5.8,1.5,3,19,11.1,0.1,0.2,0.2,0.072,-4.6,1.1,-3.5,-0.1
30854,2023,4107,Khris Middleton,NA,SF,31,11,NBA,MIL,33,801,17.4,0.551,0.399,0.251,3.8,14,9.1,30.7,1.4,0.5,13.6,27.4,1,1,1.9,0.117,1,-0.3,0.8,0.6
30855,2023,4855,Killian Hayes,NA,PG,21,3,NBA,DET,76,2154,10.2,0.455,0.351,0.137,1.4,10.2,5.7,32.3,2.3,1.1,16.7,20.5,-1.9,1.4,-0.5,-0.012,-3.3,-0.5,-3.8,-1
30856,2023,4857,Kira Lewis Jr.,NA,PG,21,3,NBA,NOP,25,235,14.5,0.584,0.386,0.25,2.4,13.5,8,14,2.1,0.8,9.3,19.7,0.3,0.3,0.6,0.122,-0.8,0.5,-0.3,0.1
30857,2023,4036,Klay Thompson,NA,SG,32,10,NBA,GSW,69,2279,14.7,0.576,0.584,0.105,1.9,11.7,6.9,11,1,1.1,8.6,26.4,1.2,1.9,3.1,0.066,1.4,-1.7,-0.3,1
30858,2023,4532,Kobi Simmons,NA,PG,25,3,NBA,CHO,5,28,9,0.363,0.833,0.333,3.7,11.7,7.6,21.8,0,6.2,12.7,11.8,0,0,0,0.019,-1.3,-0.1,-1.4,0
30859,2023,4420,Kris Dunn,NA,PG,28,7,NBA,UTA,22,568,19.1,0.606,0.167,0.245,1.7,17.1,9.5,32.3,2.1,1.5,12.8,20.2,1.3,0.6,1.9,0.162,0.7,1.7,2.4,0.6
30860,2023,4343,Kristaps Porziņģis,NA,C,27,7,NBA,WAS,65,2120,23.1,0.627,0.35,0.409,6.2,21.8,14.3,12.9,1.3,4,10.2,27.4,5,2.7,7.7,0.174,3.8,0.5,4.3,3.4
30861,2023,4271,Kyle Anderson,NA,PF,29,9,NBA,MIN,69,1957,14.8,0.583,0.212,0.275,3.8,16.9,10.5,22.6,1.9,2.8,15.7,14.4,2.5,2.6,5.1,0.125,0.2,2.3,2.5,2.2
30862,2023,4534,Kyle Kuzma,NA,PF,27,6,NBA,WAS,64,2239,14.3,0.544,0.421,0.208,2.8,19.5,11.5,16.5,0.8,1.1,13.2,27.9,-1,1.9,0.9,0.019,-0.2,-1.5,-1.7,0.2
30863,2023,3685,Kyle Lowry,NA,PG,36,17,NBA,MIA,55,1718,12.6,0.565,0.639,0.278,2.8,12.9,7.7,23.4,1.7,1.2,15.9,16.7,1.5,1.9,3.4,0.096,-0.7,0.8,0.2,0.9
30864,2023,4037,Kyrie Irving,NA,PG,30,12,NBA,TOT,60,2241,22.4,0.613,0.412,0.227,3,12.3,7.7,25.4,1.4,1.7,8.8,28.9,5.4,2,7.4,0.159,4.8,-0.7,4.1,3.4
30865,2023,4037,Kyrie Irving,NA,PG,30,12,NBA,BRK,40,1478,21.6,0.604,0.425,0.219,3,12.3,7.8,24.1,1.4,1.9,9.2,29.7,2.9,1.4,4.3,0.14,4.6,-0.8,3.8,2.2
30866,2023,4037,Kyrie Irving,NA,PG,30,12,NBA,DAL,20,763,24,0.634,0.385,0.245,3.2,12.2,7.6,27.8,1.6,1.4,8,27.4,2.5,0.6,3.1,0.198,5.2,-0.4,4.8,1.3
30867,2023,4858,LaMelo Ball,NA,PG,21,3,NBA,CHO,36,1268,17.9,0.541,0.531,0.169,3.5,16.2,9.7,38.7,1.7,0.8,14.3,30,0.6,1.2,1.8,0.068,3.2,-0.8,2.4,1.4
30868,2023,4859,Lamar Stevens,NA,PF,25,3,NBA,CLE,62,1120,9.5,0.524,0.33,0.198,5,16.7,10.9,4,1.2,1.6,7.9,13.6,0.3,1.6,1.9,0.08,-3,0.2,-2.8,-0.2
30869,2023,4651,Landry Shamet,NA,SG,25,5,NBA,PHO,40,807,10.9,0.537,0.663,0.17,1.5,7.9,4.6,15.7,1.6,0.6,10,18.9,0.5,0.7,1.2,0.071,-1.1,-0.3,-1.4,0.1
30870,2023,4345,Larry Nance Jr.,NA,PF,30,8,NBA,NOP,65,1381,16,0.649,0.138,0.259,8.7,20.3,14.5,11.7,2,2.6,11,11.9,2.8,2.1,4.9,0.171,0,2,2,1.4
30871,2023,4535,Lauri Markkanen,NA,SF,25,6,NBA,UTA,66,2273,22.1,0.64,0.446,0.348,6.3,20.7,13.6,8.6,0.9,1.4,8.8,26.6,6.3,1.9,8.2,0.173,4.9,-1,3.8,3.3
30872,2023,3462,LeBron James,NA,PF,38,20,NBA,LAL,55,1954,23.9,0.583,0.309,0.268,3.7,20.8,12.5,33.5,1.2,1.4,11.6,33.3,3.2,2.4,5.6,0.138,5.5,0.6,6.1,4
30873,2023,4979,Leandro Bolmaro,NA,SG,22,2,NBA,UTA,14,68,-5,0.15,0.2,0,6.5,4.7,5.6,12.3,2.1,1.2,25.9,16.6,-0.4,0,-0.3,-0.231,-12.6,-2.3,-14.9,-0.2
NA,2023,NA,Lester Quinones,NA,SG,22,1,NBA,GSW,4,18,8.6,0.654,0.8,1.2,6.2,12,9.2,14.2,2.6,0,39.6,29.4,-0.1,0,0,-0.103,-6.4,-3.7,-10.1,0
30875,2023,4980,Lindell Wigginton,NA,PG,24,2,NBA,MIL,7,87,11.8,0.61,0.486,0.243,0,8.1,4.2,23.8,0,1.9,22.7,25.6,0,0.1,0.1,0.028,-3.1,-3.5,-6.7,-0.1
30876,2023,4981,Lindy Waters III,NA,SG,25,2,NBA,OKC,41,531,11.8,0.573,0.91,0.112,3.2,12.2,7.6,7,1.3,1.9,5.1,15.5,0.6,0.5,1.1,0.101,0.5,-0.4,0.1,0.3
30877,2023,4652,Lonnie Walker IV,NA,SG,24,5,NBA,LAL,56,1297,12.2,0.57,0.472,0.201,1.2,7.6,4.5,7,1.1,1.1,7.4,20.2,0.8,1,1.8,0.066,-0.9,-0.5,-1.4,0.2
30878,2023,4753,Louis King,NA,SF,23,4,NBA,PHI,1,29,21.3,0.744,0.615,0.077,8.3,8,8.1,12.2,1.7,0,13,23.8,0.1,0,0.1,0.157,3.3,-1,2.3,0
30879,2023,4754,Luguentz Dort,NA,SG,23,4,NBA,OKC,74,2272,11.3,0.513,0.468,0.297,5.9,10.4,8.1,9.2,1.6,0.9,8.5,19.8,0.9,2.1,2.9,0.062,-2,-1,-3,-0.6
30880,2023,4653,Luka Dončić,NA,PG,23,5,NBA,DAL,66,2391,28.7,0.609,0.373,0.479,2.6,25.4,13.8,42.3,1.9,1.2,11.9,37.6,7.3,2.9,10.2,0.204,7.6,1.4,9,6.6
30881,2023,4982,Luka Garza,NA,C,24,2,NBA,MIN,28,243,23,0.652,0.336,0.448,15.5,13.5,14.5,11.8,0.6,0.7,9.2,26.9,0.9,0.2,1.1,0.211,2.2,-2.6,-0.4,0.1
30882,2023,4755,Luka Šamanić,NA,PF,23,3,NBA,UTA,7,161,11,0.55,0.544,0.228,0,19.9,10.1,13,1.8,1.1,13.8,18.9,0,0.2,0.2,0.045,-3.2,1.1,-2.1,0
30883,2023,4538,Luke Kennard,NA,SG,26,6,NBA,TOT,59,1315,13,0.684,0.704,0.102,1.2,11.8,6.6,9.4,1.2,0.3,10.3,14.5,2.2,1.2,3.4,0.124,0.6,-0.1,0.5,0.8
30884,2023,4538,Luke Kennard,NA,SG,26,6,NBA,LAC,35,725,10.5,0.623,0.626,0.095,0.9,11.8,6.4,7.1,1.3,0.5,12,15,0.5,0.6,1.1,0.07,-1.4,0,-1.4,0.1
30885,2023,4538,Luke Kennard,NA,SG,26,6,NBA,MEM,24,590,16,0.758,0.801,0.111,1.6,11.8,6.7,12.1,1,0.2,8.2,13.7,1.7,0.6,2.3,0.189,3,-0.2,2.9,0.7
30886,2023,4539,Luke Kornet,NA,C,27,6,NBA,BOS,69,804,16.7,0.697,0.076,0.229,11.9,14.8,13.4,9.1,0.7,4.9,11.8,11.5,2.1,1.2,3.3,0.198,-0.4,1.3,1,0.6
30887,2023,4984,Mac McClung,NA,SG,24,2,NBA,PHI,2,41,19.2,0.563,0.55,0.25,8.8,19.8,14.4,35.3,0,0,11.9,27.5,0.1,0,0.1,0.14,2.2,-1.7,0.5,0
30888,2023,4860,Malachi Flynn,NA,PG,24,3,NBA,TOR,53,691,8.7,0.479,0.55,0.136,2.3,10.8,6.2,13.7,1.5,0.6,8.9,17.4,0,0.5,0.5,0.034,-3.3,-0.8,-4.1,-0.4
30889,2023,5079,Malaki Branham,NA,SF,19,1,NBA,SAS,66,1550,9.5,0.524,0.417,0.115,1.9,11.2,6.4,11.4,1,0.4,10.6,19.1,-0.4,0.2,-0.1,-0.004,-3,-2.1,-5.2,-1.2
30890,2023,4423,Malcolm Brogdon,NA,PG,30,7,NBA,BOS,67,1744,18.2,0.615,0.406,0.251,2.7,14.7,8.8,21.5,1.3,0.9,10.8,22.8,3.6,2.2,5.8,0.161,2.3,0.6,2.8,2.1
30891,2023,4985,Malcolm Hill,NA,SF,27,2,NBA,CHI,5,9,15.4,0.625,0.75,0,0,37.2,18.9,0,0,0,0,19.7,0,0,0,0.125,1.6,0.8,2.4,0
30892,2023,4425,Malik Beasley,NA,SG,26,7,NBA,TOT,81,2093,10.9,0.531,0.702,0.069,1.8,12.5,7.3,8.4,1.5,0.4,8.5,21.1,-0.2,1.6,1.4,0.032,-0.9,-1,-2,0
30893,2023,4425,Malik Beasley,NA,SG,26,7,NBA,UTA,55,1472,11.5,0.535,0.704,0.066,2,12.3,7.2,9,1.4,0.5,8,21.2,0.3,1,1.2,0.04,-0.4,-1.2,-1.6,0.2
30894,2023,4425,Malik Beasley,NA,SG,26,7,NBA,LAL,26,621,9.7,0.521,0.698,0.078,1.4,13,7.4,7,1.6,0.1,9.8,20.9,-0.5,0.6,0.2,0.012,-2.3,-0.6,-2.9,-0.1
30895,2023,4541,Malik Monk,NA,SG,24,6,NBA,SAC,77,1719,16.6,0.587,0.5,0.26,2.1,11.3,6.7,25,1.4,1,14.1,25.8,2.1,1.2,3.2,0.091,1.6,-1.4,0.3,1
30896,2023,4862,Mamadi Diakite,NA,PF,26,3,NBA,CLE,22,176,9,0.56,0.42,0.04,5.4,14.7,10,6.3,1.1,4.7,19.1,16,-0.1,0.3,0.2,0.051,-4.8,1.6,-3.3,-0.1
30897,2023,5080,MarJon Beauchamp,NA,SF,22,1,NBA,MIL,52,701,8.2,0.513,0.584,0.152,5.9,11,8.5,6.7,1.4,0.8,14.8,18.3,-0.4,0.8,0.4,0.027,-4.1,-0.6,-4.8,-0.5
30898,2023,4043,Marcus Morris,NA,PF,33,12,NBA,LAC,65,1825,10.5,0.534,0.479,0.135,1.8,13.9,7.9,8.9,1.1,1,7.6,17.6,0.4,1.6,2,0.053,-1.8,-0.2,-1.9,0
30899,2023,4275,Marcus Smart,NA,PG,28,9,NBA,BOS,61,1957,12.1,0.538,0.568,0.196,2.6,8,5.3,26.4,2.3,1,17.9,17.8,1,2.7,3.7,0.092,-1.8,0.8,-1,0.5
30900,2023,5081,Mark Williams,NA,C,21,1,NBA,CHO,43,828,19.8,0.659,0,0.386,11.7,27.7,19.6,3.3,1.6,4.7,12,17,1.5,1.3,2.8,0.163,-0.5,0.6,0.1,0.4
30901,2023,4544,Markelle Fultz,NA,PG,24,6,NBA,ORL,60,1778,16.6,0.564,0.128,0.211,4.4,10.5,7.4,29.8,2.4,1.4,15.8,21.3,1.7,2,3.7,0.1,-0.1,0.7,0.5,1.2
30902,2023,4044,Markieff Morris,NA,PF,33,12,NBA,TOT,35,355,10.4,0.553,0.617,0.087,4.2,18.2,11.3,12.2,1.2,1.2,13.1,17.2,0.1,0.4,0.4,0.059,-2.3,-0.4,-2.7,-0.1
30903,2023,4044,Markieff Morris,NA,PF,33,12,NBA,BRK,27,285,10.7,0.556,0.598,0.122,5.2,17.7,11.6,11.8,1.4,1.5,13.9,15.6,0.1,0.3,0.4,0.074,-1.8,-0.1,-1.9,0
30904,2023,4044,Markieff Morris,NA,PF,33,12,NBA,DAL,8,70,9.1,0.545,0.667,0,0,20.2,10,13.7,0.7,0,10.8,23.9,0,0.1,0,0.002,-4.4,-1.4,-5.8,-0.1
30905,2023,4987,Marko Simonovic,NA,C,23,2,NBA,CHI,7,20,-0.1,0.381,0.571,0.286,5.8,5.6,5.7,0,0,0,0,17.4,0,0,0,-0.052,-10.5,-3.8,-14.4,-0.1
30906,2023,4655,Marvin Bagley III,NA,C,23,5,NBA,DET,42,990,17.2,0.587,0.173,0.283,10.2,20.2,15.1,5.9,0.9,2.7,9.7,20.4,1.3,0.7,2,0.095,0.3,-1.2,-0.9,0.3
30907,2023,4180,Mason Plumlee,NA,C,32,10,NBA,TOT,79,2054,19.6,0.689,0,0.647,11.8,25.1,18.4,17.3,1.1,2,15.8,15.2,5.5,2.4,7.9,0.185,1.2,1,2.2,2.2
30908,2023,4180,Mason Plumlee,NA,C,32,10,NBA,CHO,56,1597,20,0.673,0,0.646,12.2,24.1,18.1,18.7,1,1.9,14.6,15.7,4.3,1.8,6.1,0.183,1.5,0.9,2.4,1.8
30909,2023,4180,Mason Plumlee,NA,C,32,10,NBA,LAC,23,457,18.2,0.761,0,0.648,10.4,28.4,19.5,12.3,1.2,2.3,21,13.7,1.2,0.6,1.8,0.19,0.1,1.2,1.3,0.4
30910,2023,4760,Matisse Thybulle,NA,SG,25,4,NBA,TOT,71,1200,10.5,0.552,0.585,0.111,3.9,9.7,6.8,5.9,3.4,2.4,8.3,10.6,0.6,1.5,2.1,0.086,-2.7,2.2,-0.5,0.4
30911,2023,4760,Matisse Thybulle,NA,SG,25,4,NBA,PHI,49,591,10,0.536,0.543,0.103,4.1,8.5,6.3,5.1,3.8,2.2,6.2,9.8,0.3,0.9,1.3,0.102,-3.3,3.4,0.1,0.3
30912,2023,4760,Matisse Thybulle,NA,SG,25,4,NBA,POR,22,609,11,0.566,0.62,0.117,3.7,10.8,7.3,6.6,3,2.6,10,11.4,0.3,0.6,0.9,0.07,-2.2,1.1,-1.2,0.1
30913,2023,4988,Matt Ryan,NA,SF,25,2,NBA,TOT,34,310,8.1,0.538,0.778,0.111,1.4,7.6,4.6,6.9,0.8,0.3,5.8,16.5,0.1,0.2,0.3,0.044,-1.9,-1.5,-3.4,-0.1
30914,2023,4988,Matt Ryan,NA,SF,25,2,NBA,LAL,12,129,4.6,0.459,0.714,0.102,1.7,9.6,5.8,4,0.7,0,5.5,17.7,-0.1,0.1,0,-0.014,-4.2,-1.4,-5.7,-0.1
30915,2023,4988,Matt Ryan,NA,SF,25,2,NBA,MIN,22,181,10.6,0.604,0.831,0.119,1.3,6.1,3.7,8.9,0.8,0.5,6.1,15.6,0.2,0.1,0.3,0.084,-0.2,-1.6,-1.7,0
30916,2023,4181,Matthew Dellavedova,NA,PG,32,9,NBA,SAC,32,213,6.7,0.443,0.54,0.14,0.5,6.4,3.5,23.4,1.6,0,15.9,12.7,0,0.1,0.1,0.021,-4.4,-0.8,-5.2,-0.2
30917,2023,5082,Max Christie,NA,SG,19,1,NBA,LAL,41,512,7.4,0.566,0.585,0.151,1.5,13.8,7.8,5.1,0.8,1.2,10.3,10.4,0.1,0.5,0.6,0.058,-3.1,0,-3.1,-0.1
30918,2023,4763,Max Strus,NA,SF,26,4,NBA,MIA,80,2272,10.8,0.557,0.713,0.113,2.4,11.2,6.7,11.2,0.9,0.5,7.8,17.6,1.5,1.9,3.4,0.071,-0.8,-0.9,-1.7,0.2
30919,2023,4547,Maxi Kleber,NA,C,31,6,NBA,DAL,37,930,8.7,0.592,0.663,0.225,3.7,13.3,8.4,7.5,0.6,2.9,12.7,10.3,0.7,0.6,1.3,0.067,-2.2,0,-2.2,0
30920,2023,4989,McKinley Wright IV,NA,PG,24,2,NBA,DAL,27,335,12.4,0.536,0.286,0.194,3.1,13.4,8.2,25.2,1.2,1.3,15.2,16.9,0.2,0.2,0.5,0.069,-1.9,-0.8,-2.7,-0.1
30921,2023,4116,Meyers Leonard,NA,C,30,10,NBA,MIL,9,114,12,0.652,0.621,0.31,11.4,19.4,15.5,1.2,0.8,0,15.4,14.4,0.2,0.1,0.3,0.126,-2.8,-2.2,-5,-0.1
30922,2023,4764,Mfiondu Kabengele,NA,PF,25,3,NBA,BOS,4,36,8.1,0.381,0.429,0.286,15.4,14.9,15.2,0,2.7,0,11.3,10.8,0,0.1,0.1,0.068,-6.6,-2.4,-8.9,-0.1
30923,2023,4990,Micah Potter,NA,PF,24,2,NBA,UTA,7,52,18.6,0.8,0.467,0,6.3,26.7,16.6,11.2,0.9,0,11.8,13.7,0.2,0,0.2,0.186,2.4,1.2,3.5,0.1
30924,2023,4182,Michael Carter-Williams,NA,PG,31,9,NBA,ORL,4,44,9,0.498,0.214,0.5,2.6,10.3,6.4,22.6,1.1,2.2,19,20.6,0,0,0,-0.003,-5.1,-1.2,-6.3,0
30925,2023,5083,Michael Foster Jr.,NA,PF,20,1,NBA,PHI,1,1,0,NA,NA,NA,0,0,0,0,0,0,NA,0,0,0,0,0.01,-7.2,-1.9,-9.2,0
30926,2023,4766,Michael Porter Jr.,NA,SF,24,4,NBA,DEN,62,1798,16.8,0.621,0.556,0.147,4.2,17.2,10.9,5.3,1,1.4,7.3,22.7,2.6,1.8,4.3,0.116,2,-1.8,0.2,1
30927,2023,4657,Mikal Bridges,NA,SF,26,5,NBA,TOT,83,2963,16.8,0.587,0.349,0.279,2.9,10.8,6.8,13.7,1.5,1.8,8.2,22.6,4.4,3.1,7.5,0.121,1.6,0.2,1.7,2.8
30928,2023,4657,Mikal Bridges,NA,SF,26,5,NBA,PHO,56,2040,14.8,0.574,0.342,0.228,3,10.4,6.6,14.1,1.6,2,8.5,19.2,2.7,2.2,4.9,0.116,0.4,0.6,1,1.6
30929,2023,4657,Mikal Bridges,NA,SF,26,5,NBA,BRK,27,923,21.3,0.607,0.36,0.356,2.9,11.7,7.4,12.9,1.4,1.5,7.8,30.3,1.7,0.8,2.5,0.133,4.1,-0.8,3.3,1.2
30930,2023,3779,Mike Conley,NA,PG,35,16,NBA,TOT,67,2029,14.7,0.583,0.575,0.277,1.8,7.9,4.9,29.4,1.7,0.6,13.1,16.3,4.1,1.4,5.5,0.13,1,-0.1,0.9,1.5
30931,2023,3779,Mike Conley,NA,PG,35,16,NBA,UTA,43,1276,13.9,0.552,0.568,0.256,1.5,7.5,4.5,34,1.6,0.7,15.1,16.1,2.2,0.8,3,0.113,0.7,-0.5,0.2,0.7
30932,2023,3779,Mike Conley,NA,PG,35,16,NBA,MIN,24,753,16.1,0.631,0.587,0.311,2.4,8.6,5.6,21.5,1.8,0.5,9.8,16.8,1.8,0.7,2.5,0.158,1.5,0.6,2,0.7
30933,2023,4183,Mike Muscala,NA,C,31,10,NBA,TOT,63,945,13,0.608,0.709,0.178,4.2,19.1,11.6,7.1,0.8,2.3,6.8,15.1,1.4,1.1,2.5,0.128,-0.3,-0.1,-0.4,0.4
30934,2023,4183,Mike Muscala,NA,C,31,10,NBA,OKC,43,622,13.8,0.602,0.7,0.192,3.9,19.7,11.6,8.2,0.8,2.8,6,15.7,1,0.7,1.7,0.134,0.2,-0.1,0.1,0.3
30935,2023,4183,Mike Muscala,NA,C,31,10,NBA,BOS,20,323,11.6,0.623,0.73,0.146,4.8,18,11.5,5,0.6,1.3,8.7,14,0.4,0.4,0.8,0.116,-1.5,0.1,-1.4,0.1
30936,2023,4991,Miles McBride,NA,PG,22,2,NBA,NYK,64,760,8.4,0.475,0.623,0.195,1.9,5.4,3.6,12.4,2.4,1,9.7,14.6,0,0.7,0.7,0.047,-3.6,1.4,-2.3,-0.1
30937,2023,4660,Mitchell Robinson,NA,C,24,5,NBA,NYK,59,1591,18.9,0.652,0,0.436,18.4,20,19.2,4.5,1.7,6.5,10.9,10.1,4,2.6,6.5,0.198,1,1.4,2.4,1.7
30938,2023,4661,Mo Bamba,NA,C,24,5,NBA,TOT,49,769,15.7,0.602,0.515,0.257,8.5,24.2,16.4,8.7,0.8,5.3,10.1,16.6,1.1,1.1,2.2,0.139,-0.2,0.7,0.5,0.5
30939,2023,4661,Mo Bamba,NA,C,24,5,NBA,ORL,40,681,16.3,0.613,0.505,0.238,7.8,22.8,15.3,9,0.9,5.4,8.5,16.3,1.2,0.9,2.1,0.15,0.4,0.9,1.3,0.6
30940,2023,4661,Mo Bamba,NA,C,24,5,NBA,LAL,9,88,11.4,0.518,0.593,0.407,13.9,35.3,24.9,6,0.5,4.8,20.1,19.1,-0.1,0.2,0.1,0.054,-5.3,-0.2,-5.5,-0.1
30941,2023,4551,Monte Morris,NA,PG,27,6,NBA,WAS,62,1695,15,0.579,0.396,0.15,1.8,11.6,6.9,26.4,1.2,0.6,9.9,15.6,3.1,1.1,4.2,0.12,0.8,-0.4,0.5,1.1
30942,2023,4349,Montrezl Harrell,NA,C,29,8,NBA,PHI,57,681,17.6,0.631,0.029,0.483,11.8,15.7,13.8,7.4,1.2,3.4,12.1,18.9,1.3,0.8,2.2,0.153,-0.9,-0.4,-1.3,0.1
30943,2023,4662,Moritz Wagner,NA,C,25,5,NBA,ORL,57,1109,17.4,0.63,0.412,0.46,7,19.4,13.2,11.5,1.6,1.1,12.5,21.1,2.1,1.3,3.4,0.149,0.4,0.2,0.6,0.7
30944,2023,4768,Moses Brown,NA,C,23,4,NBA,TOT,36,294,22.2,0.607,0,0.75,22,30.9,26.5,2.1,0.7,4.2,10.5,21.2,0.7,0.4,1.1,0.179,0.6,-1.2,-0.6,0.1
30945,2023,4768,Moses Brown,NA,C,23,4,NBA,LAC,34,288,22.7,0.607,0,0.75,22.4,31.5,27,2.2,0.5,4.3,9.9,21.5,0.7,0.4,1.1,0.185,0.9,-1.3,-0.4,0.1
30946,2023,4768,Moses Brown,NA,C,23,4,NBA,BRK,2,6,-2.6,NA,NA,NA,0,0,0,0,8.1,0,100,7.4,0,0,0,-0.129,-12.7,2.8,-9.9,0
30947,2023,4992,Moses Moody,NA,SG,20,2,NBA,GSW,63,817,10.3,0.603,0.595,0.233,3.8,10.2,7.1,8.2,1,0.8,12,14.6,0.7,0.6,1.3,0.076,-1.7,-0.9,-2.6,-0.1
30948,2023,5084,Moussa Diabaté,NA,PF,21,1,NBA,LAC,22,195,14.2,0.546,0.043,0.34,18,10.8,14.4,2.8,1.8,3.6,14.3,14.1,0.2,0.2,0.4,0.105,-1.8,-0.7,-2.5,0
30949,2023,4350,Myles Turner,NA,C,26,8,NBA,IND,62,1825,20,0.651,0.34,0.377,5.4,22.9,14.2,7.5,0.9,6.6,10.8,22,3.4,2,5.4,0.142,1.4,0.7,2.1,1.9
30950,2023,4865,Naji Marshall,NA,SF,25,3,NBA,NOP,77,1792,11.4,0.539,0.382,0.306,3,14.6,8.8,14.4,1.5,0.7,13,17.8,0.5,2,2.5,0.068,-1.9,0,-1.9,0.1
30951,2023,4770,Nassir Little,NA,SF,22,4,NBA,POR,54,976,10.2,0.555,0.521,0.152,3.2,13.5,8.3,7.3,1,1.8,10,16,0.2,0.4,0.7,0.032,-1.6,-1.5,-3,-0.3
30952,2023,4868,Nathan Knight,NA,PF,25,3,NBA,MIN,38,291,14.5,0.655,0.272,0.704,8.6,12.8,10.8,6.1,1.6,1.8,16.5,18.7,0.4,0.3,0.7,0.116,-2.3,-0.8,-3.2,-0.1
30953,2023,4771,Naz Reid,NA,C,23,4,NBA,MIN,68,1251,18.5,0.617,0.376,0.22,6.6,22.8,14.9,9.6,1.6,3.7,12.7,24.8,1.1,1.9,3,0.114,0.3,0.8,1,1
30954,2023,4995,Neemias Queta,NA,C,23,2,NBA,SAC,5,29,17,0.607,0,0.222,19.8,23.5,21.7,5,0,6,9.2,16.1,0.1,0,0.1,0.149,-2.6,-0.8,-3.4,0
30955,2023,4278,Nerlens Noel,NA,C,28,9,NBA,TOT,17,195,7.9,0.424,0.056,0.333,5.6,21,13.1,6.7,4,4.5,23.9,12,-0.3,0.3,0,0.007,-6.5,2.6,-3.8,-0.1
30956,2023,4278,Nerlens Noel,NA,C,28,9,NBA,DET,14,152,10,0.465,0.067,0.333,5,22.6,13.5,6.2,4.1,5.2,18.9,11.9,-0.1,0.3,0.1,0.04,-5.1,3.1,-2,0
30957,2023,4278,Nerlens Noel,NA,C,28,9,NBA,BRK,3,43,0.3,0.218,0,0.333,8,15.3,11.8,8.3,3.4,2,42.1,12.2,-0.2,0.1,-0.1,-0.112,-11.3,1,-10.3,-0.1
30958,2023,4772,Nic Claxton,NA,C,23,4,NBA,BRK,76,2271,20.8,0.691,0.003,0.419,9.3,25.1,17.4,9.3,1.4,7.1,12.1,15.4,5.2,4,9.2,0.195,0.9,2.2,3.1,2.9
30959,2023,4869,Nick Richards,NA,C,25,3,NBA,CHO,65,1217,18.3,0.676,0.003,0.585,12.6,24,18.2,4.5,0.4,5.1,13,15.6,2.7,1.5,4.2,0.165,-1,-0.2,-1.3,0.2
30960,2023,4773,Nickeil Alexander-Walker,NA,SG,24,4,NBA,TOT,59,884,11.6,0.565,0.539,0.203,1.9,10.5,6.3,16.7,1.7,2,14.6,17.9,0.3,0.8,1.1,0.062,-1.4,0.4,-0.9,0.2
30961,2023,4773,Nickeil Alexander-Walker,NA,SG,24,4,NBA,UTA,36,528,13,0.609,0.512,0.229,1.7,10.3,6,19.9,2.2,2.2,19.4,18.4,0.3,0.5,0.8,0.074,-0.6,1.1,0.5,0.3
30962,2023,4773,Nickeil Alexander-Walker,NA,SG,24,4,NBA,MIN,23,356,9.6,0.503,0.576,0.168,2.2,10.8,6.6,12,1.1,1.7,6.9,17.3,0,0.3,0.3,0.044,-2.4,-0.6,-3,-0.1
30963,2023,3841,Nicolas Batum,NA,PF,34,15,NBA,LAC,78,1709,11,0.594,0.832,0.126,4.1,15.4,9.8,9.4,1.5,2.3,11.1,11.5,1.7,1.9,3.6,0.101,-0.8,1.2,0.5,1
30964,2023,4352,Nikola Jokić,NA,C,27,8,NBA,DEN,69,2323,31.5,0.701,0.146,0.406,8.5,31.3,20.2,46.6,1.8,1.8,17,27.2,11.2,3.8,14.9,0.308,8.5,4.5,13,8.8
30965,2023,5085,Nikola Jović,NA,PF,19,1,NBA,MIA,15,204,10.6,0.53,0.507,0.275,5,13.1,8.9,7.3,1.7,1,11.4,19,0,0.2,0.2,0.053,-3.4,0,-3.4,-0.1
30966,2023,4047,Nikola Vučević,NA,C,32,12,NBA,CHI,82,2746,19.1,0.594,0.302,0.138,6.7,30.2,18.6,14.6,1.1,2,10.2,21.9,3.9,4.4,8.3,0.145,1.9,0.7,2.7,3.2
