seas_id,season,player_id,player,birth_year,pos,age,experience,lg,tm,g,mp,per,ts_percent,x3p_ar,f_tr,orb_percent,drb_percent,trb_percent,ast_percent,stl_percent,blk_percent,tov_percent,usg_percent,ows,dws,ws,ws_48,obpm,dbpm,bpm,vorp
19730,2005,3011,Moochie Norris,NA,PG,31,8,NBA,TOT,38,360,6.1,0.376,0.11,0.22,3.2,11.8,7.5,16.7,2.7,0.4,18.4,18.7,-0.7,0.3,-0.4,-0.056,-6.6,0,-6.6,-0.4
19731,2005,3011,Moochie Norris,NA,PG,31,8,NBA,NYK,32,321,6.8,0.399,0.129,0.237,3.3,12.2,7.7,16.3,2.8,0.5,19.6,18.2,-0.6,0.3,-0.3,-0.043,-6.1,0.6,-5.5,-0.3
19732,2005,3011,Moochie Norris,NA,PG,31,8,NBA,HOU,6,39,0.6,0.237,0,0.125,3.1,8.7,6,20,1.4,0,10.6,22.8,-0.2,0,-0.1,-0.168,-10.8,-5,-15.8,-0.1
19733,2005,3279,Morris Peterson,NA,SG,27,5,NBA,TOR,82,2510,14.4,0.543,0.395,0.267,3.1,12.4,7.7,11.2,1.9,0.5,8.9,18.9,3.5,1.6,5.1,0.098,0.4,-0.3,0.2,1.4
19734,2005,3143,Nazr Mohammed,NA,C,27,7,NBA,TOT,77,1933,16.4,0.521,0.002,0.377,14.9,20.7,17.8,2.9,1.6,3.3,13.3,19.2,2,2.6,4.6,0.115,-1,-0.7,-1.8,0.1
19735,2005,3143,Nazr Mohammed,NA,C,27,7,NBA,NYK,54,1519,17,0.55,0.002,0.372,13,21,17,2.9,1.8,2.7,13.1,18.5,2.1,1.7,3.8,0.12,-0.3,-0.7,-0.9,0.4
19736,2005,3143,Nazr Mohammed,NA,C,27,7,NBA,SAS,23,414,14.2,0.426,0,0.394,22,19.5,20.8,3.2,0.7,5.8,13.9,21.8,-0.1,0.9,0.8,0.095,-3.9,-0.8,-4.7,-0.3
19737,2005,3476,Ndudi Ebi,NA,SG,20,2,NBA,MIN,2,54,17.8,0.541,0.048,0.429,13.3,20.3,16.9,3.3,1,1.3,10.7,24,0.1,0.1,0.1,0.116,-1.1,-1.3,-2.4,0
19738,2005,3549,Nenad Krstić,NA,PF,21,1,NBA,NJN,75,1965,13.4,0.547,0.004,0.447,9.7,14.9,12.3,7.1,0.9,2.6,14.1,19,1.9,2.5,4.4,0.108,-2.7,-0.5,-3.2,-0.6
19739,2005,3410,Nenê,NA,C,22,3,NBA,DEN,55,1317,15.6,0.551,0.005,0.549,9.2,19.2,14.2,10.3,1.9,2.7,16.4,19.4,1.2,2.1,3.2,0.118,-1.3,0.9,-0.3,0.6
19740,2005,3550,Nick Collison,NA,C,24,1,NBA,SEA,82,1396,15,0.57,0.008,0.333,13.7,19.2,16.5,3.9,1.3,2.8,13.3,15.5,2.7,1.2,3.9,0.135,-1.3,-0.4,-1.7,0.1
19741,2005,2814,Nick Van Exel,NA,SG,33,12,NBA,POR,53,1619,12.5,0.494,0.458,0.132,1.5,9.7,5.7,23.3,1.5,0,13.4,19.5,0.9,0.7,1.6,0.049,0.3,-1.2,-1,0.4
19742,2005,3411,Nikoloz Tskitishvili,NA,PF,21,3,NBA,TOT,35,220,2.7,0.324,0.23,0.095,6.3,15.1,10.6,6.9,1.9,3.7,19.8,19.4,-0.8,0.3,-0.5,-0.109,-8.2,0.2,-8,-0.3
19743,2005,3411,Nikoloz Tskitishvili,NA,PF,21,3,NBA,DEN,23,158,2.5,0.314,0.137,0.137,8.1,13.1,10.6,3.8,2.6,3.8,20.6,19.2,-0.6,0.3,-0.4,-0.109,-8.4,0.4,-8.1,-0.2
19744,2005,3411,Nikoloz Tskitishvili,NA,PF,21,3,NBA,GSW,12,62,3.1,0.348,0.435,0,1.7,20.2,10.5,14.9,0,3.4,17.9,20,-0.2,0.1,-0.1,-0.108,-7.6,-0.2,-7.8,-0.1
19745,2005,3209,Obinna Ekezie,NA,C,29,4,NBA,ATL,42,732,10.4,0.516,0.005,0.511,10.4,18.4,14.2,2.4,1.6,1.3,16.8,16.4,0.3,0.4,0.7,0.043,-4.5,-1.8,-6.3,-0.8
19746,2005,3477,Omar Cook,NA,PG,23,2,NBA,TOR,5,74,17,0.432,0.167,0.25,3,7.8,5.4,48.7,4.2,1,18.4,20.2,0,0.1,0.1,0.067,1.1,1.1,2.2,0.1
19747,2005,3013,Othella Harrington,NA,PF,31,9,NBA,CHI,70,1271,14.5,0.559,0,0.417,9.4,16.3,12.8,8,1,1.1,14.3,20.6,1.5,2.1,3.6,0.135,-1.8,0.5,-1.3,0.2
19748,2005,2815,P.J. Brown,NA,PF,35,12,NBA,NOH,82,2817,15.5,0.512,0,0.321,10.7,20.6,15.5,11.2,1.4,1.4,10.5,15.9,4,2.9,6.9,0.118,0.1,0.1,0.2,1.5
19749,2005,3551,Pape Sow,NA,C,23,1,NBA,TOR,27,255,7.8,0.444,0,0.466,7.8,17.6,12.7,1.2,2.4,1.1,12.5,14.3,-0.1,0.3,0.2,0.029,-5.3,-0.5,-5.8,-0.2
19750,2005,3144,Pat Garrity,NA,PF,28,7,NBA,ORL,71,955,9.1,0.505,0.48,0.108,2.5,11.9,7.3,4.9,1,0.7,8.6,16,0.5,0.5,1.1,0.054,-1.8,-1,-2.8,-0.2
19751,2005,3341,Pau Gasol,NA,PF,24,4,NBA,MEM,56,1790,22.5,0.582,0.009,0.528,8.7,18.7,13.7,14.7,1.1,4.1,13.8,26.2,4.1,2.8,6.8,0.184,2.9,1.1,4,2.7
19752,2005,3146,Paul Pierce,NA,SF,27,7,NBA,BOS,82,2960,21.8,0.583,0.239,0.546,3.1,17.8,10.6,20.3,2.3,1,13.2,26.6,7.7,3.6,11.2,0.182,4,0.7,4.6,4.9
19753,2005,3413,Paul Shirley,NA,PF,27,3,NBA,PHO,9,30,9.9,0.47,0,0.364,3.7,3.4,3.6,14.7,0,0,7.3,20,0,0,0,0.031,-3.2,-3,-6.2,0
19754,2005,3552,Pavel Podkolzin,NA,C,20,1,NBA,DAL,5,10,-12.1,0.568,NA,NA,0,21.9,11.2,0,0,0,69.4,12.9,-0.1,0,0,-0.214,-25.2,-0.2,-25.4,0
19755,2005,3147,Peja Stojaković,NA,SF,27,7,NBA,SAC,66,2534,17.3,0.584,0.426,0.271,2.7,9.8,6.3,8.7,1.6,0.3,8.2,21.7,6,1.2,7.3,0.137,2.4,-1.2,1.2,2.1
19756,2005,3553,Peter John Ramos,NA,C,19,1,NBA,WAS,6,20,8.2,0.506,0,0.2,5.4,17.5,11.2,0,0,3.7,21.6,30.3,-0.1,0,0,-0.108,-7.7,-2.3,-10,0
19757,2005,3342,Predrag Drobnjak,NA,C,29,4,NBA,ATL,71,1435,12.7,0.501,0.131,0.221,5.6,14.1,9.7,5.9,1.5,1.3,11.6,21,0.4,0.5,1,0.032,-1.5,-1.6,-3.2,-0.4
19758,2005,3343,Primož Brezec,NA,C,25,4,NBA,CHA,72,2276,16.1,0.55,0,0.291,10.8,16.2,13.3,6.6,0.8,1.8,11.1,18.7,3.5,1.4,4.9,0.104,0.5,-1.5,-1,0.6
19759,2005,3283,Quentin Richardson,NA,SG,24,5,NBA,PHO,79,2839,13.6,0.522,0.604,0.176,3.6,13.9,9,7.9,1.7,0.6,8.3,18.9,3.3,2.5,5.8,0.098,0.7,-0.2,0.5,1.8
19760,2005,3554,Quinton Ross,NA,SG,23,1,NBA,LAC,78,1659,8.9,0.471,0.011,0.295,4.4,10.6,7.6,10.4,1.7,1,11.4,13.3,0.4,1.3,1.7,0.05,-3,0.3,-2.6,-0.3
19761,2005,3415,Qyntel Woods,NA,SF,23,3,NBA,MIA,3,40,7.7,0.417,0,0,6.1,11.2,8.8,0,5.3,0,14.3,16.3,-0.1,0.1,0,0.024,-6.9,1.3,-5.6,0
19762,2005,3149,Raef LaFrentz,NA,PF,28,7,NBA,BOS,80,2196,17.3,0.587,0.327,0.215,8.4,20.8,14.7,7.3,1,3.4,8.5,16.9,4.9,2.6,7.5,0.165,1.8,0.1,1.8,2.1
19763,2005,3555,Rafael Araújo,NA,C,24,1,NBA,TOR,59,736,7.1,0.492,0.017,0.314,8.9,19.7,14.2,3.4,1.5,0.8,20.7,15.6,-0.4,0.7,0.3,0.016,-6.5,-0.8,-7.4,-1
19764,2005,3211,Rafer Alston,NA,PG,28,6,NBA,TOR,80,2717,16.5,0.522,0.399,0.265,1.7,10.1,5.8,31.7,2.2,0.2,13.5,21.2,3.8,1.7,5.5,0.098,1.4,-0.5,0.9,2
19765,2005,3284,Raja Bell,NA,SG,28,5,NBA,UTA,63,1790,12.2,0.527,0.201,0.225,3.2,10.9,7,9.3,1.3,0.4,9.7,20.9,1.6,0.6,2.2,0.06,-1,-1.2,-2.2,-0.1
19766,2005,3015,Randy Livingston,NA,PG,29,9,NBA,UTA,17,227,13.3,0.538,0.154,0.327,1.6,5.1,3.3,32.1,2.9,0.7,19.1,14.9,0.3,0.1,0.4,0.092,-0.7,0.4,-0.3,0.1
19767,2005,3151,Rashard Lewis,NA,SF,25,7,NBA,SEA,71,2697,19.4,0.571,0.375,0.246,5,12.6,8.8,6.5,1.5,1.8,8.8,24,6.9,1.5,8.4,0.15,4.5,-0.8,3.7,3.9
19768,2005,2950,Rasheed Wallace,NA,PF,30,10,NBA,DET,79,2687,16.4,0.499,0.222,0.184,7.7,20.3,14,9.8,1.3,3.2,10,22.3,2,5.1,7.1,0.127,0.3,1.2,1.5,2.3
19769,2005,3152,Rasho Nesterović,NA,C,28,7,NBA,SAS,70,1785,12,0.463,0,0.07,12,18,15,6.3,0.9,4.7,14.1,13.5,0.5,3.8,4.2,0.114,-2.7,1.9,-0.7,0.6
19770,2005,3416,Rasual Butler,NA,SF,25,3,NBA,MIA,65,1203,10.3,0.488,0.374,0.117,1.5,12.7,7.3,8.1,0.8,1.8,7.9,18.1,0.3,1.4,1.7,0.068,-1.3,-0.2,-1.5,0.1
19771,2005,3016,Ray Allen,NA,SG,29,9,NBA,SEA,78,3064,20.9,0.555,0.372,0.286,3.2,10.7,6.9,18.1,1.5,0.1,9.2,28,9.7,1,10.7,0.168,5.3,-1.2,4.1,4.8
19772,2005,3478,Raül López,NA,PG,24,2,NBA,UTA,31,518,12.9,0.538,0.333,0.244,1.6,7.9,4.7,39.3,2.3,0.5,23.9,17.5,0.4,0.3,0.7,0.066,-0.6,-0.8,-1.4,0.1
19773,2005,3479,Reece Gaines,NA,PG,24,2,NBA,TOT,21,187,3.5,0.396,0.28,0.08,0.6,8,4.4,5.8,1.4,0.4,11.9,14.6,-0.3,0.1,-0.1,-0.034,-6.1,-0.4,-6.4,-0.2
19774,2005,3479,Reece Gaines,NA,PG,24,2,NBA,HOU,10,108,4.7,0.452,0.444,0.148,0,11.6,5.9,4.5,1.5,0,12.2,14.3,-0.1,0.1,0,0.017,-5.6,0.6,-5,-0.1
19775,2005,3479,Reece Gaines,NA,PG,24,2,NBA,MIL,11,79,1.9,0.326,0.087,0,1.5,3,2.2,7.7,1.3,0.9,11.5,15,-0.2,0,-0.2,-0.104,-6.8,-1.7,-8.5,-0.1
19776,2005,3417,Reggie Evans,NA,PF,24,3,NBA,SEA,79,1881,13,0.512,0.007,0.851,16.6,31.2,23.9,4.7,1.7,0.6,21.6,11.8,1.5,2.3,3.8,0.096,-0.4,-0.7,-1.1,0.4
19777,2005,2386,Reggie Miller,NA,SG,39,18,NBA,IND,66,2105,16.6,0.582,0.414,0.373,1,7.7,4.4,13.3,1.3,0.2,8.4,20.8,5.1,1.5,6.6,0.151,2.2,-0.3,1.8,2
19778,2005,3212,Richard Hamilton,NA,SG,26,6,NBA,DET,76,2926,16,0.528,0.102,0.37,3,8.8,5.9,23.5,1.4,0.3,13.9,25.1,3.9,3.5,7.4,0.121,0.3,0,0.3,1.7
19779,2005,3345,Richard Jefferson,NA,SF,24,4,NBA,NJN,33,1355,16.6,0.537,0.158,0.477,4.3,17.2,10.7,19,1.3,1,16.2,28.2,0.6,1.8,2.4,0.086,1.6,-0.1,1.5,1.2
19780,2005,3480,Richie Frahm,NA,SG,27,2,NBA,POR,43,499,12.4,0.543,0.571,0.179,4.1,9.8,7.1,9.7,1.6,0.6,8.5,15.2,0.7,0.3,1,0.097,0.4,-0.7,-0.2,0.2
19781,2005,3085,Rick Brunson,NA,PG,32,8,NBA,LAC,80,1945,11.6,0.46,0.294,0.167,1.5,9.8,5.8,32.7,2.3,0.3,20.8,14.3,0.3,1.6,1.9,0.048,-0.8,0,-0.8,0.6
19782,2005,3153,Ricky Davis,NA,SG,25,7,NBA,BOS,82,2696,15,0.547,0.173,0.337,2.9,7.8,5.4,15.5,1.7,0.8,14.6,23.4,2.5,1.7,4.2,0.074,0.4,-1.1,-0.8,0.8
19783,2005,2747,Robert Horry,NA,PF,34,13,NBA,SAS,75,1396,14.9,0.533,0.368,0.291,7.6,14.8,11.2,9.2,2.6,3.1,14,16.4,1.4,3.1,4.6,0.157,0.2,2.8,3,1.8
19784,2005,3556,Robert Swift,NA,C,19,1,NBA,SEA,16,72,5.2,0.501,0,0.818,1.7,6.8,4.2,4.2,0.8,7.6,21.1,12.2,0,0.1,0,0.004,-7.6,1.9,-5.7,-0.1
19785,2005,3154,Robert Traylor,NA,C,27,7,NBA,CLE,74,1327,12,0.461,0.02,0.256,11.8,17.8,14.8,7.4,2.2,2.8,14.1,17.6,-0.1,1.9,1.8,0.066,-3.4,0.4,-3,-0.3
19786,2005,2461,Rod Strickland,NA,PG,38,17,NBA,HOU,16,196,4.6,0.295,0.047,0.233,1.8,13.9,8,29.7,0.8,0.8,25.2,15.2,-0.5,0.2,-0.2,-0.051,-5.3,0,-5.3,-0.2
19787,2005,3214,Rodney Buford,NA,SF,27,5,NBA,NJN,64,1313,9.5,0.437,0.221,0.092,3,14.5,8.7,8.7,1.6,0.3,6.4,19.4,-0.8,1.6,0.8,0.03,-2.9,-0.6,-3.5,-0.5
19788,2005,2821,Rodney Rogers,NA,SF-PF,33,12,NBA,TOT,58,1367,8.9,0.462,0.373,0.156,5,16.2,10.4,11,1.6,1.2,15.2,19,-1.1,1.4,0.3,0.01,-3.7,-0.5,-4.2,-0.7
19789,2005,2821,Rodney Rogers,NA,SF,33,12,NBA,NOH,30,882,7.1,0.447,0.318,0.145,3.6,16,9.5,12.2,1.2,1.1,17.7,19.7,-1.3,0.7,-0.6,-0.035,-4.6,-1,-5.7,-0.8
19790,2005,2821,Rodney Rogers,NA,PF,33,12,NBA,PHI,28,485,12.2,0.488,0.472,0.174,7.6,16.7,12.1,8.8,2.3,1.3,10.3,17.6,0.2,0.7,0.9,0.09,-1.9,0.5,-1.5,0.1
19791,2005,3346,Rodney White,NA,SF,24,4,NBA,TOT,58,677,12.3,0.475,0.208,0.152,4,11,7.5,11.1,2.4,1.2,10.7,22.7,-0.3,0.8,0.5,0.038,-1.5,0.4,-1,0.2
19792,2005,3346,Rodney White,NA,SF,24,4,NBA,DEN,42,531,14,0.488,0.194,0.15,4.4,11.7,8,11.6,2.9,1.4,10,22.6,0,0.7,0.7,0.068,-0.4,1.4,0.9,0.4
19793,2005,3346,Rodney White,NA,SF,24,4,NBA,GSW,16,146,6.2,0.429,0.258,0.161,2.8,8.6,5.6,9.1,0.7,0.5,13.1,23.1,-0.3,0.1,-0.2,-0.069,-5.2,-2.9,-8.1,-0.2
19794,2005,3087,Ron Mercer,NA,SF,28,8,NBA,NJN,18,390,9.4,0.422,0.019,0.063,2.7,9.7,6.2,9.8,2.2,0.4,7.9,21.2,-0.5,0.5,-0.1,-0.007,-3.8,-0.3,-4,-0.2
19795,2005,3481,Ronald Dupree,NA,SF,24,2,NBA,DET,47,472,11.8,0.515,0.016,0.37,8.5,15,11.8,8.7,0.8,1.6,13,16.9,0.4,0.7,1,0.104,-2.7,0.9,-1.8,0
19796,2005,3420,Ronald Murray,NA,SG,25,3,NBA,SEA,49,883,9.9,0.433,0.262,0.22,2.1,11.5,6.8,12.7,1.9,1,12.5,23.8,-0.8,0.5,-0.3,-0.016,-2.7,-1.4,-4.1,-0.5
19797,2005,3557,Royal Ivey,NA,PG,23,1,NBA,ATL,62,809,8.9,0.484,0.045,0.338,2.6,9.9,6,20,2.5,0.7,20.3,15.8,-0.2,0.4,0.2,0.009,-5.4,-0.1,-5.5,-0.7
19798,2005,3156,Ruben Patterson,NA,SF,29,7,NBA,POR,70,1957,15.8,0.558,0.042,0.469,7.7,8.3,8.1,12.4,2.9,0.8,16.5,20.4,1.8,1.6,3.4,0.083,-0.6,0.3,-0.3,0.9
19799,2005,3215,Ryan Bowen,NA,SF,29,6,NBA,HOU,66,604,7.7,0.462,0.054,0.189,4.2,10.4,7.3,4.7,2.1,0.6,5.5,9.9,0.2,0.9,1.1,0.087,-3.5,2.1,-1.4,0.1
19800,2005,3421,Ryan Humphrey,NA,SF,25,3,NBA,MEM,35,317,10.2,0.428,0.019,0.359,19,13.9,16.5,3.3,1.7,0.2,16.2,21.2,-0.3,0.4,0.1,0.013,-3.9,-2.3,-6.2,-0.3
19801,2005,2822,Sam Cassell,NA,PG,35,12,NBA,MIN,59,1522,18.6,0.529,0.15,0.226,2,9.5,5.9,35.2,1.3,0.7,12.6,26.4,2.8,1,3.8,0.119,1.9,-0.7,1.2,1.2
19802,2005,3021,Samaki Walker,NA,PF,28,9,NBA,WAS,14,134,3.1,0.371,0,0.097,6.5,8.7,7.6,4.5,1.2,3.9,19.8,13.1,-0.2,0.1,-0.1,-0.047,-6.9,-0.1,-7,-0.2
19803,2005,3348,Samuel Dalembert,NA,C,23,3,NBA,PHI,72,1785,14.4,0.543,0,0.31,11.6,22.6,17.1,3.3,1.3,5.3,17.4,16.3,0.8,3.1,3.9,0.104,-2.8,0.6,-2.2,-0.1
19804,2005,3482,Sasha Pavlović,NA,SG,21,2,NBA,CLE,65,862,9,0.516,0.283,0.232,2,7.8,4.9,9.3,1.8,0.3,13.4,18.4,0.2,0.6,0.8,0.046,-3.8,-0.6,-4.4,-0.5
19805,2005,3558,Sasha Vujačić,NA,SG,20,1,NBA,LAL,35,403,8.9,0.403,0.538,0.162,3.7,13.6,8.7,19.5,1.6,0.4,10.7,15.8,0,0.1,0.2,0.018,-3,-0.7,-3.7,-0.2
19806,2005,3089,Scot Pollard,NA,C,29,8,NBA,IND,49,865,11.2,0.506,0,0.293,11.9,16.3,14.1,3.6,1.9,2.1,14.1,12.2,0.6,1.2,1.9,0.104,-2.6,0.8,-1.9,0
19807,2005,3217,Scott Padgett,NA,PF,28,6,NBA,HOU,66,942,12.3,0.549,0.541,0.172,6,16.7,11.5,9.5,1.9,0.8,10.7,14,1.2,1.6,2.8,0.141,-0.5,1.6,1.1,0.7
19808,2005,2617,Scott Williams,NA,C,36,15,NBA,CLE,19,152,6.8,0.36,0.024,0.268,11.4,11.9,11.6,7.8,1.4,2.9,9.8,15.1,-0.1,0.2,0.1,0.025,-5.4,-0.7,-6.1,-0.2
19809,2005,3159,Sean Marks,NA,PF,29,5,NBA,SAS,23,244,8.7,0.412,0.038,0.35,8.6,18.2,13.4,5.2,0.7,3.3,13.2,20.3,-0.3,0.5,0.2,0.038,-5.9,-0.1,-6,-0.2
19810,2005,3559,Sebastian Telfair,NA,PG,19,1,NBA,POR,68,1330,9.7,0.471,0.16,0.309,0.9,7.8,4.5,27.8,1.4,0.2,20.4,21.2,-0.9,0.5,-0.4,-0.013,-3.4,-2.5,-5.9,-1.3
19811,2005,3022,Shandon Anderson,NA,SF-SG,31,9,NBA,TOT,66,1171,9,0.518,0.134,0.304,4.3,14.4,9.5,8.7,1.8,0.9,16.9,11.8,0.5,1.6,2.1,0.085,-3.1,1.5,-1.6,0.1
19812,2005,3022,Shandon Anderson,NA,SG,31,9,NBA,NYK,1,20,-6.5,0,0.5,0,5.8,0,2.9,0,0,0,33.3,6.8,-0.1,0,-0.1,-0.172,-9.8,-4.8,-14.6,-0.1
19813,2005,3022,Shandon Anderson,NA,SF,31,9,NBA,MIA,65,1151,9.2,0.522,0.13,0.307,4.2,14.6,9.6,8.8,1.8,0.9,16.7,11.9,0.5,1.6,2.2,0.09,-3,1.6,-1.4,0.2
19814,2005,3349,Shane Battier,NA,SG,26,4,NBA,MEM,80,2516,14.8,0.555,0.289,0.372,7.6,12.1,9.8,8.3,2,2.4,9.5,14.8,4.4,3.4,7.8,0.149,1.1,1.3,2.4,2.8
19815,2005,2751,Shaquille O'Neal,NA,C,32,13,NBA,MIA,73,2492,27,0.583,0,0.699,12.4,22.8,17.8,15.7,0.8,5,12.4,30.5,6.4,4.6,11,0.211,4.1,1.2,5.3,4.6
19816,2005,3024,Shareef Abdur-Rahim,NA,PF,28,9,NBA,POR,54,1867,18.7,0.581,0.058,0.379,7.9,16,12.1,10.7,1.4,1,13,22.1,3.9,1.5,5.4,0.139,1.6,-0.6,0.9,1.4
19817,2005,3560,Shaun Livingston,NA,PG,19,1,NBA,LAC,30,814,10.4,0.461,0.009,0.274,3.3,9.6,6.6,29.9,2.1,1,23.7,18,-0.6,0.7,0.1,0.008,-2.3,-0.2,-2.5,-0.1
19818,2005,2825,Shawn Bradley,NA,C,32,12,NBA,DAL,77,885,11,0.494,0,0.339,9,17.8,13.5,2.5,1.5,5.3,13.4,12.5,0.4,1.5,1.9,0.102,-3.6,1.6,-2,0
19819,2005,3218,Shawn Marion,NA,PF,26,6,NBA,PHO,81,3146,21.7,0.556,0.265,0.213,8.4,22,15.5,7.5,2.6,2.5,8.1,21.3,7.3,5.2,12.5,0.191,3.1,1.3,4.4,5.1
19820,2005,3423,Smush Parker,NA,PG,23,2,NBA,TOT,16,144,6,0.493,0.302,0.302,3.2,6.4,4.8,16.8,1.8,0,28.1,21.5,-0.3,0.1,-0.1,-0.045,-5.2,-0.8,-6,-0.1
19821,2005,3423,Smush Parker,NA,PG,23,2,NBA,DET,11,110,6.6,0.489,0.321,0.464,2.2,7.4,4.8,16.3,1.5,0,22.9,18.7,-0.1,0.1,0,0.009,-4.9,-0.4,-5.3,-0.1
19822,2005,3423,Smush Parker,NA,PG,23,2,NBA,PHO,5,34,4.3,0.5,0.267,0,6.6,3,4.7,18.3,2.9,0,37.5,30.8,-0.2,0,-0.2,-0.218,-6,-2.2,-8.1,0
19823,2005,3350,Speedy Claxton,NA,PG,26,4,NBA,TOT,62,1866,15.8,0.493,0.1,0.416,2.1,9.1,5.4,33.1,3,0.3,14.1,20.1,1.9,1.8,3.7,0.096,-0.9,1,0.2,1
19824,2005,3350,Speedy Claxton,NA,PG,26,4,NBA,GSW,46,1501,16.4,0.508,0.104,0.425,2.2,9.2,5.5,30.9,3,0.3,13.4,20.2,2.1,1.5,3.5,0.113,-0.8,1.1,0.3,0.9
19825,2005,3350,Speedy Claxton,NA,PG,26,4,NBA,NOH,16,365,13.4,0.422,0.082,0.373,1.6,8.8,5,42.3,3.3,0.4,17.4,19.7,-0.2,0.4,0.2,0.027,-1.3,1,-0.4,0.1
19826,2005,2684,Stacey Augmon,NA,SF,36,14,NBA,ORL,55,663,9.8,0.48,0,0.461,7.7,9,8.4,8.1,1.8,0.9,13.4,15.3,0.3,0.4,0.7,0.053,-2.9,-0.4,-3.3,-0.2
19827,2005,3289,Stanislav Medvedenko,NA,PF,25,5,NBA,LAL,43,423,11.9,0.49,0.006,0.179,8.3,12.7,10.5,5.4,1.1,0.3,7.2,19.4,0.4,0.1,0.5,0.053,-2.7,-2.4,-5.1,-0.3
19828,2005,3290,Stephen Jackson,NA,SF,26,5,NBA,IND,51,1806,15.9,0.518,0.349,0.28,3,13.4,8.3,13.5,2,0.6,11.8,27.7,1,2.1,3.1,0.082,0.9,-0.6,0.3,1.1
19829,2005,3026,Stephon Marbury,NA,PG,27,9,NBA,NYK,82,3281,21.9,0.575,0.248,0.42,1.8,7.1,4.4,36,2,0.1,13.1,24.8,10.4,1.3,11.7,0.171,4.9,-0.7,4.2,5.1
19830,2005,3484,Steve Blake,NA,PG,24,2,NBA,WAS,44,648,8.4,0.468,0.5,0.22,3,9.5,6.2,16.2,1,0,16,16.4,0,0.2,0.3,0.02,-2.1,-1.9,-4,-0.3
19831,2005,3219,Steve Francis,NA,PG,27,6,NBA,ORL,78,2978,18.9,0.521,0.095,0.456,4.8,12,8.5,31.6,1.9,0.7,16.6,28,3.9,2.3,6.2,0.1,2.1,-0.9,1.2,2.4
19832,2005,3028,Steve Nash,NA,PG,30,9,NBA,PHO,75,2573,22,0.606,0.254,0.278,2.5,7.6,5.2,49.2,1.4,0.2,20.3,20.5,9.7,1.2,10.9,0.203,5.5,-0.8,4.7,4.4
19833,2005,2688,Steve Smith,NA,SG,35,14,NBA,TOT,50,750,13.6,0.554,0.423,0.323,2.2,7.9,5,15.4,1,0.7,8.7,18.4,1.5,0.3,1.8,0.113,0.8,-0.8,0,0.4
19834,2005,2688,Steve Smith,NA,SG,35,14,NBA,CHA,37,636,14.8,0.578,0.413,0.353,2.2,6.8,4.4,15,1,0.8,8.7,19.2,1.5,0.2,1.7,0.128,1.5,-0.9,0.6,0.4
19835,2005,2688,Steve Smith,NA,SG,35,14,NBA,MIA,13,114,7,0.367,0.5,0.1,2.1,13.8,8.2,17.6,0.9,0,8.7,14,-0.1,0.1,0.1,0.028,-3.6,-0.3,-3.9,-0.1
19836,2005,3351,Steven Hunter,NA,C,23,4,NBA,PHO,76,1046,14.7,0.596,0.005,0.741,10.5,12.6,11.6,1.7,0.2,6.4,13.1,14,1.7,1,2.6,0.121,-1.6,0.7,-0.9,0.3
19837,2005,3292,Stromile Swift,NA,PF,25,5,NBA,MEM,60,1279,16.7,0.517,0.008,0.449,8.7,16.9,12.8,6.2,1.7,5.7,13.3,24.9,0.6,2.3,2.9,0.107,-2.4,1.1,-1.3,0.2
19838,2005,3424,Tamar Slay,NA,SG,24,3,NBA,CHA,8,78,1.5,0.351,0.308,0.051,8.3,12.4,10.2,6.7,3.3,0,16.7,27.2,-0.4,0.1,-0.3,-0.166,-10.2,-0.4,-10.6,-0.2
19839,2005,3425,Tayshaun Prince,NA,SF,24,3,NBA,DET,82,3039,16.2,0.556,0.143,0.285,5.2,11.5,8.4,14.5,1,1.8,11.1,18.8,5.4,4,9.4,0.149,1.4,0.7,2.1,3.1
19840,2005,2959,Theo Ratliff,NA,C,31,10,NBA,POR,63,1731,10.1,0.5,0,0.416,7.7,14.1,11,2.9,0.7,6.5,15.6,9.6,0.5,1.7,2.3,0.063,-3.5,1.7,-1.8,0.1
19841,2005,3486,Theron Smith,NA,SF,24,2,NBA,CHA,33,510,5.2,0.367,0.088,0.118,8.3,18.2,13,8.3,0.6,0.6,15.9,14.8,-0.7,0.3,-0.4,-0.04,-5.6,-1.8,-7.5,-0.7
19842,2005,3354,Tierre Brown,NA,PG,25,4,NBA,LAL,76,1066,9.5,0.437,0.207,0.216,2.2,7.6,4.9,23.6,1.6,0.1,16.3,19.3,-0.5,0,-0.5,-0.021,-2.6,-2,-4.7,-0.7
19843,2005,3092,Tim Duncan,NA,PF,28,8,NBA,SAS,66,2203,27,0.54,0.009,0.437,10.7,28.2,19.4,16.1,1.1,5.7,9.3,28.9,5.5,5.7,11.2,0.245,4.8,2.8,7.6,5.4
19844,2005,3093,Tim Thomas,NA,SF,27,8,NBA,NYK,71,1940,12.3,0.536,0.29,0.241,2.7,11.7,7.2,9.7,1.1,0.7,12.5,21.3,1.4,0.8,2.2,0.054,-0.7,-1.3,-2,0
19845,2005,2755,Tom Gugliotta,NA,PF,35,13,NBA,TOT,47,966,9.9,0.46,0.108,0.178,6.6,16.9,11.5,11,2.2,1.3,18,14.7,-0.4,0.7,0.4,0.018,-2.9,-0.3,-3.3,-0.3
