PLAYER_NAME,MIN,CHARGES_DRAWN,CONTESTED_SHOTS_2PT,CONTESTED_SHOTS_3PT,DEFLECTIONS,DEF_BOXOUTS,DEF_LOOSE_BALLS_RECOVERED,sum
Dalton Knecht,20.5,0,0.3411764705882353,0.5,0.0029411764705882353,0.4235294117647059,0.46176470588235297,1.7294117647058824
Damian Lillard,36.1,0.5764705882352941,0.011764705882352941,0.20294117647058824,0.7676470588235295,0.22941176470588234,0.15,1.9382352941176468
Daniel Gafford,21.5,0.5941176470588235,0.9823529411764705,0.8558823529411764,0.5117647058823529,0.8794117647058823,0.4176470588235294,4.241176470588235
Darius Garland,30.9,0.6764705882352942,0.1,0.06764705882352941,0.47352941176470587,0.0058823529411764705,0.15588235294117647,1.4794117647058824
Davion Mitchell,28.1,0.9235294117647059,0.026470588235294117,0.31176470588235294,0.5411764705882353,0.3735294117647059,0.7764705882352941,2.952941176470588
Day'Ron Sharpe,18.1,0.6264705882352941,0.8264705882352941,0.5882352941176471,0.7323529411764705,0.9529411764705882,0.3058823529411765,4.0323529411764705
De'Aaron Fox,36.1,0.5117647058823529,0.11176470588235295,0.788235294117647,0.8,0.09117647058823529,0.34411764705882353,2.647058823529412
De'Andre Hunter,27.2,0,0.28823529411764703,0.8,0.2323529411764706,0.6735294117647059,0.5411764705882353,2.535294117647059
DeAndre Jordan,12.3,0,0.7911764705882353,0.1323529411764706,0.10294117647058823,0.9352941176470588,0.12352941176470589,2.0852941176470585
DeMar DeRozan,35.9,0.6882352941176471,0.11764705882352941,0.21470588235294116,0.20294117647058824,0.43529411764705883,0.2235294117647059,1.8823529411764706
Dean Wade,21.5,0,0.7970588235294118,0.1676470588235294,0.7911764705882353,0.8352941176470589,0.5705882352941176,3.1617647058823533
Deni Avdija,30,0,0.7029411764705882,0.49117647058823527,0.3764705882352941,0.31176470588235294,0.40588235294117647,2.288235294117647
Dennis Schröder,28.1,0.8911764705882353,0.17941176470588235,0.19705882352941176,0.49411764705882355,0.17941176470588235,0.8058823529411765,2.7470588235294118
Derrick Jones Jr.,24.3,0,0.3911764705882353,0.36176470588235293,0.6705882352941176,0.6441176470588236,0.5794117647058824,2.6470588235294117
Derrick White,33.9,0.8735294117647059,0.7558823529411764,0.7529411764705882,0.45,0.020588235294117647,0.7705882352941177,3.623529411764706
Desmond Bane,32,0,0.3382352941176471,0.35294117647058826,0.34705882352941175,0.40294117647058825,0.7235294117647059,2.164705882352941
Devin Booker,37.3,0.5676470588235294,0.19117647058823528,0.052941176470588235,0.08823529411764706,0.43823529411764706,0.47941176470588237,1.8176470588235296
Devin Vassell,31,0,0.2911764705882353,0.1,0.6264705882352941,0.023529411764705882,0.5088235294117647,1.5499999999999998
Dillon Brooks,31.8,0.7205882352941176,0.34411764705882353,0.25588235294117645,0.42058823529411765,0.5352941176470588,0.061764705882352944,2.3382352941176467
Dillon Jones,11.3,0,0.34705882352941175,0.2323529411764706,0.8088235294117647,0.7,0.6970588235294117,2.7852941176470587
Domantas Sabonis,34.7,0,0.8176470588235294,0.15588235294117647,0.2852941176470588,0.9382352941176471,0.36176470588235293,2.558823529411765
Donovan Clingan,19.8,0,1,0.9882352941176471,0.3352941176470588,0.7764705882352941,0.06470588235294118,3.1647058823529415
Donovan Mitchell,31.6,0.6735294117647059,0.07941176470588235,0.19411764705882353,0.6794117647058824,0.3941176470588235,0.7911764705882353,2.8117647058823527
Donte DiVincenzo,25.9,0.6441176470588236,0.18235294117647058,0.24411764705882352,0.8794117647058823,0.17352941176470588,0.9088235294117647,3.0323529411764705
Dorian Finney-Smith,28.9,0.5470588235294118,0.6558823529411765,0.2647058823529412,0.35294117647058826,0.6911764705882353,0.47352941176470587,2.985294117647059
Doug McDermott,9.6,0,0.6176470588235294,0.9117647058823529,0.01764705882352941,0.4411764705882353,0,1.9882352941176469
Draymond Green,29.2,0.9558823529411765,0.8470588235294118,0.9852941176470589,0.8264705882352941,0.9088235294117647,0.7088235294117647,5.232352941176471
Drew Eubanks,12.8,0.7176470588235294,0.8647058823529412,0.6911764705882353,0.27647058823529413,0.8411764705882353,0.0029411764705882353,3.3941176470588235
Duncan Robinson,24.4,0.9117647058823529,0.3058823529411765,0.20588235294117646,0.36470588235294116,0.5617647058823529,0.27058823529411763,2.6205882352941177
Duop Reath,11.5,0,0.9558823529411765,0.8529411764705882,0.14411764705882352,0.8147058823529412,0.21764705882352942,2.985294117647059
Dwight Powell,11.3,0.9323529411764706,0.9588235294117647,0.8705882352941177,0.7,0.8823529411764706,0.07941176470588235,4.423529411764705
Dyson Daniels,33.8,0,0.6235294117647059,0.7970588235294118,0.9941176470588236,0.1411764705882353,0.9441176470588235,3.5
Evan Mobley,30.5,0,0.9323529411764706,0.9529411764705882,0.3588235294117647,0.8647058823529412,0.5647058823529412,3.673529411764706
Franz Wagner,33.7,0.7970588235294118,0.40294117647058825,0.27941176470588236,0.5323529411764706,0.3088235294117647,0.7794117647058824,3.0999999999999996
Fred VanVleet,35.2,0.5176470588235295,0.047058823529411764,0.11176470588235295,0.7794117647058824,0.4323529411764706,0.7529411764705882,2.6411764705882357
Gabe Vincent,21.2,0.9676470588235294,0.4764705882352941,0.3205882352941177,0.5205882352941177,0.5852941176470589,0.711764705882353,3.5823529411764707
Garrison Mathews,19.1,0.9941176470588236,0.5323529411764706,0.638235294117647,0.3323529411764706,0.4852941176470588,0.07647058823529412,3.058823529411765
Gary Harris,15.1,0,0.13823529411764707,0.2529411764705882,0.9205882352941176,0.36470588235294116,0.4647058823529412,2.1411764705882352
