,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_ABBREVIATION,AGE,G,MIN,CONTESTED_SHOTS,CONTESTED_SHOTS_2PT,CONTESTED_SHOTS_3PT,DEFLECTIONS,CHARGES_DRAWN,SCREEN_ASSISTS,SCREEN_AST_PTS,OFF_LOOSE_BALLS_RECOVERED,DEF_LOOSE_BALLS_RECOVERED,LOOSE_BALLS_RECOVERED,PCT_LOOSE_BALLS_RECOVERED_OFF,PCT_LOOSE_BALLS_RECOVERED_DEF,OFF_BOXOUTS,DEF_BOXOUTS,BOX_OUTS,BOX_OUT_PLAYER_TEAM_REBS,BOX_OUT_PLAYER_REBS,PCT_BOX_OUTS_OFF,PCT_BOX_OUTS_DEF,PCT_BOX_OUTS_TEAM_REB,PCT_BOX_OUTS_REB,TeamID,TeamName,WINS,LOSSES,TeamGP,G_PERCENT,CHARGES_DRAWN_pct_rank,CONTESTED_SHOTS_pct_rank,DEFLECTIONS_pct_rank,DEF_BOXOUTS_pct_rank,DEF_LOOSE_BALLS_RECOVERED_pct_rank,sum
68,1631096,Chet Holmgren,1610612760,OKC,22.0,6,28.9,11.5,9.33,2.17,1.17,0.0,2.33,5.17,0.0,0.17,0.17,0.0,1.0,0.17,1.33,1.5,1.33,0.67,0.111,0.889,0.889,0.444,1610612760,Thunder,6,0,6,1.0,0.4048991354466859,0.9855907780979827,0.27953890489913547,0.9221902017291066,0.45677233429394815,3.0489913544668585
69,1628449,Chris Boucher,1610612761,TOR,31.0,7,17.8,3.14,2.0,1.14,1.14,0.0,0.0,0.0,0.0,0.14,0.14,0.0,1.0,0.14,0.29,0.43,0.43,0.29,0.333,0.667,1.0,0.667,1610612761,Raptors,2,5,7,1.0,0.4048991354466859,0.6945244956772334,0.569164265129683,0.6023054755043228,0.5331412103746398,2.804034582132565
71,101108,Chris Paul,1610612759,SAS,39.0,6,29.2,1.67,0.33,1.33,2.33,0.0,0.17,0.33,0.5,0.83,1.33,0.375,0.625,0.0,0.5,0.5,0.5,0.17,0.0,1.0,1.0,0.333,1610612759,Spurs,3,3,6,1.0,0.4048991354466859,0.05763688760806916,0.729106628242075,0.6253602305475504,0.9538904899135446,2.7708933717579254
72,1631128,Christian Braun,1610612743,DEN,23.0,6,35.1,6.83,4.33,2.5,1.0,0.17,0.0,0.0,0.0,0.17,0.17,0.0,1.0,0.17,0.0,0.17,0.17,0.17,1.0,0.0,1.0,1.0,1610612743,Nuggets,3,3,6,1.0,0.8414985590778098,0.7406340057636888,0.15561959654178675,0.1585014409221902,0.3976945244956772,2.2939481268011526
73,203991,Clint Capela,1610612737,ATL,30.0,8,22.2,5.5,4.0,1.5,0.63,0.38,1.88,4.5,0.38,0.13,0.5,0.75,0.25,0.25,0.88,1.13,1.0,0.5,0.222,0.778,0.889,0.444,1610612737,Hawks,3,5,8,1.0,0.9711815561959655,0.8501440922190202,0.15273775216138327,0.8645533141210374,0.45244956772334294,3.2910662824207493
74,1629632,Coby White,1610612741,CHI,24.0,6,33.8,4.17,2.33,1.83,1.5,0.0,0.0,0.0,0.17,0.17,0.33,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1610612741,Bulls,3,3,6,1.0,0.4048991354466859,0.42939481268011526,0.3314121037463977,0.1585014409221902,0.4250720461095101,1.749279538904899
75,1628998,Cody Martin,1610612766,CHA,29.0,6,24.0,1.83,0.67,1.17,2.83,0.0,0.33,0.83,0.5,0.17,0.67,0.75,0.25,0.33,0.33,0.67,0.67,0.33,0.5,0.5,1.0,0.5,1610612766,Hornets,2,4,6,1.0,0.4048991354466859,0.13256484149855907,0.9164265129682997,0.5734870317002881,0.5100864553314121,2.537463976945245
76,1642262,Cody Williams,1610612762,UTA,19.0,6,22.3,4.17,2.33,1.83,0.83,0.0,0.33,1.0,0.33,0.0,0.33,1.0,0.0,0.0,0.17,0.17,0.17,0.0,0.0,1.0,1.0,0.0,1610612762,Jazz,0,6,6,1.0,0.4048991354466859,0.7175792507204611,0.23631123919308358,0.41786743515850144,0.18011527377521613,1.956772334293948
77,1641732,Colby Jones,1610612758,SAC,22.0,3,2.2,0.33,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1610612758,Kings,3,3,6,0.5,0.4048991354466859,0.5648414985590778,0.023054755043227664,0.1585014409221902,0.18011527377521613,1.3314121037463975
78,1630175,Cole Anthony,1610612753,ORL,24.0,6,13.1,1.5,1.17,0.33,1.33,0.17,0.17,0.33,0.0,0.33,0.33,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1610612753,Magic,3,4,7,0.8571428571428571,0.9423631123919308,0.3919308357348703,0.8443804034582133,0.1585014409221902,0.930835734870317,3.2680115273775217
81,1629012,Collin Sexton,1610612762,UTA,25.0,6,23.6,1.0,0.83,0.17,1.5,0.0,0.17,0.33,0.17,0.17,0.33,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1610612762,Jazz,0,6,6,1.0,0.4048991354466859,0.023054755043227664,0.5590778097982709,0.1585014409221902,0.5129682997118156,1.6585014409221905
82,1630557,Corey Kispert,1610612764,WAS,25.0,6,30.3,2.5,1.17,1.33,0.83,0.0,1.0,2.17,0.33,0.0,0.33,1.0,0.0,0.0,0.33,0.5,0.33,0.17,0.0,0.667,1.0,0.5,1610612764,Wizards,2,4,6,1.0,0.4048991354466859,0.17579250720461095,0.14121037463976946,0.515850144092219,0.18011527377521613,1.4178674351585014
83,202709,Cory Joseph,1610612753,ORL,33.0,4,4.9,1.0,0.25,0.75,0.25,0.0,0.25,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.25,0.0,0.0,1.0,1.0,0.0,1610612753,Magic,3,4,7,0.5714285714285714,0.4048991354466859,0.7665706051873199,0.3962536023054755,0.9337175792507204,0.18011527377521613,2.6815561959654177
84,1641854,Craig Porter Jr.,1610612739,CLE,24.0,5,4.8,0.8,0.6,0.2,0.2,0.0,0.2,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1610612739,Cavaliers,8,0,8,0.625,0.4048991354466859,0.6570605187319885,0.2968299711815562,0.1585014409221902,0.18011527377521613,1.6974063400576367
86,1626156,D'Angelo Russell,1610612747,LAL,28.0,7,31.3,3.29,1.43,1.86,1.71,0.0,0.43,0.86,0.14,0.43,0.57,0.25,0.75,0.0,0.29,0.29,0.29,0.0,0.0,1.0,1.0,0.0,1610612747,Lakers,4,3,7,1.0,0.4048991354466859,0.3227665706051873,0.4438040345821326,0.4697406340057637,0.7579250720461095,2.3991354466858787
87,1630618,D.J. Carton,1610612761,TOR,24.0,4,8.3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1610612761,Raptors,2,5,7,0.5714285714285714,0.4048991354466859,0.008645533141210375,0.930835734870317,0.1585014409221902,0.18011527377521613,1.6829971181556194
88,1630625,Dalano Banton,1610612757,POR,24.0,5,6.8,1.2,0.6,0.6,0.4,0.0,0.0,0.0,0.0,0.2,0.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1610612757,Trail Blazers,2,5,7,0.7142857142857143,0.4048991354466859,0.6974063400576369,0.49135446685878964,0.1585014409221902,0.9567723342939481,2.7089337175792507
89,1631207,Dalen Terry,1610612741,CHI,22.0,6,9.3,2.5,1.33,1.17,0.67,0.0,0.0,0.0,0.17,0.0,0.17,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1610612741,Bulls,3,3,6,1.0,0.4048991354466859,0.8962536023054755,0.6714697406340058,0.1585014409221902,0.18011527377521613,2.311239193083573
90,1642261,Dalton Knecht,1610612747,LAL,23.0,7,15.8,2.29,0.57,1.71,0.29,0.0,0.0,0.0,0.0,0.14,0.14,0.0,1.0,0.0,0.14,0.14,0.14,0.14,0.0,1.0,1.0,1.0,1610612747,Lakers,4,3,7,1.0,0.4048991354466859,0.5446685878962536,0.0893371757925072,0.4553314121037464,0.5821325648414986,2.0763688760806915
91,203081,Damian Lillard,1610612749,MIL,34.0,7,35.8,2.14,0.29,1.86,2.14,0.0,0.14,0.29,0.29,0.43,0.71,0.4,0.6,0.0,0.29,0.29,0.29,0.14,0.0,1.0,1.0,0.5,1610612749,Bucks,1,6,7,1.0,0.4048991354466859,0.07204610951008646,0.5014409221902018,0.43804034582132567,0.69164265129683,2.10806916426513
93,1629655,Daniel Gafford,1610612742,DAL,26.0,6,18.8,4.83,3.17,1.67,2.17,0.17,4.17,9.83,0.0,0.0,0.0,0.0,0.0,0.5,0.83,1.33,1.17,1.0,0.375,0.625,0.875,0.75,1610612742,Mavericks,4,2,6,1.0,0.9106628242074928,0.8703170028818443,0.9020172910662824,0.9048991354466859,0.18011527377521613,3.768011527377521
94,1628464,Daniel Theis,1610612740,NOP,32.0,7,15.8,2.86,2.43,0.43,1.29,0.14,2.29,5.29,0.43,0.0,0.43,1.0,0.0,0.29,0.43,0.71,0.57,0.57,0.4,0.6,0.8,0.8,1610612740,Pelicans,3,4,7,1.0,0.9020172910662824,0.7060518731988472,0.7348703170028819,0.7737752161383286,0.18011527377521613,3.2968299711815563
96,203967,Dario Šarić,1610612743,DEN,30.0,5,8.8,2.2,1.6,0.6,0.6,0.0,0.6,1.4,0.4,0.4,0.8,0.5,0.5,0.2,0.4,0.6,0.6,0.4,0.333,0.667,1.0,0.667,1610612743,Nuggets,3,3,6,0.8333333333333334,0.4048991354466859,0.8602305475504323,0.622478386167147,0.9164265129682997,0.9942363112391931,3.798270893371758
98,1629636,Darius Garland,1610612739,CLE,24.0,8,28.9,2.75,1.13,1.63,1.38,0.0,0.38,0.88,0.25,0.13,0.38,0.667,0.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1610612739,Cavaliers,8,0,8,1.0,0.4048991354466859,0.27953890489913547,0.3659942363112392,0.1585014409221902,0.3861671469740634,1.5951008645533142
99,1631223,David Roddy,1610612737,ATL,23.0,6,25.5,4.0,2.17,1.83,0.83,0.0,0.5,1.5,0.33,0.5,0.83,0.4,0.6,0.0,0.17,0.17,0.17,0.0,0.0,1.0,1.0,0.0,1610612737,Hawks,3,5,8,0.75,0.4048991354466859,0.6080691642651297,0.1844380403458213,0.40057636887608067,0.8789625360230547,2.4769452449567724
100,1630558,Davion Mitchell,1610612761,TOR,26.0,7,29.2,2.43,1.29,1.14,1.86,0.43,0.71,1.57,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.29,0.29,0.0,0.0,1.0,1.0,0.0,1610612761,Raptors,2,5,7,1.0,0.9510086455331412,0.18155619596541786,0.5648414985590778,0.4899135446685879,0.18011527377521613,2.3674351585014413
101,1628368,De'Aaron Fox,1610612758,SAC,26.0,6,37.5,4.17,1.33,2.83,3.83,0.0,0.5,1.17,0.33,0.33,0.67,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1610612758,Kings,3,3,6,1.0,0.4048991354466859,0.38328530259365995,0.8472622478386167,0.1585014409221902,0.5763688760806917,2.370317002881844
105,201942,DeMar DeRozan,1610612758,SAC,35.0,6,38.2,3.33,1.67,1.67,3.33,0.17,0.67,1.67,0.0,0.33,0.33,0.0,1.0,0.0,0.17,0.17,0.17,0.0,0.0,1.0,1.0,0.0,1610612758,Kings,3,3,6,1.0,0.829971181556196,0.21902017291066284,0.7838616714697406,0.33429394812680113,0.5677233429394812,2.7348703170028816
106,1629731,Dean Wade,1610612739,CLE,27.0,7,23.9,4.71,3.43,1.29,2.57,0.0,0.86,2.29,0.29,0.43,0.71,0.4,0.6,0.0,0.57,0.57,0.57,0.0,0.0,1.0,1.0,0.0,1610612739,Cavaliers,8,0,8,0.875,0.4048991354466859,0.7463976945244957,0.8731988472622478,0.7521613832853026,0.8501440922190202,3.626801152737752
107,1629028,Deandre Ayton,1610612757,POR,26.0,7,31.6,5.0,4.14,0.86,1.14,0.0,2.86,7.0,0.29,0.0,0.29,1.0,0.0,0.14,0.86,1.0,1.0,0.43,0.143,0.857,1.0,0.429,1610612757,Trail Blazers,2,5,7,1.0,0.4048991354466859,0.6167146974063401,0.21902017291066284,0.7737752161383286,0.18011527377521613,2.1945244956772334
109,1626153,Delon Wright,1610612749,MIL,32.0,7,13.1,1.29,1.0,0.29,1.57,0.0,0.0,0.0,0.0,0.29,0.29,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1610612749,Bucks,1,6,7,1.0,0.4048991354466859,0.2968299711815562,0.9279538904899135,0.1585014409221902,0.9106628242074928,2.6988472622478383
110,1630166,Deni Avdija,1610612757,POR,23.0,7,28.2,4.86,3.14,1.71,1.86,0.0,0.29,0.57,0.14,0.14,0.29,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1610612757,Trail Blazers,2,5,7,1.0,0.4048991354466859,0.6743515850144092,0.5979827089337176,0.1585014409221902,0.4164265129682997,2.2521613832853027
111,203471,Dennis Schröder,1610612751,BKN,31.0,8,34.7,2.25,0.88,1.38,1.13,0.13,0.38,1.0,0.5,0.63,1.13,0.444,0.556,0.0,0.63,0.63,0.63,0.25,0.0,1.0,1.0,0.4,1610612751,Nets,3,4,7,1.1428571428571428,0.8126801152737753,0.08645533141210375,0.1873198847262248,0.6455331412103746,0.861671469740634,2.5936599423631126
112,1641726,Dereck Lively II,1610612742,DAL,20.0,6,22.9,7.83,6.0,1.83,1.5,0.0,3.83,8.83,0.33,0.0,0.33,1.0,0.0,1.17,0.83,2.0,2.0,1.5,0.583,0.417,1.0,0.75,1610612742,Mavericks,4,2,6,1.0,0.4048991354466859,0.9596541786743515,0.590778097982709,0.8386167146974063,0.18011527377521613,2.9740634005763686
113,1627884,Derrick Jones Jr.,1610612746,LAC,27.0,6,28.4,2.67,2.0,0.67,3.33,0.0,0.67,1.67,0.83,0.17,1.0,0.833,0.167,0.0,0.33,0.33,0.33,0.0,0.0,1.0,1.0,0.0,1610612746,Clippers,2,4,6,1.0,0.4048991354466859,0.26512968299711814,0.9135446685878963,0.5360230547550432,0.4610951008645533,2.580691642651297
114,1628401,Derrick White,1610612738,BOS,30.0,8,33.0,5.5,3.25,2.25,2.13,0.13,0.63,1.63,0.5,0.25,0.75,0.667,0.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1610612738,Celtics,7,1,8,1.0,0.8184438040345822,0.654178674351585,0.579250720461095,0.1585014409221902,0.5273775216138329,2.7377521613832854
115,1630217,Desmond Bane,1610612763,MEM,26.0,5,26.5,3.6,1.4,2.2,2.6,0.0,0.0,0.0,0.4,0.4,0.8,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1610612763,Grizzlies,4,3,7,0.7142857142857143,0.4048991354466859,0.5072046109510087,0.8328530259365994,0.1585014409221902,0.7838616714697406,2.6873198847262247
116,1626164,Devin Booker,1610612756,PHX,28.0,6,36.3,2.5,1.33,1.17,1.33,0.0,0.33,0.67,0.33,0.5,0.83,0.4,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1610612756,Suns,5,1,6,1.0,0.4048991354466859,0.09798270893371758,0.2276657060518732,0.1585014409221902,0.760806916426513,1.6498559077809798
117,1628415,Dillon Brooks,1610612745,HOU,28.0,6,33.8,3.5,3.17,0.33,1.83,0.0,0.67,1.67,0.17,0.17,0.33,0.5,0.5,0.0,0.17,0.17,0.17,0.17,0.0,1.0,1.0,1.0,1610612745,Rockets,3,3,6,1.0,0.4048991354466859,0.3112391930835735,0.4409221902017291,0.3659942363112392,0.4250720461095101,1.9481268011527377
118,1641794,Dillon Jones,1610612760,OKC,23.0,6,4.2,0.33,0.17,0.17,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.17,0.17,0.17,0.0,1.0,1.0,1.0,1610612760,Thunder,6,0,6,1.0,0.4048991354466859,0.14697406340057637,0.9250720461095101,0.8731988472622478,0.18011527377521613,2.5302593659942363
119,1627734,Domantas Sabonis,1610612758,SAC,28.0,6,36.8,7.33,6.17,1.17,2.17,0.0,5.0,11.33,0.67,0.5,1.17,0.571,0.429,0.83,2.0,2.83,2.67,1.5,0.294,0.706,0.941,0.529,1610612758,Kings,3,3,6,1.0,0.4048991354466859,0.7521613832853026,0.4956772334293948,0.9510086455331412,0.7492795389048992,3.3530259365994235
121,1642270,Donovan Clingan,1610612757,POR,20.0,7,12.8,4.14,3.43,0.71,0.71,0.0,1.14,2.29,0.0,0.14,0.14,0.0,1.0,0.0,0.29,0.29,0.29,0.0,0.0,1.0,1.0,0.0,1610612757,Trail Blazers,2,5,7,1.0,0.4048991354466859,0.9481268011527377,0.4610951008645533,0.7319884726224783,0.6455331412103746,3.1916426512968297
122,1628378,Donovan Mitchell,1610612739,CLE,28.0,8,29.8,2.13,0.88,1.25,2.0,0.0,0.0,0.0,0.63,0.38,1.0,0.625,0.375,0.0,0.13,0.13,0.13,0.0,0.0,1.0,1.0,0.0,1610612739,Cavaliers,8,0,8,1.0,0.4048991354466859,0.11239193083573487,0.6051873198847262,0.3285302593659942,0.7190201729106628,2.1700288184438037
123,1628978,Donte DiVincenzo,1610612750,MIN,27.0,6,26.8,3.33,1.83,1.5,1.83,0.0,0.33,1.0,0.17,0.0,0.17,1.0,0.0,0.0,0.17,0.17,0.17,0.17,0.0,1.0,1.0,1.0,1610612750,Timberwolves,3,3,6,1.0,0.4048991354466859,0.43515850144092216,0.6253602305475504,0.3976945244956772,0.18011527377521613,2.0432276657060515
124,1627827,Dorian Finney-Smith,1610612751,BKN,31.0,8,28.7,5.88,4.88,1.0,2.25,0.13,1.88,4.38,0.13,0.25,0.38,0.333,0.667,0.0,0.63,0.63,0.63,0.13,0.0,1.0,1.0,0.2,1610612751,Nets,3,4,7,1.1428571428571428,0.8357348703170029,0.7723342939481268,0.7204610951008645,0.7204610951008645,0.5706051873198847,3.619596541786743
125,203926,Doug McDermott,1610612758,SAC,32.0,4,6.7,1.0,0.75,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1610612758,Kings,3,3,6,0.6666666666666666,0.4048991354466859,0.5605187319884726,0.023054755043227664,0.1585014409221902,0.18011527377521613,1.3270893371757924
126,203110,Draymond Green,1610612744,GSW,34.0,7,27.2,8.29,5.57,2.71,1.71,0.57,1.0,3.0,0.0,0.43,0.43,0.0,1.0,0.14,1.43,1.57,1.57,0.71,0.091,0.909,1.0,0.455,1610612744,Warriors,6,1,7,1.0,0.9884726224783862,0.9279538904899135,0.547550432276657,0.9423631123919308,0.8069164265129684,4.213256484149856
127,1629234,Drew Eubanks,1610612762,UTA,27.0,4,12.5,4.25,3.5,0.75,1.75,0.0,0.75,2.0,0.25,0.0,0.25,1.0,0.0,0.0,0.75,0.75,0.75,0.25,0.0,1.0,1.0,0.333,1610612762,Jazz,0,6,6,0.6666666666666666,0.4048991354466859,0.9567723342939481,0.9654178674351584,0.962536023054755,0.18011527377521613,3.4697406340057637
129,1630696,Dru Smith,1610612748,MIA,26.0,4,7.0,2.0,1.25,0.75,0.25,0.0,0.5,1.5,0.0,0.25,0.25,0.0,1.0,0.0,0.25,0.25,0.25,0.25,0.0,1.0,1.0,1.0,1610612748,Heat,3,2,5,0.8,0.4048991354466859,0.9135446685878963,0.21613832853025935,0.8357348703170029,0.9798270893371758,3.35014409221902
130,1629130,Duncan Robinson,1610612748,MIA,30.0,4,16.3,1.75,0.75,1.0,0.5,0.25,1.25,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1610612748,Heat,3,2,5,0.8,0.9538904899135446,0.3515850144092219,0.16714697406340057,0.1585014409221902,0.18011527377521613,1.8112391930835736
131,1641871,Duop Reath,1610612757,POR,28.0,4,3.6,0.75,0.5,0.25,0.25,0.0,0.5,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1610612757,Trail Blazers,2,5,7,0.5714285714285714,0.4048991354466859,0.7809798270893372,0.6340057636887608,0.1585014409221902,0.18011527377521613,2.15850144092219
132,203939,Dwight Powell,1610612742,DAL,33.0,5,3.6,1.8,1.6,0.2,0.4,0.0,0.2,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.6,0.0,0.0,1.0,1.0,0.0,1610612742,Mavericks,4,2,6,0.8333333333333334,0.4048991354466859,1.0,0.8818443804034583,0.9971181556195965,0.18011527377521613,3.4639769452449563
133,1630700,Dyson Daniels,1610612737,ATL,21.0,6,29.7,4.67,3.5,1.17,6.17,0.0,0.33,0.83,0.17,0.5,0.67,0.25,0.75,0.17,0.0,0.33,0.0,0.0,0.5,0.0,0.0,0.0,1610612737,Hawks,3,5,8,0.75,0.4048991354466859,0.6138328530259366,1.0,0.1585014409221902,0.8213256484149856,2.9985590778097984
135,201569,Eric Gordon,1610612755,PHI,35.0,5,22.6,1.6,0.6,1.0,1.2,0.0,0.6,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1610612755,76ers,1,4,5,1.0,0.4048991354466859,0.10662824207492795,0.41786743515850144,0.1585014409221902,0.18011527377521613,1.2680115273775217
136,1630596,Evan Mobley,1610612739,CLE,23.0,8,29.8,9.38,6.5,2.88,0.88,0.0,2.5,6.0,0.88,0.38,1.25,0.7,0.3,0.0,1.0,1.0,1.0,0.75,0.0,1.0,1.0,0.75,1610612739,Cavaliers,8,0,8,1.0,0.4048991354466859,0.9423631123919308,0.16138328530259366,0.8270893371757925,0.7190201729106628,3.0547550432276656
137,1630532,Franz Wagner,1610612753,ORL,23.0,7,26.4,4.57,2.14,2.43,1.71,0.0,0.57,1.57,0.14,0.14,0.29,0.5,0.5,0.0,0.14,0.14,0.14,0.14,0.0,1.0,1.0,1.0,1610612753,Magic,3,4,7,1.0,0.4048991354466859,0.6801152737752162,0.5821325648414986,0.3746397694524496,0.42939481268011526,2.4711815561959654
138,1627832,Fred VanVleet,1610612745,HOU,30.0,6,37.9,2.5,1.83,0.67,3.17,0.0,0.83,1.67,0.5,0.17,0.67,0.75,0.25,0.0,0.33,0.33,0.33,0.17,0.0,1.0,1.0,0.5,1610612745,Rockets,3,3,6,1.0,0.4048991354466859,0.0893371757925072,0.7463976945244957,0.44668587896253603,0.38328530259365995,2.0706051873198845
139,1629216,Gabe Vincent,1610612747,LAL,28.0,7,17.7,1.57,1.0,0.57,1.14,0.0,0.14,0.43,0.0,0.43,0.43,0.0,1.0,0.0,0.14,0.14,0.14,0.0,0.0,1.0,1.0,0.0,1610612747,Lakers,4,3,7,1.0,0.4048991354466859,0.2276657060518732,0.5763688760806917,0.42939481268011526,0.9221902017291066,2.5605187319884726
141,1629726,Garrison Mathews,1610612737,ATL,28.0,7,23.3,3.71,1.71,2.0,1.0,0.0,0.43,0.86,0.0,0.29,0.29,0.0,1.0,0.14,0.0,0.14,0.14,0.14,1.0,0.0,1.0,1.0,1610612737,Hawks,3,5,8,0.875,0.4048991354466859,0.622478386167147,0.31412103746397696,0.1585014409221902,0.7060518731988472,2.206051873198847
142,203914,Gary Harris,1610612753,ORL,30.0,7,17.4,1.57,0.86,0.71,0.71,0.0,0.43,1.14,0.14,0.14,0.29,0.5,0.5,0.0,0.14,0.14,0.14,0.0,0.0,1.0,1.0,0.0,1610612753,Magic,3,4,7,1.0,0.4048991354466859,0.2334293948126801,0.2824207492795389,0.43515850144092216,0.5446685878962536,1.9005763688760808
143,1627780,Gary Payton II,1610612744,GSW,31.0,7,11.9,0.71,0.29,0.43,2.43,0.0,0.0,0.0,0.14,0.14,0.29,0.5,0.5,0.0,0.14,0.29,0.14,0.0,0.0,0.5,1.0,0.0,1610612744,Warriors,6,1,7,1.0,0.4048991354466859,0.069164265129683,0.9971181556195965,0.5389048991354467,0.6772334293948127,2.6873198847262247
144,1629018,Gary Trent Jr.,1610612749,MIL,25.0,7,29.6,2.43,0.71,1.71,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1610612749,Bucks,1,6,7,1.0,0.4048991354466859,0.17002881844380405,0.6095100864553314,0.1585014409221902,0.18011527377521613,1.5230547550432276
145,1627777,Georges Niang,1610612739,CLE,31.0,8,19.3,1.75,1.13,0.63,1.0,0.13,0.88,2.13,0.13,0.0,0.13,1.0,0.0,0.13,0.63,0.75,0.75,0.25,0.167,0.833,1.0,0.333,1610612739,Cavaliers,8,0,8,1.0,0.8703170028818443,0.2420749279538905,0.40778097982708933,0.8184438040345822,0.18011527377521613,2.5187319884726223
146,203507,Giannis Antetokounmpo,1610612749,MIL,29.0,6,35.2,7.0,4.5,2.5,1.33,0.0,2.33,5.83,1.0,0.17,1.17,0.857,0.143,0.0,0.17,0.17,0.17,0.17,0.0,1.0,1.0,1.0,1610612749,Bucks,1,6,7,0.8571428571428571,0.4048991354466859,0.7492795389048992,0.2478386167146974,0.34870317002881845,0.39481268011527376,2.145533141210375
148,1641711,Gradey Dick,1610612761,TOR,20.0,7,32.0,2.71,1.0,1.71,1.86,0.0,0.0,0.0,0.14,0.29,0.43,0.333,0.667,0.0,0.14,0.14,0.14,0.0,0.0,1.0,1.0,0.0,1610612761,Raptors,2,5,7,1.0,0.4048991354466859,0.2017291066282421,0.484149855907781,0.3314121037463977,0.5965417867435159,2.0187319884726227
149,1629684,Grant Williams,1610612766,CHA,25.0,6,26.7,5.33,2.67,2.67,0.83,0.17,2.17,5.5,0.33,0.5,0.83,0.4,0.6,0.67,1.17,1.83,1.67,0.67,0.364,0.636,0.909,0.364,1610612766,Hornets,2,4,6,1.0,0.8674351585014409,0.7550432276657061,0.17002881844380405,0.899135446685879,0.8674351585014409,3.559077809798271
150,1628960,Grayson Allen,1610612756,PHX,29.0,4,17.8,2.5,1.25,1.25,1.0,0.0,0.0,0.0,0.5,0.25,0.75,0.667,0.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1610612756,Suns,5,1,6,0.6666666666666666,0.4048991354466859,0.521613832853026,0.4668587896253602,0.1585014409221902,0.7694524495677233,2.3213256484149856
151,1627824,Guerschon Yabusele,1610612755,PHI,28.0,5,19.5,2.6,2.0,0.6,1.4,0.2,1.4,3.8,0.6,0.6,1.2,0.5,0.5,0.2,0.4,0.6,0.6,0.2,0.333,0.667,1.0,0.333,1610612755,76ers,1,4,5,1.0,0.9279538904899135,0.4827089337175792,0.6657060518731989,0.6887608069164265,0.962536023054755,3.727665706051873
152,1630611,Gui Santos,1610612744,GSW,22.0,4,3.8,1.0,0.5,0.5,0.0,0.0,0.25,0.75,0.25,0.0,0.25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1610612744,Warriors,6,1,7,0.5714285714285714,0.4048991354466859,0.8847262247838616,0.023054755043227664,0.1585014409221902,0.18011527377521613,1.6512968299711814
153,203084,Harrison Barnes,1610612759,SAS,32.0,6,29.6,2.17,1.17,1.0,0.5,0.0,0.0,0.0,0.17,0.33,0.5,0.333,0.667,0.17,0.33,0.5,0.5,0.33,0.333,0.667,1.0,0.667,1610612759,Spurs,3,3,6,1.0,0.4048991354466859,0.1239193083573487,0.07780979827089338,0.5244956772334294,0.654178674351585,1.7853025936599423
