player,pos,age,experience,ts_percent,usg_percent,vorp,ts_rank,usg_rank,vorp_rank,empty_stats
Jaylen Wells,SG,21,1,0.56,15.9,-0.1,0.5760869565217391,0.34782608695652173,0.6630434782608695,1.5869565217391304
Jaylin Williams,PF,22,3,0.594,14.6,1.2,0.3384615384615385,0.2153846153846154,0.26153846153846155,0.8153846153846154
Jaylon Tyson,SG,22,1,0.523,17.4,-0.1,0.8695652173913043,0.4891304347826087,0.6630434782608695,2.0217391304347827
Jayson Tatum,PF,26,8,0.582,31.2,4.8,0.49230769230769234,0.9692307692307692,0.015384615384615385,1.476923076923077
Jeff Dowtin,PG,27,4,0.57,18.6,0.3,0.36666666666666664,0.38333333333333336,0.5666666666666667,1.3166666666666667
Jerami Grant,PF,30,11,0.523,19.4,0.1,0.8461538461538461,0.6307692307692307,0.7230769230769231,2.2
Jeremiah Robinson-Earl,PF,24,4,0.563,14.4,-0.2,0.6,0.16923076923076924,0.8307692307692308,1.6
Jeremy Sochan,PF,21,3,0.589,19,0.3,0.4153846153846154,0.5846153846153846,0.676923076923077,1.676923076923077
Jericho Sims,C,26,4,0.639,7.6,-0.2,0.2786885245901639,0,0.9180327868852459,1.1967213114754098
Jett Howard,SF,21,2,0.491,19.2,-0.6,0.9655172413793104,0.603448275862069,0.9137931034482759,2.4827586206896552
Jimmy Butler,SF,35,14,0.626,20.8,3,0.034482758620689655,0.7241379310344828,0.034482758620689655,0.793103448275862
Jock Landale,C,29,4,0.59,15.7,0.3,0.6557377049180327,0.3442622950819672,0.7049180327868853,1.7049180327868854
John Konchar,SG,28,6,0.592,8,0.5,0.29347826086956524,0,0.3804347826086957,0.673913043478261
Johnny Furphy,SG,20,1,0.506,13,0,0.9239130434782609,0.13043478260869565,0.5869565217391305,1.641304347826087
Johnny Juzang,SG,23,3,0.573,17.6,-0.1,0.4782608695652174,0.5217391304347826,0.6630434782608695,1.6630434782608696
Jonas Valančiūnas,C,32,13,0.602,22.8,1,0.5737704918032787,0.8688524590163934,0.4426229508196721,1.8852459016393441
Jonathan Isaac,PF,27,6,0.512,16.2,0.7,0.9076923076923077,0.4,0.4307692307692308,1.7384615384615385
Jonathan Kuminga,PF,22,4,0.535,27.4,0.4,0.8153846153846154,0.9076923076923077,0.6307692307692307,2.353846153846154
Jonathan Mogbo,PF,23,1,0.496,15,0,0.9538461538461539,0.23076923076923078,0.7692307692307693,1.953846153846154
Jordan Hawkins,SG,22,2,0.504,21,-1.2,0.9347826086956522,0.6956521739130435,0.9782608695652174,2.608695652173913
Jordan McLaughlin,PG,28,6,0.6,13.3,0,0.15,0.06666666666666667,0.7333333333333333,0.95
Jordan Poole,SG,25,6,0.591,29,1.2,0.30434782608695654,0.967391304347826,0.2391304347826087,1.5108695652173914
Jordan Walsh,PF,20,2,0.464,11.5,-0.2,0.9846153846153847,0.046153846153846156,0.8307692307692308,1.8615384615384616
Jose Alvarado,PG,26,4,0.523,19.8,0.2,0.7666666666666667,0.5,0.6666666666666666,1.9333333333333331
Josh Giddey,PG,22,4,0.57,21.7,2.7,0.36666666666666664,0.6,0.16666666666666666,1.1333333333333333
Josh Green,SG,24,5,0.559,11.8,-1.1,0.5978260869565217,0.03260869565217391,0.967391304347826,1.5978260869565217
Josh Hart,SG,29,8,0.611,15.3,3.6,0.13043478260869565,0.2826086956521739,0.010869565217391304,0.4239130434782608
Josh Minott,SF,22,3,0.605,17.2,0.3,0.1896551724137931,0.3793103448275862,0.46551724137931033,1.0344827586206895
Jrue Holiday,PG,34,16,0.565,15.8,1.3,0.4166666666666667,0.16666666666666666,0.3333333333333333,0.9166666666666667
Julian Champagnie,SF,23,3,0.577,17.2,0.4,0.4827586206896552,0.3793103448275862,0.39655172413793105,1.2586206896551724
Julian Phillips,SF,21,2,0.571,12.9,-0.3,0.5172413793103449,0.05172413793103448,0.7586206896551724,1.3275862068965516
Julian Strawther,SG,22,2,0.559,17.8,-0.9,0.5978260869565217,0.5434782608695652,0.9456521739130435,2.0869565217391304
Julius Randle,PF,30,11,0.593,25,1.8,0.35384615384615387,0.8769230769230769,0.2,1.4307692307692308
Justin Champagnie,SF,23,4,0.614,15.6,0.5,0.10344827586206896,0.25862068965517243,0.3448275862068966,0.7068965517241379
Justin Edwards,SF,21,1,0.559,16.9,-0.5,0.6206896551724138,0.3620689655172414,0.8793103448275862,1.8620689655172415
Jusuf Nurkić,C,30,11,0.555,20.6,0.2,0.8524590163934426,0.7540983606557377,0.819672131147541,2.4262295081967213
KJ Martin,PF,24,5,0.618,11.5,-0.4,0.2,0.046153846153846156,0.9230769230769231,1.1692307692307693
Karl-Anthony Towns,C,29,10,0.63,27.4,3.5,0.3442622950819672,0.9508196721311475,0.06557377049180328,1.360655737704918
Karlo Matković,PF,23,1,0.639,15.9,0,0.06153846153846154,0.35384615384615387,0.7692307692307693,1.1846153846153846
Keegan Murray,PF,24,3,0.553,15,0.2,0.6923076923076923,0.23076923076923078,0.7076923076923077,1.6307692307692307
Kel'el Ware,C,20,1,0.603,17.2,0.7,0.5573770491803278,0.5573770491803278,0.4918032786885246,1.6065573770491803
Keldon Johnson,SF,25,6,0.572,21.6,0.2,0.5,0.7758620689655172,0.5,1.7758620689655173
Kelly Olynyk,C,33,12,0.609,18.5,0.3,0.5245901639344263,0.6229508196721312,0.7049180327868853,1.8524590163934427
Kelly Oubre Jr.,SF,29,10,0.551,18.9,-0.1,0.7586206896551724,0.5689655172413793,0.6724137931034483,2
Kenrich Williams,PF,30,7,0.587,15.4,0.7,0.46153846153846156,0.2923076923076923,0.4307692307692308,1.1846153846153846
Kentavious Caldwell-Pope,SG,31,12,0.574,12.4,0.3,0.4673913043478261,0.06521739130434782,0.4891304347826087,1.0217391304347827
Keon Ellis,SG,25,3,0.664,12.7,1.9,0.010869565217391304,0.10869565217391304,0.11956521739130435,0.2391304347826087
Keon Johnson,SG,22,4,0.499,21.7,-0.6,0.9782608695652174,0.7282608695652174,0.9130434782608695,2.619565217391304
Kevin Durant,PF,36,17,0.642,28.7,3,0.03076923076923077,0.9384615384615385,0.06153846153846154,1.0307692307692307
Kevin Huerter,SG,26,7,0.544,17.5,0,0.782608695652174,0.5108695652173914,0.5869565217391305,1.8804347826086958
Kevin Porter Jr.,SG,24,5,0.531,25.4,0.5,0.8478260869565217,0.8913043478260869,0.3804347826086957,2.119565217391304
Kevon Looney,C,28,10,0.535,13.3,0.7,0.9344262295081968,0.14754098360655737,0.4918032786885246,1.5737704918032787
Keyonte George,PG,21,2,0.539,24.3,-0.3,0.6,0.7333333333333333,0.8333333333333334,2.1666666666666665
Klay Thompson,SF,34,12,0.552,21.8,0.5,0.7413793103448276,0.7931034482758621,0.3448275862068966,1.8793103448275863
Kris Dunn,PG,30,9,0.531,12.7,1.2,0.7,0,0.36666666666666664,1.0666666666666667
Kris Murray,SF,24,2,0.472,13.9,-0.3,0.9827586206896551,0.1206896551724138,0.7586206896551724,1.8620689655172413
Kristaps Porziņģis,C,29,9,0.618,25.9,2.1,0.4262295081967213,0.9180327868852459,0.19672131147540983,1.540983606557377
Kyle Anderson,PF,31,11,0.538,15.9,0.9,0.8,0.35384615384615387,0.36923076923076925,1.5230769230769232
Kyle Filipowski,C,21,1,0.594,18.7,0.4,0.6065573770491803,0.6557377049180327,0.6885245901639344,1.9508196721311473
Kyle Kuzma,PF,29,8,0.514,24,-1.4,0.8923076923076924,0.8153846153846154,1,2.707692307692308
Kyrie Irving,SG,32,14,0.594,27.4,2.5,0.2717391304347826,0.9347826086956522,0.08695652173913043,1.2934782608695652
Kyshawn George,SG,21,1,0.503,15.9,-0.9,0.9565217391304348,0.34782608695652173,0.9456521739130435,2.25
LaMelo Ball,PG,23,5,0.536,35.9,2,0.6333333333333333,1,0.18333333333333332,1.8166666666666667
Landry Shamet,SG,27,7,0.601,14.8,-0.1,0.18478260869565216,0.22826086956521738,0.6630434782608695,1.076086956521739
Lauri Markkanen,PF,27,8,0.571,24,0.7,0.5538461538461539,0.8153846153846154,0.4307692307692308,1.8
LeBron James,SF,40,22,0.604,30.1,4.7,0.2413793103448276,0.9827586206896551,0,1.2241379310344827
Lindy Waters III,SG,27,4,0.504,14.8,-0.2,0.9347826086956522,0.22826086956521738,0.7934782608695652,1.9565217391304348
Luguentz Dort,SF,25,6,0.586,13.6,1.2,0.3620689655172414,0.10344827586206896,0.15517241379310345,0.6206896551724138
Luka Dončić,PG,25,7,0.587,33.9,3.9,0.23333333333333334,0.9666666666666667,0.06666666666666667,1.2666666666666666
Luke Kennard,SG,28,8,0.631,14.5,1.2,0.043478260869565216,0.1956521739130435,0.2391304347826087,0.4782608695652174
Luke Kornet,C,29,8,0.683,11.4,1.8,0.11475409836065574,0.06557377049180328,0.2459016393442623,0.42622950819672134
Malaki Branham,SG,21,3,0.575,23.8,-0.1,0.44565217391304346,0.8260869565217391,0.6630434782608695,1.9347826086956523
Malik Beasley,SG,28,9,0.59,22.5,1.6,0.32608695652173914,0.7608695652173914,0.16304347826086957,1.25
Malik Monk,SG,26,8,0.549,24.6,0.6,0.6956521739130435,0.8478260869565217,0.358695652173913,1.9021739130434783
Marcus Sasser,PG,24,2,0.589,19.4,0.3,0.21666666666666667,0.4666666666666667,0.5666666666666667,1.25
Mark Williams,C,23,3,0.647,21.4,1.6,0.21311475409836064,0.8032786885245902,0.3442622950819672,1.360655737704918
Mason Plumlee,C,34,12,0.645,10.8,0.5,0.22950819672131148,0.04918032786885246,0.6065573770491803,0.8852459016393442
Matas Buzelis,SF,20,1,0.571,18.7,-0.2,0.5172413793103449,0.5517241379310345,0.7413793103448276,1.810344827586207
Max Christie,SG,21,3,0.57,15.2,-0.3,0.5,0.2608695652173913,0.8369565217391305,1.597826086956522
Max Strus,SF,28,6,0.607,14.7,1.1,0.1724137931034483,0.1724137931034483,0.2413793103448276,0.5862068965517242
Michael Porter Jr.,SF,26,6,0.617,20.2,1.2,0.06896551724137931,0.6724137931034483,0.15517241379310345,0.896551724137931
Mikal Bridges,SF,28,7,0.585,19.6,1.2,0.3793103448275862,0.6379310344827587,0.15517241379310345,1.1724137931034482
Mike Conley,PG,37,18,0.573,14.4,1.4,0.3333333333333333,0.15,0.31666666666666665,0.7999999999999999
Miles Bridges,PF,26,6,0.541,28,2,0.7692307692307693,0.9230769230769231,0.15384615384615385,1.8461538461538463
Miles McBride,PG,24,4,0.531,16.8,0.8,0.7,0.25,0.4166666666666667,1.3666666666666667
Monte Morris,PG,29,8,0.546,18.1,0,0.5666666666666667,0.35,0.7333333333333333,1.65
Moses Moody,SG,22,4,0.578,17.4,0.5,0.43478260869565216,0.4891304347826087,0.3804347826086957,1.3043478260869565
Moussa Diabaté,C,23,3,0.609,13.4,0,0.5245901639344263,0.16393442622950818,0.8688524590163934,1.5573770491803278
Myles Turner,C,28,10,0.612,20.7,1.3,0.4918032786885246,0.7704918032786885,0.3770491803278688,1.6393442622950818
Naji Marshall,SF,27,5,0.584,20,0.6,0.41379310344827586,0.6551724137931034,0.3275862068965517,1.396551724137931
Naz Reid,C,25,6,0.577,21.5,2,0.7049180327868853,0.819672131147541,0.22950819672131148,1.7540983606557379
Neemias Queta,C,25,4,0.674,13.7,0.3,0.13114754098360656,0.19672131147540983,0.7049180327868853,1.0327868852459017
Nic Claxton,C,25,6,0.569,16.8,1.1,0.7704918032786885,0.4918032786885246,0.4098360655737705,1.6721311475409835
Nick Richards,C,27,5,0.634,17.3,-0.4,0.29508196721311475,0.5737704918032787,0.9672131147540983,1.8360655737704916
Nick Smith Jr.,SG,20,2,0.502,20.8,-1.3,0.967391304347826,0.6847826086956522,0.9891304347826086,2.641304347826087
Nickeil Alexander-Walker,SG,26,6,0.579,16,0.8,0.41304347826086957,0.3804347826086957,0.30434782608695654,1.0978260869565217
Nicolas Batum,PF,36,17,0.633,9,1,0.09230769230769231,0,0.35384615384615387,0.4461538461538462
Nikola Jokić,C,29,10,0.663,29.5,9.8,0.16393442622950818,0.9836065573770492,0,1.1475409836065573
Nikola Jović,PF,21,3,0.595,18.3,0.7,0.3076923076923077,0.5538461538461539,0.4307692307692308,1.2923076923076924
Nikola Vučević,C,34,14,0.611,22.4,2.7,0.5081967213114754,0.8524590163934426,0.11475409836065574,1.4754098360655736
Noah Clowney,PF,20,2,0.516,19,-0.5,0.8769230769230769,0.5846153846153846,0.9384615384615385,2.4000000000000004
Norman Powell,SG,31,10,0.615,26.1,1.8,0.10869565217391304,0.9021739130434783,0.13043478260869565,1.141304347826087
OG Anunoby,PF,27,8,0.591,19.7,1.9,0.36923076923076925,0.676923076923077,0.18461538461538463,1.2307692307692308
Obi Toppin,PF,26,5,0.642,20.1,1.4,0.03076923076923077,0.6923076923076923,0.2153846153846154,0.9384615384615385
Ochai Agbaji,SG,24,3,0.601,14.6,0.5,0.18478260869565216,0.20652173913043478,0.3804347826086957,0.7717391304347826
Olivier-Maxence Prosper,PF,22,2,0.484,16.3,0,0.9692307692307692,0.4153846153846154,0.7692307692307693,2.1538461538461537
Onyeka Okongwu,C,24,5,0.634,17.3,1.7,0.29508196721311475,0.5737704918032787,0.29508196721311475,1.1639344262295082
Orlando Robinson,C,24,3,0.519,18.5,-0.3,0.9836065573770492,0.6229508196721312,0.9508196721311475,2.557377049180328
Oso Ighodaro,PF,22,1,0.61,10.5,-0.2,0.23076923076923078,0.03076923076923077,0.8307692307692308,1.0923076923076924
P.J. Washington,PF,26,6,0.556,20.4,0.5,0.676923076923077,0.7076923076923077,0.5692307692307692,1.9538461538461538
Paolo Banchero,PF,22,3,0.551,33.6,2.2,0.7076923076923077,0.9846153846153847,0.12307692307692308,1.8153846153846156
Pascal Siakam,PF,30,9,0.599,24.2,2.4,0.2923076923076923,0.8615384615384616,0.07692307692307693,1.2307692307692308
Pat Connaughton,SG,32,10,0.567,15.6,0,0.5217391304347826,0.31521739130434784,0.5869565217391305,1.4239130434782608
Patrick Williams,PF,23,5,0.512,16.9,-0.7,0.9076923076923077,0.47692307692307695,0.9538461538461539,2.3384615384615386
Paul George,PF,34,15,0.543,23.5,0.5,0.7384615384615385,0.8,0.5692307692307692,2.1076923076923078
Paul Reed,C,25,5,0.573,18,0.5,0.7377049180327869,0.6065573770491803,0.6065573770491803,1.9508196721311477
Payton Pritchard,PG,27,5,0.633,19,3.2,0.03333333333333333,0.43333333333333335,0.1,0.5666666666666667
Pelle Larsson,SG,23,1,0.546,14.4,-0.2,0.7282608695652174,0.18478260869565216,0.7934782608695652,1.7065217391304348
Peyton Watson,SF,22,3,0.564,13.9,0.1,0.603448275862069,0.1206896551724138,0.5517241379310345,1.2758620689655173
Precious Achiuwa,C,25,5,0.53,14.9,0,0.9508196721311475,0.3114754098360656,0.8688524590163934,2.1311475409836063
Quentin Grimes,SG,24,4,0.595,22.8,1.2,0.25,0.7717391304347826,0.2391304347826087,1.2608695652173914
Quinten Post,PF,24,1,0.595,19.6,0.4,0.3076923076923077,0.6615384615384615,0.6307692307692307,1.6
RJ Barrett,SF,24,6,0.547,28.7,1.2,0.8103448275862069,0.9482758620689655,0.15517241379310345,1.9137931034482758
Rayan Rupert,SG,20,2,0.499,16.8,-0.3,0.9782608695652174,0.45652173913043476,0.8369565217391305,2.2717391304347827
