player,tm,experience,age,salary,vorp,vorp_per_million,percent_of_cap
Kyle Lowry,PHI,19,38,2087519,0.1,0.0479037556065358,0.014848486357299342
Ricky Council IV,PHI,2,23,1891857,-0.7,-0.3700068239829966,0.013456745952712892
Adem Bona,PHI,1,21,1157153,-0.2,-0.1728379911731638,0.008230809172902382
Jared Butler,PHI,4,24,745726,0,0,0.005304336074202634
Justin Edwards,PHI,1,21,425619,-0.5,-1.1747595854508375,0.003027420547984181
Chuma Okeke,PHI,5,26,119972,0.1,0.8335278231587371,8.53358750391214e-4
David Roddy,PHI,3,23,119972,0,0,8.53358750391214e-4
Kevin Durant,PHO,17,36,51179021,3,0.058617768401626906,0.3640354866702706
Bradley Beal,PHO,13,31,50203930,0.4,0.007967503739249098,0.3570996813383788
Devin Booker,PHO,10,28,49205800,1.7,0.03454877270565665,0.35
Grayson Allen,PHO,7,29,15625000,0.7,0.0448,0.11114035337297636
Royce O'Neale,PHO,8,31,9375000,1,0.10666666666666667,0.06668421202378581
Cody Martin,PHO,6,29,8120000,-0.1,-0.012315270935960592,0.05775741884086835
Vasilije Micić,PHO,2,31,7723000,-0.1,-0.012948336138806164,0.05493356474236777
Nick Richards,PHO,5,27,5000000,-0.4,-0.08,0.03556491307935243
Ryan Dunn,PHO,1,22,2530800,-0.7,-0.27659238185553975,0.01800153640424503
Damion Lee,PHO,7,32,2087519,-0.1,-0.0479037556065358,0.014848486357299342
Mason Plumlee,PHO,12,34,2087519,0.5,0.239518778032679,0.014848486357299342
Monte Morris,PHO,8,29,2087519,0,0,0.014848486357299342
Tyus Jones,PHO,10,28,2087519,1.1,0.5269413116718937,0.014848486357299342
Bol Bol,PHO,6,25,2087519,0.3,0.14371126681960739,0.014848486357299342
Oso Ighodaro,PHO,1,22,1157153,-0.2,-0.1728379911731638,0.008230809172902382
Deandre Ayton,POR,7,26,34005126,0.4,0.01176293244730221,0.2418778700884855
Jerami Grant,POR,11,30,29793104,0.1,0.0033564814193244186,0.21191783082482146
Anfernee Simons,POR,7,25,25892857,1.1,0.04248275885507729,0.18417544171622044
Deni Avdija,POR,5,24,15625000,2.2,0.1408,0.11114035337297636
Robert Williams,POR,7,27,12428571,0.4,0.032183909155766986,0.08840420946311207
Matisse Thybulle,POR,6,27,11025000,0.6,0.05442176870748299,0.07842063333997212
Scoot Henderson,POR,2,20,10259160,-0.1,-0.009747386725618862,0.07297322673343386
Donovan Clingan,POR,1,20,6836400,0.6,0.08776549060909251,0.048627194355136995
Shaedon Sharpe,POR,3,21,6614160,0.4,0.06047631142881334,0.04704640509858594
Kris Murray,POR,2,24,2990040,-0.3,-0.1003331059116266,0.02126810254075739
Dalano Banton,POR,4,25,2196970,0.3,0.13655170530321306,0.015627009417588985
Duop Reath,POR,2,28,2048780,0.2,0.09761907086168355,0.014572936523743136
Jabari Walker,POR,3,22,2019699,0.2,0.09902465664438118,0.014366083876291007
Toumani Camara,POR,2,24,1891857,1.2,0.6342974125422799,0.013456745952712892
Rayan Rupert,POR,2,20,1891857,-0.3,-0.15857435313556997,0.013456745952712892
Zach LaVine,SAC,11,29,44531940,0.5,0.011227896202141653,0.3167549150709876
Domantas Sabonis,SAC,9,28,40500000,4.4,0.10864197530864199,0.28807579594275473
DeMar DeRozan,SAC,16,35,23400000,1.3,0.05555555555555555,0.1664437932113694
Malik Monk,SAC,8,26,17405203,0.6,0.03447245056550044,0.12380290636469685
Jonas Valančiūnas,SAC,13,32,9900000,0.4,0.04040404040404041,0.07041852789711782
Keegan Murray,SAC,3,24,8809560,0.2,0.0227026094379288,0.062662247133468
Trey Lyles,SAC,10,29,8000000,0.4,0.05,0.056903860926963895
Devin Carter,SAC,1,22,4689000,-0.1,-0.021326508850501174,0.033352775485816714
Jake LaRavia,SAC,3,23,3352680,-0.1,-0.029826884760848042,0.023847554556576663
Keon Ellis,SAC,3,25,2120693,1.9,0.8959335462511547,0.01508445244259823
Doug McDermott,SAC,11,33,2087519,-0.1,-0.0479037556065358,0.014848486357299342
Jae Crowder,SAC,13,34,1655619,-0.1,-0.06040036989186522,0.011776389165504879
Markelle Fultz,SAC,8,26,731831,-0.1,-0.13664356934866112,0.005205501180755114
Orlando Robinson,SAC,3,24,959779,0,0,0.00682689134207756
De'Aaron Fox,SAS,8,27,34848340,0,0,0.24787563661194412
Devin Vassell,SAS,5,24,29347826,0.4,0.013629629670013719,0.2087505761515919
Keldon Johnson,SAS,6,25,19000000,0.2,0.010526315789473684,0.13514666970153924
Harrison Barnes,SAS,13,32,18000000,1.2,0.06666666666666667,0.12803368708566876
Victor Wembanyama,SAS,2,21,12768960,3.3,0.2584392150966093,0.09082539050274561
Chris Paul,SAS,20,39,10460000,1.6,0.15296367112810708,0.07440179816200529
Stephon Castle,SAS,1,20,9105120,-0.6,-0.06589698982550476,0.06476456027541469
Jeremy Sochan,SAS,3,21,5570040,0.3,0.053859577310037265,0.039619597689703245
Malaki Branham,SAS,3,21,3217920,-0.1,-0.031075974542561658,0.02288900901926196
Julian Champagnie,SAS,3,23,3000000,0.4,0.13333333333333333,0.02133894784761146
Blake Wesley,SAS,3,21,2624280,-0.4,-0.15242275976648834,0.0186664580191766
Charles Bassey,SAS,4,24,2087519,0.1,0.0479037556065358,0.014848486357299342
Sandro Mamukelashvili,SAS,4,25,2087519,0.7,0.3353262892457506,0.014848486357299342
Jordan McLaughlin,SAS,6,28,2087519,0.1,0.0479037556065358,0.014848486357299342
Bismack Biyombo,SAS,14,32,143967,-0.2,-1.3892072488834246,0.0010240347682590263
Immanuel Quickley,TOR,5,25,32500000,1,0.03076923076923077,0.2311719350157908
RJ Barrett,TOR,6,24,25794643,1.2,0.046521287385136514,0.18347684724158533
Jakob Poeltl,TOR,9,29,19500000,1.7,0.08717948717948718,0.1387031610094745
Chris Boucher,TOR,8,32,10810000,0.9,0.08325624421831637,0.07689134207755996
Scottie Barnes,TOR,4,23,10130980,2.3,0.22702640810661948,0.07206148462173158
Gradey Dick,TOR,2,21,4763760,-0.5,-0.10495910793154986,0.03388454206617919
Ochai Agbaji,TOR,3,24,4310280,0.5,0.11600174466623978,0.030658946709534243
Ja'Kobe Walter,TOR,1,20,3465000,-0.3,-0.08658008658008658,0.024646484763991238
Garrett Temple,TOR,15,38,2087519,-0.1,-0.0479037556065358,0.014848486357299342
Jonathan Mogbo,TOR,1,23,1862265,0,0,0.013246258571144053
Jamal Shead,TOR,1,22,1862265,-0.8,-0.429584403938215,0.013246258571144053
Jamison Battle,TOR,1,23,1000000,-0.1,-0.1,0.007112982615870487
Bruno Fernando,TOR,6,26,1115128,0.1,0.08967580403325896,0.007931886078470424
Orlando Robinson,TOR,3,24,239944,-0.3,-1.2502917347381055,0.001706717500782428
Lauri Markkanen,UTA,8,27,42176400,0.7,0.016596959437031135,0.3
John Collins,UTA,8,27,26580000,0.9,0.033860045146726865,0.18906307792983754
Collin Sexton,UTA,7,26,18350000,0.6,0.03269754768392371,0.13052323100122343
Jordan Clarkson,UTA,11,32,14092577,0.1,0.007095934263832655,0.10024025521381626
KJ Martin,UTA,5,24,7975000,-0.4,-0.05015673981191223,0.05672603636156713
Taylor Hendricks,UTA,2,21,5848680,0,0,0.0416015591657894
Cody Williams,UTA,1,20,5469120,-1.4,-0.25598268094318644,0.038901755484109596
Keyonte George,UTA,2,21,4084200,-0.3,-0.07345379756133391,0.02905084359973824
Svi Mykhailiuk,UTA,7,27,3500000,-0.3,-0.08571428571428572,0.024895439155546702
Johnny Juzang,UTA,3,23,3087519,-0.1,-0.0323884646539827,0.02196146897316983
Kyle Filipowski,UTA,1,21,3000000,0.4,0.13333333333333333,0.02133894784761146
Walker Kessler,UTA,3,23,2965920,1.7,0.5731779683875492,0.021096537400062593
Brice Sensabaugh,UTA,2,21,2571480,0.3,0.11666433337999907,0.01829089253705864
Isaiah Collier,UTA,1,20,2512680,-1.6,-0.6367703010331599,0.017872649159245454
Khris Middleton,WAS,13,33,31000000,0,0,0.2205024610919851
Jordan Poole,WAS,6,25,29651786,1.2,0.04046973764076134,0.21091263834751187
Malcolm Brogdon,WAS,9,32,22500000,0.1,0.004444444444444445,0.16004210885708595
Marcus Smart,WAS,11,30,20210284,0,0,0.14375539875380544
Richaun Holmes,WAS,10,31,12648321,0.4,0.03162475082661169,0.08996728739294961
Alex Sarr,WAS,1,19,11245680,-0.6,-0.05335382120067439,0.07999032634364242
Bilal Coulibaly,WAS,2,20,6945240,-0.8,-0.11518680419971089,0.04940137138304834
Corey Kispert,WAS,4,25,5705887,-0.7,-0.12268031245624035,0.0405858750391214
Bub Carrington,WAS,1,19,4454880,-1.6,-0.35915670006823974,0.03168748399578911
Kyshawn George,WAS,1,21,2825520,-0.9,-0.3185254395651066,0.020097874640794378
AJ Johnson,WAS,1,20,2795294,-0.9,-0.32196971052061074,0.019882877628247076
Anthony Gill,WAS,5,32,2237691,-0.3,-0.13406676793176536,0.015916657182689847
Colby Jones,WAS,2,22,2120693,-0.1,-0.0471543971711134,0.01508445244259823
