seas_id,season,player_id,player,birth_year,pos,age,experience,lg,tm,g,mp,pg_percent,sg_percent,sf_percent,pf_percent,c_percent,on_court_plus_minus_per_100_poss,net_plus_minus_per_100_poss,bad_pass_turnover,lost_ball_turnover,shooting_foul_committed,offensive_foul_committed,shooting_foul_drawn,offensive_foul_drawn,points_generated_by_assists,and1,fga_blocked
25095,2015,3857,A.J. Price,NA,PG,28,6,NBA,IND,10,193,100,NA,NA,NA,NA,1.1,1.1,5,4,6,0,11,3,62,4,3
25096,2015,3857,A.J. Price,NA,PG,28,6,NBA,CLE,11,87,100,NA,NA,NA,NA,-29.5,-34.8,3,0,1,0,0,1,29,0,1
25097,2015,3857,A.J. Price,NA,PG,28,6,NBA,PHO,5,44,100,NA,NA,NA,NA,-26.7,-25.9,1,0,1,0,0,1,13,0,1
25098,2015,3731,Aaron Brooks,NA,PG,30,7,NBA,CHI,82,1885,100,NA,NA,NA,NA,4.7,2.6,96,41,79,7,70,7,601,12,52
25099,2015,4219,Aaron Gordon,NA,PF,19,1,NBA,ORL,47,797,NA,NA,33,66,1,-7,-1.2,11,10,38,11,31,3,80,9,15
25100,2015,4220,Adreian Payne,NA,PF,23,1,NBA,TOT,32,739,NA,NA,1,73,27,-16.9,-9.1,11,13,43,10,20,4,66,2,10
25101,2015,4220,Adreian Payne,NA,PF,23,1,NBA,ATL,3,19,NA,NA,22,40,39,-48.4,-54.4,0,0,3,0,1,0,0,0,0
25102,2015,4220,Adreian Payne,NA,PF,23,1,NBA,MIN,29,720,NA,NA,NA,74,27,-16.1,-7.9,11,13,40,10,19,4,66,2,10
25103,2015,3734,Al Horford,NA,C,28,8,NBA,ATL,76,2318,NA,NA,NA,9,91,6.6,1.8,40,29,74,15,68,2,604,17,36
25104,2015,3496,Al Jefferson,NA,C,30,11,NBA,CHO,65,1992,NA,NA,NA,NA,100,-4,-1.1,24,22,97,4,80,6,255,19,53
25105,2015,3915,Al-Farouq Aminu,NA,SF,24,5,NBA,DAL,74,1366,NA,1,79,20,NA,6.2,4.9,15,17,71,9,53,5,143,12,22
25106,2015,3567,Alan Anderson,NA,SG,32,6,NBA,BRK,74,1744,NA,75,25,NA,NA,-1.6,2.8,31,15,64,5,38,19,193,8,29
25107,2015,3982,Alec Burks,NA,SG,23,4,NBA,UTA,27,899,1,95,4,NA,NA,-7.4,-9.8,29,10,38,7,52,11,188,10,24
25108,2015,4221,Alex Kirk,NA,C,23,1,NBA,CLE,5,14,NA,NA,NA,NA,100,-59.9,-64.7,0,0,0,0,1,0,2,0,0
25109,2015,4142,Alex Len,NA,C,21,2,NBA,PHO,69,1518,NA,NA,NA,NA,100,-0.6,0.7,26,17,119,19,55,7,77,18,31
25110,2015,4063,Alexey Shved,NA,SG,26,3,NBA,TOT,42,767,24,69,6,NA,NA,-9.7,-0.8,30,14,27,1,67,4,234,10,26
25111,2015,4063,Alexey Shved,NA,SG,26,3,NBA,PHI,17,285,56,41,3,NA,NA,-17.7,-8.9,10,6,12,1,27,1,103,4,5
25112,2015,4063,Alexey Shved,NA,SG,26,3,NBA,HOU,9,59,46,45,9,NA,NA,-0.8,-4.5,1,3,1,0,5,0,7,1,3
25113,2015,4063,Alexey Shved,NA,SG,26,3,NBA,NYK,16,423,NA,92,9,NA,NA,-5.6,5.2,19,5,14,0,35,3,124,5,18
25114,2015,3795,Alexis Ajinça,NA,C,26,5,NBA,NOP,68,957,NA,NA,NA,NA,100,-0.1,-1.9,13,29,76,15,44,0,100,7,17
25115,2015,4143,Allen Crabbe,NA,SG,22,2,NBA,POR,51,683,NA,23,75,2,NA,-1.9,-7.4,8,2,39,1,7,4,93,2,2
25116,2015,3858,Alonzo Gee,NA,SF,27,6,NBA,TOT,54,662,NA,17,72,11,1,-6.8,-5.3,12,10,23,2,38,1,60,7,24
25117,2015,3858,Alonzo Gee,NA,SF,27,6,NBA,DEN,39,511,NA,21,69,10,NA,-7.2,-3.9,9,7,19,2,32,1,45,5,16
25118,2015,3858,Alonzo Gee,NA,SF,27,6,NBA,POR,15,151,NA,4,81,12,2,-5.2,-9.8,3,3,4,0,6,0,15,2,8
25119,2015,3366,Amar'e Stoudemire,NA,PF,32,13,NBA,TOT,59,1245,NA,NA,NA,58,43,-3.6,3.6,14,34,69,15,84,9,104,26,44
25120,2015,3366,Amar'e Stoudemire,NA,PF,32,13,NBA,NYK,36,865,NA,NA,NA,48,52,-3.1,9,12,26,45,11,58,8,87,15,29
25121,2015,3366,Amar'e Stoudemire,NA,PF,32,13,NBA,DAL,23,380,NA,NA,NA,79,21,-4.7,-8.5,2,8,24,4,26,1,17,11,15
25122,2015,3570,Amir Johnson,NA,PF,27,10,NBA,TOR,75,1979,NA,NA,NA,71,29,2.2,-2.2,33,27,88,38,58,5,259,11,52
25123,2015,3497,Anderson Varejão,NA,C,32,11,NBA,CLE,26,636,NA,NA,NA,NA,100,0.3,-5.1,15,12,26,4,24,9,79,3,16
25124,2015,4222,Andre Dawkins,NA,SG,23,1,NBA,MIA,4,22,NA,100,NA,NA,NA,-14.5,-11.9,0,0,0,1,0,0,2,0,0
25125,2015,4064,Andre Drummond,NA,C,21,3,NBA,DET,82,2502,NA,NA,NA,NA,100,-1.9,-1.2,25,29,125,30,161,7,127,35,58
25126,2015,3500,Andre Iguodala,NA,SF,31,11,NBA,GSW,77,2069,NA,1,96,3,NA,11.5,1.3,54,16,64,10,52,15,525,11,8
25127,2015,3171,Andre Miller,NA,PG,38,16,NBA,TOT,81,1253,92,8,NA,NA,NA,-4.5,-3.6,72,22,35,5,26,14,627,3,29
25128,2015,3171,Andre Miller,NA,PG,38,16,NBA,WAS,51,631,100,NA,NA,NA,NA,-7.3,-9.7,29,12,19,3,16,6,309,1,18
25129,2015,3171,Andre Miller,NA,PG,38,16,NBA,SAC,30,622,83,17,NA,NA,NA,-1.6,2.6,43,10,16,2,10,8,318,2,11
25130,2015,4144,Andre Roberson,NA,SG,23,2,NBA,OKC,67,1286,1,61,36,3,NA,6.2,6.2,22,9,61,8,16,2,165,2,18
25131,2015,3655,Andrea Bargnani,NA,C,29,9,NBA,NYK,29,785,NA,NA,NA,NA,100,-18.1,-9.8,17,16,23,7,47,2,99,9,7
25132,2015,3298,Andrei Kirilenko,NA,SF,33,13,NBA,BRK,7,36,NA,NA,37,63,NA,-42.1,-39.3,0,1,0,0,1,0,2,0,2
25133,2015,3573,Andrew Bogut,NA,C,30,10,NBA,GSW,67,1583,NA,NA,NA,NA,100,16.6,9.6,53,21,94,27,20,10,425,10,19
25134,2015,4065,Andrew Nicholson,NA,PF,25,3,NBA,ORL,40,492,NA,NA,NA,90,10,-8.6,-2.9,11,5,22,7,10,1,52,3,2
25135,2015,4223,Andrew Wiggins,NA,SF,19,1,NBA,MIN,82,2969,NA,34,64,1,NA,-10,-1.8,62,67,93,22,226,12,382,44,67
25136,2015,4145,Anthony Bennett,NA,PF,21,2,NBA,MIN,57,894,NA,NA,NA,63,37,-16.6,-9.1,9,12,33,8,31,3,109,4,20
25137,2015,4066,Anthony Davis,NA,PF,21,3,NBA,NOP,68,2455,NA,NA,NA,64,36,5.6,11.4,26,36,86,19,209,9,351,53,57
25138,2015,3796,Anthony Morrow,NA,SG,29,7,NBA,OKC,74,1806,NA,26,71,3,NA,5.3,6.1,16,11,56,9,30,17,141,10,14
25139,2015,3798,Anthony Tolliver,NA,PF,29,7,NBA,TOT,76,1432,NA,NA,1,99,NA,2.8,6.1,28,4,61,13,29,8,134,7,17
25140,2015,3798,Anthony Tolliver,NA,PF,29,7,NBA,PHO,24,272,NA,NA,1,98,2,-4.6,-3.8,6,2,6,3,2,0,23,0,4
25141,2015,3798,Anthony Tolliver,NA,PF,29,7,NBA,DET,52,1160,NA,NA,1,99,NA,4.5,8.5,22,2,55,10,27,8,111,7,13
25142,2015,4146,Archie Goodwin,NA,SG,20,2,NBA,PHO,41,535,24,73,3,NA,NA,-15.9,-17.1,21,17,28,5,38,9,97,9,21
25143,2015,4147,Arinze Onuaku,NA,C,27,2,NBA,MIN,6,68,NA,NA,NA,NA,100,-11.6,-2.1,0,0,4,1,3,0,10,0,1
25144,2015,4068,Aron Baynes,NA,C,28,3,NBA,SAS,70,1122,NA,NA,NA,21,79,6.6,0.1,18,21,85,21,41,3,84,11,34
25145,2015,3737,Arron Afflalo,NA,SG,29,8,NBA,TOT,78,2502,NA,85,15,NA,NA,-0.7,1.2,44,35,73,18,67,8,303,17,63
25146,2015,3737,Arron Afflalo,NA,SG,29,8,NBA,DEN,53,1750,NA,91,9,NA,NA,-2.8,1.7,32,23,46,12,51,6,232,14,47
25147,2015,3737,Arron Afflalo,NA,SG,29,8,NBA,POR,25,752,NA,72,28,NA,NA,4.2,-0.1,12,12,27,6,16,2,71,3,16
25148,2015,3860,Austin Daye,NA,SF,26,6,NBA,TOT,34,344,NA,4,63,33,NA,-4.3,-11.4,11,5,24,4,1,0,37,0,2
25149,2015,3860,Austin Daye,NA,SF,26,6,NBA,SAS,26,268,NA,6,60,34,NA,-5.4,-12.8,9,3,18,4,0,0,19,0,1
25150,2015,3860,Austin Daye,NA,SF,26,6,NBA,ATL,8,76,NA,NA,72,28,NA,-0.7,-6.6,2,2,6,0,1,0,18,0,1
25151,2015,4069,Austin Rivers,NA,PG-SG,22,3,NBA,TOT,76,1563,41,57,2,NA,NA,-2.2,-8.2,33,20,71,6,58,9,366,9,25
25152,2015,4069,Austin Rivers,NA,SG,22,3,NBA,NOP,35,772,34,64,3,NA,NA,-0.6,-2.5,18,5,31,3,30,7,205,2,13
25153,2015,4069,Austin Rivers,NA,PG,22,3,NBA,LAC,41,791,49,50,1,NA,NA,-3.6,-13.7,15,15,40,3,28,2,161,7,12
25154,2015,3918,Avery Bradley,NA,SG,24,5,NBA,BOS,77,2428,25,72,3,NA,NA,-2.2,-5.7,58,39,54,7,38,12,293,7,49
25155,2015,3505,Ben Gordon,NA,SG,31,11,NBA,ORL,56,790,18,81,1,NA,NA,-10.1,-5.1,26,20,31,6,26,8,108,2,14
25156,2015,4148,Ben McLemore,NA,SG,21,2,NBA,SAC,82,2670,NA,96,4,NA,NA,-1,8.4,56,47,129,14,67,7,302,13,37
25157,2015,3506,Beno Udrih,NA,PG,32,11,NBA,MEM,79,1494,93,7,NA,NA,NA,0.1,-5.3,56,26,52,0,48,9,497,11,20
25158,2015,4071,Bernard James,NA,C,29,3,NBA,DAL,16,158,NA,NA,NA,NA,100,-2.9,-6.1,0,3,8,2,9,1,9,1,8
25159,2015,3984,Bismack Biyombo,NA,C,22,4,NBA,CHO,64,1243,NA,NA,NA,29,72,-1.2,3.2,6,20,69,14,74,4,41,10,26
25160,2015,3920,Blake Griffin,NA,PF,25,5,NBA,LAC,67,2356,NA,NA,NA,98,2,12.5,12.8,65,49,87,28,189,11,849,45,50
25161,2015,4224,Bojan Bogdanović,NA,SF,25,1,NBA,BRK,78,1854,NA,1,86,14,NA,-4.8,-3.1,30,27,60,2,43,6,156,8,42
25162,2015,3431,Boris Diaw,NA,PF,32,12,NBA,SAS,81,1984,NA,NA,3,96,1,7.2,1.4,53,40,73,12,38,8,538,11,26
25163,2015,4072,Bradley Beal,NA,SG,21,3,NBA,WAS,63,2107,2,98,1,NA,NA,4.5,7.6,63,32,81,13,57,11,428,12,49
25164,2015,3739,Brandan Wright,NA,PF,27,7,NBA,TOT,75,1449,NA,NA,NA,67,34,0.5,-0.2,9,15,72,4,55,4,98,15,23
25165,2015,3739,Brandan Wright,NA,PF,27,7,NBA,DAL,27,505,NA,NA,NA,67,33,7.9,5.6,3,5,32,1,25,2,26,8,8
25166,2015,3739,Brandan Wright,NA,PF,27,7,NBA,BOS,8,86,NA,NA,NA,81,19,3.5,3.6,1,3,3,1,2,0,20,0,2
25167,2015,3739,Brandan Wright,NA,PF,27,7,NBA,PHO,40,858,NA,NA,NA,65,35,-4.2,-4,5,7,37,2,28,2,52,7,13
25168,2015,3581,Brandon Bass,NA,PF,29,10,NBA,BOS,82,1929,NA,NA,NA,92,8,-2.5,-4.8,20,28,74,14,103,6,254,23,56
25169,2015,4149,Brandon Davies,NA,PF,23,2,NBA,TOT,27,423,NA,NA,NA,66,34,-19.3,-11.3,18,5,33,3,15,5,72,4,13
25170,2015,4149,Brandon Davies,NA,PF,23,2,NBA,PHI,20,379,NA,NA,NA,64,36,-17,-8.4,16,4,29,3,13,5,68,4,10
25171,2015,4149,Brandon Davies,NA,PF,23,2,NBA,BRK,7,44,NA,NA,NA,76,24,-39.5,-36.7,2,1,4,0,2,0,4,0,3
25172,2015,3861,Brandon Jennings,NA,PG,25,6,NBA,DET,41,1173,96,4,NA,NA,NA,0.7,3.1,51,22,9,11,54,6,617,15,28
25173,2015,3985,Brandon Knight,NA,PG-SG,23,4,NBA,TOT,63,2035,89,12,NA,NA,NA,-1.4,-2.7,114,47,40,17,75,17,730,15,37
25174,2015,3985,Brandon Knight,NA,PG,23,4,NBA,MIL,52,1688,100,NA,NA,NA,NA,-0.5,-2.1,98,43,32,16,69,14,622,14,33
25175,2015,3985,Brandon Knight,NA,SG,23,4,NBA,PHO,11,347,32,68,NA,NA,NA,-5.9,-5.3,16,4,8,1,6,3,108,1,4
25176,2015,3800,Brandon Rush,NA,SG,29,7,NBA,GSW,33,271,NA,24,65,11,NA,-19.6,-32.8,4,4,16,1,4,0,28,1,4
25177,2015,3303,Brendan Haywood,NA,C,35,13,NBA,CLE,22,119,NA,NA,NA,1,99,-21.6,-27.1,3,3,10,1,7,0,6,3,3
25178,2015,4073,Brian Roberts,NA,PG,29,3,NBA,CHO,72,1330,100,NA,NA,NA,NA,-3.6,-0.2,38,13,45,1,24,11,376,5,14
25179,2015,3801,Brook Lopez,NA,C,26,7,NBA,BRK,72,2100,NA,NA,NA,NA,100,-3.1,0,22,37,118,29,138,8,121,48,49
25180,2015,4225,Bruno Caboclo,NA,SF,19,1,NBA,TOR,8,23,NA,25,75,NA,NA,-63.2,-66.8,1,3,3,0,0,0,0,0,0
25181,2015,4226,Bryce Cotton,NA,PG,22,1,NBA,UTA,15,159,100,NA,NA,NA,NA,0.3,0.1,8,4,3,0,7,2,32,2,4
25182,2015,3582,C.J. Miles,NA,SG,27,10,NBA,IND,70,1841,NA,72,27,NA,NA,3.9,7.2,44,17,68,9,61,6,170,13,26
25183,2015,3740,C.J. Watson,NA,PG,30,8,NBA,IND,57,1422,100,NA,NA,NA,NA,-0.6,-1,60,25,38,8,55,20,468,9,17
25184,2015,4227,C.J. Wilcox,NA,SG,24,1,NBA,LAC,21,101,9,77,14,NA,NA,-8.5,-16.3,6,3,4,1,2,0,19,2,1
25206,2015,4154,CJ McCollum,NA,SG,23,2,NBA,POR,62,973,8,88,5,NA,NA,5.4,1.6,29,15,42,3,35,5,152,10,25
25185,2015,4228,Cameron Bairstow,NA,PF,24,1,NBA,CHI,18,64,NA,NA,8,92,NA,-10.9,-14.5,0,0,6,0,3,0,2,1,2
25186,2015,3741,Carl Landry,NA,PF,31,8,NBA,SAC,70,1192,NA,NA,NA,68,32,-8.7,-6.9,6,23,53,16,72,6,58,11,42
25187,2015,3369,Carlos Boozer,NA,PF,33,13,NBA,LAL,71,1692,NA,NA,15,62,24,-8.9,-3,27,31,80,18,76,0,210,20,64
25188,2015,3435,Carmelo Anthony,NA,SF,30,12,NBA,NYK,40,1428,NA,NA,79,21,NA,-4.1,9.4,36,20,26,19,99,3,284,24,36
25189,2015,3370,Caron Butler,NA,SF,34,13,NBA,DET,78,1623,NA,12,88,NA,NA,-1.3,0.2,32,6,67,6,19,3,184,6,8
25190,2015,3802,Cartier Martin,NA,SF,30,7,NBA,DET,23,198,NA,55,45,NA,NA,5,6.8,0,2,9,2,0,2,28,0,3
25191,2015,3987,Chandler Parsons,NA,SF,26,4,NBA,DAL,66,2186,NA,NA,65,35,NA,4.1,2.5,38,40,62,12,93,13,376,26,37
25192,2015,3583,Channing Frye,NA,PF,31,9,NBA,ORL,75,1870,NA,NA,NA,72,28,-8.4,-4.4,38,9,78,23,9,4,210,4,9
25193,2015,3584,Charlie Villanueva,NA,PF,30,10,NBA,DAL,64,678,NA,NA,NA,60,40,-3.7,-8.1,13,9,39,2,15,3,44,1,10
25194,2015,3864,Chase Budinger,NA,SF,26,6,NBA,MIN,67,1286,NA,10,61,29,NA,-10.5,-1.3,29,11,39,3,39,3,140,9,28
25195,2015,3307,Chris Andersen,NA,C,36,13,NBA,MIA,60,1132,NA,NA,NA,35,65,-0.2,3.5,18,12,58,4,47,8,89,6,21
25196,2015,3436,Chris Bosh,NA,C,30,12,NBA,MIA,44,1556,NA,NA,NA,27,73,-3.1,-0.7,33,42,31,6,104,5,213,15,30
25197,2015,4074,Chris Copeland,NA,SF,30,3,NBA,IND,50,828,NA,14,82,5,NA,-3,-3.9,25,16,40,8,20,3,117,7,23
25198,2015,3803,Chris Douglas-Roberts,NA,SG,28,6,NBA,LAC,12,103,2,7,91,NA,NA,-7.1,-14.8,0,0,7,0,3,1,11,0,4
25199,2015,4075,Chris Johnson,1990,SF,24,3,NBA,TOT,29,526,NA,25,67,8,NA,-2.6,0.6,7,2,20,1,6,6,32,1,10
25200,2015,4075,Chris Johnson,1990,SF,24,3,NBA,PHI,9,187,NA,10,80,10,NA,-3.9,5.8,6,2,11,0,4,3,6,1,4
25201,2015,4075,Chris Johnson,1990,SF,24,3,NBA,UTA,12,211,NA,44,54,2,NA,9.3,9.7,1,0,5,1,1,1,16,0,5
25202,2015,4075,Chris Johnson,1990,SF,24,3,NBA,MIL,8,128,NA,16,70,14,NA,-20.4,-21.9,0,0,4,0,1,2,10,0,1
25203,2015,3437,Chris Kaman,NA,C,32,12,NBA,POR,74,1398,NA,NA,NA,3,97,-0.2,-6.8,33,47,86,12,53,1,164,16,35
25204,2015,3585,Chris Paul,NA,PG,29,10,NBA,LAC,82,2857,100,1,NA,NA,NA,12.8,20.3,116,49,72,17,49,17,1905,13,21
25205,2015,3587,Chuck Hayes,NA,C,31,10,NBA,TOR,29,255,NA,NA,NA,6,94,9.3,6.4,3,3,24,1,6,0,47,1,7
25207,2015,4229,Cleanthony Early,NA,SF,23,1,NBA,NYK,39,647,NA,4,94,2,NA,-12.9,-3.2,23,9,27,2,23,2,84,5,17
25208,2015,4230,Clint Capela,NA,C,20,1,NBA,HOU,12,90,NA,NA,NA,NA,100,4.8,1.2,3,1,9,1,11,1,5,1,4
25209,2015,4155,Cody Zeller,NA,C,22,2,NBA,CHO,62,1487,NA,NA,NA,60,41,1.4,7.7,31,9,57,14,72,10,216,12,43
25210,2015,3923,Cole Aldrich,NA,C,26,5,NBA,NYK,61,976,NA,NA,NA,52,48,-15.7,-7.3,33,9,74,10,30,4,164,8,15
25211,2015,3745,Corey Brewer,NA,SF,28,8,NBA,TOT,80,2087,NA,25,71,4,NA,-0.8,0.3,62,38,59,14,102,23,396,21,56
25212,2015,3745,Corey Brewer,NA,SF,28,8,NBA,MIN,24,680,NA,NA,92,8,NA,-13.9,-5.2,24,14,19,6,33,6,166,6,15
25213,2015,3745,Corey Brewer,NA,SF,28,8,NBA,HOU,56,1407,NA,37,61,2,NA,5.5,3,38,24,40,8,69,17,230,15,41
25214,2015,4231,Cory Jefferson,NA,PF,24,1,NBA,BRK,50,531,NA,NA,6,92,3,7.8,12.6,5,12,37,2,27,0,38,4,16
25215,2015,3992,Cory Joseph,NA,PG,23,4,NBA,SAS,79,1444,74,26,NA,NA,NA,6.3,-0.3,25,29,53,9,59,13,445,19,32
25216,2015,3804,Courtney Lee,NA,SG,29,7,NBA,MEM,77,2354,3,60,37,NA,NA,2.1,-3.2,45,17,54,5,34,3,336,5,18
25217,2015,3805,D.J. Augustin,NA,PG,27,7,NBA,TOT,82,1964,100,NA,NA,NA,NA,-2.4,-3.1,82,41,34,9,73,16,827,13,50
25218,2015,3805,D.J. Augustin,NA,PG,27,7,NBA,DET,54,1287,100,NA,NA,NA,NA,-3.8,-3.5,64,32,22,6,60,12,618,12,38
25219,2015,3805,D.J. Augustin,NA,PG,27,7,NBA,OKC,28,677,100,NA,NA,NA,NA,0.2,-2.3,18,9,12,3,13,4,209,1,12
25220,2015,3439,Dahntay Jones,NA,SF,34,11,NBA,LAC,33,123,NA,16,79,5,NA,-20.6,-28.8,0,1,10,0,4,2,5,0,1
25221,2015,4077,Damian Lillard,NA,PG,24,3,NBA,POR,82,2925,79,21,NA,NA,NA,4.8,2.2,137,62,58,14,157,36,1174,36,66
25222,2015,4232,Damjan Rudež,NA,SF,28,1,NBA,IND,68,1047,NA,NA,91,9,NA,-0.1,-0.3,26,6,33,8,6,3,130,0,5
25223,2015,3807,Danilo Gallinari,NA,SF,26,6,NBA,DEN,59,1426,NA,1,45,54,1,0.9,7.3,32,17,44,5,72,16,191,15,33
25224,2015,3589,Danny Granger,NA,SF,31,10,NBA,MIA,30,613,NA,5,89,7,NA,-9.8,-8.3,5,13,29,0,16,2,42,4,9
25225,2015,3867,Danny Green,NA,SG,27,6,NBA,SAS,81,2312,1,54,44,2,NA,9.6,7.3,54,23,87,6,30,14,352,5,20
25226,2015,3868,Dante Cunningham,NA,PF,27,6,NBA,NOP,66,1652,NA,NA,69,30,NA,1.3,-0.2,12,9,57,8,22,4,113,2,24
25227,2015,4233,Dante Exum,NA,PG,19,1,NBA,UTA,82,1817,79,21,NA,NA,NA,3.5,6.1,77,24,74,4,10,20,458,3,3
25228,2015,4079,Darius Miller,NA,SF,24,3,NBA,NOP,5,43,NA,30,70,NA,NA,-11.8,-13.3,1,0,4,0,0,0,5,0,0
25229,2015,3997,Darius Morris,NA,PG,24,4,NBA,BRK,38,299,86,14,NA,NA,NA,-10.5,-7.9,13,7,9,1,4,0,116,3,5
25230,2015,3809,Darrell Arthur,NA,PF,26,6,NBA,DEN,58,988,NA,NA,4,78,18,-0.8,4.1,23,10,85,12,21,8,133,1,10
25231,2015,3869,Darren Collison,NA,PG,27,6,NBA,SAC,45,1565,100,NA,NA,NA,NA,1.2,8.3,50,42,52,7,64,8,545,7,25
25232,2015,3590,David Lee,1983,PF,31,10,NBA,GSW,49,904,NA,NA,NA,58,42,2.8,-10.4,23,14,51,7,51,2,206,8,21
25233,2015,4234,David Stockton,NA,PG,23,1,NBA,SAC,3,33,100,NA,NA,NA,NA,33.2,37.3,2,2,1,0,2,0,22,1,0
25234,2015,4235,David Wear,NA,PF,24,1,NBA,SAC,2,7,NA,NA,NA,100,NA,-64.3,-60.6,0,0,1,0,0,0,2,0,0
25235,2015,3442,David West,NA,PF,34,12,NBA,IND,66,1895,NA,NA,NA,95,5,-1,-2.1,61,23,75,24,46,4,510,11,25
25236,2015,3810,DeAndre Jordan,NA,C,26,7,NBA,LAC,82,2820,NA,NA,NA,NA,100,11.8,15.4,39,28,128,18,139,4,144,38,16
25237,2015,3871,DeJuan Blair,NA,PF,25,6,NBA,WAS,29,180,NA,NA,NA,97,3,-11.6,-13.1,5,3,21,3,2,2,7,0,7
25238,2015,3872,DeMar DeRozan,NA,SG,25,6,NBA,TOR,60,2100,NA,62,38,NA,NA,2.9,-0.8,51,63,51,13,191,7,523,32,69
25239,2015,3926,DeMarcus Cousins,NA,C,24,5,NBA,SAC,59,2013,NA,NA,NA,1,99,0.9,9.6,103,73,80,51,223,15,509,56,109
25240,2015,3873,DeMarre Carroll,NA,SF,28,6,NBA,ATL,70,2189,NA,11,88,1,NA,5.5,-0.9,35,20,80,10,77,11,283,18,39
25241,2015,4157,Dennis Schröder,NA,PG,21,2,NBA,ATL,77,1516,100,NA,NA,NA,NA,0.7,-8.2,86,44,52,11,65,5,761,11,74
25242,2015,3592,Deron Williams,NA,PG,30,10,NBA,BRK,68,2114,100,NA,NA,NA,NA,0,6.7,92,46,71,12,93,26,1009,12,36
25243,2015,3928,Derrick Favors,NA,PF,23,5,NBA,UTA,74,2280,NA,NA,NA,75,25,1.6,3.2,47,37,116,24,170,2,273,34,69
25244,2015,3812,Derrick Rose,NA,PG,26,6,NBA,CHI,51,1530,88,13,NA,NA,NA,4.1,1.3,89,52,35,5,85,9,567,19,49
25245,2015,4001,Derrick Williams,NA,PF,23,4,NBA,SAC,74,1462,NA,NA,31,68,1,-7.8,-6.4,20,19,37,8,99,3,114,19,35
25246,2015,3517,Devin Harris,NA,PG,31,11,NBA,DAL,76,1685,46,53,2,NA,NA,3.1,0.2,54,13,74,10,65,27,546,10,21
25247,2015,4236,Devyn Marble,NA,SG,22,1,NBA,ORL,16,208,1,17,82,1,NA,-1.8,4.5,6,0,6,0,7,1,39,1,3
25248,2015,4158,Dewayne Dedmon,NA,C,25,2,NBA,ORL,59,845,NA,NA,NA,NA,100,-0.8,6.6,11,12,63,16,29,2,19,7,19
25249,2015,4082,Dion Waiters,NA,SG,23,3,NBA,TOT,80,2208,5,81,15,NA,NA,1,-2.1,54,31,66,7,77,8,388,17,52
25250,2015,4082,Dion Waiters,NA,SG,23,3,NBA,CLE,33,786,12,78,11,NA,NA,-3.6,-10.3,21,15,27,3,27,3,176,6,22
25251,2015,4082,Dion Waiters,NA,SG,23,3,NBA,OKC,47,1422,1,83,17,NA,NA,3.6,2.4,33,16,39,4,50,5,212,11,30
25252,2015,3116,Dirk Nowitzki,NA,PF,36,17,NBA,DAL,77,2282,NA,NA,NA,61,39,3.1,0.4,41,27,100,9,84,7,339,14,23
25253,2015,4002,Donald Sloan,NA,PG,27,4,NBA,IND,53,1107,96,4,NA,NA,NA,-4.4,-6.1,31,23,24,3,33,3,438,7,32
25254,2015,4083,Donatas Motiejūnas,NA,PF,24,3,NBA,HOU,71,2037,NA,NA,NA,37,63,2.4,-2.5,52,38,79,17,65,13,314,13,42
25255,2015,3519,Dorell Wright,NA,SF,29,11,NBA,POR,48,592,NA,1,69,30,NA,6.2,2.3,13,5,33,0,18,3,98,6,3
25256,2015,4237,Doug McDermott,NA,SF,23,1,NBA,CHI,36,321,NA,5,95,NA,NA,-13.5,-18.3,6,2,16,3,8,1,14,3,8
25257,2015,4085,Draymond Green,NA,PF,24,3,NBA,GSW,79,2490,NA,NA,NA,90,10,16.1,14.5,76,27,131,22,87,9,698,22,33
25258,2015,3380,Drew Gooden,NA,PF,33,13,NBA,WAS,51,864,NA,NA,NA,96,5,-0.4,-1.7,17,4,51,3,19,15,102,2,15
25259,2015,4238,Drew Gordon,NA,PF,24,1,NBA,PHI,9,71,NA,NA,NA,78,22,-24,-14.9,1,3,2,3,0,1,5,0,1
25260,2015,4160,Dwight Buycks,NA,PG,25,2,NBA,LAL,6,123,100,NA,NA,NA,NA,-10.7,-3.7,8,2,2,1,5,0,28,2,5
25261,2015,3520,Dwight Howard,NA,C,29,11,NBA,HOU,41,1223,NA,NA,NA,NA,100,8.8,7.5,25,32,56,34,120,1,126,29,37
25262,2015,4239,Dwight Powell,NA,PF,23,1,NBA,TOT,29,236,NA,NA,14,72,15,-2,-5.1,3,5,22,1,15,2,23,1,7
25263,2015,4239,Dwight Powell,NA,PF,23,1,NBA,BOS,5,9,NA,NA,57,43,NA,-33.3,-33.4,0,2,1,0,0,0,0,0,0
25264,2015,4239,Dwight Powell,NA,PF,23,1,NBA,DAL,24,227,NA,NA,12,73,15,-0.8,-4,3,3,21,1,15,2,23,1,7
25265,2015,3445,Dwyane Wade,NA,SG,33,12,NBA,MIA,62,1971,NA,80,20,NA,NA,-1.9,1.7,122,60,54,14,149,2,689,32,43
25266,2015,4003,E'Twaun Moore,NA,SG,25,4,NBA,CHI,56,504,40,60,NA,NA,NA,-0.2,-4,9,3,18,1,7,3,77,0,10
25267,2015,3598,Earl Barron,NA,C,33,8,NBA,PHO,16,143,NA,NA,NA,NA,100,-19.2,-18.8,2,2,13,1,6,2,12,0,2
