seas_id,season,player_id,player,birth_year,pos,age,experience,lg,tm,g,mp,pg_percent,sg_percent,sf_percent,pf_percent,c_percent,on_court_plus_minus_per_100_poss,net_plus_minus_per_100_poss,bad_pass_turnover,lost_ball_turnover,shooting_foul_committed,offensive_foul_committed,shooting_foul_drawn,offensive_foul_drawn,points_generated_by_assists,and1,fga_blocked
27831,2019,3756,Ian Mahinmi,NA,C,32,11,NBA,WAS,34,498,NA,NA,NA,NA,100,-3.3,-0.5,8,4,33,6,24,8,58,5,9
27832,2019,4504,Ike Anigbogu,NA,C,20,2,NBA,IND,3,6,NA,NA,NA,NA,100,-23.7,-27.1,0,0,0,0,0,0,2,0,0
27833,2019,4011,Iman Shumpert,NA,SG,28,8,NBA,TOT,62,1481,1,23,75,1,NA,-1.2,-2.1,31,14,65,3,18,28,266,3,13
27834,2019,4011,Iman Shumpert,NA,SG,28,8,NBA,SAC,42,1099,NA,25,74,NA,NA,-1.2,-0.4,22,12,45,2,17,27,212,3,9
27835,2019,4011,Iman Shumpert,NA,SG,28,8,NBA,HOU,20,382,1,19,77,4,NA,-1.2,-6.9,9,2,20,1,1,1,54,0,4
27836,2019,4624,Isaac Bonga,NA,PG,19,1,NBA,LAL,22,120,24,72,4,NA,NA,4.7,6.8,4,1,8,0,4,1,34,0,5
27837,2019,4625,Isaac Humphries,NA,C,21,1,NBA,ATL,5,56,NA,NA,NA,37,63,-16.5,-10.8,0,0,5,0,0,0,0,0,4
27838,2019,4626,Isaiah Briscoe,NA,PG,22,1,NBA,ORL,39,559,99,1,NA,NA,NA,2,1.2,19,4,30,4,11,17,221,4,7
27839,2019,4170,Isaiah Canaan,NA,PG,27,6,NBA,TOT,30,629,100,NA,NA,NA,NA,-12.3,-5.6,21,8,23,3,10,10,198,2,11
27840,2019,4170,Isaiah Canaan,NA,PG,27,6,NBA,PHO,19,503,100,NA,NA,NA,NA,-11.5,-2.9,17,7,18,3,8,8,147,2,9
27841,2019,4170,Isaiah Canaan,NA,PG,27,6,NBA,MIN,7,95,100,NA,NA,NA,NA,-8.6,-7.3,4,0,4,0,2,0,44,0,1
27842,2019,4170,Isaiah Canaan,NA,PG,27,6,NBA,MIL,4,31,100,NA,NA,NA,NA,-35.8,-44.6,0,1,1,0,0,2,7,0,1
27843,2019,4627,Isaiah Hartenstein,NA,PF,20,1,NBA,HOU,28,221,NA,NA,NA,2,98,8.2,3.3,3,1,22,6,7,1,41,2,6
27844,2019,4505,Isaiah Hicks,NA,PF,24,2,NBA,NYK,3,32,NA,NA,NA,89,12,-6.3,2.9,1,0,3,0,2,1,5,1,0
27845,2019,4012,Isaiah Thomas,NA,SG,29,8,NBA,DEN,12,181,18,82,NA,NA,NA,-4.3,-8.4,11,4,6,0,12,1,53,3,8
27846,2019,3946,Ish Smith,NA,PG,30,9,NBA,DET,56,1251,100,NA,NA,NA,NA,3,4.8,30,21,53,3,26,8,512,6,21
27847,2019,4506,Ivan Rabb,NA,PF,21,2,NBA,MEM,49,721,NA,NA,NA,46,54,-6.1,-4.3,11,12,48,3,32,3,128,9,7
27848,2019,4410,Ivica Zubac,NA,C,21,3,NBA,TOT,59,1040,NA,NA,NA,NA,100,2,2.7,10,29,83,19,58,4,146,10,48
27849,2019,4410,Ivica Zubac,NA,C,21,3,NBA,LAL,33,516,NA,NA,NA,1,99,1.5,3.8,2,14,47,8,32,1,57,7,24
27850,2019,4410,Ivica Zubac,NA,C,21,3,NBA,LAC,26,524,NA,NA,NA,NA,100,2.4,1.6,8,15,36,11,26,3,89,3,24
27851,2019,3673,J.J. Barea,NA,PG,34,13,NBA,DAL,38,752,100,NA,NA,NA,NA,2.9,5.7,44,17,9,7,26,21,500,7,13
27852,2019,3674,J.J. Redick,NA,SG,34,13,NBA,PHI,76,2379,7,82,11,NA,NA,5.3,5.9,49,26,65,12,72,16,470,14,20
27853,2019,4628,J.P. Macura,NA,SG,23,1,NBA,CHO,2,17,27,56,18,NA,NA,5.5,6.9,0,0,0,0,0,1,4,0,1
27854,2019,3527,J.R. Smith,NA,SG,33,15,NBA,CLE,11,222,NA,41,46,12,NA,-3,7.5,9,1,7,0,5,1,46,1,0
27861,2019,4251,JaKarr Sampson,NA,SF,25,4,NBA,CHI,4,127,NA,NA,NA,98,2,-2.7,6.1,1,1,5,1,10,0,8,1,5
27876,2019,4255,JaMychal Green,NA,PF,28,5,NBA,TOT,65,1371,NA,NA,2,94,4,-7.7,-8.2,42,11,91,15,46,8,111,8,37
27877,2019,4255,JaMychal Green,NA,PF,28,5,NBA,MEM,41,900,NA,NA,3,95,2,-11.8,-11.9,32,7,55,10,34,8,80,5,26
27878,2019,4255,JaMychal Green,NA,PF,28,5,NBA,LAC,24,471,NA,NA,NA,93,7,0,-1.1,10,4,36,5,12,0,31,3,11
27890,2019,3824,JaVale McGee,NA,C,31,11,NBA,LAL,75,1671,NA,NA,NA,NA,100,-4.4,-4.4,39,25,98,30,72,3,124,20,21
27855,2019,4249,Jabari Parker,NA,PF,23,5,NBA,TOT,64,1724,NA,NA,16,84,NA,-5.9,0.4,75,39,69,16,91,5,369,29,54
27856,2019,4249,Jabari Parker,NA,PF,23,5,NBA,CHI,39,1042,NA,NA,2,97,NA,-10.3,-2.2,47,19,43,7,52,3,208,19,37
27857,2019,4249,Jabari Parker,NA,PF,23,5,NBA,WAS,25,682,NA,NA,36,64,NA,0.8,4.5,28,20,26,9,39,2,161,10,17
27858,2019,4629,Jacob Evans,NA,SG,21,1,NBA,GSW,30,204,19,80,1,NA,NA,-6.6,-14.1,6,4,18,0,1,0,52,1,3
27859,2019,4091,Jae Crowder,NA,SF,28,7,NBA,UTA,80,2166,NA,2,64,33,NA,4.2,-2.6,45,17,75,12,78,18,328,18,27
27860,2019,4327,Jahlil Okafor,NA,C,23,4,NBA,NOP,59,935,NA,NA,NA,NA,100,-5.3,-5.2,5,19,65,9,51,3,89,20,30
27862,2019,4411,Jake Layman,NA,SF,24,3,NBA,POR,71,1327,NA,9,61,30,NA,2.3,-2.3,20,10,60,8,35,10,132,11,17
27863,2019,4412,Jakob Poeltl,NA,C,23,3,NBA,SAS,77,1273,NA,NA,NA,26,74,4.4,3.3,23,9,80,9,39,8,219,12,19
27864,2019,4630,Jalen Brunson,NA,PG,22,1,NBA,DAL,73,1591,75,23,1,NA,NA,-3.2,-2.4,51,21,53,5,49,40,555,11,43
27865,2019,4510,Jalen Jones,NA,SF,25,2,NBA,CLE,16,214,NA,5,51,45,NA,-5.2,5.2,3,3,13,0,13,1,19,1,2
27866,2019,3258,Jamal Crawford,NA,SG,38,19,NBA,PHO,64,1211,57,43,1,NA,NA,-15.2,-8.9,71,19,25,4,36,6,501,8,8
27867,2019,4413,Jamal Murray,NA,PG,21,3,NBA,DEN,75,2447,73,27,NA,NA,NA,4.8,2.8,84,46,70,14,67,22,861,11,51
27868,2019,4252,James Ennis III,NA,SF,28,5,NBA,TOT,58,1230,NA,13,71,16,NA,0.3,-5.5,14,6,56,11,42,9,96,7,13
27869,2019,4252,James Ennis III,NA,SF,28,5,NBA,HOU,40,949,NA,6,74,20,NA,0.3,-6.3,8,5,39,8,31,8,65,6,9
27870,2019,4252,James Ennis III,NA,SF,28,5,NBA,PHI,18,281,NA,37,60,3,NA,0.3,-2.9,6,1,17,3,11,1,31,1,4
27871,2019,3880,James Harden,NA,PG,29,10,NBA,HOU,78,2867,58,42,NA,NA,NA,6.6,5.5,214,108,76,43,358,22,1390,76,112
27872,2019,3881,James Johnson,NA,PF,31,10,NBA,MIA,55,1164,NA,NA,5,95,NA,-4.2,-5.8,33,17,53,14,35,3,336,8,15
27873,2019,4172,James Nunnally,NA,SF,28,2,NBA,TOT,15,102,NA,14,67,20,NA,-12.2,-13.2,1,0,2,0,2,1,17,1,1
27874,2019,4172,James Nunnally,NA,SF,28,2,NBA,MIN,13,64,NA,22,75,3,NA,-11.3,-9.9,1,0,1,0,2,1,11,1,0
27875,2019,4172,James Nunnally,NA,SF,28,2,NBA,HOU,2,38,NA,NA,52,48,NA,-13.6,-18.9,0,0,1,0,0,0,6,0,1
27879,2019,3758,Jared Dudley,NA,PF,33,12,NBA,BRK,59,1220,NA,NA,NA,84,16,1.4,2.1,30,3,52,8,20,19,203,4,11
27880,2019,4631,Jared Terrell,NA,SG,23,1,NBA,MIN,14,111,72,29,NA,NA,NA,-12,-10.8,8,2,7,0,3,0,31,0,2
27881,2019,4329,Jarell Martin,NA,PF,24,4,NBA,ORL,42,328,NA,NA,NA,83,18,5.1,4.4,4,2,32,4,7,2,43,3,6
27882,2019,4632,Jaren Jackson Jr.,NA,PF,19,1,NBA,MEM,58,1515,NA,NA,NA,69,32,-3.2,-1,19,34,108,31,95,2,152,26,41
27883,2019,4633,Jaron Blossomgame,NA,SF,25,1,NBA,CLE,27,439,NA,NA,35,64,1,-3.8,7.1,5,2,10,0,6,4,34,1,7
27884,2019,4634,Jarred Vanderbilt,NA,PF,19,1,NBA,DEN,17,69,NA,NA,68,32,NA,6,2.3,3,1,4,1,5,0,6,1,3
27885,2019,4515,Jarrett Allen,NA,C,20,2,NBA,BRK,80,2096,NA,NA,NA,NA,100,-2.7,-5.3,38,26,112,26,125,11,283,22,48
27886,2019,3759,Jason Smith,NA,PF-C,32,11,NBA,TOT,20,190,NA,NA,NA,17,83,-12.4,-12.2,4,3,17,5,3,2,34,0,2
27887,2019,3759,Jason Smith,NA,C,32,11,NBA,WAS,12,130,NA,NA,NA,NA,100,-5.8,-3,2,1,12,3,2,1,29,0,2
27888,2019,3759,Jason Smith,NA,PF,32,11,NBA,MIL,6,40,NA,NA,NA,83,17,-39.8,-48.8,2,1,4,2,1,1,2,0,0
27889,2019,3759,Jason Smith,NA,C,32,11,NBA,NOP,2,20,NA,NA,NA,NA,100,0,1.3,0,1,1,0,0,0,3,0,0
27891,2019,4516,Jawun Evans,NA,PG,22,2,NBA,TOT,8,65,100,NA,NA,NA,NA,-38.3,-29.9,5,1,3,0,0,0,22,0,1
27892,2019,4516,Jawun Evans,NA,PG,22,2,NBA,PHO,7,64,100,NA,NA,NA,NA,-38.9,-30.3,5,1,3,0,0,0,22,0,1
27893,2019,4516,Jawun Evans,NA,PG,22,2,NBA,OKC,1,1,100,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0
27894,2019,4635,Jaylen Adams,NA,PG,22,1,NBA,ATL,34,428,97,3,NA,NA,NA,-5.3,0.6,19,7,24,2,3,3,164,1,7
27895,2019,4415,Jaylen Brown,NA,SG,22,3,NBA,BOS,74,1913,1,58,41,NA,NA,2.8,-3.7,28,36,76,17,100,9,243,22,43
27896,2019,4517,Jaylen Morris,NA,SG,23,2,NBA,MIL,4,29,2,98,NA,NA,NA,21.5,13.1,0,1,1,0,1,0,10,0,1
27897,2019,4518,Jayson Tatum,NA,SF,20,2,NBA,BOS,79,2455,NA,11,79,11,NA,6.5,4.6,41,43,79,23,91,3,412,20,49
27898,2019,3761,Jeff Green,NA,PF,32,11,NBA,WAS,77,2097,NA,NA,1,79,21,-2.6,0.6,39,32,89,16,105,25,331,26,25
27899,2019,3884,Jeff Teague,NA,PG,30,10,NBA,MIN,42,1264,99,1,NA,NA,NA,0,2.3,66,19,55,6,52,14,805,9,31
27900,2019,4636,Jemerrio Jones,NA,SF,23,1,NBA,LAL,6,143,NA,5,88,7,NA,9.2,11.4,2,2,5,0,1,1,34,0,4
27901,2019,4257,Jerami Grant,NA,PF,24,5,NBA,OKC,80,2612,NA,NA,NA,99,1,4.8,5.2,16,19,110,21,115,38,204,34,63
27902,2019,4096,Jeremy Lamb,NA,SG,26,7,NBA,CHO,79,2250,NA,77,23,NA,NA,0.6,4.5,41,17,72,9,126,22,414,31,45
27903,2019,3950,Jeremy Lin,NA,PG,30,9,NBA,TOT,74,1436,75,25,NA,NA,NA,-6.1,-4.2,75,34,82,6,68,40,546,10,35
27904,2019,3950,Jeremy Lin,NA,PG,30,9,NBA,ATL,51,1003,85,15,NA,NA,NA,-5.7,0.2,58,29,50,5,51,32,428,8,24
27905,2019,3950,Jeremy Lin,NA,PG,30,9,NBA,TOR,23,433,52,48,NA,NA,NA,-7.1,-14.6,17,5,32,1,17,8,118,2,11
27906,2019,4330,Jerian Grant,NA,PG,26,4,NBA,ORL,60,939,92,8,NA,NA,NA,-6.3,-9.6,34,9,27,5,20,10,366,5,8
27907,2019,4637,Jerome Robinson,NA,SG,21,1,NBA,LAC,33,320,3,35,62,NA,NA,-2.7,-4,12,1,18,0,6,4,44,3,9
27908,2019,3826,Jerryd Bayless,NA,PG,30,11,NBA,MIN,34,657,79,21,NA,NA,NA,-13.4,-14.1,21,8,26,1,14,1,289,4,8
27909,2019,4638,Jevon Carter,NA,PG,23,1,NBA,MEM,39,577,83,17,NA,NA,NA,-7.7,-6,16,8,24,5,11,1,165,2,6
27910,2019,4022,Jimmer Fredette,NA,SG,29,6,NBA,PHO,6,65,32,53,15,NA,NA,-27.2,-18.5,0,0,3,1,3,0,18,0,1
27911,2019,4023,Jimmy Butler,NA,SF-SG,29,8,NBA,TOT,65,2185,NA,12,77,12,NA,4,4.2,44,21,47,16,155,5,632,35,43
27912,2019,4023,Jimmy Butler,NA,SG,29,8,NBA,MIN,10,361,NA,38,62,NA,NA,-8.7,-7.9,5,3,8,4,28,0,105,5,7
27913,2019,4023,Jimmy Butler,NA,SF,29,8,NBA,PHI,55,1824,NA,6,80,14,NA,6.5,6.6,39,18,39,12,127,5,527,30,36
27914,2019,3763,Joakim Noah,NA,C,33,12,NBA,MEM,42,693,NA,NA,NA,8,92,1.8,5.3,19,13,45,12,45,3,200,4,24
27915,2019,3886,Jodie Meeks,NA,SG,31,10,NBA,TOR,8,104,1,56,42,NA,NA,6.6,0.7,1,1,3,0,0,0,19,0,2
27916,2019,4639,Joe Chealey,NA,PG,23,1,NBA,CHO,1,8,63,37,NA,NA,NA,-20,-18.7,0,0,0,0,0,0,3,0,1
27917,2019,4260,Joe Harris,NA,SG,27,5,NBA,BRK,76,2293,NA,42,52,6,NA,-2,-4.3,63,30,78,18,48,16,436,9,67
27918,2019,4261,Joe Ingles,NA,PF,31,5,NBA,UTA,82,2568,NA,NA,35,66,NA,7.5,6.2,123,39,56,18,32,16,1063,9,31
27919,2019,4417,Joel Embiid,NA,C,24,3,NBA,PHI,64,2154,NA,NA,NA,NA,100,7.7,10.5,79,78,107,40,257,5,562,50,76
27920,2019,4519,John Collins,NA,PF,21,2,NBA,ATL,61,1829,NA,NA,NA,82,18,-2.3,6.6,37,39,107,27,137,7,288,45,65
27921,2019,4098,John Henson,NA,C,28,7,NBA,MIL,14,188,NA,NA,NA,12,89,-1.6,-10.6,6,1,12,1,2,2,32,0,1
27922,2019,4520,John Holland,NA,SF,30,2,NBA,CLE,1,1,NA,NA,100,NA,NA,100,110.1,0,0,0,0,0,0,0,0,0
27923,2019,4099,John Jenkins,NA,SG,27,6,NBA,TOT,26,333,21,72,8,NA,NA,-8.6,0.4,8,0,7,1,8,1,51,1,4
27924,2019,4099,John Jenkins,NA,SG,27,6,NBA,WAS,4,14,NA,29,72,NA,NA,3.2,6.2,0,0,0,0,0,0,3,0,0
27925,2019,4099,John Jenkins,NA,SG,27,6,NBA,NYK,22,319,22,74,5,NA,NA,-9.1,0.1,8,0,7,1,8,1,48,1,4
27926,2019,3951,John Wall,NA,PG,28,9,NBA,WAS,32,1104,100,NA,NA,NA,NA,-6.7,-5.2,73,33,41,10,76,9,659,12,36
27927,2019,4521,Johnathan Motley,NA,PF,23,2,NBA,LAC,22,156,NA,NA,NA,57,43,-7.7,-9,4,5,10,4,19,0,24,8,4
27928,2019,4640,Johnathan Williams,NA,C,23,1,NBA,LAL,24,372,NA,NA,NA,33,67,7.5,10.2,0,7,32,6,22,3,32,6,11
27929,2019,4024,Jon Leuer,NA,PF,29,8,NBA,DET,41,402,NA,NA,NA,71,29,-13.4,-14.5,5,6,34,9,16,5,32,7,7
27930,2019,4641,Jonah Bolden,NA,PF,23,1,NBA,PHI,44,639,NA,NA,NA,47,53,-1.4,-5.2,20,2,57,10,9,0,97,1,6
27931,2019,3888,Jonas Jerebko,NA,PF,31,9,NBA,GSW,73,1218,NA,NA,3,70,27,2.4,-6.4,21,9,55,9,37,11,231,11,13
27932,2019,4100,Jonas Valančiūnas,NA,C,26,7,NBA,TOT,49,1091,NA,NA,NA,NA,100,2,0.3,33,23,78,22,77,6,166,10,41
27933,2019,4100,Jonas Valančiūnas,NA,C,26,7,NBA,TOR,30,564,NA,NA,NA,NA,100,5.3,-0.7,15,6,46,11,36,2,73,5,16
27934,2019,4100,Jonas Valančiūnas,NA,C,26,7,NBA,MEM,19,527,NA,NA,NA,NA,100,-1.5,1.3,18,17,32,11,41,4,93,5,25
27935,2019,4522,Jonathan Isaac,NA,PF,21,2,NBA,ORL,75,1996,NA,NA,NA,100,1,1.7,1.3,37,19,85,10,62,14,183,12,28
27936,2019,4332,Jonathon Simmons,NA,SG-SF,29,4,NBA,TOT,56,1064,7,81,12,NA,NA,-5.2,-8.3,32,25,35,2,48,16,311,13,37
27937,2019,4332,Jonathon Simmons,NA,SG,29,4,NBA,ORL,41,845,8,91,NA,NA,NA,-6.2,-9.2,26,20,23,1,36,15,239,10,31
27938,2019,4332,Jonathon Simmons,NA,SF,29,4,NBA,PHI,15,219,1,41,57,1,NA,-1.5,-4.7,6,5,12,1,12,1,72,3,6
27939,2019,4523,Jordan Bell,NA,C,24,2,NBA,GSW,68,788,NA,NA,NA,14,86,-4.3,-13.8,17,12,54,6,17,9,181,4,11
27940,2019,4265,Jordan Clarkson,NA,SG,26,5,NBA,CLE,81,2214,6,83,11,NA,NA,-8.5,3.8,63,44,38,16,87,10,486,22,55
27941,2019,4642,Jordan Loyd,NA,PG,25,1,NBA,TOR,12,55,30,60,10,NA,NA,-15.5,-21.7,0,2,3,0,5,0,16,2,1
27942,2019,4333,Jordan McRae,NA,SG,27,3,NBA,WAS,27,333,27,64,9,NA,NA,-3.5,-0.7,5,5,12,3,18,4,69,6,7
27943,2019,4643,Jordan Sibert,NA,SG,26,1,NBA,ATL,1,4,100,NA,NA,NA,NA,-55.6,-49.7,0,0,0,0,0,0,0,0,0
27945,2019,4525,Josh Hart,NA,SG,23,2,NBA,LAL,67,1715,10,59,30,1,NA,0.2,3.6,25,15,65,7,36,17,231,14,31
27946,2019,4526,Josh Jackson,NA,SG,21,2,NBA,PHO,79,1988,NA,42,54,4,NA,-9.7,-1.3,101,27,88,23,104,31,396,16,71
27947,2019,4644,Josh Okogie,NA,SG,20,1,NBA,MIN,74,1757,2,90,9,NA,NA,-0.6,1.7,30,17,68,4,69,46,204,10,33
27948,2019,4336,Josh Richardson,NA,SG,25,4,NBA,MIA,73,2539,1,41,55,3,NA,1.7,5.1,56,25,77,17,72,25,715,7,63
27944,2019,3613,José Calderón,NA,PG,37,14,NBA,DET,49,632,90,10,NA,NA,NA,-14.4,-16.8,26,5,26,1,4,3,282,1,8
27949,2019,3891,Jrue Holiday,NA,SG,28,10,NBA,NOP,67,2402,5,67,28,NA,NA,4.4,14.5,139,47,59,8,116,10,1197,36,65
27950,2019,4419,Juancho Hernangómez,NA,PF,23,3,NBA,DEN,70,1358,NA,NA,48,50,2,1.4,-3.6,9,17,51,6,38,6,135,9,15
27951,2019,4645,Julian Washburn,NA,SF,27,1,NBA,MEM,18,254,NA,18,72,10,NA,-2.5,0.1,2,2,7,0,1,1,33,0,1
27952,2019,4266,Julius Randle,NA,PF,24,5,NBA,NOP,73,2232,NA,NA,3,72,26,-0.3,2.3,62,68,97,52,232,8,555,65,91
27953,2019,4337,Justin Anderson,NA,SF,25,4,NBA,ATL,48,463,NA,5,46,48,1,-5.6,0.3,9,6,23,4,17,4,57,4,9
27954,2019,4102,Justin Holiday,NA,SG,29,6,NBA,TOT,82,2607,NA,53,46,1,NA,-8.1,-3.7,71,21,75,4,37,20,345,10,32
27955,2019,4102,Justin Holiday,NA,SG,29,6,NBA,CHI,38,1325,NA,64,35,1,NA,-11.6,-4.4,33,9,36,3,16,11,197,3,16
27956,2019,4102,Justin Holiday,NA,SG,29,6,NBA,MEM,44,1282,NA,42,56,2,NA,-4.6,-3,38,12,39,1,21,9,148,7,16
27957,2019,4528,Justin Jackson,NA,SF,23,2,NBA,TOT,81,1614,NA,NA,72,28,NA,-1,0.1,9,12,46,3,40,15,218,9,5
27958,2019,4528,Justin Jackson,NA,SF,23,2,NBA,SAC,52,1083,NA,NA,67,33,NA,-1.9,-1.3,6,9,26,3,25,12,152,5,1
27959,2019,4528,Justin Jackson,NA,SF,23,2,NBA,DAL,29,531,NA,1,81,17,1,0.9,3.1,3,3,20,0,15,3,66,4,4
27960,2019,4529,Justin Patton,NA,C,21,2,NBA,PHI,3,21,NA,NA,NA,NA,100,-9.5,-12.5,0,0,3,0,1,0,7,0,0
27961,2019,4338,Justise Winslow,NA,SF,22,4,NBA,MIA,66,1959,NA,1,63,36,NA,3.4,7.1,94,30,68,14,70,12,680,11,43
27962,2019,4267,Jusuf Nurkić,NA,C,24,5,NBA,POR,72,1974,NA,NA,NA,1,99,10.1,12.4,63,39,130,46,162,9,528,31,66
27963,2019,4530,Kadeem Allen,NA,PG,26,2,NBA,NYK,19,416,71,29,1,NA,NA,-4.3,5.5,13,6,24,3,22,7,187,1,6
27964,2019,4269,Kalin Lucas,NA,PG,29,2,NBA,DET,1,6,100,NA,NA,NA,NA,-27.3,-27,0,0,1,0,1,0,2,0,0
27965,2019,4339,Karl-Anthony Towns,NA,C,23,4,NBA,MIN,77,2545,NA,NA,NA,NA,100,0.2,4.9,87,41,108,68,190,13,597,55,77
27966,2019,4032,Kawhi Leonard,NA,SF,27,8,NBA,TOR,60,2040,NA,1,87,12,NA,8.5,5.3,43,49,33,11,181,7,501,48,49
27967,2019,4646,Keita Bates-Diop,NA,SF,23,1,NBA,MIN,30,503,NA,1,89,9,1,-5.3,-4.3,5,5,17,2,9,1,37,2,7
27968,2019,4177,Kelly Olynyk,NA,PF,27,6,NBA,MIA,79,1812,NA,NA,NA,84,16,2.2,4.3,47,25,96,27,55,25,348,21,23
27969,2019,4341,Kelly Oubre Jr.,NA,SF,23,4,NBA,TOT,69,1935,NA,6,75,19,NA,-6.4,0.7,33,43,65,13,122,28,196,35,72
27970,2019,4341,Kelly Oubre Jr.,NA,SF,23,4,NBA,WAS,29,755,NA,2,84,14,NA,-7.9,-6.2,8,13,32,4,45,15,49,14,27
27971,2019,4341,Kelly Oubre Jr.,NA,SF,23,4,NBA,PHO,40,1180,NA,9,70,22,NA,-5.4,5.2,25,30,33,9,77,13,147,21,45
27972,2019,4034,Kemba Walker,NA,PG,28,8,NBA,CHO,82,2863,100,NA,NA,NA,NA,0.4,6.2,123,75,64,5,186,62,1164,40,126
27973,2019,4035,Kenneth Faried,NA,C,29,8,NBA,TOT,37,728,NA,NA,NA,13,87,3.8,-0.2,15,10,28,5,47,12,53,9,20
27974,2019,4035,Kenneth Faried,NA,C,29,8,NBA,BRK,12,118,NA,NA,NA,24,77,-8,-8.1,3,2,3,1,9,1,4,2,2
27975,2019,4035,Kenneth Faried,NA,C,29,8,NBA,HOU,25,610,NA,NA,NA,11,89,6.1,1.3,12,8,25,4,38,11,49,7,18
27976,2019,4647,Kenrich Williams,NA,SF,24,1,NBA,NOP,46,1079,1,8,87,5,NA,-3.3,-2.6,24,6,47,2,8,17,196,2,17
27977,2019,4104,Kent Bazemore,NA,SG,29,7,NBA,ATL,67,1643,9,88,4,NA,NA,-8.1,-3.8,77,31,79,6,72,20,368,15,34
27978,2019,4178,Kentavious Caldwell-Pope,NA,SG,25,6,NBA,LAL,82,2035,27,66,8,NA,NA,-3.7,-3.9,34,20,50,5,48,42,251,14,18
27979,2019,3770,Kevin Durant,NA,SF,30,12,NBA,GSW,78,2702,NA,NA,21,69,10,11.8,16.1,126,58,79,21,211,14,1108,46,38
27980,2019,4648,Kevin Huerter,NA,SG,20,1,NBA,ATL,75,2048,1,73,25,NA,NA,-3,6,73,20,70,7,24,5,524,6,29
27981,2019,4649,Kevin Knox,NA,PF,19,1,NBA,NYK,75,2158,NA,1,55,44,NA,-14.1,-10.8,30,39,104,12,114,4,203,19,60
27982,2019,3830,Kevin Love,NA,PF,30,11,NBA,CLE,22,598,NA,NA,NA,91,9,-4.5,6.7,20,13,26,6,33,9,112,4,17
27983,2019,4342,Kevon Looney,NA,C,22,4,NBA,GSW,80,1481,NA,NA,NA,10,90,11,6.8,15,12,121,19,53,5,300,15,30
27984,2019,4531,Khem Birch,NA,C,26,2,NBA,ORL,50,643,NA,NA,NA,NA,100,3,2.4,9,4,43,5,40,8,88,5,12
27985,2019,4107,Khris Middleton,NA,SF,27,7,NBA,MIL,77,2393,NA,6,84,9,NA,10,3.8,90,52,62,18,101,10,770,20,61
27986,2019,4650,Khyri Thomas,NA,SG,22,1,NBA,DET,26,195,11,71,18,NA,NA,-7.3,-7.4,1,2,12,1,3,0,19,0,4
27987,2019,4036,Klay Thompson,NA,SG,28,8,NBA,GSW,78,2652,7,80,13,1,NA,6.9,0.4,51,31,73,16,70,10,421,10,40
27988,2019,4532,Kobi Simmons,NA,PG,21,2,NBA,CLE,1,2,NA,100,NA,NA,NA,66.7,76.8,0,0,0,0,0,0,0,0,0
27989,2019,3831,Kosta Koufos,NA,C,29,11,NBA,SAC,42,502,NA,NA,NA,NA,100,-0.8,0.1,10,7,40,9,12,1,94,3,8
27990,2019,4651,Kostas Antetokounmpo,NA,PF,21,1,NBA,DAL,2,11,NA,NA,NA,NA,100,18.6,20.4,0,1,0,0,1,0,0,0,1
27991,2019,4421,Kris Dunn,NA,PG,24,3,NBA,CHI,46,1389,58,39,2,NA,NA,-7.4,1.9,57,18,70,11,27,10,662,9,29
27992,2019,4271,Kyle Anderson,NA,SF,25,5,NBA,MEM,43,1281,NA,NA,74,25,1,-2.5,0.1,28,11,37,9,31,8,295,9,14
27993,2019,3461,Kyle Korver,NA,SG-PF,37,16,NBA,TOT,70,1334,7,55,25,13,NA,3.4,1.3,36,9,45,11,18,9,188,6,18
27994,2019,3461,Kyle Korver,NA,PF,37,16,NBA,CLE,16,251,NA,NA,32,68,NA,-8.7,1.5,12,2,8,3,3,4,35,1,2
27995,2019,3461,Kyle Korver,NA,SG,37,16,NBA,UTA,54,1083,8,68,24,NA,NA,6.3,1.3,24,7,37,8,15,5,153,5,16
27996,2019,4534,Kyle Kuzma,NA,PF,23,2,NBA,LAL,70,2314,NA,NA,3,83,15,-1.2,1.5,47,37,72,25,101,10,418,22,68
27997,2019,3685,Kyle Lowry,NA,PG,32,13,NBA,TOR,65,2213,70,30,NA,NA,NA,11.2,12.2,135,24,60,11,69,48,1282,18,30
27998,2019,4110,Kyle O'Quinn,NA,C,28,7,NBA,IND,45,371,NA,NA,NA,5,95,0.2,-3.5,19,3,42,6,8,0,129,1,6
27999,2019,4037,Kyrie Irving,NA,PG,26,8,NBA,BOS,67,2214,80,20,NA,NA,NA,6.1,3.3,100,47,64,12,93,25,1093,27,45
28000,2019,3686,LaMarcus Aldridge,NA,C,33,13,NBA,SAS,81,2687,NA,NA,NA,5,95,1.6,-1.8,28,55,102,39,183,5,459,49,45
28001,2019,3954,Lance Stephenson,NA,SG,28,9,NBA,LAL,68,1123,2,33,51,14,NA,-4.4,-3.5,49,20,45,11,33,2,321,7,18
28002,2019,4038,Lance Thomas,NA,PF,30,8,NBA,NYK,46,783,NA,NA,4,93,2,-11.7,-3.1,10,6,37,4,17,9,63,2,9
28003,2019,4652,Landry Shamet,NA,SG,21,1,NBA,TOT,79,1802,2,38,55,5,NA,1.9,-0.7,29,6,80,4,33,17,275,13,16
