seas_id,season,player_id,player,pos,tm,g,mp,pg_percent,sg_percent,sf_percent,pf_percent,c_percent,position,value,ht_ft,ht_in,wt,full_in_ht,position_2,ows,dws,ws,ws_48,obpm,dbpm,bpm,vorp,leader
31194,2024,4908,Bones Hyland,PG,LAC,37,540,100,0,0,0,0,guard_percent,100,6,2,173,74,guard,-0.5,0.5,0,0.003,-2.8,-0.8,-3.6,-0.2,FALSE
31195,2024,4072,Bradley Beal,SG,PHO,53,1767,2,35,60,4,0,wing_small_percent,95,6,4,207,76,wing,2.4,1.5,3.9,0.107,0.9,-0.6,0.4,1.1,TRUE
31196,2024,5120,Brandin Podziemski,SG,GSW,74,1968,13,75,13,0,0,guard_percent,88,6,5,205,77,guard,2.1,2,4.1,0.1,-0.5,0.4,-0.1,0.9,FALSE
31196,2024,5120,Brandin Podziemski,SG,GSW,74,1968,13,75,13,0,0,wing_small_percent,88,6,5,205,77,wing,2.1,2,4.1,0.1,-0.5,0.4,-0.1,0.9,FALSE
31197,2024,4909,Brandon Boston Jr.,SF,LAC,32,345,2,46,43,7,2,wing_small_percent,89,6,7,185,79,wing,-0.6,0.3,-0.3,-0.04,-6.2,-2.7,-9,-0.6,FALSE
31198,2024,4693,Brandon Clarke,PF,MEM,6,134,0,13,46,36,5,wing_big_percent,82,6,8,215,80,wing,0.1,0.2,0.3,0.108,0.7,0.3,1,0.1,FALSE
31199,2024,4379,Brandon Ingram,SF,NOP,64,2103,3,68,26,3,0,wing_small_percent,94,6,8,190,80,wing,2.7,2.4,5.1,0.117,1.4,-0.3,1.2,1.7,FALSE
31200,2024,5121,Brandon Miller,SF,CHO,74,2383,0,9,42,50,0,wing_big_percent,92,6,9,201,81,wing,-0.3,1,0.8,0.015,-0.9,-1.6,-2.6,-0.3,FALSE
31201,2024,4910,Brandon Williams,PG,DAL,17,113,100,0,0,0,0,guard_percent,100,6,2,190,74,guard,-0.2,0.1,-0.1,-0.044,-2.7,-2.8,-5.5,-0.1,FALSE
31202,2024,4911,Braxton Key,SF,DEN,20,60,0,0,34,65,2,wing_big_percent,99,6,8,230,80,wing,0.1,0.1,0.2,0.18,0.5,1.6,2.1,0.1,FALSE
31203,2024,5122,Brice Sensabaugh,SF,UTA,32,584,0,5,48,47,0,wing_big_percent,95,6,6,235,78,wing,-0.5,0.2,-0.3,-0.024,-3.3,-2.1,-5.5,-0.5,FALSE
31204,2024,3801,Brook Lopez,C,MIL,79,2411,0,0,0,0,100,big_percent,100,7,1,282,85,big,3.1,2.8,5.9,0.117,0.2,0.8,1,1.8,FALSE
31206,2024,4594,Bruce Brown,SG,IND,33,981,2,91,7,0,0,wing_small_percent,98,6,4,202,76,wing,0.9,0.6,1.5,0.074,-1.7,-0.5,-2.3,-0.1,FALSE
31207,2024,4594,Bruce Brown,PG,TOR,34,885,34,63,4,0,0,guard_percent,97,6,4,202,76,guard,0.3,0.4,0.7,0.04,-3.1,-1.4,-4.5,-0.5,FALSE
31208,2024,4695,Bruno Fernando,C,ATL,45,682,0,0,0,0,100,big_percent,100,6,9,240,81,big,0.8,0.7,1.5,0.103,-3.1,0.9,-2.3,-0.1,FALSE
31209,2024,5032,Bryce McGowens,SG,CHO,59,882,5,61,34,1,0,wing_small_percent,95,6,7,179,79,wing,0.4,0.3,0.6,0.034,-3.7,-1.1,-4.9,-0.6,FALSE
31210,2024,5033,Buddy Boeheim,SF,DET,10,84,0,7,71,22,0,wing_big_percent,93,6,6,205,78,wing,0.1,0,0.1,0.047,-0.7,-2.8,-3.5,0,FALSE
31212,2024,4382,Buddy Hield,SF,IND,52,1336,0,57,42,1,0,wing_small_percent,99,6,4,220,76,wing,1.2,0.8,2,0.07,1,-0.8,0.2,0.7,FALSE
31213,2024,4382,Buddy Hield,SG,PHI,32,824,0,70,30,0,0,wing_small_percent,100,6,4,220,76,wing,0.7,0.8,1.5,0.088,1,-0.3,0.8,0.6,FALSE
31214,2024,4154,CJ McCollum,PG,NOP,66,2159,88,12,0,0,0,guard_percent,100,6,3,190,75,guard,3.5,2.4,5.9,0.132,3.3,-0.3,3.1,2.8,TRUE
31215,2024,4912,Cade Cunningham,PG,DET,62,2074,65,32,3,0,0,guard_percent,97,6,6,220,78,guard,0.7,1,1.8,0.041,2,-1.6,0.3,1.2,TRUE
31216,2024,5034,Caleb Houstan,SF,ORL,59,815,0,28,64,7,0,wing_small_percent,92,6,8,205,80,wing,0.7,0.8,1.5,0.089,-1.4,-0.5,-1.9,0,FALSE
31217,2024,4696,Caleb Martin,SF,MIA,64,1756,11,66,23,1,0,wing_small_percent,89,6,5,205,77,wing,0.2,2.2,2.4,0.066,-2.2,0.2,-2,0,FALSE
31218,2024,4697,Cam Reddish,SF,LAL,48,984,3,58,36,2,0,wing_small_percent,94,6,8,218,80,wing,-0.3,0.9,0.6,0.03,-4,0.8,-3.2,-0.3,FALSE
31219,2024,4913,Cam Thomas,SG,BRK,66,2075,10,69,21,1,0,wing_small_percent,90,6,4,210,76,wing,1.3,1.2,2.5,0.058,0.7,-1.9,-1.2,0.4,FALSE
31220,2024,5123,Cam Whitmore,SF,HOU,47,880,0,2,49,46,3,wing_big_percent,95,6,7,232,79,wing,0.4,1.1,1.5,0.082,1,-0.9,0.1,0.5,FALSE
31221,2024,4698,Cameron Johnson,PF,BRK,58,1599,0,2,11,76,11,big_percent,87,6,8,210,80,big,2,1.3,3.3,0.1,0.9,-0.5,0.4,1,FALSE
31221,2024,4698,Cameron Johnson,PF,BRK,58,1599,0,2,11,76,11,wing_big_percent,87,6,8,210,80,wing,2,1.3,3.3,0.1,0.9,-0.5,0.4,1,FALSE
31223,2024,4311,Cameron Payne,PG,MIL,47,702,85,15,0,0,0,guard_percent,100,6,3,183,75,guard,1.1,0.5,1.6,0.108,-1,-0.5,-1.5,0.1,FALSE
31224,2024,4311,Cameron Payne,PG,PHI,31,602,75,25,0,0,0,guard_percent,100,6,3,183,75,guard,0.3,0.5,0.8,0.067,0,-0.8,-0.7,0.2,FALSE
31225,2024,4383,Caris LeVert,SG,CLE,68,1958,6,67,27,0,0,wing_small_percent,94,6,6,205,78,wing,1,2.6,3.6,0.088,-0.6,0.8,0.2,1.1,TRUE
31226,2024,5124,Cason Wallace,SG,OKC,82,1692,29,36,34,1,0,wing_small_percent,70,6,4,193,76,wing,1.9,2.1,4,0.115,-0.9,1,0.1,0.9,FALSE
31227,2024,4479,Cedi Osman,SF,SAS,72,1269,0,4,41,56,0,wing_big_percent,97,6,7,230,79,wing,1,0.9,1.9,0.071,-1.7,-0.3,-2.1,0,FALSE
31228,2024,4917,Charles Bassey,C,SAS,19,205,0,0,0,37,63,big_percent,100,6,10,235,82,big,0.3,0.4,0.7,0.157,-1.8,3.1,1.3,0.2,FALSE
31229,2024,4700,Charlie Brown Jr.,SG,NYK,8,37,0,41,55,5,0,wing_small_percent,96,6,6,199,78,wing,-0.1,0,-0.1,-0.124,-10.2,-3.4,-13.6,-0.1,FALSE
31230,2024,5125,Chet Holmgren,C,OKC,82,2413,0,0,0,0,100,big_percent,100,7,1,195,85,big,4.6,4.4,8.9,0.178,1.8,1.5,3.4,3.3,TRUE
31232,2024,4597,Chimezie Metu,C,PHO,37,448,0,0,0,55,45,big_percent,100,6,9,225,81,big,0.4,0.6,1,0.106,-1.6,0.3,-1.3,0.1,FALSE
31233,2024,4597,Chimezie Metu,C,DET,14,411,0,0,0,75,25,big_percent,100,6,9,225,81,big,0.1,0.4,0.5,0.063,-2.7,1.4,-1.3,0.1,FALSE
31234,2024,4481,Chris Boucher,PF,TOR,50,705,0,0,12,55,34,big_percent,89,6,9,200,81,big,1.2,0.6,1.7,0.119,-0.3,-1.4,-1.7,0.1,FALSE
31235,2024,4919,Chris Duarte,SF,SAC,59,719,0,34,63,3,0,wing_small_percent,97,6,6,190,78,wing,0,0.7,0.7,0.047,-3.5,0.1,-3.4,-0.2,FALSE
31236,2024,5126,Chris Livingston,SF,MIL,21,90,0,13,35,48,4,wing_big_percent,83,6,6,220,78,wing,0,0.1,0.1,0.027,-7,-1,-8,-0.1,FALSE
31237,2024,3585,Chris Paul,PG,GSW,58,1531,100,0,0,0,0,guard_percent,100,6,0,175,72,guard,2.6,1.7,4.3,0.136,-0.2,1.2,1,1.2,FALSE
31238,2024,5036,Christian Braun,SG,DEN,82,1655,1,41,57,1,0,wing_small_percent,98,6,6,218,78,wing,1.5,2,3.4,0.1,-1.7,-0.2,-1.9,0,FALSE
31239,2024,4313,Christian Wood,PF,LAL,50,872,0,0,46,51,3,wing_big_percent,97,6,8,214,80,wing,0,1.1,1.2,0.064,-2.6,-0.2,-2.8,-0.2,FALSE
31240,2024,4817,Chuma Okeke,SF,ORL,47,432,1,61,34,5,0,wing_small_percent,95,6,6,229,78,wing,-0.3,0.6,0.3,0.029,-3.2,-0.2,-3.4,-0.2,FALSE
31241,2024,4230,Clint Capela,C,ATL,73,1883,0,0,0,0,100,big_percent,100,6,10,240,82,big,4.4,1.9,6.3,0.161,1,-1,0.1,1,FALSE
31242,2024,4703,Coby White,PG,CHI,79,2881,85,15,0,0,0,guard_percent,100,6,5,195,77,guard,3.1,1.6,4.7,0.078,0.7,-1.3,-0.7,0.9,FALSE
31243,2024,4704,Cody Martin,SF,CHO,28,753,13,63,24,0,0,wing_small_percent,87,6,5,205,77,wing,-0.7,0.5,-0.2,-0.012,-4.1,0.6,-3.5,-0.3,FALSE
31244,2024,4155,Cody Zeller,C,NOP,43,320,0,0,0,0,100,big_percent,100,6,11,240,83,big,0.4,0.4,0.8,0.124,-2.9,0.3,-2.6,0,FALSE
31245,2024,5127,Colby Jones,SG,SAC,30,192,6,71,23,0,0,wing_small_percent,94,6,6,205,78,wing,-0.2,0.2,0,0.007,-5.4,0.4,-5,-0.1,FALSE
31246,2024,4819,Cole Anthony,PG,ORL,81,1817,100,0,0,0,0,guard_percent,100,6,2,185,74,guard,0.9,2.7,3.6,0.096,-0.6,0.7,0.1,1,FALSE
31247,2024,5038,Cole Swider,SF,MIA,18,87,0,49,40,11,0,wing_small_percent,89,6,9,220,81,wing,-0.2,0.1,-0.1,-0.05,-2.1,-2.4,-4.5,-0.1,FALSE
31248,2024,5128,Colin Castleton,C,LAL,16,59,0,0,0,0,100,big_percent,100,6,11,250,83,big,0.1,0,0.2,0.128,-3.9,-1.4,-5.2,0,FALSE
31249,2024,5129,Collin Gillespie,PG,DEN,24,225,100,0,0,0,0,guard_percent,100,6,1,195,73,guard,0.1,0.3,0.4,0.076,-3.7,0.9,-2.7,0,FALSE
31250,2024,4599,Collin Sexton,SG,UTA,78,2075,13,62,21,4,0,wing_small_percent,83,6,3,190,75,wing,5.2,0.3,5.5,0.127,3.8,-1.9,1.9,2,TRUE
31251,2024,4920,Corey Kispert,SF,WAS,80,2067,0,19,65,16,0,wing_small_percent,84,6,7,220,79,wing,1.7,0.4,2.1,0.048,-0.2,-2,-2.1,-0.1,FALSE
31252,2024,3992,Cory Joseph,PG,GSW,26,296,85,15,1,0,0,guard_percent,100,NA,NA,NA,NA,guard,0,0.2,0.2,0.034,-4,-0.7,-4.7,-0.2,FALSE
31253,2024,5130,Craig Porter Jr.,PG,CLE,51,649,87,13,0,0,0,guard_percent,100,6,2,186,74,guard,0.6,0.9,1.5,0.108,-0.6,1.1,0.5,0.4,FALSE
31254,2024,4317,D'Angelo Russell,PG,LAL,76,2484,100,0,0,0,0,guard_percent,100,6,3,193,75,guard,3.3,1.8,5.1,0.099,1.7,-0.8,0.9,1.8,TRUE
31255,2024,5131,D'Moi Hodge,SG,LAL,7,41,100,0,0,0,0,guard_percent,100,NA,NA,NA,NA,guard,0,0,0,-0.019,-3.7,-2.6,-6.3,0,FALSE
31256,2024,5132,D.J. Carton,SG,TOR,4,36,61,32,8,0,0,guard_percent,93,6,2,200,74,guard,0,0,0,0.062,-4.2,-1.1,-5.3,0,FALSE
31257,2024,4482,D.J. Wilson,PF,PHI,2,15,0,0,0,16,84,big_percent,100,NA,NA,NA,NA,big,0.1,0,0.1,0.355,15.5,7,22.4,0.1,FALSE
31258,2024,4706,DaQuan Jeffries,SG,NYK,17,46,0,18,60,23,0,wing_big_percent,83,6,5,230,77,wing,-0.1,0,-0.1,-0.087,-5.6,-2.5,-8.1,-0.1,FALSE
31259,2024,4922,Daishen Nix,PG,MIN,15,50,64,21,15,0,0,guard_percent,85,6,5,224,77,guard,-0.1,0.1,0,0.014,-2.8,1.4,-1.4,0,FALSE
31261,2024,4923,Dalano Banton,PG,BOS,24,171,38,54,8,0,0,guard_percent,92,6,9,204,81,guard,0,0.2,0.2,0.063,-4.7,0.6,-4.1,-0.1,FALSE
31262,2024,4923,Dalano Banton,PG,POR,30,876,42,58,0,0,0,guard_percent,100,6,9,204,81,guard,-0.4,0.7,0.3,0.016,0.1,-0.9,-0.8,0.3,FALSE
31263,2024,5039,Dalen Terry,SG,CHI,59,681,1,36,56,7,0,wing_small_percent,92,6,7,195,79,wing,0.1,0.7,0.8,0.06,-3.4,1.1,-2.3,0,FALSE
31264,2024,4387,Damian Jones,C,CLE,39,270,0,0,0,0,100,big_percent,100,6,11,245,83,big,0.4,0.4,0.8,0.15,-1.7,1.2,-0.5,0.1,FALSE
31265,2024,4077,Damian Lillard,PG,MIL,73,2579,91,9,0,0,0,guard_percent,100,6,2,195,74,guard,5.8,1.9,7.7,0.143,3.4,-1.3,2.1,2.7,TRUE
31267,2024,4705,Daniel Gafford,C,WAS,45,1192,0,0,0,0,100,big_percent,100,6,10,234,82,big,3,1.4,4.4,0.178,-0.2,1.1,0.9,0.9,TRUE
31268,2024,4705,Daniel Gafford,PF,DAL,29,623,0,0,0,11,89,big_percent,100,6,10,234,82,big,2.2,1.1,3.3,0.257,2.5,3.4,5.9,1.3,TRUE
31270,2024,4487,Daniel Theis,C,IND,1,8,0,0,0,100,0,big_percent,100,6,8,245,80,big,0,0,0,-0.261,-13.2,-7.3,-20.5,0,FALSE
31270,2024,4487,Daniel Theis,C,IND,1,8,0,0,0,100,0,wing_big_percent,100,6,8,245,80,wing,0,0,0,-0.261,-13.2,-7.3,-20.5,0,FALSE
31271,2024,4487,Daniel Theis,C,LAC,59,1007,0,0,0,1,99,big_percent,100,6,8,245,80,big,1.4,1.2,2.6,0.122,-1.6,0.1,-1.5,0.1,FALSE
31273,2024,3807,Danilo Gallinari,PF,WAS,26,385,0,0,0,13,88,big_percent,101,6,10,233,82,big,0.5,0.1,0.6,0.08,-0.8,-1.8,-2.6,-0.1,FALSE
31274,2024,3807,Danilo Gallinari,SF,DET,6,90,0,0,7,48,45,big_percent,93,6,10,233,82,big,0.5,0.1,0.6,0.304,5.9,1,6.9,0.2,FALSE
31275,2024,3807,Danilo Gallinari,SF,MIL,17,155,0,1,37,59,3,wing_big_percent,96,6,10,233,82,wing,0,0.1,0.1,0.025,-5,-0.2,-5.2,-0.1,FALSE
31276,2024,3867,Danny Green,SG,PHI,2,18,0,50,50,0,0,wing_small_percent,100,NA,NA,NA,NA,wing,0,0,0,-0.035,-7.4,0.8,-6.6,0,FALSE
31277,2024,4233,Dante Exum,PG,DAL,55,1088,100,0,0,0,0,guard_percent,100,6,5,214,77,guard,2.1,0.8,2.9,0.127,-0.3,-0.3,-0.6,0.4,FALSE
31278,2024,4389,Danuel House Jr.,SF,PHI,34,509,0,39,48,12,1,wing_small_percent,87,NA,NA,NA,NA,wing,0.3,0.4,0.7,0.066,-3.4,-0.5,-4,-0.3,FALSE
31279,2024,4390,Dario Šarić,C,GSW,64,1098,0,0,0,0,100,big_percent,100,6,10,225,82,big,1.6,1.2,2.8,0.123,0.6,0.4,1,0.9,FALSE
31280,2024,5133,Dariq Whitehead,SF,BRK,2,24,0,12,88,0,0,wing_small_percent,100,6,7,220,79,wing,0,0,0,-0.03,-5.5,-2.4,-7.9,0,FALSE
31282,2024,4707,Darius Bazley,PF,PHI,3,10,0,0,0,66,34,big_percent,100,6,8,208,80,big,0,0,0,-0.142,-7.7,-0.7,-8.4,0,FALSE
31283,2024,4707,Darius Bazley,PF,UTA,6,142,0,0,25,64,11,wing_big_percent,89,6,8,208,80,wing,0.2,0.1,0.3,0.1,-0.4,0.6,0.2,0.1,FALSE
31284,2024,4708,Darius Garland,PG,CLE,57,1901,100,0,0,0,0,guard_percent,100,6,1,192,73,guard,0.7,2,2.7,0.067,0.2,-1.2,-1,0.5,FALSE
31285,2024,4924,David Duke Jr.,SG,SAS,4,51,0,13,82,5,0,wing_small_percent,95,6,5,205,77,wing,0.1,0,0.1,0.119,-0.1,1.4,1.4,0,FALSE
31287,2024,5041,David Roddy,PF,MEM,48,1114,0,6,55,39,0,wing_big_percent,94,6,4,255,76,wing,-0.9,1,0.1,0.005,-3.9,-1,-5,-0.8,FALSE
31288,2024,5041,David Roddy,PF,PHO,17,63,0,2,54,37,8,wing_big_percent,91,6,4,255,76,wing,-0.1,0.1,0,-0.006,-4.8,-1,-5.8,-0.1,FALSE
31289,2024,4926,Davion Mitchell,PG,SAC,72,1101,75,25,0,0,0,guard_percent,100,6,2,205,74,guard,0.8,0.6,1.3,0.059,-2.4,-1,-3.4,-0.4,FALSE
