player,tm,experience,age,salary,vorp,vorp_per_million,percent_of_cap
Jusuf Nurkić,PHO,10,29,16875000,0.8,0.04740740740740741,0.13646839998382596
Grayson Allen,PHO,6,28,8925000,1,0.11204481792717087,0.07217662043589018
Nassir Little,PHO,5,23,6250000,0,0,0.05054385184586147
Eric Gordon,PHO,16,35,3196448,0.1,0.03128472604591096,0.02584972706320003
Josh Okogie,PHO,6,25,2815937,0.2,0.07102431624002951,0.022772528405644737
Yuta Watanabe,PHO,6,29,2346614,-0.4,-0.1704583710827601,0.018977105656867898
Drew Eubanks,PHO,6,26,2346614,0.1,0.042614592770690025,0.018977105656867898
Keita Bates-Diop,PHO,6,28,2346614,0.1,0.042614592770690025,0.018977105656867898
Chimezie Metu,PHO,6,26,2019706,0.1,0.049512156719839426,0.0163333953337916
Bol Bol,PHO,5,24,2019706,0.2,0.09902431343967885,0.0163333953337916
Jordan Goodwin,PHO,3,25,1927896,0.1,0.05187001788478217,0.015590926367716631
Deandre Ayton,POR,6,25,32459438,0,0,0.26250000404350815
Jerami Grant,POR,10,29,27586207,0.8,0.02899999989125,0.22309010553556266
Anfernee Simons,POR,6,24,24107143,0.5,0.020740740617832647,0.19495485827503942
Malcolm Brogdon,POR,8,31,22500000,1.1,0.04888888888888889,0.1819578666451013
Robert Williams,POR,6,26,11571429,0.1,0.008641974988568828,0.09357833488334479
Matisse Thybulle,POR,5,26,10500000,0.7,0.06666666666666667,0.08491367110104726
Scoot Henderson,POR,1,19,9770880,-1.3,-0.13304840505665816,0.07901726577979054
Shaedon Sharpe,POR,2,20,6313800,-0.3,-0.04751496721467262,0.05105980348550403
Kris Murray,POR,1,23,2847480,-0.1,-0.03511877168584152,0.023027617160648578
Moses Brown,POR,5,24,2019706,-0.1,-0.049512156719839426,0.0163333953337916
Jabari Walker,POR,2,21,1719864,-0.1,-0.058144132326742114,0.01390856819376491
Toumani Camara,POR,1,23,1119563,-0.5,-0.4466028262813258,0.009053924224657313
Rayan Rupert,POR,1,19,1119563,-0.1,-0.08932056525626518,0.009053924224657313
Ish Wainright,POR,3,29,1927896,0,0,0.015590926367716631
Skylar Mays,POR,4,26,1799163,0,0,0.014549860498968906
De'Aaron Fox,SAC,7,26,32600060,1.4,0.04294470623673698,0.26363721644899113
Domantas Sabonis,SAC,8,27,30600000,3.3,0.10784313725490195,0.24746269863733775
Harrison Barnes,SAC,12,31,17000000,0,0,0.1374792770207432
Kevin Huerter,SAC,6,25,15669643,0.5,0.03190883161792518,0.12672065828312645
Malik Monk,SAC,7,25,9945830,0.8,0.08043572029684802,0.0804320892806599
Keegan Murray,SAC,2,23,8409000,0.4,0.04756808181710073,0.06800372002749586
Trey Lyles,SAC,9,28,8000000,0.1,0.0125,0.06469613036270268
Sasha Vezenkov,SAC,1,28,6341464,0.1,0.015769229313609603,0.05128352270429825
Davion Mitchell,SAC,3,25,5063640,-0.4,-0.07899455727500376,0.04094973919372447
Chris Duarte,SAC,3,26,4124400,-0.4,-0.09698380370478131,0.03335409000849137
JaVale McGee,SAC,16,36,2019706,0.1,0.049512156719839426,0.0163333953337916
Alex Len,SAC,11,30,2019706,0.1,0.049512156719839426,0.0163333953337916
Colby Jones,SAC,1,21,2019706,-0.1,-0.049512156719839426,0.0163333953337916
Kessler Edwards,SAC,3,23,1927896,0,0,0.015590926367716631
Filip Petrušev,SAC,1,23,559782,0,0,0.004526966155836804
Keldon Johnson,SAS,5,24,20000000,0,0,0.16174032590675672
Doug McDermott,SAS,10,32,13750000,-0.2,-0.014545454545454545,0.11119647406089524
Victor Wembanyama,SAS,1,20,12160680,1.4,0.11512514102829775,0.0983436173223889
Devonte' Graham,SAS,6,28,12100000,0,0,0.0978528971735878
Tre Jones,SAS,4,24,9895833,0.2,0.02021052699656512,0.0800277627269419
Zach Collins,SAS,6,26,7700000,-0.2,-0.025974025974025976,0.06227002547410133
Cedi Osman,SAS,7,28,6718842,0,0,0.05433538473980025
Devin Vassell,SAS,4,23,5887899,0.5,0.08491993493774265,0.04761553515830334
Jeremy Sochan,SAS,2,20,5316960,-0.6,-0.11284643856639884,0.04299834216165946
Malaki Branham,SAS,2,20,3071880,-0.9,-0.2929801945388492,0.02484234361732239
Julian Champagnie,SAS,2,22,3000000,0,0,0.024261048886013506
Charles Bassey,SAS,3,23,2600000,0.2,0.07692307692307693,0.02102624236787837
Blake Wesley,SAS,2,20,2504640,-0.2,-0.07985179506835315,0.020255064493954957
Sandro Mamukelashvili,SAS,3,24,2019706,0,0,0.0163333953337916
Sidy Cissoko,SAS,1,19,1119563,-0.1,-0.08932056525626518,0.009053924224657313
RJ Barrett,TOR,5,23,23883929,0.3,0.012560747438162288,0.19314972301969188
Bruce Brown,TOR,6,27,22000000,0,0,0.17791435849743237
Jakob Poeltl,TOR,8,28,19500000,0.6,0.03076923076923077,0.15769681775908778
Gary Trent Jr.,TOR,6,25,18560000,-0.2,-0.010775862068965518,0.15009502244147022
Dennis Schröder,TOR,11,30,12405000,0.2,0.016122531237404276,0.10031943714366584
Chris Boucher,TOR,7,31,11750000,0,0,0.09502244147021956
Scottie Barnes,TOR,3,22,8008680,2.4,0.29967485278472855,0.06476632566414621
Thaddeus Young,TOR,17,35,8000000,0.2,0.025,0.06469613036270268
Otto Porter Jr.,TOR,11,30,6300000,-0.1,-0.015873015873015872,0.05094820266062836
Kira Lewis Jr.,TOR,4,22,5722116,0,0,0.04627484533581335
Gradey Dick,TOR,1,20,4536720,-0.4,-0.08816942636971203,0.03668852856738506
Jalen McDaniels,TOR,5,26,4516000,-0.3,-0.06643046944198405,0.036520965589745664
Immanuel Quickley,TOR,4,24,4171548,0.2,0.047943832840950176,0.033735376652783956
Jordan Nwora,TOR,4,25,3000000,0.1,0.03333333333333333,0.024261048886013506
Garrett Temple,TOR,14,37,2019706,0,0,0.0163333953337916
John Collins,UTA,7,26,25340000,0.1,0.003946329913180742,0.20492499292386074
Jordan Clarkson,UTA,10,31,23487629,-0.7,-0.029802923062178813,0.1899448384618495
Collin Sexton,UTA,6,25,17325000,1.2,0.06926406926406926,0.140107557316728
Lauri Markkanen,UTA,7,26,17259999,2.1,0.12166860496341861,0.13958189317051473
Kelly Olynyk,UTA,11,32,12195122,1.1,0.0901999996392,0.09862215033763293
Talen Horton-Tucker,UTA,5,23,11020000,0.2,0.018148820326678767,0.08911891957462294
Taylor Hendricks,UTA,1,20,5569920,-0.1,-0.017953579225554406,0.045044033803728116
Ochai Agbaji,UTA,2,23,4114200,-0.2,-0.048612123863691604,0.03327160244227892
Keyonte George,UTA,1,20,3889800,-0.4,-0.10283305054244435,0.031456875985605114
Simone Fontecchio,UTA,2,28,3044872,0.2,0.06568420610127454,0.024623929481217905
Walker Kessler,UTA,2,22,2831160,0.8,0.28256968874948785,0.022895637054708665
Omer Yurtseven,UTA,3,25,2800000,-0.2,-0.07142857142857144,0.022643645626945937
Kris Dunn,UTA,8,29,2586665,0.5,0.19329909362055,0.020918402005580043
Brice Sensabaugh,UTA,1,20,2448600,0,0,0.019801868100764224
Luka Šamanić,UTA,4,24,2066585,-0.2,-0.09677801784102759,0.01671250657070074
Jordan Poole,WAS,5,24,27455357,-1.3,-0.04734959374230683,0.2220319194533177
Kyle Kuzma,WAS,7,28,25568182,0.2,0.007822222166597533,0.2067703044761635
Tyus Jones,WAS,9,27,14000000,0.9,0.0642857142857143,0.11321822813472969
Marvin Bagley III,WAS,6,24,12500000,0.1,0.008,0.10108770369172294
Daniel Gafford,WAS,5,25,12402000,0.7,0.05644250927269795,0.10029517609477984
Landry Shamet,WAS,6,26,10250000,-0.1,-0.00975609756097561,0.08289191702721281
Delon Wright,WAS,9,31,8195122,0.2,0.024404761759495467,0.0662740851562816
Bilal Coulibaly,WAS,1,19,6614280,-0.5,-0.07559401779180804,0.05348979014192714
Deni Avdija,WAS,4,23,6263188,0.4,0.06386523923599292,0.050650503416764386
Johnny Davis,WAS,2,21,5050800,-0.2,-0.03959768749505029,0.04084590190449234
Corey Kispert,WAS,3,24,3722040,-0.3,-0.0806009607634523,0.030100198131899236
Patrick Baldwin Jr.,WAS,2,21,2337720,-0.1,-0.04277672261861985,0.018905179733937162
Anthony Gill,WAS,4,31,1997238,-0.1,-0.050069145489921585,0.016151696251667947
Ryan Rollins,WAS,2,21,1719864,0.1,0.058144132326742114,0.01390856819376491
