,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_ABBREVIATION,AGE,G,MIN,CONTESTED_SHOTS,CONTESTED_SHOTS_2PT,CONTESTED_SHOTS_3PT,DEFLECTIONS,CHARGES_DRAWN,SCREEN_ASSISTS,SCREEN_AST_PTS,OFF_LOOSE_BALLS_RECOVERED,DEF_LOOSE_BALLS_RECOVERED,LOOSE_BALLS_RECOVERED,PCT_LOOSE_BALLS_RECOVERED_OFF,PCT_LOOSE_BALLS_RECOVERED_DEF,OFF_BOXOUTS,DEF_BOXOUTS,BOX_OUTS,BOX_OUT_PLAYER_TEAM_REBS,BOX_OUT_PLAYER_REBS,PCT_BOX_OUTS_OFF,PCT_BOX_OUTS_DEF,PCT_BOX_OUTS_TEAM_REB,PCT_BOX_OUTS_REB,TeamID,TeamName,WINS,LOSSES,TeamGP,G_PERCENT,CHARGES_DRAWN_pct_rank,CONTESTED_SHOTS_2PT_pct_rank,CONTESTED_SHOTS_3PT_pct_rank,DEFLECTIONS_pct_rank,DEF_BOXOUTS_pct_rank,DEF_LOOSE_BALLS_RECOVERED_pct_rank,sum
220,1630702,Jaden Hardy,1610612742,DAL,21.0,65,13.6,1.4,0.63,0.77,0.63,0.08,0.14,0.32,0.11,0.06,0.17,0.636,0.364,0.0,0.14,0.14,0.14,0.05,0.0,1.0,1.0,0.333,1610612742,Mavericks,45,29,74,0.8783783783783784,0.9269005847953217,0.11695906432748537,0.2982456140350877,0.3128654970760234,0.25146198830409355,0.04093567251461988,1.9473684210526316
221,1631093,Jaden Ivey,1610612765,DET,22.0,69,28.6,4.16,2.58,1.58,1.26,0.0,0.23,0.52,0.58,0.26,0.84,0.69,0.31,0.09,0.45,0.54,0.54,0.2,0.162,0.838,1.0,0.378,1610612765,Pistons,13,61,74,0.9324324324324325,0.19883040935672514,0.5380116959064327,0.2543859649122807,0.260233918128655,0.4619883040935672,0.31140350877192985,2.024853801169591
222,1630183,Jaden McDaniels,1610612750,MIN,23.0,64,29.4,5.14,3.23,1.91,2.08,0.0,0.2,0.52,0.25,0.33,0.58,0.432,0.568,0.02,0.31,0.33,0.3,0.08,0.048,0.952,0.905,0.238,1610612750,Timberwolves,51,23,74,0.8648648648648649,0.19883040935672514,0.6578947368421053,0.47076023391812866,0.7485380116959064,0.260233918128655,0.5584795321637427,2.894736842105263
223,1630531,Jaden Springer,1610612738,BOS,21.0,45,10.0,1.36,0.76,0.6,0.91,0.0,0.07,0.16,0.29,0.24,0.53,0.542,0.458,0.04,0.24,0.29,0.27,0.07,0.154,0.846,0.923,0.231,1610612738,Celtics,58,16,74,0.6081081081081081,0.19883040935672514,0.4152046783625731,0.35964912280701755,0.935672514619883,0.6754385964912281,0.9912280701754386,3.576023391812865
224,203109,Jae Crowder,1610612749,MIL,33.0,43,23.2,2.49,1.09,1.4,1.6,0.0,0.28,0.63,0.26,0.42,0.67,0.379,0.621,0.07,0.26,0.33,0.33,0.19,0.214,0.786,1.0,0.571,1610612749,Bucks,47,27,74,0.581081081081081,0.19883040935672514,0.11988304093567251,0.3684210526315789,0.7134502923976608,0.2807017543859649,0.9298245614035088,2.6111111111111107
225,1630256,Jae'Sean Tate,1610612745,HOU,28.0,64,16.1,3.52,1.72,1.8,1.22,0.16,0.5,1.23,0.28,0.31,0.59,0.474,0.526,0.22,0.56,0.78,0.7,0.31,0.28,0.72,0.918,0.408,1610612745,Rockets,38,36,74,0.8648648648648649,0.9619883040935673,0.6461988304093568,0.9853801169590644,0.8011695906432749,0.7719298245614035,0.9619883040935673,5.128654970760234
227,1631170,Jaime Jaquez Jr.,1610612748,MIA,23.0,67,29.0,4.97,3.09,1.88,1.85,0.01,0.31,0.79,0.27,0.34,0.61,0.439,0.561,0.06,0.66,0.72,0.69,0.19,0.083,0.917,0.979,0.277,1610612748,Heat,41,33,74,0.9054054054054054,0.4239766081871345,0.6403508771929824,0.4678362573099415,0.6198830409356725,0.6608187134502924,0.6111111111111112,3.4239766081871346
229,1627751,Jakob Poeltl,1610612761,TOR,28.0,50,26.4,9.28,7.48,1.8,1.28,0.02,3.18,7.02,0.38,0.14,0.52,0.731,0.269,0.6,1.44,2.04,1.98,1.22,0.294,0.706,0.98,0.604,1610612761,Raptors,23,51,74,0.6756756756756757,0.5058479532163743,0.9649122807017544,0.5409356725146199,0.3684210526315789,0.8991228070175439,0.05555555555555555,3.3347953216374266
230,1628973,Jalen Brunson,1610612752,NYK,27.0,69,35.1,3.75,1.51,2.25,1.43,0.42,0.16,0.35,0.38,0.41,0.78,0.481,0.519,0.03,0.25,0.28,0.28,0.1,0.105,0.895,1.0,0.368,1610612752,Knicks,44,30,74,0.9324324324324325,0.9707602339181286,0.09064327485380116,0.45321637426900585,0.19005847953216373,0.12573099415204678,0.6081871345029239,2.43859649122807
232,1631105,Jalen Duren,1610612765,DET,20.0,56,29.7,8.23,5.54,2.7,1.13,0.0,4.84,10.68,0.45,0.36,0.8,0.556,0.444,0.8,1.54,2.34,2.27,1.8,0.344,0.656,0.969,0.771,1610612765,Pistons,13,61,74,0.7567567567567568,0.19883040935672514,0.8216374269005848,0.8742690058479532,0.14619883040935672,0.8713450292397661,0.6432748538011696,3.555555555555556
233,1630224,Jalen Green,1610612745,HOU,22.0,74,31.7,3.95,2.15,1.8,1.38,0.04,0.11,0.23,0.24,0.23,0.47,0.514,0.486,0.03,0.19,0.22,0.2,0.07,0.125,0.875,0.938,0.313,1610612745,Rockets,38,36,74,1.0,0.6111111111111112,0.3216374269005848,0.30116959064327486,0.25146198830409355,0.08771929824561403,0.15497076023391812,1.7280701754385965
235,1630552,Jalen Johnson,1610612737,ATL,22.0,51,34.0,6.96,4.27,2.69,2.1,0.06,1.35,3.18,0.25,0.22,0.47,0.542,0.458,0.08,0.55,0.63,0.61,0.37,0.125,0.875,0.969,0.594,1610612737,Hawks,34,40,74,0.6891891891891891,0.6973684210526315,0.7105263157894737,0.7280701754385965,0.5935672514619883,0.5,0.10526315789473684,3.334795321637427
236,1629667,Jalen McDaniels,1610612761,TOR,26.0,43,9.9,1.91,0.95,0.95,0.84,0.0,0.12,0.26,0.16,0.16,0.33,0.5,0.5,0.0,0.12,0.12,0.12,0.02,0.0,1.0,1.0,0.2,1610612761,Raptors,23,51,74,0.581081081081081,0.19883040935672514,0.5906432748538012,0.8947368421052632,0.8771929824561403,0.32456140350877194,0.8713450292397661,3.7573099415204676
239,1630188,Jalen Smith,1610612754,IND,24.0,54,17.5,4.7,3.26,1.44,0.43,0.02,1.7,3.74,0.15,0.13,0.28,0.533,0.467,0.56,0.76,1.31,1.26,0.85,0.423,0.577,0.958,0.648,1610612754,Pacers,42,33,75,0.72,0.5906432748538012,0.8187134502923976,0.7807017543859649,0.023391812865497075,0.8128654970760234,0.17543859649122806,3.2017543859649122
240,1630591,Jalen Suggs,1610612753,ORL,22.0,67,26.8,3.91,2.18,1.73,2.4,0.09,0.28,0.63,0.36,0.55,0.91,0.393,0.607,0.04,0.04,0.09,0.09,0.06,0.5,0.5,1.0,0.667,1610612753,Magic,43,31,74,0.9054054054054054,0.8201754385964912,0.4678362573099415,0.4619883040935672,0.9239766081871345,0.005847953216374269,0.9707602339181286,3.6505847953216377
241,1631114,Jalen Williams,1610612760,OKC,22.0,67,31.7,4.09,2.37,1.72,2.78,0.01,0.25,0.6,0.31,0.37,0.69,0.457,0.543,0.06,0.73,0.79,0.75,0.39,0.075,0.925,0.943,0.491,1610612760,Thunder,52,22,74,0.9054054054054054,0.4152046783625731,0.40058479532163743,0.2309941520467836,0.9122807017543859,0.6666666666666666,0.6052631578947368,3.2309941520467835
244,1627750,Jamal Murray,1610612743,DEN,27.0,54,32.1,5.61,2.8,2.81,1.89,0.02,0.26,0.59,0.3,0.35,0.65,0.457,0.543,0.02,0.17,0.19,0.19,0.06,0.1,0.9,1.0,0.3,1610612743,Nuggets,52,23,75,0.72,0.4824561403508772,0.5087719298245614,0.8508771929824561,0.5497076023391813,0.07602339181286549,0.5263157894736842,2.9941520467836256
247,201935,James Harden,1610612746,LAC,34.0,67,34.8,4.61,2.06,2.55,1.96,0.0,0.21,0.46,0.27,0.42,0.69,0.391,0.609,0.0,0.61,0.61,0.6,0.34,0.0,1.0,0.976,0.561,1610612746,Clippers,47,27,74,0.9054054054054054,0.19883040935672514,0.23391812865497075,0.6228070175438597,0.49707602339181284,0.5526315789473685,0.6345029239766082,2.7397660818713447
249,1630164,James Wiseman,1610612765,DET,23.0,55,16.1,6.4,5.05,1.35,0.18,0.0,2.82,6.36,0.16,0.09,0.25,0.643,0.357,0.44,0.65,1.09,1.04,0.75,0.4,0.6,0.966,0.695,1610612765,Pistons,13,61,74,0.7432432432432432,0.19883040935672514,0.9883040935672515,0.804093567251462,0.0029239766081871343,0.7953216374269005,0.06432748538011696,2.8538011695906436
253,1628991,Jaren Jackson Jr.,1610612763,MEM,24.0,64,32.1,8.39,6.19,2.2,2.66,0.03,1.75,4.28,0.42,0.3,0.72,0.587,0.413,0.11,0.81,0.92,0.86,0.41,0.119,0.881,0.948,0.448,1610612763,Grizzlies,24,50,74,0.8648648648648649,0.5423976608187134,0.8333333333333334,0.5467836257309941,0.8654970760233918,0.695906432748538,0.347953216374269,3.8318713450292403
255,1628386,Jarrett Allen,1610612739,CLE,25.0,70,31.6,9.76,7.63,2.13,1.56,0.0,4.03,9.57,0.46,0.26,0.71,0.64,0.36,0.29,1.69,1.97,1.87,1.16,0.145,0.855,0.97,0.6,1610612739,Cavaliers,45,30,75,0.9333333333333333,0.19883040935672514,0.9239766081871345,0.5116959064327485,0.39473684210526316,0.8859649122807017,0.23538011695906433,3.1505847953216373
260,1629637,Jaxson Hayes,1610612747,LAL,23.0,63,12.0,4.4,2.9,1.49,0.78,0.0,1.24,2.83,0.1,0.13,0.22,0.429,0.571,0.21,0.56,0.76,0.76,0.41,0.271,0.729,1.0,0.542,1610612747,Lakers,42,33,75,0.84,0.19883040935672514,0.9269005847953217,1.0,0.6578947368421053,0.8304093567251462,0.52046783625731,4.1345029239766085
262,1627759,Jaylen Brown,1610612738,BOS,27.0,66,33.6,4.17,2.03,2.14,1.77,0.02,0.24,0.61,0.61,0.52,1.12,0.541,0.459,0.14,0.77,0.91,0.86,0.45,0.15,0.85,0.983,0.517,1610612738,Celtics,58,16,74,0.8918918918918919,0.4678362573099415,0.24269005847953215,0.43859649122807015,0.43859649122807015,0.6637426900584795,0.8391812865497076,3.090643274853801
264,1631119,Jaylin Williams,1610612760,OKC,21.0,61,12.6,4.31,2.97,1.34,0.77,0.3,0.93,2.1,0.11,0.2,0.31,0.368,0.632,0.05,0.82,0.87,0.8,0.44,0.057,0.943,0.925,0.509,1610612760,Thunder,52,22,74,0.8243243243243243,1.0,0.9035087719298246,0.9590643274853801,0.5818713450292398,0.9502923976608187,0.8625730994152047,5.257309941520467
265,1628369,Jayson Tatum,1610612738,BOS,26.0,69,35.9,3.71,1.87,1.84,2.01,0.0,0.51,1.29,0.35,0.35,0.7,0.5,0.5,0.04,0.52,0.57,0.55,0.35,0.077,0.923,1.0,0.632,1610612738,Celtics,58,16,74,0.9324324324324325,0.19883040935672514,0.1608187134502924,0.19298245614035087,0.4853801169590643,0.4269005847953216,0.40350877192982454,1.8684210526315788
267,201145,Jeff Green,1610612745,HOU,37.0,70,16.6,4.29,2.63,1.66,0.5,0.03,1.21,2.91,0.11,0.1,0.21,0.533,0.467,0.0,0.61,0.61,0.57,0.1,0.0,1.0,0.952,0.167,1610612745,Rockets,38,36,74,0.9459459459459459,0.706140350877193,0.783625730994152,0.9269005847953217,0.05263157894736842,0.7777777777777778,0.07309941520467836,3.320175438596491
268,203924,Jerami Grant,1610612757,POR,30.0,54,33.9,3.83,2.11,1.72,1.72,0.07,0.28,0.63,0.24,0.31,0.56,0.433,0.567,0.0,0.72,0.72,0.67,0.09,0.0,1.0,0.947,0.132,1610612757,Trail Blazers,19,55,74,0.7297297297297297,0.7309941520467836,0.2631578947368421,0.18421052631578946,0.4093567251461988,0.6403508771929824,0.3157894736842105,2.543859649122807
270,1631110,Jeremy Sochan,1610612759,SAS,20.0,74,29.6,6.64,3.97,2.66,1.82,0.0,0.55,1.28,0.39,0.31,0.7,0.558,0.442,0.04,0.22,0.26,0.24,0.07,0.158,0.842,0.947,0.263,1610612759,Spurs,18,57,75,0.9866666666666667,0.19883040935672514,0.7485380116959064,0.8640350877192983,0.5906432748538012,0.14035087719298245,0.49122807017543857,3.033625730994152
271,1630579,Jericho Sims,1610612752,NYK,25.0,43,13.1,3.49,2.84,0.65,0.47,0.0,1.28,2.93,0.09,0.12,0.21,0.444,0.556,0.37,0.93,1.3,1.21,0.67,0.286,0.714,0.981,0.547,1610612752,Knicks,44,30,74,0.581081081081081,0.19883040935672514,0.8742690058479532,0.17251461988304093,0.12280701754385964,0.9766081871345029,0.3216374269005848,2.6666666666666665
275,1628975,Jevon Carter,1610612741,CHI,28.0,67,13.7,1.49,0.51,0.99,1.18,0.03,0.15,0.31,0.07,0.18,0.25,0.294,0.706,0.01,0.07,0.09,0.07,0.0,0.167,0.833,0.833,0.0,1610612741,Bulls,36,39,75,0.8933333333333333,0.7514619883040936,0.06140350877192982,0.5964912280701754,0.8918128654970761,0.07309941520467836,0.7368421052631579,3.111111111111111
276,202710,Jimmy Butler,1610612748,MIA,34.0,52,33.9,3.35,1.48,1.87,2.31,0.02,0.71,1.63,0.5,0.42,0.92,0.542,0.458,0.23,0.4,0.63,0.6,0.31,0.364,0.636,0.939,0.485,1610612748,Heat,41,33,74,0.7027027027027027,0.4649122807017544,0.09649122807017543,0.25146198830409355,0.7076023391812866,0.3128654970760234,0.6754385964912281,2.5087719298245617
277,1629111,Jock Landale,1610612745,HOU,28.0,48,12.1,3.85,3.04,0.81,0.5,0.0,2.23,5.25,0.15,0.08,0.23,0.636,0.364,0.4,0.65,1.04,0.96,0.48,0.38,0.62,0.979,0.489,1610612745,Rockets,38,36,74,0.6486486486486487,0.19883040935672514,0.935672514619883,0.49707602339181284,0.2134502923976608,0.8918128654970761,0.11403508771929824,2.850877192982456
279,204060,Joe Ingles,1610612753,ORL,36.0,60,17.2,0.88,0.25,0.63,0.98,0.0,0.35,0.73,0.1,0.15,0.25,0.4,0.6,0.07,0.22,0.28,0.27,0.18,0.235,0.765,1.0,0.688,1610612753,Magic,43,31,74,0.8108108108108109,0.19883040935672514,0.005847953216374269,0.038011695906432746,0.52046783625731,0.3508771929824561,0.2777777777777778,1.391812865497076
281,1628381,John Collins,1610612762,UTA,26.0,68,28.0,6.4,4.0,2.4,0.93,0.1,1.75,4.09,0.56,0.28,0.84,0.667,0.333,0.49,0.68,1.16,1.12,0.68,0.418,0.582,0.962,0.582,1610612762,Jazz,29,46,75,0.9066666666666666,0.8347953216374269,0.7631578947368421,0.8216374269005848,0.1023391812865497,0.6812865497076024,0.4342105263157895,3.6374269005847957
282,1629723,John Konchar,1610612763,MEM,28.0,55,21.3,3.75,2.09,1.65,1.82,0.09,0.44,1.05,0.22,0.42,0.64,0.343,0.657,0.05,0.24,0.29,0.29,0.07,0.188,0.813,1.0,0.25,1610612763,Grizzlies,24,50,74,0.7432432432432432,0.8830409356725146,0.5994152046783626,0.7017543859649122,0.8801169590643275,0.28362573099415206,0.9678362573099415,4.315789473684211
283,1631098,Johnny Davis,1610612764,WAS,22.0,44,11.3,1.14,0.75,0.39,0.8,0.0,0.09,0.2,0.09,0.11,0.2,0.444,0.556,0.0,0.14,0.14,0.14,0.05,0.0,1.0,1.0,0.333,1610612764,Wizards,14,61,75,0.5866666666666667,0.19883040935672514,0.30116959064327486,0.023391812865497075,0.7543859649122807,0.3362573099415205,0.39766081871345027,2.0116959064327484
285,202685,Jonas Valanciunas,1610612740,NOP,31.0,74,24.0,6.51,5.11,1.41,0.59,0.0,2.43,5.45,0.24,0.3,0.54,0.45,0.55,1.09,1.72,2.81,2.62,1.89,0.389,0.611,0.96,0.693,1610612740,Pelicans,45,29,74,1.0,0.19883040935672514,0.868421052631579,0.34502923976608185,0.02631578947368421,0.97953216374269,0.6812865497076024,3.0994152046783627
286,1628371,Jonathan Isaac,1610612753,ORL,26.0,51,15.3,3.59,2.94,0.65,1.37,0.0,0.55,1.24,0.2,0.25,0.45,0.435,0.565,0.29,0.73,1.02,0.96,0.65,0.288,0.712,1.0,0.673,1610612753,Magic,43,31,74,0.6891891891891891,0.19883040935672514,0.8304093567251462,0.08187134502923976,0.9210526315789473,0.8421052631578947,0.8830409356725146,3.757309941520468
287,1630228,Jonathan Kuminga,1610612744,GSW,21.0,70,26.3,4.94,3.0,1.94,1.19,0.0,0.61,1.56,0.33,0.37,0.7,0.469,0.531,0.13,0.51,0.64,0.6,0.24,0.2,0.8,0.955,0.386,1610612744,Warriors,40,34,74,0.9459459459459459,0.19883040935672514,0.6783625730994152,0.6345029239766082,0.28362573099415206,0.5994152046783626,0.783625730994152,3.1783625730994154
289,203903,Jordan Clarkson,1610612762,UTA,31.0,55,30.6,2.8,1.09,1.71,1.31,0.0,0.71,1.69,0.24,0.29,0.53,0.448,0.552,0.0,0.38,0.38,0.38,0.09,0.0,1.0,1.0,0.238,1610612762,Jazz,29,46,75,0.7333333333333333,0.19883040935672514,0.05263157894736842,0.2777777777777778,0.2309941520467836,0.34210526315789475,0.36257309941520466,1.4649122807017543
291,1630692,Jordan Goodwin,1610612763,MEM,25.0,50,16.7,2.12,1.18,0.94,1.78,0.0,0.24,0.52,0.3,0.42,0.72,0.417,0.583,0.04,0.26,0.3,0.26,0.12,0.133,0.867,0.867,0.4,1610612763,Grizzlies,24,50,74,0.6756756756756757,0.19883040935672514,0.3538011695906433,0.29239766081871343,0.9707602339181286,0.45614035087719296,0.9941520467836257,3.266081871345029
292,1641722,Jordan Hawkins,1610612740,NOP,21.0,63,17.9,3.08,1.21,1.87,0.37,0.02,0.21,0.43,0.24,0.11,0.35,0.682,0.318,0.0,0.19,0.19,0.19,0.05,0.0,1.0,1.0,0.25,1610612740,Pelicans,45,29,74,0.8513513513513513,0.5789473684210527,0.31871345029239767,0.9502923976608187,0.014619883040935672,0.2631578947368421,0.08187134502923976,2.2076023391812867
293,1629162,Jordan McLaughlin,1610612750,MIN,27.0,48,10.5,1.19,0.69,0.5,1.19,0.04,0.19,0.42,0.15,0.23,0.38,0.389,0.611,0.0,0.15,0.15,0.15,0.04,0.0,1.0,1.0,0.286,1610612750,Timberwolves,51,23,74,0.6486486486486487,0.8450292397660819,0.2953216374269006,0.13157894736842105,0.97953216374269,0.41228070175438597,0.97953216374269,3.6432748538011697
295,1629670,Jordan Nwora,1610612761,TOR,25.0,45,12.9,1.67,1.04,0.62,0.64,0.02,0.04,0.11,0.13,0.2,0.33,0.4,0.6,0.02,0.09,0.11,0.09,0.04,0.2,0.8,0.8,0.4,1610612761,Raptors,23,51,74,0.6081081081081081,0.6710526315789473,0.4590643274853801,0.14035087719298245,0.40058479532163743,0.11988304093567251,0.8421052631578947,2.633040935672515
296,1629673,Jordan Poole,1610612764,WAS,24.0,73,29.7,3.18,1.29,1.89,1.75,0.01,0.25,0.55,0.22,0.4,0.62,0.356,0.644,0.01,0.08,0.1,0.1,0.03,0.143,0.857,1.0,0.286,1610612764,Wizards,14,61,75,0.9733333333333334,0.42105263157894735,0.0935672514619883,0.43567251461988304,0.5526315789473685,0.014619883040935672,0.7543859649122807,2.2719298245614037
298,1630631,Jose Alvarado,1610612740,NOP,25.0,51,17.8,1.27,0.43,0.84,2.12,0.02,0.14,0.33,0.24,0.31,0.55,0.429,0.571,0.0,0.33,0.33,0.31,0.08,0.0,1.0,0.941,0.235,1610612740,Pelicans,45,29,74,0.6891891891891891,0.5833333333333334,0.02046783625730994,0.11988304093567251,0.9853801169590644,0.5862573099415205,0.9122807017543859,3.207602339181287
299,1630581,Josh Giddey,1610612760,OKC,21.0,73,24.8,3.99,1.96,2.03,1.05,0.0,0.34,0.7,0.4,0.3,0.7,0.569,0.431,0.03,0.25,0.27,0.26,0.08,0.1,0.9,1.0,0.316,1610612760,Thunder,52,22,74,0.9864864864864865,0.19883040935672514,0.4415204678362573,0.7777777777777778,0.2222222222222222,0.23976608187134502,0.6388888888888888,2.519005847953216
300,1630182,Josh Green,1610612742,DAL,23.0,54,26.6,2.85,1.65,1.2,1.67,0.04,0.7,1.65,0.57,0.3,0.87,0.66,0.34,0.0,0.33,0.33,0.31,0.11,0.0,1.0,1.0,0.353,1610612742,Mavericks,45,29,74,0.7297297297297297,0.6608187134502924,0.2543859649122807,0.1023391812865497,0.6052631578947368,0.3391812865497076,0.5672514619883041,2.5292397660818713
301,1628404,Josh Hart,1610612752,NYK,29.0,73,33.0,4.45,1.75,2.7,1.88,0.08,0.71,1.73,0.55,0.51,1.05,0.519,0.481,0.05,0.21,0.26,0.25,0.15,0.211,0.789,0.947,0.579,1610612752,Knicks,44,30,74,0.9864864864864865,0.7631578947368421,0.1695906432748538,0.7748538011695907,0.5175438596491229,0.0935672514619883,0.8362573099415205,3.154970760233918
303,1629006,Josh Okogie,1610612756,PHX,25.0,56,16.9,2.3,1.29,1.02,1.63,0.05,0.36,0.79,0.45,0.38,0.82,0.543,0.457,0.14,0.2,0.34,0.3,0.21,0.421,0.579,0.944,0.667,1610612756,Suns,43,31,74,0.7567567567567568,0.7953216374269005,0.41812865497076024,0.3713450292397661,0.9385964912280702,0.3157894736842105,0.9824561403508771,3.8216374269005846
304,1626196,Josh Richardson,1610612748,MIA,30.0,43,25.6,3.19,1.44,1.74,1.42,0.02,0.33,0.77,0.09,0.26,0.35,0.267,0.733,0.05,0.19,0.23,0.21,0.07,0.2,0.8,0.9,0.3,1610612748,Heat,41,33,74,0.581081081081081,0.5116959064327485,0.20175438596491227,0.5321637426900585,0.47953216374269003,0.13742690058479531,0.4517543859649123,2.3143274853801166
306,201950,Jrue Holiday,1610612738,BOS,33.0,63,33.2,5.1,2.44,2.65,2.35,0.1,0.51,1.27,0.4,0.4,0.79,0.5,0.5,0.05,0.67,0.71,0.65,0.25,0.067,0.933,0.953,0.372,1610612738,Celtics,58,16,74,0.8513513513513513,0.8011695906432749,0.38596491228070173,0.7368421052631579,0.7514619883040936,0.6286549707602339,0.6286549707602339,3.932748538011696
309,1630577,Julian Champagnie,1610612759,SAS,22.0,67,18.5,3.04,1.66,1.39,1.18,0.0,0.18,0.46,0.12,0.34,0.46,0.258,0.742,0.0,0.39,0.39,0.37,0.19,0.0,1.0,0.962,0.5,1610612759,Spurs,18,57,75,0.8933333333333333,0.19883040935672514,0.5263157894736842,0.6666666666666666,0.6169590643274854,0.6345029239766082,0.9444444444444444,3.5877192982456148
310,1641763,Julian Phillips,1610612741,CHI,20.0,40,8.1,1.13,0.55,0.58,0.53,0.05,0.0,0.0,0.08,0.05,0.13,0.6,0.4,0.03,0.13,0.15,0.15,0.05,0.167,0.833,1.0,0.333,1610612741,Bulls,36,39,75,0.5333333333333333,0.9385964912280702,0.32456140350877194,0.5906432748538012,0.672514619883041,0.49415204678362573,0.08771929824561403,3.1081871345029235
311,1631124,Julian Strawther,1610612743,DEN,21.0,45,11.7,1.71,1.11,0.6,0.76,0.02,0.16,0.38,0.07,0.11,0.18,0.375,0.625,0.0,0.31,0.31,0.31,0.09,0.0,1.0,1.0,0.286,1610612743,Nuggets,52,23,75,0.6,0.6812865497076024,0.5730994152046783,0.19883040935672514,0.6549707602339181,0.7134502923976608,0.35964912280701755,3.181286549707602
312,203944,Julius Randle,1610612752,NYK,29.0,46,35.4,5.37,2.43,2.93,1.07,0.0,1.04,2.43,0.52,0.28,0.8,0.649,0.351,0.46,0.46,0.91,0.91,0.59,0.5,0.5,1.0,0.643,1610612752,Knicks,44,30,74,0.6216216216216216,0.19883040935672514,0.3304093567251462,0.7894736842105263,0.05555555555555555,0.3538011695906433,0.21052631578947367,1.9385964912280702
314,203200,Justin Holiday,1610612743,DEN,34.0,51,14.6,1.73,1.04,0.69,1.1,0.0,0.04,0.1,0.1,0.24,0.33,0.294,0.706,0.0,0.16,0.16,0.16,0.04,0.0,1.0,1.0,0.25,1610612743,Nuggets,52,23,75,0.68,0.19883040935672514,0.36257309941520466,0.12280701754385964,0.7982456140350878,0.26900584795321636,0.8888888888888888,2.6403508771929824
317,203994,Jusuf Nurkic,1610612756,PHX,29.0,69,27.1,7.36,6.25,1.12,2.1,0.01,4.43,9.8,0.49,0.33,0.83,0.596,0.404,1.23,2.1,3.33,3.16,2.16,0.37,0.63,0.965,0.659,1610612756,Suns,43,31,74,0.9324324324324325,0.4327485380116959,0.8947368421052632,0.07602339181286549,0.8245614035087719,0.9853801169590644,0.6549707602339181,3.8684210526315788
318,1630231,KJ Martin,1610612755,PHI,23.0,56,11.9,1.63,1.02,0.61,0.63,0.0,0.5,1.18,0.16,0.11,0.27,0.6,0.4,0.02,0.16,0.18,0.16,0.04,0.1,0.9,0.9,0.2,1610612755,76ers,40,35,75,0.7466666666666667,0.19883040935672514,0.49415204678362573,0.195906432748538,0.45321637426900585,0.3654970760233918,0.3333333333333333,2.0409356725146197
320,1626157,Karl-Anthony Towns,1610612750,MIN,28.0,60,32.8,7.45,4.73,2.72,1.35,0.02,0.98,2.18,0.47,0.37,0.83,0.56,0.44,0.32,1.03,1.35,1.27,0.88,0.235,0.765,0.974,0.679,1610612750,Timberwolves,51,23,74,0.8108108108108109,0.47953216374269003,0.7690058479532164,0.7953216374269005,0.2046783625730994,0.7397660818713451,0.5701754385964912,3.5584795321637426
321,202695,Kawhi Leonard,1610612746,LAC,32.0,68,34.3,5.41,2.9,2.51,2.82,0.04,0.49,1.09,0.54,0.63,1.18,0.463,0.538,0.03,0.74,0.76,0.74,0.28,0.038,0.962,0.962,0.365,1610612746,Clippers,47,27,74,0.918918918918919,0.5964912280701754,0.48830409356725146,0.6140350877192983,0.8596491228070176,0.6461988304093568,0.9415204678362573,4.146198830409356
322,1631099,Keegan Murray,1610612758,SAC,23.0,69,33.3,5.49,3.9,1.59,1.64,0.17,0.36,0.88,0.32,0.48,0.8,0.4,0.6,0.1,0.68,0.78,0.74,0.29,0.13,0.87,0.981,0.385,1610612758,Kings,43,31,74,0.9324324324324325,0.9122807017543859,0.6812865497076024,0.13450292397660818,0.391812865497076,0.631578947368421,0.7894736842105263,3.54093567251462
323,1628966,Keita Bates-Diop,1610612751,BKN,28.0,53,12.5,2.45,1.51,0.94,0.68,0.0,0.32,0.79,0.17,0.11,0.28,0.6,0.4,0.02,0.19,0.21,0.21,0.08,0.091,0.909,1.0,0.364,1610612751,Nets,29,46,75,0.7066666666666667,0.19883040935672514,0.6988304093567251,0.6695906432748538,0.47368421052631576,0.4473684210526316,0.2894736842105263,2.7777777777777777
324,1629640,Keldon Johnson,1610612759,SAS,24.0,68,29.6,3.68,1.94,1.74,1.35,0.03,0.29,0.66,0.44,0.21,0.65,0.682,0.318,0.13,0.51,0.65,0.56,0.21,0.205,0.795,0.974,0.359,1610612759,Spurs,18,57,75,0.9066666666666666,0.5584795321637427,0.2894736842105263,0.347953216374269,0.29678362573099415,0.5467836257309941,0.14035087719298245,2.179824561403509
325,203482,Kelly Olynyk,1610612761,TOR,32.0,72,22.0,4.19,2.6,1.6,2.25,0.13,1.47,3.44,0.29,0.17,0.46,0.636,0.364,0.31,0.57,0.88,0.83,0.56,0.349,0.651,0.952,0.635,1610612761,Raptors,23,51,74,0.972972972972973,0.9298245614035088,0.6842105263157895,0.6111111111111112,0.956140350877193,0.7046783625730995,0.20175438596491227,4.087719298245615
