seas_id,season,player_id,player,pos,tm,g,mp,pg_percent,sg_percent,sf_percent,pf_percent,c_percent,position,value,ht_ft,ht_in,wt,full_in_ht,position_2
30076,2022,4102,Justin Holiday,SF,IND,49,1416,0,10,77,12,1,wing_big_percent,89,6,6,180,78,wing
30077,2022,4102,Justin Holiday,SG,SAC,25,641,0,64,32,4,0,wing_small_percent,96,6,6,180,78,wing
30079,2022,4528,Justin Jackson,SF,BOS,1,2,0,0,0,100,0,wing_big_percent,100,NA,NA,NA,NA,wing
30079,2022,4528,Justin Jackson,SF,BOS,1,2,0,0,0,100,0,big_percent,100,NA,NA,NA,NA,big
30080,2022,4528,Justin Jackson,SF,PHO,6,35,0,46,24,30,0,wing_small_percent,70,NA,NA,NA,NA,wing
30082,2022,4741,Justin Robinson,PG,MIL,17,198,100,0,0,0,0,guard_percent,100,NA,NA,NA,NA,guard
30083,2022,4741,Justin Robinson,PG,SAC,3,15,100,0,0,0,0,guard_percent,100,NA,NA,NA,NA,guard
30084,2022,4741,Justin Robinson,PG,DET,5,91,55,45,0,0,0,guard_percent,100,NA,NA,NA,NA,guard
30086,2022,4338,Justise Winslow,SF,LAC,37,479,0,0,8,72,20,big_percent,92,6,6,222,78,big
30087,2022,4338,Justise Winslow,SF,POR,11,295,0,0,24,76,0,wing_big_percent,100,6,6,222,78,wing
30088,2022,4267,Jusuf Nurkić,C,POR,56,1579,0,0,0,0,100,big_percent,100,6,11,290,83,big
30090,2022,4743,Juwan Morgan,PF,TOR,1,27,0,0,47,53,0,wing_big_percent,100,NA,NA,NA,NA,wing
30091,2022,4743,Juwan Morgan,PF,BOS,1,4,0,0,100,0,0,wing_small_percent,100,NA,NA,NA,NA,wing
30091,2022,4743,Juwan Morgan,PF,BOS,1,4,0,0,100,0,0,wing_big_percent,100,NA,NA,NA,NA,wing
30092,2022,4974,Kai Jones,C,CHO,21,63,0,0,9,50,41,big_percent,91,6,11,218,83,big
30093,2022,4339,Karl-Anthony Towns,C,MIN,74,2476,0,0,0,0,100,big_percent,100,6,11,248,83,big
30094,2022,4975,Keifer Sykes,PG,IND,32,566,100,0,0,0,0,guard_percent,100,NA,NA,NA,NA,guard
30095,2022,4646,Keita Bates-Diop,SF,SAS,59,956,0,0,18,78,4,wing_big_percent,96,6,8,229,80,wing
30097,2022,4744,Kelan Martin,SF,IND,27,444,0,3,68,28,1,wing_big_percent,96,NA,NA,NA,NA,wing
30098,2022,4744,Kelan Martin,SF,BOS,3,6,0,51,49,0,0,wing_small_percent,100,NA,NA,NA,NA,wing
30099,2022,4745,Keldon Johnson,SF,SAS,75,2392,0,2,41,56,1,wing_big_percent,97,6,5,220,77,wing
30100,2022,4853,Keljin Blevins,SF,POR,31,349,0,18,41,41,0,wing_big_percent,82,6,4,200,76,wing
30101,2022,4177,Kelly Olynyk,C,DET,40,764,0,0,0,0,100,big_percent,100,6,11,240,83,big
30102,2022,4341,Kelly Oubre Jr.,SF,CHO,76,1999,1,33,61,6,0,wing_small_percent,94,6,7,203,79,wing
30103,2022,4034,Kemba Walker,PG,NYK,37,948,100,0,0,0,0,guard_percent,100,6,0,184,72,guard
30104,2022,4647,Kenrich Williams,SF,OKC,49,1072,0,3,62,34,1,wing_big_percent,96,6,6,210,78,wing
30105,2022,4104,Kent Bazemore,SF,LAL,39,545,0,17,65,18,0,wing_big_percent,83,6,4,195,76,wing
30106,2022,4178,Kentavious Caldwell-Pope,SG,WAS,77,2329,10,43,47,0,0,wing_small_percent,90,6,5,204,77,wing
30107,2022,4854,Kenyon Martin Jr.,SF,HOU,79,1656,0,0,11,81,9,wing_big_percent,92,6,6,215,78,wing
30109,2022,4976,Keon Johnson,SG,LAC,15,135,45,55,1,0,0,guard_percent,100,6,5,186,77,guard
30110,2022,4976,Keon Johnson,SG,POR,22,562,10,67,22,0,0,wing_small_percent,89,6,5,186,77,wing
30111,2022,4977,Kessler Edwards,SF,BRK,48,987,0,3,42,53,2,wing_big_percent,95,6,8,215,80,wing
30112,2022,3770,Kevin Durant,PF,BRK,55,2047,0,0,2,71,27,big_percent,98,6,10,240,82,big
30113,2022,4648,Kevin Huerter,SG,ATL,74,2188,0,90,9,0,0,wing_small_percent,99,6,7,190,79,wing
30115,2022,4649,Kevin Knox,SF,NYK,13,111,0,0,26,72,1,wing_big_percent,98,6,7,215,79,wing
30116,2022,4649,Kevin Knox,SF,ATL,17,111,0,25,33,42,0,wing_big_percent,75,6,7,215,79,wing
30117,2022,3830,Kevin Love,PF,CLE,74,1665,0,0,22,70,8,wing_big_percent,92,6,8,251,80,wing
30118,2022,4978,Kevin Pangos,PG,CLE,24,166,93,7,0,0,0,guard_percent,100,NA,NA,NA,NA,guard
30119,2022,4748,Kevin Porter Jr.,PG,HOU,61,1907,94,6,0,0,0,guard_percent,100,6,4,203,76,guard
30120,2022,4342,Kevon Looney,C,GSW,82,1732,0,0,0,1,99,big_percent,100,6,9,222,81,big
30121,2022,4531,Khem Birch,C,TOR,55,991,0,0,0,0,100,big_percent,100,6,9,233,81,big
30122,2022,4107,Khris Middleton,SF,MIL,66,2141,0,10,58,30,2,wing_big_percent,88,6,7,222,79,wing
30123,2022,4855,Killian Hayes,PG,DET,66,1647,66,32,2,0,0,guard_percent,98,6,5,195,77,guard
30124,2022,4856,Killian Tillie,C,MEM,36,461,0,0,0,28,73,big_percent,101,6,9,220,81,big
30125,2022,4857,Kira Lewis Jr.,PG,NOP,24,341,92,8,0,0,0,guard_percent,100,6,1,170,73,guard
30126,2022,4036,Klay Thompson,SG,GSW,32,941,1,49,46,4,0,wing_small_percent,95,6,6,215,78,wing
30127,2022,4421,Kris Dunn,PG,POR,15,336,72,28,0,0,0,guard_percent,100,6,3,205,75,guard
30129,2022,4343,Kristaps Porziņģis,PF,DAL,34,1002,0,0,0,39,61,big_percent,100,7,3,240,87,big
30130,2022,4343,Kristaps Porziņģis,PF,WAS,17,479,0,0,0,3,97,big_percent,100,7,3,240,87,big
30131,2022,4271,Kyle Anderson,PF,MEM,69,1484,0,0,8,62,30,big_percent,92,6,9,230,81,big
30132,2022,4751,Kyle Guy,SG,MIA,19,186,50,50,0,0,0,guard_percent,100,NA,NA,NA,NA,guard
30133,2022,4534,Kyle Kuzma,PF,WAS,66,2204,0,0,3,85,12,big_percent,97,6,9,221,81,big
30134,2022,3685,Kyle Lowry,PG,MIA,63,2133,100,0,0,0,0,guard_percent,100,6,0,196,72,guard
30135,2022,4037,Kyrie Irving,PG,BRK,29,1091,48,52,0,0,0,guard_percent,100,6,2,195,74,guard
30136,2022,4752,KZ Okpala,PF,MIA,21,244,0,0,1,56,43,big_percent,99,NA,NA,NA,NA,big
30137,2022,4858,Lamar Stevens,PF,CLE,63,1015,0,21,57,22,0,wing_big_percent,79,6,6,230,78,wing
30138,2022,3686,LaMarcus Aldridge,C,BRK,47,1050,0,0,0,0,100,big_percent,100,6,11,250,83,big
30139,2022,4859,LaMelo Ball,PG,CHO,75,2422,94,6,0,0,0,guard_percent,100,6,7,180,79,guard
30141,2022,3954,Lance Stephenson,SF,ATL,6,70,0,28,48,24,0,wing_small_percent,76,6,6,230,78,wing
30142,2022,3954,Lance Stephenson,SG,IND,40,744,8,28,36,27,1,wing_small_percent,64,6,6,230,78,wing
30143,2022,4652,Landry Shamet,SG,PHO,69,1437,3,84,13,0,0,wing_small_percent,97,6,4,190,76,wing
30145,2022,4272,Langston Galloway,SG,BRK,4,58,4,57,38,0,0,wing_small_percent,95,NA,NA,NA,NA,wing
30146,2022,4272,Langston Galloway,SG,MIL,3,49,100,0,0,0,0,guard_percent,100,NA,NA,NA,NA,guard
30148,2022,4345,Larry Nance Jr.,PF,POR,37,858,0,0,0,48,52,big_percent,100,6,7,245,79,big
30149,2022,4345,Larry Nance Jr.,PF,NOP,9,182,0,0,0,65,35,big_percent,100,6,7,245,79,big
30150,2022,4535,Lauri Markkanen,PF,CLE,61,1878,0,0,0,57,43,big_percent,100,7,0,240,84,big
30151,2022,4979,Leandro Bolmaro,SF,MIN,35,241,0,30,56,15,0,wing_small_percent,86,6,6,200,78,wing
30152,2022,3463,LeBron James,SF,LAL,56,2084,0,0,28,66,5,wing_big_percent,94,6,9,250,81,wing
30153,2022,4980,Lindell Wigginton,PG,MIL,19,199,75,25,0,0,0,guard_percent,100,6,2,189,74,guard
30154,2022,4981,Lindy Waters III,SG,OKC,25,465,9,42,45,4,0,wing_small_percent,87,6,6,215,78,wing
30155,2022,4653,Lonnie Walker,SG,SAS,70,1612,6,61,33,1,0,wing_small_percent,94,6,4,204,76,wing
30156,2022,4537,Lonzo Ball,PG,CHI,35,1212,82,18,0,0,0,guard_percent,100,6,6,190,78,guard
30157,2022,3619,Lou Williams,PG,ATL,56,799,84,16,0,0,0,guard_percent,100,6,1,175,73,guard
30158,2022,4753,Louis King,SF,SAC,10,104,0,8,56,35,1,wing_big_percent,91,NA,NA,NA,NA,wing
30159,2022,4754,Luguentz Dort,SF,OKC,51,1665,1,16,65,19,0,wing_big_percent,84,6,3,215,75,wing
30160,2022,4654,Luka Dončić,PG,DAL,65,2301,25,68,7,0,0,guard_percent,93,6,7,230,79,guard
30161,2022,4982,Luka Garza,C,DET,32,389,0,0,0,1,99,big_percent,100,6,11,235,83,big
30162,2022,4538,Luke Kennard,SG,LAC,70,1919,21,74,5,0,0,guard_percent,95,6,5,206,77,guard
30164,2022,4539,Luke Kornet,C,CLE,2,15,0,0,0,13,87,big_percent,100,7,2,250,86,big
30165,2022,4539,Luke Kornet,C,MIL,1,3,0,0,0,0,100,big_percent,100,7,2,250,86,big
30166,2022,4539,Luke Kornet,C,BOS,12,85,0,0,0,0,100,big_percent,100,7,2,250,86,big
30167,2022,4983,M.J. Walker,SG,PHO,2,8,0,65,35,0,0,wing_small_percent,100,NA,NA,NA,NA,wing
30169,2022,4984,Mac McClung,PG,CHI,1,3,0,100,0,0,0,guard_percent,100,NA,NA,NA,NA,guard
30169,2022,4984,Mac McClung,PG,CHI,1,3,0,100,0,0,0,wing_small_percent,100,NA,NA,NA,NA,wing
30170,2022,4984,Mac McClung,SG,LAL,1,22,65,36,0,0,0,guard_percent,101,NA,NA,NA,NA,guard
30171,2022,4860,Malachi Flynn,PG,TOR,44,537,100,0,0,0,0,guard_percent,100,6,1,175,73,guard
30172,2022,4424,Malcolm Brogdon,PG,IND,36,1206,60,38,3,0,0,guard_percent,98,6,5,229,77,guard
30174,2022,4985,Malcolm Hill,SG,ATL,3,46,0,24,65,11,0,wing_small_percent,89,6,6,220,78,wing
30175,2022,4985,Malcolm Hill,SF,CHI,16,166,0,5,63,32,0,wing_big_percent,95,6,6,220,78,wing
30176,2022,4426,Malik Beasley,SG,MIN,79,1976,15,76,10,0,0,guard_percent,91,6,4,187,76,guard
30178,2022,4861,Malik Fitts,PF,UTA,7,35,0,0,0,67,33,big_percent,100,6,8,230,80,big
30179,2022,4861,Malik Fitts,PF,BOS,8,28,0,0,0,94,6,big_percent,100,6,8,230,80,big
30180,2022,4541,Malik Monk,SG,LAL,76,2139,21,55,24,0,0,wing_small_percent,79,6,3,200,75,wing
30181,2022,4756,Malik Newman,PG,CLE,1,8,100,0,0,0,0,guard_percent,100,NA,NA,NA,NA,guard
30182,2022,4862,Mamadi Diakite,PF,OKC,13,188,0,0,0,10,90,big_percent,100,NA,NA,NA,NA,big
30183,2022,4986,Marcus Garrett,SG,MIA,12,128,2,62,36,1,0,wing_small_percent,98,NA,NA,NA,NA,wing
30184,2022,4042,Marcus Morris,PF,LAC,54,1564,0,0,45,48,7,wing_big_percent,93,6,8,218,80,wing
30185,2022,4275,Marcus Smart,PG,BOS,71,2296,100,0,0,0,0,guard_percent,100,6,3,220,75,guard
30186,2022,4544,Markelle Fultz,PG,ORL,18,360,69,30,1,0,0,guard_percent,99,6,3,209,75,guard
30187,2022,4043,Markieff Morris,PF,MIA,17,298,0,0,0,76,24,big_percent,100,6,9,245,81,big
30188,2022,4987,Marko Simonovic,C,CHI,9,35,0,0,0,8,92,big_percent,100,6,11,216,83,big
30189,2022,4863,Markus Howard,SG,DEN,31,176,14,61,25,0,0,guard_percent,86,5,10,175,70,guard
30190,2022,4428,Marquese Chriss,PF,DAL,34,346,0,0,2,31,67,big_percent,98,6,9,240,81,big
30192,2022,4656,Marvin Bagley III,PF,SAC,30,656,0,0,0,78,22,big_percent,100,6,11,235,83,big
30193,2022,4656,Marvin Bagley III,PF,DET,18,490,0,0,0,60,40,big_percent,100,6,11,235,83,big
30194,2022,4864,Mason Jones,SG,LAL,4,51,4,72,24,0,0,wing_small_percent,96,6,4,200,76,wing
30195,2022,4180,Mason Plumlee,C,CHO,73,1793,0,0,0,0,100,big_percent,100,6,11,254,83,big
30196,2022,4760,Matisse Thybulle,SG,PHI,66,1685,3,59,36,2,0,wing_small_percent,95,6,5,201,77,wing
30197,2022,4761,Matt Mooney,SG,NYK,1,2,100,0,0,0,0,guard_percent,100,NA,NA,NA,NA,guard
30198,2022,4988,Matt Ryan,SF,BOS,1,5,0,52,48,0,0,wing_small_percent,100,6,7,215,79,wing
30199,2022,4762,Matt Thomas,SG,CHI,40,459,47,49,3,0,0,guard_percent,96,6,4,190,76,guard
30200,2022,4115,Maurice Harkless,SF,SAC,47,863,0,2,75,24,0,wing_big_percent,99,6,7,220,79,wing
30201,2022,4763,Max Strus,SF,MIA,68,1587,0,15,47,37,0,wing_big_percent,84,6,5,215,77,wing
30202,2022,4547,Maxi Kleber,PF,DAL,59,1450,0,0,0,53,48,big_percent,101,6,10,240,82,big
30203,2022,4989,McKinley Wright IV,PG,MIN,5,19,77,23,0,0,0,guard_percent,100,6,0,196,72,guard
30204,2022,4657,Melvin Frazier,SG,OKC,3,120,11,89,0,0,0,guard_percent,100,6,5,215,77,guard
30205,2022,4990,Micah Potter,C,DET,3,31,0,0,0,0,100,big_percent,100,NA,NA,NA,NA,big
30206,2022,4766,Michael Porter Jr.,SF,DEN,9,265,0,0,91,9,0,wing_big_percent,100,6,10,218,82,wing
30207,2022,4658,Mikal Bridges,SF,PHO,82,2854,0,8,88,3,0,wing_small_percent,96,6,6,209,78,wing
30208,2022,3779,Mike Conley,PG,UTA,72,2058,100,0,0,0,0,guard_percent,100,6,1,175,73,guard
30209,2022,4183,Mike Muscala,C,OKC,43,592,0,0,0,0,100,big_percent,100,6,10,240,82,big
30210,2022,4659,Miles Bridges,PF,CHO,80,2837,0,0,21,69,10,wing_big_percent,90,6,6,225,78,wing
30211,2022,4991,Miles McBride,PG,NYK,40,372,98,2,0,0,0,guard_percent,100,6,2,200,74,guard
30212,2022,4661,Mitchell Robinson,C,NYK,72,1848,0,0,0,0,100,big_percent,100,7,0,240,84,big
30213,2022,4767,Miye Oni,SG,UTA,16,44,0,10,84,6,0,wing_small_percent,94,NA,NA,NA,NA,wing
30214,2022,4662,Mo Bamba,C,ORL,71,1824,0,0,0,1,99,big_percent,100,7,0,231,84,big
30215,2022,4551,Monte Morris,PG,DEN,75,2239,91,9,0,0,0,guard_percent,100,6,2,183,74,guard
30217,2022,4349,Montrezl Harrell,C,WAS,46,1117,0,0,0,0,100,big_percent,100,6,7,240,79,big
30218,2022,4349,Montrezl Harrell,C,CHO,25,524,0,0,0,7,93,big_percent,100,6,7,240,79,big
30219,2022,4663,Moritz Wagner,C,ORL,63,959,0,0,0,31,70,big_percent,101,6,11,245,83,big
30221,2022,4768,Moses Brown,C,DAL,26,169,0,0,0,2,98,big_percent,100,7,2,245,86,big
30222,2022,4768,Moses Brown,C,CLE,14,176,0,0,0,0,100,big_percent,100,7,2,245,86,big
30223,2022,4992,Moses Moody,SG,GSW,52,607,0,43,51,6,0,wing_small_percent,94,6,6,205,78,wing
30225,2022,4993,Moses Wright,PF,LAC,1,1,0,0,0,0,100,big_percent,100,6,9,233,81,big
30226,2022,4993,Moses Wright,PF,DAL,3,13,0,16,59,25,0,wing_big_percent,84,6,9,233,81,wing
30228,2022,4769,Mychal Mulder,PG,ORL,15,195,84,16,0,0,0,guard_percent,100,6,3,184,75,guard
30229,2022,4769,Mychal Mulder,PG,MIA,2,44,100,0,0,0,0,guard_percent,100,6,3,184,75,guard
30230,2022,4994,Myles Powell,PG,PHI,11,52,100,0,0,0,0,guard_percent,100,6,2,195,74,guard
30231,2022,4350,Myles Turner,C,IND,42,1235,0,0,0,0,100,big_percent,100,6,11,250,83,big
30232,2022,4865,Naji Marshall,SF,NOP,55,735,0,24,56,20,1,wing_small_percent,80,6,7,220,79,wing
30233,2022,4770,Nassir Little,SF,POR,42,1088,0,0,64,35,0,wing_big_percent,99,6,5,220,77,wing
30234,2022,4867,Nate Hinton,SG,IND,2,2,0,100,0,0,0,guard_percent,100,6,5,210,77,guard
30234,2022,4867,Nate Hinton,SG,IND,2,2,0,100,0,0,0,wing_small_percent,100,6,5,210,77,wing
30235,2022,4868,Nathan Knight,PF,MIN,37,267,0,0,0,27,73,big_percent,100,6,10,253,82,big
30236,2022,4771,Naz Reid,C,MIN,77,1215,0,0,0,7,93,big_percent,100,6,9,264,81,big
30237,2022,4995,Neemias Queta,C,SAC,14,120,0,0,0,0,100,big_percent,100,7,0,245,84,big
30238,2022,4351,Nemanja Bjelica,C,GSW,71,1142,0,0,0,0,100,big_percent,100,6,10,234,82,big
30239,2022,4278,Nerlens Noel,C,NYK,25,562,0,0,0,0,100,big_percent,100,6,11,220,83,big
30240,2022,4869,Nick Richards,C,CHO,50,367,0,0,0,0,100,big_percent,100,7,0,245,84,big
30242,2022,4772,Nickeil Alexander-Walker,SG,NOP,50,1317,4,40,42,15,0,wing_small_percent,82,6,6,205,78,wing
30243,2022,4772,Nickeil Alexander-Walker,SG,UTA,15,149,0,61,38,1,0,wing_small_percent,99,6,6,205,78,wing
30244,2022,3841,Nicolas Batum,PF,LAC,59,1462,0,0,0,89,12,big_percent,101,6,8,230,80,big
30245,2022,4773,Nicolas Claxton,C,BRK,47,974,0,0,0,7,93,big_percent,100,NA,NA,NA,NA,big
30247,2022,4280,Nik Stauskas,SG,MIA,2,24,0,9,91,0,0,wing_small_percent,100,6,6,205,78,wing
30248,2022,4280,Nik Stauskas,SG,BOS,6,15,0,84,16,0,0,wing_small_percent,100,6,6,205,78,wing
30249,2022,4352,Nikola Jokić,C,DEN,74,2476,0,0,0,0,100,big_percent,100,6,11,284,83,big
30250,2022,4047,Nikola Vučević,C,CHI,73,2418,0,0,0,0,100,big_percent,100,6,10,260,82,big
30252,2022,4353,Norman Powell,SF,POR,40,1333,0,18,75,7,0,wing_small_percent,93,6,3,215,75,wing
30253,2022,4353,Norman Powell,SG,LAC,5,125,44,56,0,0,0,guard_percent,100,6,3,215,75,guard
30254,2022,4776,Norvel Pelle,C,UTA,3,19,0,0,0,5,95,big_percent,100,NA,NA,NA,NA,big
30255,2022,4871,Obi Toppin,PF,NYK,72,1230,0,0,0,98,2,big_percent,100,6,9,220,81,big
30256,2022,4555,OG Anunoby,SF,TOR,48,1728,6,31,56,7,0,wing_small_percent,87,6,7,232,79,wing
30257,2022,4996,Olivier Sarr,C,OKC,22,421,0,0,0,0,100,big_percent,100,NA,NA,NA,NA,big
30258,2022,4997,Omer Yurtseven,C,MIA,56,706,0,0,0,0,100,big_percent,100,7,0,264,84,big
30259,2022,4872,Onyeka Okongwu,C,ATL,48,992,0,0,0,2,98,big_percent,100,6,8,235,80,big
30260,2022,4777,Oshae Brissett,SF,IND,67,1564,0,0,20,75,5,wing_big_percent,95,6,7,210,79,wing
30261,2022,4189,Otto Porter,PF,GSW,63,1396,0,0,0,64,36,big_percent,100,6,8,198,80,big
30262,2022,3698,P.J. Tucker,PF,MIA,71,1981,0,0,0,96,4,big_percent,100,6,5,245,77,big
30263,2022,4778,P.J. Washington,PF,CHO,65,1768,0,0,2,48,50,big_percent,98,6,7,230,79,big
30264,2022,4998,Paris Bass,SF,PHO,2,7,0,0,100,0,0,wing_small_percent,100,NA,NA,NA,NA,wing
30264,2022,4998,Paris Bass,SF,PHO,2,7,0,0,100,0,0,wing_big_percent,100,NA,NA,NA,NA,wing
30265,2022,4437,Pascal Siakam,PF,TOR,68,2578,0,0,1,62,37,big_percent,99,6,9,230,81,big
30266,2022,4354,Pat Connaughton,SG,MIL,65,1691,1,28,58,13,0,wing_small_percent,86,6,5,209,77,wing
30267,2022,4124,Patrick Beverley,PG,MIN,58,1476,96,4,0,0,0,guard_percent,100,6,1,180,73,guard
30268,2022,4873,Patrick Williams,PF,CHI,17,422,0,0,0,89,11,big_percent,100,6,7,215,79,big
30269,2022,3898,Patty Mills,PG,BRK,81,2346,100,0,0,0,0,guard_percent,100,6,1,180,73,guard
30270,2022,3969,Paul George,SF,LAC,31,1077,0,11,45,42,2,wing_big_percent,87,6,8,220,80,wing
30272,2022,3701,Paul Millsap,PF,BRK,24,270,0,0,10,61,30,big_percent,91,6,7,257,79,big
30273,2022,3701,Paul Millsap,PF,PHI,9,106,0,0,0,9,91,big_percent,100,6,7,257,79,big
30274,2022,4874,Paul Reed,C,PHI,38,302,0,0,0,27,73,big_percent,100,6,9,210,81,big
30275,2022,4779,Paul Watson,SF,OKC,9,156,0,13,27,60,0,wing_big_percent,87,NA,NA,NA,NA,wing
30276,2022,4875,Payton Pritchard,SG,BOS,71,1001,82,18,0,0,0,guard_percent,100,6,1,195,73,guard
30277,2022,4999,Petr Cornelie,PF,DEN,13,38,0,0,4,75,22,big_percent,97,NA,NA,NA,NA,big
30278,2022,4557,PJ Dozier,SG,DEN,18,340,0,16,60,25,0,wing_big_percent,85,NA,NA,NA,NA,wing
30279,2022,4876,Precious Achiuwa,C,TOR,73,1725,0,0,0,2,98,big_percent,100,6,8,225,80,big
30280,2022,5000,Quentin Grimes,SG,NYK,46,786,14,76,10,0,0,guard_percent,90,6,5,205,77,guard
30281,2022,4780,Quinndary Weatherspoon,SG,GSW,11,73,29,57,14,0,0,guard_percent,86,6,3,205,75,guard
30282,2022,4877,R.J. Hampton,SG,ORL,64,1402,20,76,4,0,0,guard_percent,96,6,4,175,76,guard
30284,2022,3704,Rajon Rondo,PG,LAL,18,289,89,12,0,0,0,guard_percent,101,6,1,180,73,guard
30285,2022,3704,Rajon Rondo,PG,CLE,21,408,97,3,0,0,0,guard_percent,100,6,1,180,73,guard
30286,2022,4358,Raul Neto,PG,WAS,70,1372,90,10,0,0,0,guard_percent,100,6,1,180,73,guard
30288,2022,4781,Rayjon Tucker,SG,DEN,3,29,23,71,6,0,0,guard_percent,94,NA,NA,NA,NA,guard
30289,2022,4781,Rayjon Tucker,SG,MIL,2,42,0,60,40,0,0,wing_small_percent,100,NA,NA,NA,NA,wing
30290,2022,4194,Reggie Bullock,SF,DAL,68,1902,0,11,65,24,0,wing_big_percent,89,6,6,205,78,wing
30291,2022,4050,Reggie Jackson,SG,LAC,75,2337,76,24,0,0,0,guard_percent,100,6,2,208,74,guard
30293,2022,4878,Reggie Perry,PF,POR,9,177,0,0,0,0,100,big_percent,100,6,8,250,80,big
30294,2022,4878,Reggie Perry,PF,IND,1,10,0,0,0,0,100,big_percent,100,6,8,250,80,big
30295,2022,4359,Richaun Holmes,C,SAC,45,1074,0,0,0,0,100,big_percent,100,6,10,235,82,big
30296,2022,4051,Ricky Rubio,PG,CLE,34,970,47,53,0,0,0,guard_percent,100,6,2,190,74,guard
30297,2022,4782,RJ Barrett,SF,NYK,70,2417,0,2,93,5,0,wing_big_percent,98,6,6,214,78,wing
30298,2022,5001,RJ Nembhard Jr.,SG,CLE,14,63,43,51,6,0,0,guard_percent,94,NA,NA,NA,NA,guard
30299,2022,5002,Rob Edwards,SG,OKC,2,11,19,17,64,0,0,wing_small_percent,81,NA,NA,NA,NA,wing
30301,2022,4197,Robert Covington,PF,POR,48,1431,0,0,1,90,9,big_percent,99,6,7,209,79,big
30302,2022,4197,Robert Covington,SF,LAC,23,509,0,4,29,66,1,wing_big_percent,95,6,7,209,79,wing
30303,2022,4667,Robert Williams,C,BOS,61,1804,0,0,0,43,57,big_percent,100,6,8,237,80,big
30304,2022,4880,Robert Woodard,SF,SAC,12,42,0,0,48,52,0,wing_big_percent,100,NA,NA,NA,NA,wing
30305,2022,3845,Robin Lopez,C,ORL,36,612,0,0,0,0,100,big_percent,100,7,0,281,84,big
30307,2022,4285,Rodney Hood,SF,MIL,39,581,1,11,41,46,2,wing_big_percent,87,6,8,208,80,wing
30308,2022,4285,Rodney Hood,SG,LAC,13,128,1,28,56,15,0,wing_small_percent,84,6,8,208,80,wing
30309,2022,4443,Rodney McGruder,SG,DET,51,754,0,42,54,4,0,wing_small_percent,96,6,4,205,76,wing
30311,2022,4783,Romeo Langford,SG,BOS,44,728,3,43,52,2,0,wing_small_percent,95,6,4,216,76,wing
30312,2022,4783,Romeo Langford,SG,SAS,4,43,0,64,36,0,0,wing_small_percent,100,6,4,216,76,wing
30313,2022,4560,Royce O'Neale,SF,UTA,77,2406,0,18,78,5,0,wing_small_percent,96,6,4,226,76,wing
30314,2022,3713,Rudy Gay,PF,UTA,55,1038,0,0,0,77,23,big_percent,100,6,8,250,80,big
30315,2022,4199,Rudy Gobert,C,UTA,66,2120,0,0,0,0,100,big_percent,100,7,1,258,85,big
30316,2022,4784,Rui Hachimura,PF,WAS,42,943,0,0,19,77,5,wing_big_percent,96,6,8,230,80,wing
30317,2022,3849,Russell Westbrook,PG,LAL,78,2678,89,11,1,0,0,guard_percent,100,6,3,200,75,guard
30318,2022,4561,Ryan Arcidiacono,PG,NYK,10,76,15,51,34,0,0,wing_small_percent,85,6,3,195,75,wing
30319,2022,4881,Saben Lee,PG,DET,37,604,100,0,0,0,0,guard_percent,100,6,2,183,74,guard
30320,2022,4882,Saddiq Bey,SF,DET,82,2704,0,7,59,34,0,wing_big_percent,93,6,7,215,79,wing
30321,2022,4362,Sam Dekker,PF,TOR,1,1,0,0,0,0,100,big_percent,100,NA,NA,NA,NA,big
30322,2022,5003,Sam Hauser,SF,BOS,26,158,0,2,57,41,0,wing_big_percent,98,6,8,215,80,wing
30323,2022,4883,Sam Merrill,SG,MEM,6,58,66,15,11,8,0,guard_percent,81,6,4,205,76,guard
30324,2022,5004,Sandro Mamukelashvili,PF,MIL,41,407,0,0,0,33,67,big_percent,100,6,11,240,83,big
30325,2022,5005,Santi Aldama,PF,MEM,32,360,0,0,3,49,49,big_percent,98,6,11,224,83,big
30326,2022,5006,Scottie Barnes,PF,TOR,74,2617,0,1,38,54,7,wing_big_percent,92,6,9,227,81,wing
30327,2022,5007,Scottie Lewis,SG,CHO,2,7,33,67,0,0,0,guard_percent,100,6,5,189,77,guard
30328,2022,4201,Scotty Hopson,SG,OKC,1,18,0,21,79,0,0,wing_small_percent,100,NA,NA,NA,NA,wing
30329,2022,4785,Sekou Doumbouya,PF,LAL,2,16,0,0,0,100,0,wing_big_percent,100,NA,NA,NA,NA,wing
30329,2022,4785,Sekou Doumbouya,PF,LAL,2,16,0,0,0,100,0,big_percent,100,NA,NA,NA,NA,big
30331,2022,4562,Semi Ojeleye,PF,MIL,20,308,0,1,6,75,18,big_percent,93,NA,NA,NA,NA,big
30332,2022,4562,Semi Ojeleye,PF,LAC,10,98,0,0,5,95,1,wing_big_percent,100,NA,NA,NA,NA,wing
30334,2022,3902,Serge Ibaka,C,LAC,35,538,0,0,0,16,84,big_percent,100,6,10,235,82,big
30335,2022,3902,Serge Ibaka,PF,MIL,19,339,0,0,5,76,19,big_percent,95,6,10,235,82,big
30337,2022,4203,Seth Curry,SG,PHI,45,1566,18,76,7,0,0,guard_percent,94,6,2,185,74,guard
30338,2022,4203,Seth Curry,SG,BRK,19,569,6,82,12,0,0,wing_small_percent,94,6,2,185,74,wing
30339,2022,4670,Shai Gilgeous-Alexander,PG,OKC,56,1942,65,33,2,0,0,guard_percent,98,6,6,180,78,guard
