,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_ABBREVIATION,AGE,G,MIN,CONTESTED_SHOTS,CONTESTED_SHOTS_2PT,CONTESTED_SHOTS_3PT,DEFLECTIONS,CHARGES_DRAWN,SCREEN_ASSISTS,SCREEN_AST_PTS,OFF_LOOSE_BALLS_RECOVERED,DEF_LOOSE_BALLS_RECOVERED,LOOSE_BALLS_RECOVERED,PCT_LOOSE_BALLS_RECOVERED_OFF,PCT_LOOSE_BALLS_RECOVERED_DEF,OFF_BOXOUTS,DEF_BOXOUTS,BOX_OUTS,BOX_OUT_PLAYER_TEAM_REBS,BOX_OUT_PLAYER_REBS,PCT_BOX_OUTS_OFF,PCT_BOX_OUTS_DEF,PCT_BOX_OUTS_TEAM_REB,PCT_BOX_OUTS_REB,TeamID,TeamName,WINS,LOSSES,TeamGP,G_PERCENT,CHARGES_DRAWN_pct_rank,CONTESTED_SHOTS_pct_rank,DEFLECTIONS_pct_rank,DEF_BOXOUTS_pct_rank,DEF_LOOSE_BALLS_RECOVERED_pct_rank,sum
372,2544,LeBron James,1610612747,LAL,37.0,56,37.2,5.68,3.66,2.02,1.96,0.29,1.04,2.43,0.34,0.48,0.82,0.413,0.587,0.18,0.73,0.91,0.86,0.63,0.196,0.804,1.0,0.729,1610612747,Lakers,31,48,79,0.7088607594936709,0.9396551724137931,0.27298850574712646,0.46264367816091956,0.46839080459770116,0.6681034482758621,2.8117816091954024
376,1629022,Lonnie Walker IV,1610612759,SAS,23.0,69,23.0,3.2,1.51,1.7,0.97,0.0,0.13,0.28,0.23,0.28,0.51,0.457,0.543,0.0,0.16,0.16,0.14,0.01,0.0,1.0,1.0,0.1,1610612759,Spurs,34,45,79,0.8734177215189873,0.15229885057471265,0.1853448275862069,0.22988505747126436,0.08908045977011494,0.6091954022988506,1.2658045977011494
378,101150,Lou Williams,1610612737,ATL,35.0,56,14.3,2.02,0.68,1.34,0.96,0.0,0.14,0.34,0.13,0.2,0.32,0.389,0.611,0.02,0.29,0.3,0.3,0.07,0.059,0.941,1.0,0.235,1610612737,Hawks,41,38,79,0.7088607594936709,0.15229885057471265,0.20402298850574713,0.7068965517241379,0.47701149425287354,0.7614942528735632,2.3017241379310343
380,1629652,Luguentz Dort,1610612760,OKC,22.0,51,32.7,5.96,2.24,3.73,1.76,0.0,0.12,0.25,0.2,0.45,0.65,0.303,0.697,0.06,0.43,0.49,0.45,0.18,0.12,0.88,1.0,0.391,1610612760,Thunder,24,55,79,0.6455696202531646,0.15229885057471265,0.4482758620689655,0.4885057471264368,0.27586206896551724,0.7341954022988506,2.099137931034483
381,1629029,Luka Doncic,1610612742,DAL,23.0,62,35.6,6.18,3.63,2.55,2.1,0.02,0.11,0.24,0.4,0.4,0.81,0.5,0.5,0.02,0.42,0.44,0.4,0.24,0.037,0.963,0.962,0.577,1610612742,Mavericks,49,30,79,0.7848101265822784,0.39798850574712646,0.3879310344827586,0.603448275862069,0.23275862068965517,0.5172413793103449,2.139367816091954
383,1628379,Luke Kennard,1610612746,LAC,25.0,68,27.5,2.97,1.51,1.46,0.75,0.03,0.43,0.96,0.12,0.28,0.4,0.296,0.704,0.0,0.51,0.51,0.49,0.1,0.0,1.0,0.971,0.206,1610612746,Clippers,39,40,79,0.8607594936708861,0.5517241379310345,0.05459770114942529,0.05172413793103448,0.4425287356321839,0.43103448275862066,1.5316091954022988
387,1630201,Malachi Flynn,1610612761,TOR,23.0,41,11.8,1.76,0.95,0.8,0.83,0.0,0.07,0.2,0.22,0.24,0.46,0.474,0.526,0.0,0.22,0.22,0.22,0.05,0.0,1.0,1.0,0.222,1610612761,Raptors,46,33,79,0.5189873417721519,0.15229885057471265,0.2557471264367816,0.75,0.4454022988505747,0.978448275862069,2.581896551724138
390,1627736,Malik Beasley,1610612750,MIN,25.0,77,25.1,2.86,1.16,1.7,0.79,0.03,0.13,0.31,0.16,0.23,0.39,0.4,0.6,0.0,0.3,0.3,0.26,0.09,0.0,1.0,0.952,0.333,1610612750,Timberwolves,45,35,80,0.9625,0.5876436781609196,0.07183908045977011,0.09195402298850575,0.2442528735632184,0.3275862068965517,1.3232758620689657
392,1628370,Malik Monk,1610612747,LAL,24.0,73,27.8,4.75,2.67,2.08,1.14,0.03,0.29,0.71,0.25,0.18,0.42,0.581,0.419,0.0,0.1,0.1,0.08,0.01,0.0,1.0,1.0,0.167,1610612747,Lakers,31,48,79,0.9240506329113924,0.5488505747126436,0.3764367816091954,0.19827586206896552,0.022988505747126436,0.09770114942528736,1.2442528735632183
396,202694,Marcus Morris Sr.,1610612746,LAC,32.0,52,29.1,3.27,1.62,1.65,0.81,0.04,0.62,1.38,0.27,0.23,0.5,0.538,0.462,0.06,0.9,0.96,0.69,0.21,0.06,0.94,0.878,0.268,1610612746,Clippers,39,40,79,0.6582278481012658,0.632183908045977,0.06321839080459771,0.05747126436781609,0.6522988505747126,0.20833333333333334,1.6135057471264367
397,203935,Marcus Smart,1610612738,BOS,28.0,68,32.6,5.21,2.28,2.93,2.87,0.22,0.53,1.37,0.51,0.59,1.1,0.467,0.533,0.04,1.44,1.49,1.32,0.43,0.03,0.97,0.947,0.305,1610612738,Celtics,49,30,79,0.8607594936708861,0.9080459770114943,0.3074712643678161,0.8936781609195402,0.7787356321839081,0.9281609195402298,3.8160919540229883
403,1628963,Marvin Bagley III,1610612765,DET,23.0,48,23.9,7.31,3.65,3.67,0.63,0.08,1.04,2.29,0.23,0.21,0.44,0.524,0.476,0.27,0.85,1.13,0.9,0.54,0.241,0.759,1.0,0.605,1610612765,Pistons,23,56,79,0.6075949367088608,0.8074712643678161,0.8390804597701149,0.034482758620689655,0.6982758620689655,0.28448275862068967,2.663793103448276
405,203486,Mason Plumlee,1610612766,CHA,32.0,70,24.8,7.49,5.47,2.01,1.9,0.03,2.7,6.11,0.34,0.26,0.6,0.571,0.429,0.51,1.39,1.9,1.63,0.96,0.271,0.729,0.927,0.545,1610612766,Hornets,40,39,79,0.8860759493670886,0.5948275862068966,0.8275862068965517,0.8045977011494253,0.8563218390804598,0.4511494252873563,3.53448275862069
406,1629680,Matisse Thybulle,1610612755,PHI,25.0,64,25.4,4.42,2.66,1.77,3.7,0.02,0.33,0.88,0.13,0.42,0.55,0.229,0.771,0.03,0.17,0.2,0.19,0.06,0.154,0.846,0.923,0.308,1610612755,76ers,49,30,79,0.810126582278481,0.46264367816091956,0.3936781609195402,0.9971264367816092,0.08333333333333333,0.882183908045977,2.818965517241379
408,1629744,Matt Thomas,1610612741,CHI,27.0,40,11.5,1.6,0.8,0.8,0.3,0.0,0.28,0.6,0.08,0.15,0.23,0.333,0.667,0.0,0.25,0.25,0.23,0.05,0.0,1.0,0.9,0.2,1610612741,Bulls,45,34,79,0.5063291139240507,0.15229885057471265,0.1853448275862069,0.02586206896551724,0.5201149425287356,0.6781609195402298,1.5617816091954022
409,203090,Maurice Harkless,1610612758,SAC,28.0,47,18.4,3.68,2.13,1.55,1.68,0.0,0.23,0.55,0.11,0.13,0.23,0.455,0.545,0.0,0.23,0.23,0.19,0.13,0.0,1.0,1.0,0.667,1610612758,Kings,29,51,80,0.5875,0.15229885057471265,0.5545977011494253,0.9080459770114943,0.257183908045977,0.1206896551724138,1.992816091954023
410,1629622,Max Strus,1610612748,MIA,26.0,67,23.3,4.76,2.22,2.54,0.84,0.22,0.33,0.75,0.18,0.27,0.45,0.4,0.6,0.03,0.69,0.72,0.61,0.13,0.042,0.958,0.911,0.2,1610612748,Heat,52,28,80,0.8375,0.9626436781609196,0.5718390804597702,0.14367816091954022,0.6408045977011494,0.5373563218390804,2.8563218390804597
411,1628467,Maxi Kleber,1610612742,DAL,30.0,59,24.6,7.49,5.41,2.08,0.76,0.17,1.86,4.37,0.15,0.25,0.41,0.375,0.625,0.41,1.37,1.78,1.54,0.75,0.229,0.771,0.948,0.458,1610612742,Mavericks,49,30,79,0.7468354430379747,0.9166666666666666,0.8304597701149425,0.07758620689655173,0.853448275862069,0.4281609195402299,3.1063218390804597
415,1628969,Mikal Bridges,1610612756,PHX,25.0,79,35.4,5.96,3.13,2.84,2.11,0.01,0.3,0.67,0.37,0.44,0.81,0.453,0.547,0.01,0.58,0.59,0.54,0.16,0.021,0.979,1.0,0.302,1610612756,Suns,63,16,79,1.0,0.3103448275862069,0.35919540229885055,0.6120689655172413,0.3850574712643678,0.6264367816091954,2.293103448275862
416,201144,Mike Conley,1610612762,UTA,34.0,70,28.6,3.76,1.81,1.94,2.01,0.01,0.27,0.59,0.27,0.34,0.61,0.442,0.558,0.0,0.27,0.27,0.23,0.11,0.0,1.0,0.889,0.444,1610612762,Jazz,47,32,79,0.8860759493670886,0.3505747126436782,0.15517241379310345,0.7471264367816092,0.15229885057471265,0.5862068965517241,1.9913793103448274
417,203488,Mike Muscala,1610612760,OKC,30.0,43,13.8,5.3,4.09,1.21,0.63,0.05,0.79,1.74,0.07,0.16,0.23,0.3,0.7,0.07,1.21,1.28,1.0,0.53,0.055,0.945,0.956,0.511,1610612760,Thunder,24,55,79,0.5443037974683544,0.8275862068965517,0.9568965517241379,0.3074712643678161,0.9827586206896551,0.5402298850574713,3.6149425287356323
418,1628970,Miles Bridges,1610612766,CHA,24.0,77,35.8,8.99,5.05,3.94,1.52,0.0,0.6,1.43,0.48,0.39,0.87,0.552,0.448,0.1,1.19,1.3,1.01,0.48,0.08,0.92,0.963,0.457,1610612766,Hornets,40,39,79,0.9746835443037974,0.15229885057471265,0.7040229885057471,0.23850574712643677,0.6781609195402298,0.4885057471264368,2.261494252873563
420,1629011,Mitchell Robinson,1610612752,NYK,24.0,72,25.7,8.35,6.32,2.03,2.01,0.01,2.81,6.57,0.43,0.32,0.75,0.574,0.426,1.18,2.61,3.79,3.39,1.94,0.311,0.689,0.957,0.549,1610612752,Knicks,35,44,79,0.9113924050632911,0.3620689655172414,0.8735632183908046,0.8218390804597702,0.9942528735632183,0.632183908045977,3.6839080459770117
422,1628964,Mo Bamba,1610612753,ORL,23.0,69,26.0,9.48,6.67,2.81,1.04,0.0,1.65,3.74,0.2,0.26,0.46,0.438,0.563,0.59,1.13,1.72,1.61,1.03,0.345,0.655,0.965,0.617,1610612753,Magic,21,59,80,0.8625,0.15229885057471265,0.9195402298850575,0.1810344827586207,0.7672413793103449,0.40373563218390807,2.423850574712644
423,1628420,Monte Morris,1610612743,DEN,26.0,74,29.9,3.81,1.78,2.03,1.15,0.03,0.45,1.05,0.26,0.31,0.57,0.452,0.548,0.0,0.23,0.23,0.2,0.04,0.0,1.0,0.938,0.188,1610612743,Nuggets,47,33,80,0.925,0.5316091954022989,0.12931034482758622,0.16954022988505746,0.10057471264367816,0.4396551724137931,1.3706896551724137
424,1626149,Montrezl Harrell,1610612766,CHA,28.0,68,23.2,7.53,5.31,2.22,0.79,0.18,2.72,6.12,0.4,0.13,0.53,0.75,0.25,0.49,1.87,2.35,1.81,1.0,0.206,0.794,0.911,0.504,1610612766,Hornets,40,39,79,0.8607594936708861,0.9339080459770115,0.867816091954023,0.12931034482758622,0.9683908045977011,0.06609195402298851,2.9655172413793105
425,1629021,Moritz Wagner,1610612753,ORL,24.0,61,14.8,4.05,2.46,1.59,0.8,0.21,1.59,3.69,0.21,0.15,0.36,0.591,0.409,0.15,1.3,1.44,1.18,0.43,0.102,0.898,0.947,0.342,1610612753,Magic,21,59,80,0.7625,0.9913793103448276,0.7701149425287356,0.5,0.985632183908046,0.4209770114942529,3.668103448275862
427,1630541,Moses Moody,1610612744,GSW,19.0,50,11.7,2.2,1.1,1.1,0.5,0.08,0.06,0.14,0.14,0.12,0.26,0.538,0.462,0.02,0.2,0.22,0.16,0.06,0.091,0.909,0.889,0.333,1610612744,Warriors,50,29,79,0.6329113924050633,0.9109195402298851,0.47126436781609193,0.25,0.4051724137931034,0.4367816091954023,2.474137931034483
431,1626167,Myles Turner,1610612754,IND,26.0,42,29.4,10.74,8.98,1.76,1.64,0.05,2.1,4.79,0.26,0.14,0.4,0.647,0.353,0.26,2.31,2.57,2.26,1.21,0.102,0.898,0.969,0.52,1610612754,Pacers,25,55,80,0.525,0.6954022988505747,0.9310344827586207,0.5244252873563219,0.9626436781609196,0.028735632183908046,3.142241379310345
432,1630230,Naji Marshall,1610612740,NOP,24.0,52,13.0,2.1,1.17,0.92,0.87,0.06,0.02,0.06,0.17,0.17,0.35,0.5,0.5,0.1,0.31,0.4,0.33,0.19,0.238,0.762,0.81,0.476,1610612740,Pelicans,35,44,79,0.6582278481012658,0.8563218390804598,0.3103448275862069,0.7040229885057471,0.5459770114942529,0.6839080459770115,3.1005747126436782
433,1629642,Nassir Little,1610612757,POR,22.0,42,25.9,6.43,3.67,2.76,0.83,0.0,0.19,0.5,0.24,0.24,0.48,0.5,0.5,0.1,0.43,0.52,0.48,0.26,0.182,0.818,0.952,0.524,1610612757,Trail Blazers,27,52,79,0.5316455696202531,0.15229885057471265,0.6982758620689655,0.09482758620689655,0.3936781609195402,0.3333333333333333,1.6724137931034482
436,1629675,Naz Reid,1610612750,MIN,22.0,75,15.7,5.45,3.68,1.77,0.89,0.04,1.99,4.68,0.21,0.16,0.37,0.571,0.429,0.16,1.15,1.31,1.07,0.49,0.122,0.878,0.964,0.446,1610612750,Timberwolves,45,35,80,0.9375,0.75,0.9022988505747126,0.5431034482758621,0.9425287356321839,0.4339080459770115,3.57183908045977
438,202357,Nemanja Bjelica,1610612744,GSW,33.0,68,16.0,6.0,3.93,2.07,0.79,0.0,1.26,3.18,0.22,0.15,0.37,0.6,0.4,0.09,0.5,0.59,0.53,0.29,0.15,0.85,0.973,0.541,1610612744,Warriors,50,29,79,0.8607594936708861,0.15229885057471265,0.9482758620689655,0.3879310344827586,0.6609195402298851,0.34195402298850575,2.4913793103448274
440,1629651,Nic Claxton,1610612751,BKN,22.0,44,20.7,9.18,5.82,3.36,1.18,0.0,2.02,4.7,0.23,0.11,0.34,0.667,0.333,0.55,1.2,1.75,1.57,1.0,0.312,0.688,0.972,0.62,1610612751,Nets,41,38,79,0.5569620253164557,0.15229885057471265,0.9827586206896551,0.5545977011494253,0.8706896551724138,0.05747126436781609,2.617816091954023
441,1630208,Nick Richards,1610612766,CHA,24.0,49,7.4,2.51,1.94,0.57,0.2,0.02,0.86,1.84,0.04,0.04,0.08,0.5,0.5,0.16,0.29,0.45,0.33,0.2,0.364,0.636,1.0,0.625,1610612766,Hornets,40,39,79,0.620253164556962,0.7701149425287356,0.8908045977011494,0.04310344827586207,0.7413793103448276,0.0603448275862069,2.505747126436782
442,1629638,Nickeil Alexander-Walker,1610612762,UTA,23.0,63,23.0,3.17,1.89,1.29,1.67,0.03,0.17,0.38,0.24,0.25,0.49,0.484,0.516,0.06,0.33,0.4,0.33,0.11,0.16,0.84,0.955,0.318,1610612762,Jazz,47,32,79,0.7974683544303798,0.6206896551724138,0.1810344827586207,0.764367816091954,0.3132183908045977,0.48563218390804597,2.3649425287356323
443,201587,Nicolas Batum,1610612746,LAC,33.0,57,24.8,5.35,3.6,1.75,2.09,0.07,0.49,1.19,0.16,0.33,0.49,0.321,0.679,0.0,0.35,0.35,0.23,0.18,0.0,1.0,1.0,0.769,1610612746,Clippers,39,40,79,0.7215189873417721,0.7729885057471264,0.617816091954023,0.8764367816091954,0.3074712643678161,0.7068965517241379,3.281609195402299
445,203999,Nikola Jokic,1610612743,DEN,27.0,73,33.4,12.19,9.33,2.86,2.81,0.03,3.19,7.04,0.36,0.26,0.62,0.578,0.422,0.86,2.38,3.25,3.0,2.16,0.266,0.734,0.969,0.699,1610612743,Nuggets,47,33,80,0.9125,0.4827586206896552,0.9224137931034483,0.867816091954023,0.9310344827586207,0.1925287356321839,3.396551724137931
446,202696,Nikola Vucevic,1610612741,CHI,31.0,71,33.4,9.87,7.8,2.07,2.17,0.03,4.86,10.58,0.39,0.24,0.63,0.622,0.378,0.35,2.89,3.24,2.89,1.83,0.109,0.891,0.962,0.61,1610612741,Bulls,45,34,79,0.8987341772151899,0.4827586206896552,0.8103448275862069,0.6839080459770115,0.9798850574712644,0.13793103448275862,3.0948275862068964
447,1626181,Norman Powell,1610612746,LAC,28.0,43,32.9,4.74,2.19,2.56,1.84,0.0,0.14,0.35,0.26,0.26,0.51,0.5,0.5,0.0,0.33,0.33,0.28,0.07,0.0,1.0,1.0,0.25,1610612746,Clippers,39,40,79,0.5443037974683544,0.15229885057471265,0.22413793103448276,0.5287356321839081,0.1752873563218391,0.20402298850574713,1.2844827586206897
449,1628384,OG Anunoby,1610612761,TOR,24.0,47,36.2,7.28,4.47,2.81,2.91,0.04,0.4,0.96,0.47,0.45,0.91,0.512,0.488,0.19,1.15,1.34,1.17,0.53,0.143,0.857,0.965,0.439,1610612761,Raptors,46,33,79,0.5949367088607594,0.5632183908045977,0.5574712643678161,0.8390804597701149,0.6666666666666666,0.6293103448275862,3.2557471264367814
450,1630167,Obi Toppin,1610612752,NYK,24.0,69,16.1,3.48,1.7,1.78,0.62,0.0,0.58,1.45,0.16,0.19,0.35,0.458,0.542,0.14,0.77,0.91,0.8,0.39,0.159,0.841,0.932,0.458,1610612752,Knicks,35,44,79,0.8734177215189873,0.15229885057471265,0.6206896551724138,0.1724137931034483,0.7988505747126436,0.5718390804597702,2.3160919540229887
452,1630209,Omer Yurtseven,1610612748,MIA,23.0,55,12.2,4.51,3.42,1.09,0.78,0.04,1.51,3.71,0.16,0.11,0.27,0.6,0.4,0.53,0.8,1.33,1.18,0.85,0.397,0.603,0.97,0.701,1610612748,Heat,52,28,80,0.6875,0.8017241379310345,0.9367816091954023,0.6752873563218391,0.9109195402298851,0.3045977011494253,3.6293103448275863
453,1630168,Onyeka Okongwu,1610612737,ATL,21.0,45,20.6,8.16,6.29,1.87,1.0,0.02,2.6,5.93,0.27,0.22,0.49,0.545,0.455,0.36,1.53,1.89,1.4,0.82,0.188,0.812,0.94,0.552,1610612737,Hawks,41,38,79,0.569620253164557,0.5229885057471264,0.9655172413793104,0.3764367816091954,0.9482758620689655,0.47413793103448276,3.28735632183908
454,1629052,Oshae Brissett,1610612754,IND,23.0,65,23.1,3.98,2.2,1.78,1.12,0.05,0.32,0.78,0.38,0.25,0.63,0.61,0.39,0.14,0.51,0.65,0.51,0.31,0.214,0.786,0.971,0.588,1610612754,Pacers,25,55,80,0.8125,0.7270114942528736,0.3850574712643678,0.3735632183908046,0.5258620689655172,0.4827586206896552,2.4942528735632186
455,203490,Otto Porter Jr.,1610612744,GSW,28.0,61,22.0,3.57,2.26,1.31,1.57,0.02,0.66,1.64,0.21,0.36,0.57,0.371,0.629,0.18,0.56,0.74,0.64,0.3,0.244,0.756,0.975,0.45,1610612744,Warriors,50,29,79,0.7721518987341772,0.4956896551724138,0.3160919540229885,0.7557471264367817,0.5804597701149425,0.8793103448275862,3.027298850574713
457,200782,P.J. Tucker,1610612748,MIA,36.0,71,27.9,6.1,2.55,3.55,1.38,0.14,1.52,4.04,0.42,0.41,0.83,0.508,0.492,0.27,1.41,1.68,1.52,0.79,0.16,0.84,0.956,0.496,1610612748,Heat,52,28,80,0.8875,0.8620689655172413,0.6264367816091954,0.39080459770114945,0.8189655172413793,0.7931034482758621,3.4913793103448274
458,1629023,P.J. Washington,1610612766,CHA,23.0,62,27.1,7.66,4.71,2.95,2.08,0.02,1.69,4.03,0.16,0.31,0.47,0.345,0.655,0.23,1.34,1.56,1.27,0.73,0.144,0.856,0.963,0.549,1610612766,Hornets,40,39,79,0.7848101265822784,0.45689655172413796,0.7873563218390804,0.8074712643678161,0.8045977011494253,0.5229885057471264,3.3793103448275863
460,1627783,Pascal Siakam,1610612761,TOR,28.0,66,37.9,8.59,4.53,4.06,2.02,0.0,1.02,2.53,0.61,0.55,1.15,0.526,0.474,0.3,1.97,2.27,1.86,1.03,0.133,0.867,0.946,0.523,1610612761,Raptors,46,33,79,0.8354430379746836,0.15229885057471265,0.6580459770114943,0.47988505747126436,0.8333333333333334,0.7844827586206896,2.908045977011494
461,1626192,Pat Connaughton,1610612749,MIL,29.0,63,26.1,6.78,3.11,3.67,1.19,0.02,0.54,1.22,0.24,0.41,0.65,0.366,0.634,0.1,0.98,1.08,0.89,0.24,0.088,0.912,0.949,0.254,1610612749,Bucks,49,30,79,0.7974683544303798,0.45977011494252873,0.735632183908046,0.3045977011494253,0.7183908045977011,0.8505747126436781,3.0689655172413794
462,201976,Patrick Beverley,1610612750,MIN,33.0,56,25.6,3.04,1.68,1.36,2.48,0.34,0.55,1.34,0.46,0.43,0.89,0.52,0.48,0.0,0.13,0.13,0.11,0.04,0.0,1.0,0.857,0.286,1610612750,Timberwolves,45,35,80,0.7,0.9885057471264368,0.09770114942528736,0.9281609195402298,0.05459770114942529,0.896551724137931,2.9655172413793105
464,201988,Patty Mills,1610612751,BKN,33.0,78,29.1,2.46,0.88,1.58,1.01,0.09,0.44,1.04,0.21,0.23,0.44,0.471,0.529,0.0,0.4,0.4,0.35,0.05,0.0,1.0,0.931,0.138,1610612751,Nets,41,38,79,0.9873417721518988,0.7844827586206896,0.017241379310344827,0.13218390804597702,0.2988505747126437,0.20833333333333334,1.4410919540229885
469,1630202,Payton Pritchard,1610612738,BOS,24.0,68,13.9,1.81,0.9,0.91,0.59,0.01,0.16,0.34,0.19,0.18,0.37,0.52,0.48,0.03,0.29,0.32,0.29,0.04,0.091,0.909,1.0,0.15,1610612738,Celtics,49,30,79,0.8607594936708861,0.4540229885057471,0.14655172413793102,0.23563218390804597,0.4885057471264368,0.6724137931034483,1.9971264367816093
471,1630173,Precious Achiuwa,1610612761,TOR,22.0,70,23.5,7.9,5.43,2.47,1.0,0.06,1.76,4.16,0.3,0.37,0.67,0.447,0.553,0.4,1.03,1.43,1.24,0.71,0.28,0.72,0.926,0.532,1610612761,Raptors,46,33,79,0.8860759493670886,0.757183908045977,0.8850574712643678,0.2442528735632184,0.7701149425287356,0.8577586206896551,3.514367816091954
472,1629656,Quentin Grimes,1610612752,NYK,21.0,46,17.1,3.3,1.52,1.78,1.37,0.0,0.04,0.09,0.24,0.26,0.5,0.478,0.522,0.0,0.02,0.02,0.02,0.0,0.0,1.0,1.0,0.0,1610612752,Knicks,35,44,79,0.5822784810126582,0.15229885057471265,0.5114942528735632,0.8362068965517241,0.0028735632183908046,0.8333333333333334,2.336206896551724
474,1630181,R.J. Hampton,1610612753,ORL,21.0,62,21.5,3.55,1.5,2.05,1.19,0.03,0.16,0.42,0.15,0.32,0.47,0.31,0.69,0.0,0.08,0.08,0.08,0.03,0.0,1.0,1.0,0.4,1610612753,Magic,21,59,80,0.775,0.6379310344827587,0.33045977011494254,0.5172413793103449,0.02586206896551724,0.8103448275862069,2.32183908045977
475,1629628,RJ Barrett,1610612752,NYK,21.0,68,34.7,6.66,3.21,3.46,0.94,0.03,0.1,0.29,0.44,0.47,0.91,0.484,0.516,0.03,0.29,0.32,0.31,0.21,0.091,0.909,0.955,0.636,1610612752,Knicks,35,44,79,0.8607594936708861,0.47413793103448276,0.4942528735632184,0.04597701149425287,0.12643678160919541,0.7212643678160919,1.8620689655172413
478,203526,Raul Neto,1610612764,WAS,29.0,67,19.8,3.76,1.91,1.85,1.31,0.06,0.16,0.39,0.3,0.31,0.61,0.488,0.512,0.0,0.22,0.22,0.21,0.03,0.0,1.0,0.933,0.133,1610612764,Wizards,35,44,79,0.8481012658227848,0.7787356321839081,0.47988505747126436,0.6982758620689655,0.21551724137931033,0.8477011494252874,3.020114942528736
480,203493,Reggie Bullock,1610612742,DAL,31.0,65,28.0,3.26,1.86,1.4,1.29,0.0,0.29,0.62,0.17,0.28,0.45,0.379,0.621,0.03,0.35,0.38,0.32,0.14,0.08,0.92,1.0,0.429,1610612742,Mavericks,49,30,79,0.8227848101265823,0.15229885057471265,0.08045977011494253,0.32471264367816094,0.25287356321839083,0.40373563218390807,1.214080459770115
481,202704,Reggie Jackson,1610612746,LAC,31.0,73,31.3,5.71,2.42,3.29,1.14,0.1,0.26,0.62,0.32,0.26,0.58,0.548,0.452,0.03,0.27,0.3,0.29,0.12,0.091,0.909,1.0,0.429,1610612746,Clippers,39,40,79,0.9240506329113924,0.7988505747126436,0.4511494252873563,0.14942528735632185,0.13218390804597702,0.23850574712643677,1.7701149425287355
483,1626158,Richaun Holmes,1610612758,SAC,28.0,45,23.9,6.53,5.27,1.27,1.0,0.02,3.64,8.49,0.31,0.22,0.53,0.583,0.417,0.31,1.49,1.8,1.51,0.64,0.173,0.827,0.971,0.414,1610612758,Kings,29,51,80,0.5625,0.47126436781609193,0.7672413793103449,0.22413793103448276,0.896551724137931,0.33045977011494254,2.6896551724137927
486,203496,Robert Covington,1610612746,LAC,31.0,68,27.7,6.13,3.37,2.76,3.13,0.04,0.94,2.34,0.21,0.41,0.62,0.333,0.667,0.13,0.59,0.72,0.59,0.32,0.184,0.816,0.93,0.512,1610612746,Clippers,39,40,79,0.8607594936708861,0.6580459770114943,0.6350574712643678,0.9798850574712644,0.5057471264367817,0.8017241379310345,3.5804597701149428
487,1629057,Robert Williams III,1610612738,BOS,24.0,61,29.6,11.05,7.38,3.67,1.51,0.0,2.95,6.89,0.57,0.54,1.11,0.515,0.485,0.82,1.15,1.97,1.8,1.44,0.417,0.583,0.982,0.786,1610612738,Celtics,49,30,79,0.7721518987341772,0.15229885057471265,0.9396551724137931,0.42528735632183906,0.735632183908046,0.9339080459770115,3.1867816091954024
490,203918,Rodney Hood,1610612746,LAC,29.0,50,13.7,1.92,0.98,0.94,0.56,0.04,0.14,0.34,0.02,0.06,0.08,0.25,0.75,0.0,0.22,0.22,0.2,0.02,0.0,1.0,1.0,0.1,1610612746,Clippers,39,40,79,0.6329113924050633,0.7758620689655172,0.20114942528735633,0.1925287356321839,0.3764367816091954,0.022988505747126436,1.5689655172413792
491,203585,Rodney McGruder,1610612765,DET,30.0,49,14.4,1.8,0.86,0.94,1.0,0.0,0.06,0.16,0.08,0.27,0.35,0.235,0.765,0.02,0.33,0.35,0.31,0.12,0.059,0.941,1.0,0.4,1610612765,Pistons,23,56,79,0.620253164556962,0.15229885057471265,0.11781609195402298,0.735632183908046,0.5344827586206896,0.9497126436781609,2.4899425287356323
492,1629641,Romeo Langford,1610612759,SAS,22.0,46,16.3,3.11,2.04,1.07,0.61,0.09,0.22,0.48,0.22,0.09,0.3,0.714,0.286,0.0,0.26,0.26,0.22,0.04,0.0,1.0,1.0,0.2,1610612759,Spurs,34,45,79,0.5822784810126582,0.8764367816091954,0.4885057471264368,0.15517241379310345,0.3649425287356322,0.06321839080459771,1.9482758620689657
493,1626220,Royce O'Neale,1610612762,UTA,28.0,75,31.3,4.29,2.21,2.08,1.8,0.0,1.31,3.0,0.25,0.28,0.53,0.475,0.525,0.11,0.61,0.72,0.52,0.23,0.148,0.852,0.848,0.37,1610612762,Jazz,47,32,79,0.9493670886075949,0.15229885057471265,0.1724137931034483,0.5689655172413793,0.46551724137931033,0.29310344827586204,1.6522988505747127
494,200752,Rudy Gay,1610612762,UTA,35.0,53,18.8,3.91,2.21,1.7,1.15,0.0,0.57,1.32,0.3,0.17,0.47,0.64,0.36,0.13,0.49,0.62,0.53,0.28,0.212,0.788,0.966,0.517,1610612762,Jazz,47,32,79,0.6708860759493671,0.15229885057471265,0.5747126436781609,0.646551724137931,0.5862068965517241,0.3132183908045977,2.272988505747126
495,203497,Rudy Gobert,1610612762,UTA,29.0,63,32.2,13.14,10.33,2.81,1.37,0.03,6.33,15.49,0.27,0.17,0.44,0.607,0.393,1.29,2.06,3.35,3.08,2.27,0.384,0.616,0.965,0.711,1610612762,Jazz,47,32,79,0.7974683544303798,0.5057471264367817,0.9712643678160919,0.2413793103448276,0.9022988505747126,0.05459770114942529,2.675287356321839
