,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_ABBREVIATION,AGE,G,MIN,CONTESTED_SHOTS,CONTESTED_SHOTS_2PT,CONTESTED_SHOTS_3PT,DEFLECTIONS,CHARGES_DRAWN,SCREEN_ASSISTS,SCREEN_AST_PTS,OFF_LOOSE_BALLS_RECOVERED,DEF_LOOSE_BALLS_RECOVERED,LOOSE_BALLS_RECOVERED,PCT_LOOSE_BALLS_RECOVERED_OFF,PCT_LOOSE_BALLS_RECOVERED_DEF,OFF_BOXOUTS,DEF_BOXOUTS,BOX_OUTS,BOX_OUT_PLAYER_TEAM_REBS,BOX_OUT_PLAYER_REBS,PCT_BOX_OUTS_OFF,PCT_BOX_OUTS_DEF,PCT_BOX_OUTS_TEAM_REB,PCT_BOX_OUTS_REB,TeamID,TeamName,WINS,LOSSES,TeamGP,G_PERCENT,CHARGES_DRAWN_pct_rank,CONTESTED_SHOTS_pct_rank,DEFLECTIONS_pct_rank,DEF_BOXOUTS_pct_rank,DEF_LOOSE_BALLS_RECOVERED_pct_rank,sum
256,201935,James Harden,1610612755,PHI,32.0,63,37.2,4.86,2.49,2.37,2.13,0.03,0.46,1.05,0.37,0.46,0.83,0.442,0.558,0.05,0.78,0.83,0.71,0.37,0.058,0.942,0.978,0.5,1610612755,76ers,49,30,79,0.7974683544303798,0.46839080459770116,0.14942528735632185,0.5603448275862069,0.4942528735632184,0.6206896551724138,2.293103448275862
257,201949,James Johnson,1610612751,BKN,35.0,62,19.2,4.9,2.55,2.35,1.06,0.02,0.82,2.06,0.21,0.1,0.31,0.684,0.316,0.08,0.68,0.76,0.73,0.37,0.106,0.894,0.978,0.5,1610612751,Nets,41,38,79,0.7848101265822784,0.5402298850574713,0.7241379310344828,0.514367816091954,0.6954022988505747,0.05172413793103448,2.5258620689655173
261,1628991,Jaren Jackson Jr.,1610612763,MEM,22.0,76,27.4,9.92,6.93,2.99,1.76,0.0,0.87,1.95,0.46,0.37,0.83,0.556,0.444,0.14,1.17,1.32,1.12,0.47,0.11,0.89,0.988,0.419,1610612763,Grizzlies,55,24,79,0.9620253164556962,0.15229885057471265,0.9137931034482759,0.6781609195402298,0.7614942528735632,0.7183908045977011,3.2241379310344827
262,1629020,Jarred Vanderbilt,1610612750,MIN,23.0,72,25.5,5.71,3.57,2.14,2.69,0.01,1.13,2.78,0.31,0.6,0.9,0.338,0.662,0.25,0.4,0.65,0.58,0.36,0.383,0.617,1.0,0.619,1610612750,Timberwolves,45,35,80,0.9,0.3649425287356322,0.646551724137931,0.9655172413793104,0.3563218390804598,1.0,3.3333333333333335
263,1628386,Jarrett Allen,1610612739,CLE,23.0,56,32.3,11.79,9.09,2.7,1.38,0.0,3.46,7.68,0.59,0.32,0.91,0.647,0.353,0.68,1.73,2.41,2.18,1.55,0.281,0.719,1.0,0.713,1610612739,Cavaliers,43,37,80,0.7,0.15229885057471265,0.9281609195402298,0.2471264367816092,0.8448275862068966,0.39080459770114945,2.563218390804598
267,1629750,Javonte Green,1610612741,CHI,28.0,62,23.3,4.31,2.52,1.79,2.06,0.05,0.58,1.34,0.35,0.42,0.77,0.458,0.542,0.11,0.56,0.68,0.58,0.27,0.167,0.833,0.9,0.425,1610612741,Bulls,45,34,79,0.7848101265822784,0.7212643678160919,0.45977011494252873,0.8994252873563219,0.5488505747126436,0.9252873563218391,3.554597701149425
269,1629637,Jaxson Hayes,1610612740,NOP,21.0,67,19.9,6.07,4.09,1.99,1.13,0.0,1.03,2.3,0.24,0.21,0.45,0.533,0.467,0.12,0.78,0.9,0.76,0.39,0.133,0.867,0.944,0.481,1610612740,Pelicans,35,44,79,0.8481012658227848,0.15229885057471265,0.8333333333333334,0.5459770114942529,0.7442528735632183,0.4540229885057471,2.729885057471264
272,1627759,Jaylen Brown,1610612738,BOS,25.0,63,33.7,5.51,2.71,2.79,1.76,0.03,0.16,0.33,0.56,0.33,0.89,0.625,0.375,0.11,0.81,0.92,0.76,0.37,0.121,0.879,0.96,0.46,1610612738,Celtics,49,30,79,0.7974683544303798,0.47701149425287354,0.31896551724137934,0.45689655172413796,0.5517241379310345,0.3793103448275862,2.1839080459770113
275,1629669,Jaylen Nowell,1610612750,MIN,22.0,60,15.7,2.13,1.05,1.08,0.72,0.03,0.07,0.17,0.12,0.12,0.23,0.5,0.5,0.0,0.17,0.17,0.17,0.07,0.0,1.0,1.0,0.4,1610612750,Timberwolves,45,35,80,0.75,0.7040229885057471,0.16954022988505746,0.31896551724137934,0.1925287356321839,0.1810344827586207,1.5660919540229885
277,1628369,Jayson Tatum,1610612738,BOS,24.0,74,36.1,5.42,2.85,2.57,1.51,0.0,0.51,1.19,0.5,0.36,0.86,0.578,0.422,0.01,0.35,0.36,0.32,0.19,0.037,0.963,0.96,0.56,1610612738,Celtics,49,30,79,0.9367088607594937,0.15229885057471265,0.26436781609195403,0.22126436781609196,0.16091954022988506,0.39655172413793105,1.1954022988505748
279,201145,Jeff Green,1610612743,DEN,35.0,73,24.6,6.37,3.47,2.9,0.56,0.14,0.73,1.79,0.08,0.16,0.25,0.333,0.667,0.05,0.6,0.66,0.55,0.19,0.083,0.917,0.93,0.326,1610612743,Nuggets,47,33,80,0.9125,0.8850574712643678,0.7298850574712644,0.011494252873563218,0.5574712643678161,0.10344827586206896,2.2873563218390807
281,203924,Jerami Grant,1610612765,DET,28.0,47,31.9,5.66,3.57,2.09,1.64,0.11,0.49,1.11,0.13,0.13,0.26,0.5,0.5,0.04,1.09,1.13,0.94,0.19,0.038,0.962,0.957,0.196,1610612765,Pistons,23,56,79,0.5949367088607594,0.8132183908045977,0.41379310344827586,0.4339080459770115,0.6810344827586207,0.017241379310344827,2.3591954022988504
282,1630526,Jeremiah Robinson-Earl,1610612760,OKC,21.0,48,22.3,7.04,4.54,2.5,0.75,0.1,2.0,4.4,0.31,0.31,0.63,0.5,0.5,0.27,1.4,1.67,1.44,0.77,0.163,0.838,0.986,0.529,1610612760,Thunder,24,55,79,0.6075949367088608,0.8505747126436781,0.853448275862069,0.1235632183908046,0.8994252873563219,0.7471264367816092,3.474137931034483
283,203087,Jeremy Lamb,1610612758,SAC,29.0,54,16.5,2.46,1.2,1.26,1.13,0.0,0.15,0.33,0.07,0.2,0.28,0.267,0.733,0.0,0.11,0.11,0.11,0.04,0.0,1.0,1.0,0.333,1610612758,Kings,29,51,80,0.675,0.15229885057471265,0.24856321839080459,0.7298850574712644,0.08045977011494253,0.6063218390804598,1.8175287356321839
285,1628975,Jevon Carter,1610612749,MIL,26.0,63,13.4,1.87,0.83,1.05,1.06,0.0,0.16,0.38,0.17,0.27,0.44,0.393,0.607,0.0,0.11,0.11,0.1,0.05,0.0,1.0,0.857,0.429,1610612749,Bucks,49,30,79,0.7974683544303798,0.15229885057471265,0.1896551724137931,0.8304597701149425,0.11494252873563218,0.9741379310344828,2.2614942528735633
286,202710,Jimmy Butler,1610612748,MIA,32.0,56,33.8,3.68,1.96,1.71,2.66,0.09,0.77,1.98,0.66,0.46,1.13,0.587,0.413,0.32,0.79,1.11,1.02,0.52,0.29,0.71,0.95,0.483,1610612748,Heat,52,28,80,0.7,0.7614942528735632,0.05747126436781609,0.8275862068965517,0.5373563218390804,0.7270114942528736,2.9109195402298846
287,1629111,Jock Landale,1610612759,SAS,26.0,52,10.7,3.79,2.71,1.08,0.29,0.0,1.02,2.15,0.06,0.1,0.15,0.375,0.625,0.46,0.85,1.31,1.08,0.54,0.353,0.647,0.966,0.483,1610612759,Spurs,34,45,79,0.6582278481012658,0.15229885057471265,0.9051724137931034,0.04885057471264368,0.9655172413793104,0.3390804597701149,2.410919540229885
289,204060,Joe Ingles,1610612757,POR,34.0,45,24.9,2.64,0.91,1.73,1.02,0.0,0.36,0.84,0.18,0.11,0.29,0.615,0.385,0.02,0.51,0.53,0.42,0.16,0.042,0.958,0.95,0.35,1610612757,Trail Blazers,27,52,79,0.569620253164557,0.15229885057471265,0.04597701149425287,0.19540229885057472,0.4827586206896552,0.02586206896551724,0.9022988505747126
293,203954,Joel Embiid,1610612755,PHI,28.0,66,33.7,9.45,7.5,1.95,1.68,0.02,3.24,7.21,0.52,0.56,1.08,0.479,0.521,0.56,2.06,2.62,2.38,1.74,0.214,0.786,0.981,0.719,1610612755,76ers,49,30,79,0.8354430379746836,0.4109195402298851,0.7787356321839081,0.4051724137931034,0.8793103448275862,0.8879310344827587,3.362068965517241
294,1628381,John Collins,1610612737,ATL,24.0,54,30.8,9.87,6.19,3.69,1.07,0.26,2.28,5.22,0.26,0.22,0.48,0.538,0.462,0.37,1.41,1.78,1.52,0.83,0.208,0.792,0.953,0.523,1610612737,Hawks,41,38,79,0.6835443037974683,0.9511494252873564,0.8620689655172413,0.13505747126436782,0.7844827586206896,0.13218390804597702,2.864942528735632
295,1629723,John Konchar,1610612763,MEM,26.0,69,17.7,3.52,1.72,1.8,1.32,0.03,0.09,0.19,0.3,0.36,0.67,0.457,0.543,0.01,0.35,0.36,0.33,0.06,0.04,0.96,1.0,0.174,1610612763,Grizzlies,55,24,79,0.8734177215189873,0.6925287356321839,0.5431034482758621,0.7902298850574713,0.47126436781609193,0.978448275862069,3.4755747126436782
297,202685,Jonas Valanciunas,1610612740,NOP,29.0,72,30.7,9.82,7.76,2.06,1.0,0.0,3.97,8.88,0.36,0.28,0.64,0.565,0.435,1.31,2.32,3.63,3.18,2.29,0.36,0.64,0.962,0.693,1610612740,Pelicans,35,44,79,0.9113924050632911,0.15229885057471265,0.8591954022988506,0.10919540229885058,0.9540229885057471,0.32471264367816094,2.3994252873563218
298,1630228,Jonathan Kuminga,1610612744,GSW,19.0,67,16.8,4.73,2.69,2.04,0.73,0.01,0.6,1.51,0.21,0.15,0.36,0.583,0.417,0.06,0.52,0.58,0.51,0.16,0.103,0.897,0.944,0.306,1610612744,Warriors,50,29,79,0.8481012658227848,0.41379310344827586,0.7816091954022989,0.26436781609195403,0.6551724137931034,0.28879310344827586,2.403735632183908
300,203903,Jordan Clarkson,1610612762,UTA,29.0,76,27.1,3.93,1.41,2.53,1.24,0.0,0.18,0.42,0.34,0.32,0.66,0.52,0.48,0.03,0.32,0.34,0.29,0.09,0.077,0.923,0.957,0.304,1610612762,Jazz,47,32,79,0.9620253164556962,0.15229885057471265,0.22988505747126436,0.3132183908045977,0.23850574712643677,0.5747126436781609,1.5086206896551724
302,1629162,Jordan McLaughlin,1610612750,MIN,25.0,60,14.4,2.75,1.35,1.4,1.8,0.03,0.2,0.55,0.13,0.22,0.35,0.381,0.619,0.0,0.17,0.17,0.15,0.07,0.0,1.0,0.9,0.4,1610612750,Timberwolves,45,35,80,0.75,0.7183908045977011,0.49137931034482757,0.9885057471264368,0.23563218390804597,0.8362068965517241,3.2701149425287355
303,1629670,Jordan Nwora,1610612749,MIL,23.0,60,18.9,3.57,1.5,2.07,0.85,0.0,0.12,0.27,0.27,0.17,0.43,0.615,0.385,0.02,0.13,0.15,0.12,0.03,0.111,0.889,1.0,0.286,1610612749,Bucks,49,30,79,0.759493670886076,0.15229885057471265,0.47701149425287354,0.2959770114942529,0.08620689655172414,0.2988505747126437,1.310344827586207
304,1629673,Jordan Poole,1610612744,GSW,22.0,73,30.0,3.7,1.29,2.41,1.21,0.03,0.32,0.78,0.32,0.33,0.64,0.489,0.511,0.0,0.23,0.23,0.22,0.07,0.0,1.0,0.941,0.294,1610612744,Warriors,50,29,79,0.9240506329113924,0.5287356321839081,0.10919540229885058,0.1867816091954023,0.09770114942528736,0.49712643678160917,1.4195402298850577
306,1630631,Jose Alvarado,1610612740,NOP,23.0,51,15.0,2.12,0.76,1.35,2.08,0.04,0.25,0.57,0.25,0.18,0.43,0.591,0.409,0.0,0.29,0.29,0.29,0.08,0.0,1.0,1.0,0.267,1610612740,Pelicans,35,44,79,0.6455696202531646,0.764367816091954,0.20689655172413793,0.9942528735632183,0.45977011494252873,0.5948275862068966,3.0201149425287355
307,1630528,Josh Christopher,1610612745,HOU,20.0,72,17.8,2.1,1.04,1.06,1.81,0.01,0.06,0.14,0.19,0.25,0.44,0.438,0.563,0.03,0.1,0.13,0.11,0.07,0.222,0.778,1.0,0.625,1610612745,Rockets,20,60,80,0.9,0.39798850574712646,0.08908045977011494,0.9511494252873564,0.0603448275862069,0.7672413793103449,2.2658045977011496
308,1630581,Josh Giddey,1610612760,OKC,19.0,54,31.5,5.24,2.26,2.98,1.35,0.0,0.15,0.33,0.69,0.37,1.06,0.649,0.351,0.07,0.19,0.26,0.26,0.15,0.286,0.714,1.0,0.571,1610612760,Thunder,24,55,79,0.6835443037974683,0.15229885057471265,0.34195402298850575,0.25862068965517243,0.06896551724137931,0.5660919540229885,1.3879310344827587
309,1630182,Josh Green,1610612742,DAL,21.0,64,15.4,2.55,1.42,1.13,1.19,0.06,0.23,0.59,0.28,0.17,0.45,0.621,0.379,0.03,0.16,0.19,0.17,0.05,0.167,0.833,0.917,0.25,1610612742,Mavericks,49,30,79,0.810126582278481,0.8362068965517241,0.33620689655172414,0.8189655172413793,0.1781609195402299,0.5,2.6695402298850572
310,1628404,Josh Hart,1610612757,POR,27.0,54,33.2,6.94,3.41,3.54,1.8,0.04,0.2,0.52,0.41,0.59,1.0,0.407,0.593,0.02,0.39,0.41,0.3,0.13,0.045,0.955,0.941,0.412,1610612757,Trail Blazers,27,52,79,0.6835443037974683,0.5919540229885057,0.5862068965517241,0.5057471264367817,0.22988505747126436,0.9195402298850575,2.833333333333333
311,1628367,Josh Jackson,1610612758,SAC,25.0,49,16.1,2.84,1.59,1.24,0.82,0.16,0.1,0.27,0.24,0.33,0.57,0.429,0.571,0.08,0.33,0.41,0.37,0.12,0.2,0.8,1.0,0.333,1610612758,Kings,29,51,80,0.6125,0.9683908045977011,0.40804597701149425,0.4224137931034483,0.48563218390804597,0.9827586206896551,3.2672413793103448
312,1629006,Josh Okogie,1610612750,MIN,23.0,48,10.3,2.44,1.19,1.25,1.08,0.08,0.21,0.54,0.23,0.15,0.38,0.611,0.389,0.06,0.33,0.4,0.29,0.15,0.158,0.842,0.933,0.467,1610612750,Timberwolves,45,35,80,0.6,0.9367816091954023,0.6752873563218391,0.9626436781609196,0.6695402298850575,0.7873563218390804,4.031609195402299
313,1626196,Josh Richardson,1610612759,SAS,28.0,62,24.6,3.73,2.18,1.55,1.6,0.0,0.27,0.63,0.18,0.31,0.48,0.367,0.633,0.0,0.26,0.26,0.24,0.1,0.0,1.0,1.0,0.4,1610612759,Spurs,34,45,79,0.7848101265822784,0.15229885057471265,0.2672413793103448,0.6867816091954023,0.1896551724137931,0.6408045977011494,1.9367816091954022
314,1630563,Joshua Primo,1610612759,SAS,19.0,47,18.8,4.36,2.66,1.7,0.87,0.06,0.13,0.3,0.23,0.19,0.43,0.55,0.45,0.0,0.3,0.3,0.3,0.09,0.0,1.0,1.0,0.286,1610612759,Spurs,34,45,79,0.5949367088607594,0.7959770114942529,0.6695402298850575,0.3275862068965517,0.367816091954023,0.4166666666666667,2.5775862068965516
315,201950,Jrue Holiday,1610612749,MIL,31.0,64,33.5,6.31,2.52,3.8,2.84,0.05,0.22,0.58,0.36,0.63,0.98,0.365,0.635,0.14,0.58,0.72,0.61,0.23,0.196,0.804,0.951,0.366,1610612749,Bucks,49,30,79,0.810126582278481,0.6681034482758621,0.47413793103448276,0.882183908045977,0.40804597701149425,0.9540229885057471,3.3864942528735633
316,1629308,Juan Toscano-Anderson,1610612744,GSW,28.0,71,13.6,3.08,1.92,1.17,1.27,0.0,0.76,1.97,0.2,0.21,0.41,0.483,0.517,0.04,0.69,0.73,0.62,0.18,0.058,0.942,0.978,0.289,1610612744,Warriors,50,29,79,0.8987341772151899,0.15229885057471265,0.6522988505747126,0.9166666666666666,0.8218390804597702,0.8448275862068966,3.387931034482759
318,203944,Julius Randle,1610612752,NYK,27.0,72,35.3,6.4,3.65,2.75,1.14,0.0,2.39,5.99,0.54,0.28,0.82,0.661,0.339,0.38,0.93,1.31,1.18,0.79,0.287,0.713,0.944,0.633,1610612752,Knicks,35,44,79,0.9113924050632911,0.15229885057471265,0.4367816091954023,0.10057471264367816,0.5948275862068966,0.21264367816091953,1.497126436781609
321,203200,Justin Holiday,1610612758,SAC,33.0,72,27.9,4.86,2.61,2.25,1.82,0.04,0.47,1.04,0.19,0.31,0.5,0.389,0.611,0.03,0.6,0.63,0.54,0.21,0.044,0.956,0.929,0.357,1610612758,Kings,29,51,80,0.9,0.6551724137931034,0.39655172413793105,0.6925287356321839,0.5114942528735632,0.5114942528735632,2.7672413793103448
324,1626159,Justise Winslow,1610612757,POR,26.0,48,16.1,3.56,2.25,1.31,0.94,0.04,0.35,0.83,0.25,0.31,0.56,0.444,0.556,0.08,0.44,0.52,0.44,0.17,0.16,0.84,0.955,0.364,1610612757,Trail Blazers,27,52,79,0.6075949367088608,0.7442528735632183,0.632183908045977,0.5905172413793104,0.6120689655172413,0.9597701149425287,3.5387931034482754
325,203994,Jusuf Nurkic,1610612757,POR,27.0,56,28.2,7.61,6.18,1.43,2.11,0.02,4.93,11.8,0.61,0.39,1.0,0.607,0.393,0.82,2.13,2.95,2.68,1.95,0.279,0.721,0.987,0.717,1610612757,Trail Blazers,27,52,79,0.7088607594936709,0.4482758620689655,0.764367816091954,0.7959770114942529,0.9511494252873564,0.7442528735632183,3.7040229885057476
329,1626157,Karl-Anthony Towns,1610612750,MIN,26.0,73,33.5,9.36,6.81,2.55,1.81,0.0,3.14,7.51,0.45,0.37,0.82,0.55,0.45,0.45,1.79,2.25,1.84,1.21,0.201,0.799,0.985,0.647,1610612750,Timberwolves,45,35,80,0.9125,0.15229885057471265,0.7729885057471264,0.4956896551724138,0.8419540229885057,0.5057471264367817,2.7686781609195403
331,1628966,Keita Bates-Diop,1610612759,SAS,26.0,56,16.0,4.02,2.34,1.68,0.91,0.0,0.48,1.02,0.14,0.21,0.36,0.4,0.6,0.05,0.34,0.39,0.21,0.07,0.136,0.864,0.857,0.286,1610612759,Spurs,34,45,79,0.7088607594936709,0.15229885057471265,0.7068965517241379,0.5517241379310345,0.5,0.6925287356321839,2.603448275862069
333,1629640,Keldon Johnson,1610612759,SAS,22.0,73,31.8,5.81,3.07,2.74,1.32,0.01,0.78,1.82,0.27,0.37,0.64,0.426,0.574,0.21,1.1,1.3,1.01,0.4,0.158,0.842,0.949,0.372,1610612759,Spurs,34,45,79,0.9240506329113924,0.33045977011494254,0.4540229885057471,0.20977011494252873,0.6867816091954023,0.5517241379310345,2.2327586206896552
336,1626162,Kelly Oubre Jr.,1610612766,CHA,26.0,73,26.5,3.71,1.74,1.97,2.45,0.01,0.21,0.47,0.38,0.38,0.77,0.5,0.5,0.0,0.22,0.22,0.22,0.11,0.0,1.0,1.0,0.5,1610612766,Hornets,40,39,79,0.9240506329113924,0.3563218390804598,0.19827586206896552,0.9137931034482759,0.1206896551724138,0.7787356321839081,2.367816091954023
338,1629026,Kenrich Williams,1610612760,OKC,27.0,49,21.9,3.73,1.94,1.8,1.08,0.18,0.33,0.78,0.43,0.31,0.73,0.583,0.417,0.24,0.59,0.84,0.65,0.33,0.293,0.707,0.97,0.485,1610612760,Thunder,24,55,79,0.620253164556962,0.9454022988505747,0.367816091954023,0.3850574712643678,0.6063218390804598,0.7701149425287356,3.0747126436781604
340,203484,Kentavious Caldwell-Pope,1610612764,WAS,29.0,76,30.3,2.76,1.33,1.43,1.93,0.01,0.47,1.0,0.42,0.36,0.78,0.542,0.458,0.07,0.62,0.68,0.54,0.16,0.096,0.904,0.872,0.255,1610612764,Wizards,35,44,79,0.9620253164556962,0.3390804597701149,0.022988505747126436,0.6724137931034483,0.47988505747126436,0.5818965517241379,2.096264367816092
341,1630231,Kenyon Martin Jr.,1610612745,HOU,21.0,77,21.0,4.09,2.39,1.7,0.66,0.01,0.96,2.32,0.31,0.27,0.58,0.533,0.467,0.04,0.52,0.56,0.43,0.16,0.07,0.93,0.943,0.343,1610612745,Rockets,20,60,80,0.9625,0.382183908045977,0.5201149425287356,0.08908045977011494,0.5689655172413793,0.6637931034482759,2.2241379310344827
343,1630556,Kessler Edwards,1610612751,BKN,21.0,45,20.1,4.84,2.93,1.91,0.96,0.0,0.44,1.09,0.07,0.13,0.2,0.333,0.667,0.04,0.73,0.78,0.6,0.2,0.057,0.943,0.871,0.29,1610612751,Nets,41,38,79,0.569620253164557,0.15229885057471265,0.6867816091954023,0.3505747126436782,0.7068965517241379,0.09339080459770115,1.9899425287356323
344,201142,Kevin Durant,1610612751,BKN,33.0,52,37.0,7.81,3.98,3.83,1.52,0.02,0.29,0.67,0.48,0.37,0.85,0.568,0.432,0.06,0.79,0.85,0.73,0.35,0.068,0.932,1.0,0.474,1610612751,Nets,41,38,79,0.6582278481012658,0.3936781609195402,0.5919540229885057,0.20114942528735633,0.5086206896551724,0.40373563218390807,2.0991379310344827
345,1628989,Kevin Huerter,1610612737,ATL,23.0,71,29.6,5.14,2.56,2.58,1.77,0.0,0.3,0.72,0.24,0.3,0.54,0.447,0.553,0.0,0.44,0.44,0.39,0.15,0.0,1.0,0.966,0.379,1610612737,Hawks,41,38,79,0.8987341772151899,0.15229885057471265,0.39080459770114945,0.6206896551724138,0.3275862068965517,0.4209770114942529,1.9123563218390802
347,201567,Kevin Love,1610612739,CLE,33.0,72,22.6,4.71,2.29,2.42,0.61,0.36,0.85,1.89,0.22,0.22,0.44,0.5,0.5,0.46,1.04,1.5,1.35,1.01,0.306,0.694,0.951,0.716,1610612739,Cavaliers,43,37,80,0.9,0.9971264367816092,0.5833333333333334,0.040229885057471264,0.7873563218390804,0.3735632183908046,2.781609195402299
349,1629645,Kevin Porter Jr.,1610612745,HOU,21.0,59,31.0,4.92,2.61,2.31,2.19,0.02,0.15,0.41,0.51,0.37,0.88,0.577,0.423,0.02,0.36,0.37,0.37,0.15,0.045,0.955,1.0,0.409,1610612745,Rockets,20,60,80,0.7375,0.43103448275862066,0.2988505747126437,0.7528735632183908,0.22413793103448276,0.5919540229885057,2.2988505747126435
350,1626172,Kevon Looney,1610612744,GSW,26.0,79,21.4,8.61,6.04,2.57,1.11,0.01,3.38,8.49,0.35,0.28,0.63,0.56,0.44,0.78,1.75,2.53,2.24,1.29,0.31,0.69,0.989,0.57,1610612744,Warriors,50,29,79,1.0,0.3764367816091954,0.9683908045977011,0.4425287356321839,0.9712643678160919,0.6867816091954023,3.445402298850575
351,203920,Khem Birch,1610612761,TOR,29.0,52,17.9,5.46,3.71,1.75,1.12,0.02,1.85,4.29,0.25,0.15,0.4,0.619,0.381,0.17,1.37,1.54,1.19,0.4,0.113,0.888,0.912,0.309,1610612761,Raptors,46,33,79,0.6582278481012658,0.5689655172413793,0.8362068965517241,0.6666666666666666,0.9568965517241379,0.25287356321839083,3.281609195402299
352,203114,Khris Middleton,1610612749,MIL,30.0,64,32.4,5.13,2.27,2.86,2.19,0.02,0.36,0.88,0.27,0.27,0.53,0.5,0.5,0.11,0.7,0.81,0.73,0.38,0.135,0.865,1.0,0.511,1610612749,Bucks,49,30,79,0.810126582278481,0.42528735632183906,0.29454022988505746,0.7183908045977011,0.5172413793103449,0.25,2.2054597701149423
353,1630165,Killian Hayes,1610612765,DET,20.0,63,25.1,4.83,2.49,2.33,2.54,0.03,0.37,0.86,0.33,0.35,0.68,0.488,0.512,0.02,0.38,0.4,0.35,0.16,0.04,0.96,0.917,0.417,1610612765,Pistons,23,56,79,0.7974683544303798,0.5876436781609196,0.5028735632183908,0.9482758620689655,0.33620689655172414,0.7528735632183908,3.1278735632183907
358,204001,Kristaps Porzingis,1610612764,WAS,26.0,50,29.0,9.48,7.44,2.04,1.28,0.0,2.54,5.46,0.26,0.08,0.34,0.765,0.235,0.24,1.46,1.7,1.5,0.8,0.141,0.859,0.949,0.506,1610612764,Wizards,35,44,79,0.6329113924050633,0.15229885057471265,0.8764367816091954,0.27586206896551724,0.8103448275862069,0.014367816091954023,2.1293103448275863
359,203937,Kyle Anderson,1610612763,MEM,28.0,66,21.4,4.94,2.92,2.02,2.03,0.02,0.62,1.42,0.18,0.33,0.52,0.353,0.647,0.11,0.62,0.73,0.59,0.3,0.146,0.854,0.951,0.488,1610612763,Grizzlies,55,24,79,0.8354430379746836,0.5086206896551724,0.6666666666666666,0.9252873563218391,0.6350574712643678,0.8419540229885057,3.5775862068965516
361,1628398,Kyle Kuzma,1610612764,WAS,26.0,66,33.4,6.77,4.92,1.85,0.83,0.03,0.62,1.41,0.26,0.2,0.45,0.567,0.433,0.29,0.79,1.08,0.97,0.68,0.268,0.732,0.941,0.662,1610612764,Wizards,35,44,79,0.8354430379746836,0.4827586206896552,0.5660919540229885,0.017241379310344827,0.5402298850574713,0.07183908045977011,1.6781609195402298
362,200768,Kyle Lowry,1610612748,MIA,36.0,62,33.9,3.82,1.48,2.34,2.19,0.4,0.68,1.5,0.32,0.48,0.81,0.4,0.6,0.08,1.18,1.26,1.15,0.35,0.064,0.936,0.922,0.286,1610612748,Heat,52,28,80,0.775,0.9798850574712644,0.06896551724137931,0.6810344827586207,0.6896551724137931,0.7729885057471264,3.192528735632184
364,200746,LaMarcus Aldridge,1610612751,BKN,36.0,46,22.7,8.48,6.43,2.04,0.87,0.0,2.52,5.74,0.22,0.11,0.33,0.667,0.333,0.5,1.65,2.15,1.76,1.15,0.232,0.768,0.92,0.602,1610612751,Nets,41,38,79,0.5822784810126582,0.15229885057471265,0.9425287356321839,0.16666666666666666,0.9396551724137931,0.034482758620689655,2.235632183908046
365,1630163,LaMelo Ball,1610612766,CHA,20.0,72,32.4,3.71,1.85,1.86,2.75,0.0,0.15,0.36,0.56,0.54,1.1,0.506,0.494,0.04,0.15,0.19,0.19,0.14,0.214,0.786,1.0,0.714,1610612766,Hornets,40,39,79,0.9113924050632911,0.15229885057471265,0.07471264367816093,0.8850574712643678,0.04597701149425287,0.8936781609195402,2.0517241379310347
366,1630205,Lamar Stevens,1610612739,CLE,24.0,61,16.0,4.16,2.46,1.7,0.84,0.0,0.23,0.52,0.13,0.08,0.21,0.615,0.385,0.05,0.3,0.34,0.28,0.15,0.143,0.857,0.944,0.5,1610612739,Cavaliers,43,37,80,0.7625,0.15229885057471265,0.7413793103448276,0.45977011494252873,0.44971264367816094,0.03879310344827586,1.8419540229885056
367,202362,Lance Stephenson,1610612754,IND,31.0,44,17.6,1.95,0.61,1.34,1.09,0.0,0.05,0.11,0.16,0.16,0.32,0.5,0.5,0.0,0.2,0.2,0.18,0.07,0.0,1.0,1.0,0.375,1610612754,Pacers,25,55,80,0.55,0.15229885057471265,0.0603448275862069,0.6609195402298851,0.22126436781609196,0.3160919540229885,1.410919540229885
368,1629013,Landry Shamet,1610612756,PHX,25.0,66,20.7,3.3,2.12,1.18,1.02,0.02,0.32,0.8,0.15,0.15,0.3,0.5,0.5,0.0,0.65,0.65,0.56,0.11,0.0,1.0,0.902,0.171,1610612756,Suns,63,16,79,0.8354430379746836,0.5186781609195402,0.3045977011494253,0.382183908045977,0.6637931034482759,0.14367816091954022,2.012931034482759
370,1626204,Larry Nance Jr.,1610612740,NOP,29.0,43,22.9,4.51,2.93,1.58,1.91,0.19,2.19,5.37,0.19,0.16,0.35,0.533,0.467,0.3,0.86,1.16,0.84,0.44,0.26,0.74,0.923,0.487,1610612740,Pelicans,35,44,79,0.5443037974683544,0.9482758620689655,0.5258620689655172,0.8649425287356322,0.7212643678160919,0.11781609195402298,3.17816091954023
371,1628374,Lauri Markkanen,1610612739,CLE,24.0,59,31.0,8.25,5.34,2.92,1.54,0.0,0.66,1.58,0.15,0.27,0.42,0.36,0.64,0.02,1.12,1.14,1.03,0.47,0.015,0.985,0.984,0.452,1610612739,Cavaliers,43,37,80,0.7375,0.15229885057471265,0.7614942528735632,0.3994252873563218,0.7040229885057471,0.27586206896551724,2.293103448275862
