player,tm,experience,age,salary,vorp,vorp_per_million,percent_of_cap
Cole Anthony,ORL,2,21,3449400,0.4,0.11596219632399839,0.030684790150692975
Chuma Okeke,ORL,2,23,3277080,0.8,0.24411976515678593,0.02915188499653068
R.J. Hampton,ORL,2,20,2303040,-0.7,-0.3039460886480478,0.02048712793780134
Moritz Wagner,ORL,4,24,1729217,0.9,0.5204667777381323,0.015382576903232694
Devin Cannady,ORL,2,25,85578,0,0,7.612752859964062e-4
James Harden,PHI,13,32,43848000,1.2,0.02736726874657909,0.3900581778070347
Tobias Harris,PHI,11,29,36000000,1.3,0.036111111111111115,0.3202448093653815
Joel Embiid,PHI,6,27,31579390,6.5,0.20583044827654998,0.280920436956251
Danny Green,PHI,13,34,10000000,0.5,0.049999999999999996,0.08895689149038376
Furkan Korkmaz,PHI,5,24,4629630,-0.4,-0.08639999308800056,0.041183749355062534
Georges Niang,PHI,6,28,3300000,0,0,0.029355774191826643
Matisse Thybulle,PHI,3,24,2840160,1.3,0.4577206917920117,0.025265180493532834
Paul Millsap,PHI,16,36,2641691,-0.1,-0.03785454089823526,0.023499661963812337
Tyrese Maxey,PHI,2,21,2602920,1.8,0.6915310497441335,0.02315476719981497
Jaden Springer,PHI,1,19,2023800,0,0,0.018003095699823866
Shake Milton,PHI,4,25,1846738,-0.1,-0.05414953285198009,0.016428007187716833
Isaiah Joe,PHI,2,22,1517981,-0.4,-0.2635079095192891,0.013503487110146423
Paul Reed,PHI,2,22,1517981,0.3,0.19763093213946684,0.013503487110146423
Charles Bassey,PHI,1,21,925258,0.2,0.21615592623895175,0.008230807550660949
DeAndre Jordan,PHI,14,33,592103,0,0,0.0052671642322130695
Devin Booker,PHO,7,25,31610000,3.6,0.11388801012337868,0.28119273400110306
Chris Paul,PHO,17,36,30800000,4,0.12987012987012986,0.273987225790382
Deandre Ayton,PHO,4,23,12632950,2.1,0.16623195690634412,0.11237879623534436
Jae Crowder,PHO,10,31,9720900,1.5,0.15430669999691388,0.08647410464888715
Cameron Payne,PHO,7,27,6500000,0.7,0.10769230769230768,0.057821979468749445
Mikal Bridges,PHO,4,25,5557725,2.6,0.4678173173375797,0.04943979397583931
JaVale McGee,PHO,14,34,5000000,0.8,0.16,0.04447844574519188
Torrey Craig,PHO,5,31,4878049,0.1,0.020499999077500042,0.0433936075577775
Cameron Johnson,PHO,3,25,4437000,2.1,0.47329276538201487,0.03947017275428327
Aaron Holiday,PHO,4,25,3980551,0.1,0.025122150174686872,0.03540974433789386
Landry Shamet,PHO,4,24,3768342,0.3,0.07961060859125843,0.033521999039265574
Elfrid Payton,PHO,8,27,2239544,-0.2,-0.08930389400699429,0.019922287259594
Bismack Biyombo,PHO,11,29,1366392,0.1,0.0731854401957857,0.012154998487732844
Frank Kaminsky,PHO,7,28,2089448,0.3,0.14357859109200133,0.018587079901079936
Abdel Nader,PHO,5,28,2000000,-0.1,-0.05,0.01779137829807675
Damian Lillard,POR,10,31,39344900,0.9,0.022874629240384397,0.35
Josh Hart,POR,5,26,12000000,0.4,0.03333333333333333,0.10674826978846051
Jusuf Nurkić,POR,8,27,12000000,0.9,0.075,0.10674826978846051
Anfernee Simons,POR,4,22,3938818,0.5,0.12694163579022946,0.03503850054263704
Justise Winslow,POR,7,25,3902439,0,0,0.03471488426708417
Keon Johnson,POR,1,19,2553120,-0.6,-0.23500658018424514,0.02271176188019286
Ben McLemore,POR,9,28,2389641,-0.4,-0.1673891601290738,0.021257503513797214
Nassir Little,POR,3,21,2316240,0.2,0.08634683797879322,0.02060455103456865
Didi Louzada,POR,2,22,1786878,-0.2,-0.11192705937394719,0.015895511235255396
CJ Elleby,POR,2,21,1517981,-1,-0.6587697737982228,0.013503487110146423
Elijah Hughes,POR,2,23,1517981,-0.6,-0.39526186427893367,0.013503487110146423
Greg Brown III,POR,1,20,925258,-0.4,-0.4323118524779035,0.008230807550660949
Trendon Watford,POR,1,21,260561,0.1,0.3837872897325386,0.002317869660362588
Kris Dunn,POR,6,27,111457,-0.3,-2.69162098387719,9.914868254843703e-4
Drew Eubanks,POR,4,24,99380,0.1,1.0062386798148522,8.840535876314338e-4
Reggie Perry,POR,2,21,85578,-0.1,-1.1685246208137607,7.612752859964062e-4
Cody Zeller,POR,9,29,2389641,0,0,0.021257503513797214
Dennis Smith Jr.,POR,5,24,1789256,0.1,0.05588915169209996,0.01591666518405181
De'Aaron Fox,SAC,5,24,28103550,0.7,0.02490788530274645,0.25000044478445743
Harrison Barnes,SAC,10,29,20284091,1.4,0.06901960753380568,0.18044096820680697
Domantas Sabonis,SAC,6,25,18562500,0.5,0.026936026936026935,0.16512622982902486
Jeremy Lamb,SAC,10,29,10500000,0,0,0.09340473606490295
Richaun Holmes,SAC,7,28,10384500,0.4,0.03851894650681304,0.09237728396818902
Justin Holiday,SAC,9,32,6006420,-0.2,-0.03329770478920888,0.05343124521856708
Josh Jackson,SAC,5,24,5005350,-0.2,-0.03995724574705066,0.04452603768213924
Donte DiVincenzo,SAC,4,25,4675830,0.2,0.042773154712639254,0.04159473019374811
Davion Mitchell,SAC,1,23,4603320,-0.9,-0.19551106592633144,0.04094970377355134
Maurice Harkless,SAC,10,28,4347600,-0.3,-0.0690035881865857,0.038674898144359246
Terence Davis,SAC,3,24,4000000,0.2,0.05,0.0355827565961535
Alex Len,SAC,9,28,3731707,-0.1,-0.026797387897817274,0.03319610546729055
Trey Lyles,SAC,7,26,2500000,0.1,0.04,0.02223922287259594
Damian Jones,SAC,6,26,1977011,0.6,0.30348844796513524,0.01758687530022951
Chimezie Metu,SAC,4,24,1762796,0.2,0.11345612311350832,0.01568128524916825
Jahmi'us Ramsey,SAC,2,20,1517981,-0.2,-0.13175395475964455,0.013503487110146423
Dejounte Murray,SAS,5,25,15428571,4.4,0.28518519310699614,0.13724777162986818
Doug McDermott,SAS,8,30,13750000,-0.1,-0.007272727272727273,0.12231572579927767
Josh Richardson,SAS,7,28,11615328,0.2,0.017218626972910277,0.10332634725212163
Jakob Poeltl,SAS,6,26,8750000,1.7,0.19428571428571428,0.07783728005408579
Zach Collins,SAS,4,24,6984127,0.2,0.028636363571280993,0.06212862276940594
Devin Vassell,SAS,2,21,4235160,0.7,0.16528301173981622,0.03767466685644137
Joshua Primo,SAS,1,19,3946800,-0.7,-0.1773588730110469,0.03510950593342466
Romeo Langford,SAS,3,22,3804360,0,0,0.033842403971035634
Keldon Johnson,SAS,3,22,2145720,0.9,0.41943962865611545,0.019087658120874623
Keita Bates-Diop,SAS,4,26,1729217,-0.1,-0.0578296419709036,0.015382576903232694
Tre Jones,SAS,2,22,1517981,0.4,0.2635079095192891,0.013503487110146423
Jock Landale,SAS,1,26,925258,0.2,0.21615592623895175,0.008230807550660949
Devontae Cacok,SAS,3,25,364533,0.2,0.5486471732326017,0.0032427722525664063
Joe Wieskamp,SAS,1,22,202068,-0.1,-0.4948829107033276,0.0017975341149678865
Tomáš Satoranský,SAS,6,30,10000000,0,0,0.08895689149038376
Pascal Siakam,TOR,6,27,31320000,3.6,0.11494252873563218,0.27861298414788194
Fred VanVleet,TOR,6,27,19675926,3.5,0.17788235227150173,0.17503092141548204
OG Anunoby,TOR,5,24,16071429,1.1,0.06844444261925932,0.14296643656484068
Gary Trent Jr.,TOR,4,23,16000000,1.3,0.08125,0.142331026384614
Thaddeus Young,TOR,15,33,14190000,0.5,0.035236081747709654,0.12622982902485455
Scottie Barnes,TOR,1,20,7280520,1.9,0.26097037024827896,0.06476524276335688
Chris Boucher,TOR,5,29,7009615,0.9,0.12839506877339196,0.06235535609443663
Khem Birch,TOR,5,29,6350000,0.2,0.031496062992125984,0.05648762609639369
Precious Achiuwa,TOR,2,22,2711280,-0.2,-0.07376589655070669,0.02411870407600477
Malachi Flynn,TOR,2,23,2048040,0.1,0.04882717134430969,0.018218727204796555
Yuta Watanabe,TOR,4,27,1762769,0,0,0.015681045065561228
Isaac Bonga,TOR,4,22,1729217,0,0,0.015382576903232694
Dalano Banton,TOR,1,22,925258,-0.2,-0.21615592623895175,0.008230807550660949
Armoni Brooks,TOR,2,23,136926,0,0,0.0012180511324212287
Sam Dekker,TOR,5,27,350000,0,0,0.0031134912021634317
Rudy Gobert,UTA,9,29,35344828,3.6,0.10185365734415232,0.31441660291422774
Donovan Mitchell,UTA,5,25,28103550,3.6,0.12809769584269604,0.25000044478445743
Mike Conley,UTA,15,34,21000000,2.7,0.1285714285714286,0.1868094721298059
Bojan Bogdanović,UTA,8,32,18700000,1.1,0.05882352941176471,0.16634938708701763
Jordan Clarkson,UTA,8,29,12420000,0.7,0.05636070853462158,0.11048445923105663
Royce O'Neale,UTA,5,28,8678571,1.7,0.19588478333587406,0.07720186987385913
Rudy Gay,UTA,16,35,5890000,0.3,0.050933786078098474,0.05239560908783603
Nickeil Alexander-Walker,UTA,3,23,3261480,0,0,0.029013112245805682
Hassan Whiteside,UTA,10,32,2401537,1.2,0.499679996602176,0.021363326631914176
Udoka Azubuike,UTA,2,22,2075880,0,0,0.018466383190705784
Eric Paschall,UTA,3,25,1782621,0.3,0.16829152130486513,0.01585764228654794
Jared Butler,UTA,1,21,925258,0,0,0.008230807550660949
Bradley Beal,WAS,10,28,34502130,1,0.02898371781684203,0.3069202234597114
Kristaps Porziņģis,WAS,6,26,31650600,0.9,0.028435479896115713,0.281553898980554
Kentavious Caldwell-Pope,WAS,9,28,13038862,0.3,0.023008142888543495,0.11598966320920882
Kyle Kuzma,WAS,5,26,13000000,1,0.07692307692307693,0.11564395893749889
Thomas Bryant,WAS,5,24,8730159,0.1,0.011454545100495879,0.07766078068567972
Rui Hachimura,WAS,3,23,4916160,0.1,0.0203410792162989,0.0437326311669365
Deni Avdija,WAS,2,21,4692840,0.1,0.021309058054397763,0.041746045866173254
Ish Smith,WAS,12,33,4500000,0.1,0.022222222222222223,0.04003060117067269
Corey Kispert,WAS,1,22,3383640,-0.1,-0.02955397146268516,0.03009980963225221
Raul Neto,WAS,7,29,2089448,-0.4,-0.19143812145600178,0.018587079901079936
Daniel Gafford,WAS,3,23,1782621,1.3,0.729263258987749,0.01585764228654794
Anthony Gill,WAS,2,29,1517981,0,0,0.013503487110146423
Vernon Carey Jr.,WAS,2,20,1517981,0,0,0.013503487110146423
Isaiah Todd,WAS,1,20,1500000,-0.1,-0.06666666666666667,0.013343533723557564
Tomáš Satoranský,WAS,6,30,468119,0.1,0.2136208955415183,0.004164241108758696
