player,season,pos,age,experience,ts_percent,usg_percent,vorp,ts_rank,usg_rank,vorp_rank,empty_stats
Chuck Williams,1975,PG,28,5,0.545,16.4,1.3,0.18604651162790697,0.375,0.3488372093023256,0.9098837209302326
Cincinnatus Powell,1975,SF,32,8,0.453,23.1,-0.4,0.8448275862068966,0.8,0.9137931034482759,2.5586206896551724
Claude Terry,1975,SF,25,3,0.576,18.6,0.6,0.05172413793103448,0.45,0.3793103448275862,0.8810344827586207
Clyde Dickey,1975,SG,23,1,0.377,22.6,-0.6,1,0.65,0.9032258064516129,2.553225806451613
Coby Dietrick,1975,C,26,5,0.535,13.7,1.7,0.32608695652173914,0,0.41304347826086957,0.7391304347826086
Collis Jones,1975,SF,25,4,0.516,18.8,1,0.27586206896551724,0.5,0.3103448275862069,1.0862068965517242
Dan Issel,1975,PF,26,5,0.507,22,2.6,0.4,0.8,0.12,1.3200000000000003
Darnell Hillman,1975,C,25,4,0.555,17.6,0.9,0.17391304347826086,0.2857142857142857,0.5434782608695652,1.0031055900621118
Darrell Elston,1975,SG,22,1,0.447,17.1,-0.5,0.8548387096774194,0.2,0.8870967741935484,1.9419354838709677
Dave Robisch,1975,C,25,4,0.584,20.8,2.2,0.043478260869565216,0.5714285714285714,0.2391304347826087,0.8540372670807452
Dave Twardzik,1975,PG,24,3,0.627,16.5,1.4,0,0.4375,0.32558139534883723,0.7630813953488372
David Vaughn,1975,C,22,1,0.441,20.8,0.2,0.8695652173913043,0.5714285714285714,0.782608695652174,2.2236024844720497
Don Buse,1975,PG,24,3,0.491,9.9,1.8,0.6046511627906976,0,0.16279069767441862,0.7674418604651163
Donald Washington,1975,SF,22,1,0.472,22.3,-0.4,0.7413793103448276,0.75,0.9137931034482759,2.4051724137931036
Donnie Freeman,1975,SG,30,8,0.512,21.3,0.8,0.3387096774193548,0.6,0.3387096774193548,1.2774193548387096
Ed Manning,1975,SF,31,8,0.461,12.8,-0.2,0.7758620689655172,0.05,0.7931034482758621,1.6189655172413793
Fatty Taylor,1975,PG,28,6,0.481,17.1,0.5,0.6976744186046512,0.5,0.6976744186046512,1.8953488372093021
Fly Williams,1975,SG,21,1,0.484,26.5,-0.6,0.6290322580645161,0.9,0.9032258064516129,2.432258064516129
Gene Littles,1975,PG,31,6,0.472,12.7,0.3,0.813953488372093,0.0625,0.7441860465116279,1.620639534883721
George Adams,1975,SF,25,3,0.526,18.4,0.4,0.22413793103448276,0.35,0.46551724137931033,1.039655172413793
George Carter,1975,SF,31,7,0.493,23.5,0.4,0.5862068965517241,0.85,0.46551724137931033,1.9017241379310343
George Gervin,1975,SF,22,3,0.529,26.5,3.9,0.20689655172413793,0.95,0.034482758620689655,1.1913793103448276
George Irvine,1975,SF,26,5,0.585,20,1.1,0.017241379310344827,0.55,0.29310344827586204,0.8603448275862069
George Karl,1975,PG,23,2,0.542,18.5,1,0.2558139534883721,0.6875,0.5116279069767442,1.4549418604651163
George McGinnis,1975,PF,24,4,0.519,31.7,6.7,0.28,1,0,1.28
Gerald Govan,1975,PF,33,8,0.434,12.5,0.2,0.92,0,0.68,1.6
Goo Kennedy,1975,SF,25,4,0.563,17.5,0.6,0.1206896551724138,0.2,0.3793103448275862,0.7
Gus Gerard,1975,SF,21,1,0.49,21.8,0.6,0.6206896551724138,0.7,0.3793103448275862,1.7000000000000002
James Silas,1975,PG,25,3,0.587,19.9,2.9,0.023255813953488372,0.8125,0.09302325581395349,0.9287790697674418
Jan van Breda Kolff,1975,SF,23,1,0.56,12.9,1.2,0.13793103448275862,0.1,0.27586206896551724,0.5137931034482759
Jim Bradley,1975,PF,22,2,0.489,19,0.5,0.58,0.5333333333333333,0.5,1.6133333333333333
Jim Eakins,1975,PF,28,7,0.578,17.5,2.3,0.06,0.26666666666666666,0.14,0.4666666666666667
Jim O'Brien,1975,SF,23,2,0.499,20.7,0.4,0.5344827586206896,0.6,0.46551724137931033,1.5999999999999999
Jimmy O'Brien,1975,PG,24,4,0.467,14.7,-0.8,0.8604651162790697,0.125,0.9534883720930233,1.9389534883720931
John Williamson,1975,SG,23,2,0.52,21,0,0.27419354838709675,0.55,0.6129032258064516,1.4370967741935483
Julius Erving,1975,SF,24,4,0.565,27.9,9,0.10344827586206896,1,0,1.103448275862069
Kevin Joyce,1975,SG,23,2,0.457,19.6,-0.9,0.8064516129032258,0.45,0.9838709677419355,2.240322580645161
Larry Finch,1975,SG,23,2,0.509,16.4,-0.6,0.3709677419354839,0.15,0.9032258064516129,1.4241935483870969
Larry Kenon,1975,PF,22,2,0.541,20.9,1.6,0.14,0.6,0.24,0.98
Lee Davis,1975,PF,29,7,0.552,18.8,1.1,0.1,0.4666666666666667,0.34,0.9066666666666667
Len Elmore,1975,C,22,1,0.451,17.2,-0.4,0.8478260869565217,0.14285714285714285,0.9565217391304348,1.9472049689440993
Lionel Billingy,1975,PF,22,1,0.475,21.2,-0.6,0.78,0.6666666666666666,0.98,2.4266666666666667
Lloyd Batts,1975,SG,23,1,0.414,24.8,0,0.9838709677419355,0.85,0.6129032258064516,2.446774193548387
Louie Dampier,1975,PG,30,8,0.544,19.5,4,0.20930232558139536,0.75,0.023255813953488372,0.9825581395348838
Mack Calvin,1975,PG,27,6,0.587,23.3,2.7,0.023255813953488372,0.9375,0.11627906976744186,1.0770348837209303
Marv Roberts,1975,SF,25,4,0.491,18.4,-0.3,0.603448275862069,0.35,0.8793103448275862,1.8327586206896551
Marvin Barnes,1975,PF,22,1,0.527,25.4,2.9,0.22,0.9333333333333333,0.08,1.2333333333333334
Maurice Lucas,1975,C,22,1,0.51,19.2,1.8,0.5,0.35714285714285715,0.34782608695652173,1.204968944099379
Mel Daniels,1975,C,30,8,0.48,22,0.1,0.717391304347826,0.9285714285714286,0.8043478260869565,2.450310559006211
Mike Barr,1975,SG,24,3,0.523,10.9,-0.2,0.24193548387096775,0,0.7741935483870968,1.0161290322580645
Mike Gale,1975,PG,24,4,0.503,15.8,1.2,0.5348837209302325,0.1875,0.46511627906976744,1.1875
Mike Green,1975,C,23,2,0.574,21.3,2.1,0.10869565217391304,0.8571428571428571,0.2608695652173913,1.2267080745341614
Mike Jackson,1975,PF,25,3,0.584,21.3,-0.1,0.02,0.7333333333333333,0.8,1.5533333333333332
Moses Malone,1975,C,19,1,0.601,20.9,2.7,0.021739130434782608,0.7142857142857143,0.15217391304347827,0.8881987577639752
Patrick McFarland,1975,SG,23,2,0.501,22.6,0,0.46774193548387094,0.65,0.6129032258064516,1.7306451612903224
Ralph Simpson,1975,SG,25,5,0.545,24.7,2.4,0.08064516129032258,0.75,0.06451612903225806,0.8951612903225807
