player,season,pts_per_game,trb_per_game,ast_per_game,stl_per_game,blk_per_game,pts_as_percent_of_other_stats
Zach Randolph,2010,20.8,11.7,1.8,1,0.4,0.5826330532212886
Zaza Pachulia,2010,4.3,3.8,0.5,0.5,0.4,0.4526315789473684
Zydrunas Ilgauskas,2010,7.4,5.4,0.8,0.2,0.8,0.5068493150684932
Al Harrington,2011,10.5,4.5,1.4,0.5,0.1,0.6176470588235294
Al Horford,2011,15.3,9.3,3.5,0.8,1,0.5117056856187291
Al Jefferson,2011,18.6,9.7,1.8,0.6,1.9,0.5705521472392638
Al-Farouq Aminu,2011,5.6,3.3,0.7,0.7,0.3,0.5283018867924529
Amar'e Stoudemire,2011,25.3,8.2,2.6,0.9,1.9,0.6503856041131105
Amir Johnson,2011,9.6,6.4,1.1,0.7,1.2,0.5052631578947369
Andray Blatche,2011,16.8,8.2,2.3,1.5,0.8,0.5675675675675675
Andre Iguodala,2011,14.1,5.8,6.3,1.5,0.6,0.49823321554770317
Andre Miller,2011,12.7,3.7,7,1.4,0.1,0.5100401606425703
Andrea Bargnani,2011,21.4,5.2,1.8,0.5,0.7,0.722972972972973
Andrei Kirilenko,2011,11.7,5.1,3,1.3,1.2,0.5246636771300449
Andrew Bogut,2011,12.8,11.1,2,0.7,2.6,0.4383561643835617
Andris Biedriņš,2011,5,7.2,1,0.9,0.9,0.3333333333333333
Anthony Morrow,2011,13.2,3,1.2,0.3,0.1,0.7415730337078651
Anthony Parker,2011,8.3,3,3,0.9,0.1,0.542483660130719
Anthony Tolliver,2011,6.7,4.5,1.3,0.4,0.4,0.5037593984962406
Antonio McDyess,2011,5.3,5.4,1.2,0.5,0.5,0.4108527131782946
Arron Afflalo,2011,12.6,3.6,2.4,0.5,0.4,0.6461538461538463
Austin Daye,2011,7.5,3.8,1.1,0.5,0.5,0.5597014925373134
Ben Gordon,2011,11.2,2.4,2.1,0.6,0.2,0.6787878787878787
Beno Udrih,2011,13.7,3.4,4.9,1.2,0.1,0.5879828326180258
Blake Griffin,2011,22.5,12.1,3.8,0.8,0.5,0.566750629722922
Boris Diaw,2011,11.3,5,4.1,0.9,0.6,0.5159817351598174
Brad Miller,2011,6.4,3.7,2.4,0.5,0.4,0.4776119402985074
Brandon Bass,2011,11.2,5.6,0.8,0.4,0.7,0.5989304812834225
Brandon Jennings,2011,16.2,3.7,4.8,1.5,0.3,0.6113207547169811
Brandon Rush,2011,9.1,3.2,0.9,0.6,0.5,0.6363636363636364
Brendan Haywood,2011,4.4,5.2,0.3,0.2,1,0.3963963963963964
Brook Lopez,2011,20.4,6,1.6,0.6,1.5,0.6777408637873753
C.J. Miles,2011,12.8,3.3,1.7,0.9,0.5,0.6666666666666667
C.J. Watson,2011,4.9,1.1,2.3,0.7,0.1,0.5384615384615385
Carlos Boozer,2011,17.5,9.6,2.5,0.8,0.3,0.5700325732899022
Channing Frye,2011,12.7,6.7,1.2,0.6,1,0.5720720720720721
Charlie Villanueva,2011,11.1,3.9,0.6,0.6,0.6,0.6607142857142857
Chase Budinger,2011,9.8,3.6,1.6,0.5,0.2,0.624203821656051
Chris Bosh,2011,18.7,8.3,1.9,0.8,0.6,0.6171617161716171
Chris Paul,2011,15.9,4.1,9.8,2.4,0.1,0.4922600619195046
Chuck Hayes,2011,7.9,8.1,2.7,1.1,0.7,0.3853658536585366
Corey Maggette,2011,12,3.6,1.3,0.3,0.1,0.6936416184971098
Courtney Lee,2011,8.3,2.6,1.2,0.7,0.2,0.6384615384615386
D.J. Augustin,2011,14.4,2.7,6.1,0.7,0,0.6025104602510459
Daniel Gibson,2011,11.6,2.6,3,0.7,0.3,0.6373626373626373
Danny Granger,2011,20.5,5.4,2.6,1.1,0.8,0.6743421052631579
Darko Miličić,2011,8.8,5.2,1.5,0.8,2,0.48087431693989074
Darnell Jackson,2011,3.2,1.6,0.2,0.2,0.1,0.6037735849056604
Darrell Arthur,2011,9.1,4.3,0.7,0.7,0.8,0.5833333333333334
Darren Collison,2011,13.2,2.8,5.1,1.1,0.2,0.5892857142857142
David Lee,2011,16.5,9.8,3.2,1,0.4,0.5339805825242718
David West,2011,18.9,7.6,2.3,1,0.9,0.6156351791530944
DeAndre Jordan,2011,7.1,7.2,0.5,0.5,1.8,0.415204678362573
DeJuan Blair,2011,8.3,7,1,1.2,0.5,0.46111111111111114
DeMar DeRozan,2011,17.2,3.8,1.8,1,0.4,0.7107438016528925
DeMarcus Cousins,2011,14.1,8.6,2.5,1,0.8,0.5222222222222223
Derek Fisher,2011,6.8,1.9,2.7,1.2,0.1,0.5354330708661418
Derrick Rose,2011,25,4.1,7.7,1,0.6,0.6510416666666665
DeShawn Stevenson,2011,5.3,1.5,1.1,0.3,0.1,0.6385542168674698
Dirk Nowitzki,2011,23,7,2.6,0.5,0.6,0.6824925816023738
Donté Greene,2011,5.8,2.1,0.7,0.5,0.3,0.6170212765957447
Dorell Wright,2011,16.4,5.3,3,1.5,0.8,0.6074074074074074
Dwight Howard,2011,22.9,14.1,1.4,1.4,2.4,0.542654028436019
Dwyane Wade,2011,25.5,6.4,4.6,1.5,1.1,0.6521739130434783
Earl Watson,2011,4.3,2.3,3.5,0.8,0.2,0.38738738738738737
Ed Davis,2011,7.7,7.1,0.6,0.6,1,0.45294117647058824
Ekpe Udoh,2011,4.1,3.1,0.7,0.4,1.5,0.41836734693877553
Elton Brand,2011,15,8.3,1.5,1.1,1.3,0.551470588235294
Emeka Okafor,2011,10.3,9.5,0.6,0.6,1.8,0.45175438596491224
Eric Bledsoe,2011,6.7,2.8,3.6,1.1,0.3,0.4620689655172414
Eric Maynor,2011,4.2,1.5,2.9,0.4,0.1,0.46153846153846156
Ersan İlyasova,2011,9.5,6.1,0.9,0.9,0.4,0.5337078651685394
Eugene Jeter,2011,4.1,1.1,2.6,0.5,0,0.49397590361445787
Evan Turner,2011,7.2,3.9,2,0.6,0.2,0.5179856115107915
Francisco Elson,2011,2.2,1.9,0.5,0.3,0.2,0.4313725490196079
Francisco García,2011,9.7,2.3,1.2,0.9,0.8,0.6510067114093959
Gary Forbes,2011,5.2,1.8,0.8,0.4,0.1,0.6265060240963857
Gary Neal,2011,9.8,2.5,1.2,0.3,0.1,0.7050359712230216
George Hill,2011,11.6,2.6,2.5,0.9,0.3,0.6480446927374302
Gerald Henderson,2011,9.6,3,1.5,0.7,0.5,0.6274509803921569
Glen Davis,2011,11.7,5.4,1.2,1,0.4,0.5939086294416244
Gordon Hayward,2011,5.4,1.9,1.1,0.4,0.3,0.5934065934065934
Grant Hill,2011,13.2,4.2,2.5,0.8,0.4,0.6255924170616114
Greg Monroe,2011,9.4,7.5,1.3,1.2,0.6,0.47000000000000003
Greivis Vásquez,2011,3.6,1,2.2,0.3,0.1,0.5000000000000001
Hakim Warrick,2011,8.4,3.7,0.9,0.4,0.1,0.6222222222222221
Henry Walker,2011,4.9,2,0.6,0.3,0.1,0.6202531645569621
J.J. Barea,2011,9.5,2,3.9,0.4,0,0.6012658227848101
J.J. Hickson,2011,13.8,8.7,1.1,0.6,0.7,0.5542168674698795
J.J. Redick,2011,10.1,1.9,1.7,0.5,0.1,0.7062937062937064
J.R. Smith,2011,12.3,4.1,2.2,1.2,0.2,0.6150000000000001
Jamal Crawford,2011,14.2,1.7,3.2,0.8,0.2,0.7064676616915423
Jameer Nelson,2011,13.1,3,6,1,0,0.5670995670995671
James Harden,2011,12.2,3.1,2.1,1.1,0.3,0.648936170212766
James Jones,2011,5.9,2,0.5,0.4,0.2,0.6555555555555556
Jared Dudley,2011,10.6,3.9,1.3,1.1,0.2,0.6198830409356725
Jason Kidd,2011,7.9,4.4,8.2,1.7,0.4,0.34955752212389385
Jason Smith,2011,4.3,3.1,0.5,0.3,0.4,0.4999999999999999
Jason Terry,2011,15.8,1.9,4.1,1.1,0.2,0.683982683982684
Jason Thompson,2011,8.8,6.1,1.2,0.4,0.6,0.5146198830409356
JaVale McGee,2011,10.1,8,0.5,0.5,2.4,0.4697674418604651
Jeff Teague,2011,5.2,1.5,2,0.6,0.4,0.5360824742268042
Jodie Meeks,2011,10.5,2.3,1.1,0.9,0.1,0.7046979865771812
Joe Johnson,2011,18.2,4,4.7,0.7,0.1,0.6570397111913358
Joel Anthony,2011,2,3.5,0.3,0.1,1.2,0.28169014084507044
Johan Petro,2011,3.5,2.8,0.6,0.4,0.4,0.45454545454545453
John Salmons,2011,14,3.6,3.5,1,0.4,0.6222222222222222
John Wall,2011,16.4,4.6,8.3,1.8,0.5,0.5189873417721518
Jon Brockman,2011,2.2,2.9,0.3,0.2,0,0.3928571428571429
Jordan Farmar,2011,9.6,2.4,5,0.8,0.1,0.536312849162011
Jordan Hill,2011,5.6,4.3,0.4,0.2,0.7,0.5000000000000001
José Calderón,2011,9.8,3,8.9,1.2,0.1,0.4260869565217391
Josh McRoberts,2011,7.4,5.3,2.1,0.7,0.8,0.4539877300613498
Josh Smith,2011,16.5,8.5,3.3,1.3,1.6,0.5288461538461537
Jrue Holiday,2011,14,4,6.5,1.5,0.4,0.5303030303030303
Keith Bogans,2011,4.4,1.8,1.2,0.5,0.1,0.55
Kevin Durant,2011,27.7,6.8,2.7,1.1,1,0.7048346055979643
Kevin Garnett,2011,14.9,8.9,2.4,1.3,0.8,0.5265017667844523
Kevin Love,2011,20.2,15.2,2.5,0.6,0.4,0.519280205655527
Kevin Martin,2011,23.5,3.2,2.5,1,0.2,0.7730263157894737
Kevin Séraphin,2011,2.7,2.6,0.2,0.3,0.5,0.42857142857142855
Keyon Dooling,2011,7.1,1.5,3,0.7,0.1,0.5725806451612904
Kobe Bryant,2011,25.3,5.1,4.7,1.2,0.1,0.6950549450549449
Kris Humphries,2011,10,10.4,1.1,0.4,1.1,0.43478260869565216
Kwame Brown,2011,7.9,6.8,0.7,0.4,0.6,0.48170731707317077
Kyle Korver,2011,8.3,1.8,1.5,0.4,0.2,0.680327868852459
Kyle Lowry,2011,13.5,4.1,6.7,1.4,0.3,0.5192307692307693
Lamar Odom,2011,14.4,8.7,3,0.6,0.7,0.5255474452554745
LaMarcus Aldridge,2011,21.8,8.8,2.1,1,1.2,0.6246418338108882
Landry Fields,2011,9.7,6.4,1.9,1,0.2,0.5052083333333334
Larry Sanders,2011,4.3,3,0.3,0.4,1.2,0.4673913043478261
Leandro Barbosa,2011,13.3,1.7,2.1,0.9,0.1,0.7348066298342542
LeBron James,2011,26.7,7.5,7,1.6,0.6,0.6152073732718893
Lou Williams,2011,13.7,2,3.4,0.6,0.2,0.6884422110552764
Luc Mbah a Moute,2011,6.7,5.3,0.9,0.9,0.4,0.47183098591549294
Luis Scola,2011,18.3,8.2,2.5,0.6,0.6,0.6059602649006622
Luke Ridnour,2011,11.8,2.8,5.4,1.3,0.1,0.5514018691588785
Luol Deng,2011,17.4,5.8,2.8,1,0.6,0.6304347826086956
Manu Ginóbili,2011,17.4,3.7,4.9,1.5,0.4,0.6236559139784946
Marc Gasol,2011,11.7,7,2.5,0.9,1.7,0.4915966386554622
Marco Belinelli,2011,10.5,1.9,1.2,0.5,0.1,0.7394366197183099
Marcus Camby,2011,4.7,10.3,2.1,0.7,1.6,0.24226804123711337
Mario Chalmers,2011,6.4,2.1,2.5,1.1,0.1,0.5245901639344263
Marreese Speights,2011,5.4,3.3,0.5,0.1,0.3,0.5625000000000001
Marvin Williams,2011,10.4,4.8,1.4,0.5,0.4,0.5942857142857144
Matt Bonner,2011,7.3,3.6,0.9,0.4,0.3,0.5839999999999999
Metta World Peace,2011,8.5,3.3,2.1,1.5,0.4,0.5379746835443038
Michael Beasley,2011,19.2,5.6,2.2,0.7,0.7,0.6760563380281691
Mike Conley,2011,13.7,3,6.5,1.8,0.2,0.5436507936507936
Mike Dunleavy,2011,11.2,4.5,1.7,0.7,0.5,0.6021505376344086
Monta Ellis,2011,24.1,3.5,5.6,2.1,0.3,0.6769662921348315
Nenê,2011,14.5,7.6,2,1.1,1,0.5534351145038168
Nick Collison,2011,4.6,4.5,1,0.6,0.4,0.4144144144144144
Nick Young,2011,17.4,2.7,1.2,0.7,0.3,0.7802690582959642
Nicolas Batum,2011,12.4,4.5,1.5,0.9,0.6,0.6231155778894473
Nikola Peković,2011,5.5,3,0.4,0.3,0.5,0.5670103092783505
O.J. Mayo,2011,11.3,2.4,2,1,0.4,0.6608187134502924
Ömer Aşık,2011,2.8,3.7,0.4,0.2,0.7,0.3589743589743589
Omri Casspi,2011,8.6,4.3,1,0.8,0.2,0.5771812080536913
Patty Mills,2011,5.5,0.8,1.7,0.4,0,0.6547619047619048
Pau Gasol,2011,18.8,10.2,3.3,0.6,1.6,0.5449275362318841
Paul George,2011,7.8,3.7,1.1,1,0.4,0.5571428571428572
Paul Millsap,2011,17.3,7.6,2.5,1.4,0.9,0.5824915824915826
Paul Pierce,2011,18.9,5.4,3.3,1,0.6,0.6472602739726027
Quincy Pondexter,2011,2.8,1.3,0.4,0.3,0.2,0.5599999999999999
Raja Bell,2011,8,2.6,1.7,0.8,0.2,0.6015037593984963
Rajon Rondo,2011,10.6,4.4,11.2,2.3,0.2,0.3693379790940767
Ramon Sessions,2011,13.3,3.1,5.2,0.7,0.1,0.59375
Randy Foye,2011,9.8,1.6,2.7,0.7,0.3,0.6490066225165563
Ray Allen,2011,16.5,3.4,2.7,1,0.2,0.6932773109243698
Reggie Williams,2011,9.2,2.7,1.5,0.4,0,0.6666666666666666
Richard Jefferson,2011,11,3.8,1.3,0.5,0.4,0.6470588235294118
Robin Lopez,2011,6.4,3.2,0.1,0.3,0.7,0.5981308411214953
Rodney Stuckey,2011,15.5,3.1,5.2,1.1,0.1,0.6199999999999999
Ronnie Brewer,2011,6.2,3.2,1.7,1.3,0.3,0.4881889763779527
Ronnie Price,2011,3.3,1,0.9,0.7,0.1,0.5499999999999999
Ronny Turiaf,2011,4.2,3.2,1.4,0.5,1.1,0.40384615384615385
Roy Hibbert,2011,12.7,7.5,2,0.4,1.8,0.5204918032786885
Rudy Fernández,2011,8.6,2.2,2.5,1.1,0.2,0.589041095890411
Russell Westbrook,2011,21.9,4.6,8.2,1.9,0.4,0.5918918918918918
Ryan Anderson,2011,10.6,5.5,0.8,0.5,0.6,0.5888888888888888
Ryan Gomes,2011,7.2,3.3,1.6,0.8,0.2,0.549618320610687
Ryan Hollins,2011,5.3,2.7,0.4,0.3,0.6,0.5698924731182795
Sam Young,2011,7.3,2.4,0.9,0.9,0.3,0.6186440677966101
Samuel Dalembert,2011,8.1,8.2,0.8,0.5,1.5,0.42408376963350786
Serge Ibaka,2011,9.9,7.6,0.3,0.4,2.4,0.4805825242718447
Shannon Brown,2011,8.7,1.9,1.2,0.8,0.2,0.6796875
Shaun Livingston,2011,6.6,2,2.2,0.6,0.4,0.559322033898305
Shawn Marion,2011,12.5,6.9,1.4,0.9,0.6,0.5605381165919283
Shawne Williams,2011,7.1,3.7,0.7,0.6,0.8,0.5503875968992248
Sonny Weems,2011,9.2,2.6,1.8,0.6,0,0.647887323943662
Spencer Hawes,2011,7.2,5.7,1.5,0.4,0.9,0.45859872611464964
Stephen Curry,2011,18.6,3.9,5.8,1.5,0.3,0.6179401993355482
Stephen Graham,2011,3.4,2.1,0.7,0.2,0,0.53125
Stephen Jackson,2011,18.5,4.5,3.6,1.2,0.4,0.6560283687943262
Steve Blake,2011,4,2,2.2,0.5,0,0.4597701149425288
Steve Nash,2011,14.7,3.5,11.4,0.6,0.1,0.4851485148514851
Taj Gibson,2011,7.1,5.7,0.7,0.5,1.3,0.4640522875816993
Tayshaun Prince,2011,14.1,4.2,2.8,0.4,0.5,0.6409090909090909
Thabo Sefolosha,2011,5.1,4.4,1.4,1.2,0.5,0.40476190476190477
Thaddeus Young,2011,12.7,5.3,1,1.1,0.3,0.622549019607843
Tiago Splitter,2011,4.6,3.4,0.4,0.5,0.3,0.4999999999999999
Tim Duncan,2011,13.4,8.9,2.7,0.7,1.9,0.48550724637681164
Toney Douglas,2011,10.6,3,3,1.1,0,0.5988700564971751
Tony Allen,2011,8.9,2.7,1.4,1.8,0.6,0.5779220779220778
Tony Parker,2011,17.5,3.1,6.6,1.2,0,0.6161971830985915
Tracy McGrady,2011,8,3.5,3.5,0.9,0.5,0.48780487804878053
Travis Outlaw,2011,9.2,4,1,0.4,0.4,0.6133333333333333
Trevor Ariza,2011,11,5.4,2.2,1.6,0.4,0.5339805825242719
Trevor Booker,2011,5.3,3.9,0.5,0.4,0.6,0.4953271028037383
Ty Lawson,2011,11.7,2.6,4.7,1,0.1,0.5820895522388059
Tyler Hansbrough,2011,11,5.2,0.6,0.5,0.2,0.6285714285714286
Tyson Chandler,2011,10.1,9.4,0.4,0.5,1.1,0.4697674418604651
Vladimir Radmanović,2011,5.1,2.9,1.1,0.6,0.6,0.49514563106796117
Von Wafer,2011,3.2,0.8,0.6,0.3,0.1,0.6400000000000001
Wayne Ellington,2011,6.6,1.7,1.2,0.5,0,0.66
Wesley Johnson,2011,9,3,1.9,0.7,0.7,0.5882352941176471
Wesley Matthews,2011,15.9,3.1,2,1.2,0.1,0.7130044843049327
Will Bynum,2011,7.9,1.2,3.2,0.9,0.1,0.5939849624060151
Willie Green,2011,8.7,2.1,1,0.5,0.2,0.6960000000000001
Yi Jianlian,2011,5.6,3.9,0.4,0.4,0.5,0.5185185185185185
Zach Randolph,2011,20.1,12.2,2.2,0.8,0.3,0.5646067415730338
Zaza Pachulia,2011,4.4,4.2,0.7,0.4,0.3,0.43999999999999995
Zydrunas Ilgauskas,2011,5,4,0.4,0.3,0.8,0.4761904761904761
Aaron Gray,2012,3.9,5.7,0.6,0.4,0.3,0.35779816513761464
Al Harrington,2012,14.2,6.1,1.4,0.9,0.2,0.6228070175438598
Al Jefferson,2012,19.2,9.6,2.2,0.8,1.7,0.573134328358209
Al-Farouq Aminu,2012,6,4.7,1,0.9,0.5,0.4580152671755725
Alec Burks,2012,7.2,2.2,0.9,0.5,0.1,0.6605504587155964
Alonzo Gee,2012,10.6,5.1,1.8,1.3,0.3,0.5549738219895287
Amar'e Stoudemire,2012,17.5,7.8,1.1,0.8,1,0.6205673758865248
Amir Johnson,2012,7.1,6.4,1.2,0.5,1.1,0.43558282208588955
Andre Iguodala,2012,12.4,6.1,5.5,1.7,0.5,0.4732824427480916
Andre Miller,2012,9.7,3.3,6.7,1,0.1,0.4663461538461538
Andrew Bynum,2012,18.7,11.8,1.4,0.5,1.9,0.5451895043731778
Andris Biedriņš,2012,1.7,3.7,0.3,0.5,1,0.2361111111111111
Antawn Jamison,2012,17.2,6.3,2,0.8,0.7,0.637037037037037
Anthony Morrow,2012,12,2,1,0.7,0.1,0.759493670886076
Anthony Parker,2012,7.2,2.7,2.4,0.7,0.1,0.549618320610687
Anthony Tolliver,2012,4.1,3,0.4,0.4,0.4,0.49397590361445776
Arron Afflalo,2012,15.2,3.2,2.4,0.6,0.2,0.7037037037037037
Avery Bradley,2012,7.6,1.8,1.4,0.7,0.2,0.6495726495726496
Ben Gordon,2012,12.5,2.3,2.4,0.7,0.2,0.69060773480663
Ben Wallace,2012,1.4,4.3,0.7,0.8,0.8,0.17500000000000002
Beno Udrih,2012,5.9,1.7,3.8,0.6,0,0.4916666666666667
Bismack Biyombo,2012,5.2,5.8,0.4,0.3,1.8,0.38518518518518513
Blake Griffin,2012,20.7,10.9,3.2,0.8,0.7,0.5702479338842974
Brandan Wright,2012,6.9,3.6,0.3,0.4,1.3,0.5519999999999999
Brandon Bass,2012,12.5,6.2,0.9,0.6,0.9,0.5924170616113744
Brandon Jennings,2012,19.1,3.4,5.5,1.6,0.3,0.6387959866220736
Brandon Knight,2012,12.8,3.2,3.8,0.7,0.2,0.6183574879227054
Brandon Rush,2012,9.8,3.9,1.4,0.5,0.9,0.593939393939394
Brendan Haywood,2012,5.2,6,0.4,0.4,1,0.4
Byron Mullens,2012,9.3,5,0.9,0.3,0.8,0.5705521472392638
C.J. Miles,2012,9.1,2.1,1.2,0.8,0.3,0.674074074074074
C.J. Watson,2012,9.7,2.1,4.1,0.9,0.2,0.5705882352941177
Carlos Boozer,2012,15,8.5,1.9,1,0.4,0.5597014925373135
Carlos Delfino,2012,9,3.9,2.3,1.5,0.2,0.5325443786982249
Carmelo Anthony,2012,22.6,6.3,3.6,1.1,0.4,0.6647058823529413
Caron Butler,2012,12,3.7,1.2,0.8,0.1,0.6741573033707865
Chandler Parsons,2012,9.5,4.8,2.1,1.2,0.5,0.5248618784530387
Channing Frye,2012,10.5,5.9,1.4,0.7,1.1,0.5357142857142858
Charles Jenkins,2012,5.8,1.3,3.3,0.6,0.1,0.5225225225225226
Chase Budinger,2012,9.6,3.7,1.3,0.5,0.1,0.631578947368421
Chris Bosh,2012,18,7.9,1.8,0.9,0.8,0.6122448979591837
Chris Duhon,2012,3.8,1.6,2.4,0.6,0.1,0.44705882352941173
Chris Kaman,2012,13.1,7.7,2.1,0.5,1.6,0.5239999999999999
Chris Paul,2012,19.8,3.6,9.1,2.5,0.1,0.5641025641025641
Chris Singleton,2012,4.6,3.5,0.7,1.1,0.5,0.44230769230769235
Chuck Hayes,2012,3.2,4.3,1.4,0.7,0.3,0.32323232323232326
Corey Brewer,2012,8.9,2.5,1.5,1.2,0.3,0.6180555555555556
Courtney Lee,2012,11.4,2.7,1.5,1.2,0.4,0.6627906976744187
Craig Smith,2012,3.3,2.3,0.4,0.3,0.1,0.515625
D.J. Augustin,2012,11.1,2.3,6.4,0.8,0,0.5388349514563108
D.J. White,2012,6.8,3.6,0.8,0.3,0.4,0.5714285714285713
Daequan Cook,2012,5.5,2.1,0.3,0.4,0.2,0.6470588235294119
Dahntay Jones,2012,5.3,1.8,1,0.4,0.2,0.6091954022988506
Damien Wilkins,2012,3.2,1.7,0.7,0.5,0.2,0.5079365079365079
Danny Granger,2012,18.7,5,1.8,1,0.6,0.6900369003690037
Danny Green,2012,9.1,3.5,1.3,0.9,0.7,0.5870967741935483
Dante Cunningham,2012,5.2,3.8,0.6,0.7,0.5,0.48148148148148157
Darren Collison,2012,10.4,3.1,4.8,0.8,0.2,0.538860103626943
David Lee,2012,20.1,9.6,2.8,0.9,0.4,0.5946745562130178
David West,2012,12.8,6.6,2.1,0.8,0.7,0.5565217391304348
DeAndre Jordan,2012,7.4,8.3,0.3,0.5,2,0.4
DeJuan Blair,2012,9.5,5.5,1.2,0.9,0.2,0.5491329479768787
DeMar DeRozan,2012,16.7,3.3,2,0.8,0.3,0.7229437229437229
DeMarcus Cousins,2012,18.1,11,1.6,1.5,1.2,0.5419161676646707
Deron Williams,2012,21,3.3,8.7,1.2,0.4,0.6069364161849711
Derrick Brown,2012,8.1,3.6,1,0.7,0.2,0.5955882352941178
Derrick Favors,2012,8.8,6.5,0.7,0.6,1,0.5
Derrick Williams,2012,8.8,4.7,0.6,0.5,0.5,0.5827814569536425
DeShawn Stevenson,2012,2.9,2,0.8,0.4,0.1,0.46774193548387094
Devin Harris,2012,11.3,1.8,5,1,0.2,0.5854922279792746
Dirk Nowitzki,2012,21.6,6.7,2.2,0.7,0.5,0.6813880126182966
Dominic McGuire,2012,3.5,3.8,1.7,0.7,0.6,0.33980582524271846
Donté Greene,2012,5.4,2.5,0.6,0.3,0.5,0.5806451612903226
Dorell Wright,2012,10.3,4.6,1.5,1,0.4,0.5786516853932585
Drew Gooden,2012,13.7,6.5,2.6,0.8,0.6,0.5661157024793387
Dwight Howard,2012,20.6,14.5,1.9,1.5,2.1,0.5073891625615764
Dwyane Wade,2012,22.1,4.8,4.6,1.7,1.3,0.6405797101449275
Earl Watson,2012,3,2.4,4.3,1.1,0.4,0.26785714285714285
Ed Davis,2012,6.3,6.6,0.9,0.6,1,0.4090909090909091
Elton Brand,2012,11,7.2,1.6,1,1.6,0.49107142857142855
Enes Kanter,2012,4.6,4.2,0.1,0.3,0.3,0.48421052631578937
Ersan İlyasova,2012,13,8.8,1.2,0.7,0.7,0.5327868852459017
Evan Turner,2012,9.4,5.8,2.8,0.6,0.3,0.4973544973544973
Francisco García,2012,4.8,2,0.6,0.7,0.8,0.5393258426966292
Gary Forbes,2012,6.6,2.1,1.1,0.5,0.1,0.6346153846153847
Gary Neal,2012,9.9,2.1,2.1,0.5,0,0.678082191780822
George Hill,2012,9.6,3,2.9,0.8,0.3,0.5783132530120482
Gerald Henderson,2012,15.1,4.1,2.3,0.9,0.4,0.662280701754386
Glen Davis,2012,9.3,5.4,0.8,0.7,0.3,0.5636363636363636
Goran Dragić,2012,11.7,2.5,5.3,1.3,0.2,0.5571428571428572
Gordon Hayward,2012,11.8,3.5,3.1,0.8,0.6,0.5959595959595959
Grant Hill,2012,10.2,3.5,2.2,0.8,0.6,0.5895953757225433
Greg Monroe,2012,15.4,9.7,2.3,1.3,0.7,0.5238095238095238
Greg Stiemsma,2012,2.9,3.2,0.5,0.7,1.5,0.32954545454545453
Greivis Vásquez,2012,8.9,2.6,5.4,0.9,0.1,0.4972067039106146
Gustavo Ayón,2012,5.9,4.9,1.4,1,0.9,0.41843971631205673
Hedo Türkoğlu,2012,10.9,3.8,4.4,0.8,0.3,0.5396039603960395
Ian Mahinmi,2012,5.8,4.7,0.2,0.6,0.5,0.4915254237288136
Iman Shumpert,2012,9.5,3.2,2.8,1.7,0.1,0.5491329479768786
Isaiah Thomas,2012,11.5,2.6,4.1,0.8,0.1,0.6020942408376962
Ivan Johnson,2012,6.4,4,0.6,0.8,0.3,0.5289256198347108
J.J. Redick,2012,11.6,2.3,2.5,0.4,0.1,0.6863905325443788
Jamal Crawford,2012,14,2,3.2,0.9,0.2,0.6896551724137931
Jameer Nelson,2012,11.9,3.2,5.7,0.7,0.1,0.5509259259259259
James Anderson,2012,3.7,1.5,0.8,0.2,0,0.5967741935483871
James Harden,2012,16.8,4.1,3.7,1,0.2,0.6511627906976745
James Johnson,2012,9.1,4.7,2,1.1,1.4,0.49726775956284147
James Jones,2012,3.6,1,0.4,0.3,0.2,0.6545454545454545
Jan Veselý,2012,4.7,4.4,0.8,0.7,0.6,0.4196428571428571
Jannero Pargo,2012,5.6,1.5,1.9,0.4,0,0.5957446808510638
Jared Dudley,2012,12.7,4.6,1.7,0.8,0.3,0.6318407960199005
Jason Kidd,2012,6.2,4.1,5.5,1.7,0.2,0.35028248587570626
Jason Maxiell,2012,6.5,5.1,0.6,0.5,0.8,0.48148148148148145
Jason Richardson,2012,11.6,3.6,2,1,0.4,0.6236559139784946
Jason Terry,2012,15.1,2.4,3.6,1.2,0.2,0.6711111111111111
Jason Thompson,2012,9.1,6.9,1.2,0.7,0.7,0.489247311827957
Jeff Teague,2012,12.6,2.4,4.9,1.6,0.6,0.5701357466063348
Jimmer Fredette,2012,7.6,1.2,1.8,0.5,0,0.6846846846846847
Joakim Noah,2012,10.2,9.8,2.5,0.6,1.4,0.4163265306122449
Jodie Meeks,2012,8.4,2.4,0.8,0.6,0,0.6885245901639344
Joe Johnson,2012,18.8,3.7,3.9,0.8,0.2,0.6861313868613139
Joel Anthony,2012,3.4,3.9,0.1,0.6,1.3,0.3655913978494624
Johan Petro,2012,4.2,3.8,0.8,0.4,0.4,0.43749999999999994
John Lucas III,2012,7.5,1.6,2.2,0.4,0,0.641025641025641
John Wall,2012,16.3,4.5,8,1.4,0.9,0.5241157556270097
Jonas Jerebko,2012,8.7,4.8,0.7,0.6,0.3,0.5761589403973509
Jordan Crawford,2012,14.7,2.6,3,0.9,0.1,0.6901408450704225
José Calderón,2012,10.5,3,8.8,0.9,0.1,0.45064377682403434
Josh McRoberts,2012,2.8,3.4,1,0.3,0.4,0.35443037974683544
Josh Smith,2012,18.8,9.6,3.9,1.4,1.7,0.5310734463276836
Jrue Holiday,2012,13.5,3.3,4.5,1.6,0.3,0.5818965517241379
Kawhi Leonard,2012,7.9,5.1,1.1,1.3,0.4,0.5
