player,season,pts_per_game,trb_per_game,ast_per_game,stl_per_game,blk_per_game,pts_as_percent_of_other_stats
Maurice Cheeks,1981,9.4,3,6.9,2.4,0.5,0.42342342342342343
Maurice Lucas,1981,14.7,8.5,2.5,0.8,0.9,0.5364963503649635
Michael Brooks,1981,14.7,5.4,2.5,1.2,0.4,0.6074380165289256
Michael Cooper,1981,9.4,4.1,4.1,1.6,1,0.4653465346534653
Micheal Ray Richardson,1981,16.4,6.9,7.9,2.9,0.4,0.4753623188405798
Mickey Johnson,1981,12.5,6.6,3.5,1.1,0.9,0.5081300813008129
Mike Bantom,1981,14,5.6,3.2,1.1,1.1,0.5599999999999999
Mike Bratz,1981,10,2.5,5.7,1.7,0.2,0.49751243781094534
Mike Dunleavy,1981,10.5,1.6,3.6,0.9,0,0.6325301204819278
Mike Evans,1981,4.5,1.2,2.4,0.5,0.1,0.5172413793103449
Mike Glenn,1981,8.2,1.1,1.3,0.9,0.1,0.7068965517241379
Mike Mitchell,1981,24.5,6.1,1.7,0.8,0.6,0.7270029673590503
Mike Newlin,1981,21.4,2.8,3.8,1.1,0.1,0.732876712328767
Mike O'Koren,1981,11,6.1,3.2,1.1,0.3,0.5069124423963133
Mike Woodson,1981,4.7,1.2,0.9,0.4,0.1,0.6438356164383561
Mitch Kupchak,1981,12.5,6.9,0.8,0.4,0.3,0.5980861244019139
Moses Malone,1981,27.8,14.8,1.8,1,1.9,0.5877378435517971
Mychal Thompson,1981,17,8.7,3.6,0.8,2.2,0.5263157894736842
Norm Nixon,1981,17.1,2.9,8.8,1.8,0.1,0.5570032573289903
Otis Birdsong,1981,24.6,3.6,3.3,1.3,0.3,0.743202416918429
Pat Cummings,1981,8,3.9,0.8,0.4,0.3,0.5970149253731343
Paul Griffin,1981,6.1,6.2,3,0.9,0.5,0.3652694610778443
Paul Mokeski,1981,7.1,5.2,1.7,0.5,0.9,0.461038961038961
Phil Ford,1981,17.5,1.9,8.8,1.5,0.1,0.587248322147651
Phil Hubbard,1981,14.5,7.3,1.9,1,0.3,0.58
Phil Smith,1981,16.8,2.1,4.9,1.1,0.2,0.6693227091633465
Purvis Short,1981,16.1,4.9,3.2,1,0.2,0.6338582677165355
Quinn Buckner,1981,13.3,3.6,4.7,2.4,0,0.5541666666666667
Randy Smith,1981,14.6,2.4,4.4,1.4,0.2,0.6347826086956523
Ray Williams,1981,19.7,4.1,5.5,2.3,0.5,0.6137071651090343
Reggie Carter,1981,2.8,1.2,1.3,0.4,0,0.49122807017543857
Reggie Johnson,1981,10.2,4.5,1,0.6,0.6,0.603550295857988
Reggie King,1981,14.9,9.7,1.5,1.3,0.5,0.5340501792114695
Reggie Theus,1981,18.9,3.5,5.2,1.5,0.2,0.6450511945392492
Rich Kelley,1981,7,5.4,3.5,1,0.8,0.3954802259887006
Rick Robey,1981,9,4.8,1.5,0.5,0.2,0.5625
Ricky Sobers,1981,13.5,2,4,1.4,0.2,0.6398104265402844
Robert Parish,1981,18.9,9.5,1.8,1,2.6,0.5591715976331361
Robert Reid,1981,15.9,7.1,4.2,2,0.8,0.53
Roger Phegley,1981,14.4,3,2.2,0.8,0.2,0.6990291262135924
Ron Davis,1981,5.8,1.9,0.7,0.6,0.2,0.6304347826086958
Ron Lee,1981,4.2,2.7,4.4,2,0.4,0.30656934306569344
Sam Lacey,1981,6.9,7.1,4.9,1.2,1.5,0.3194444444444445
Sam Pellom,1981,5.9,4.6,0.6,0.6,1.2,0.4573643410852714
Sam Worthen,1981,3.7,1.8,1.8,0.9,0.1,0.4457831325301206
Scott Lloyd,1981,8.8,6.3,2.2,0.5,0.3,0.4861878453038674
Scott May,1981,7,2.5,1,0.6,0.1,0.625
Scott Wedman,1981,19,5.3,2.8,1.2,0.6,0.657439446366782
Sidney Moncrief,1981,14,5.1,3.3,1.1,0.5,0.5833333333333333
Sly Williams,1981,13.2,6.2,2.7,1.7,0.3,0.5477178423236515
Sonny Parker,1981,6.5,2.7,1.5,0.9,0.2,0.5508474576271187
Steve Hawes,1981,12,7.6,2.3,1,0.4,0.5150214592274678
Steve Mix,1981,10.8,3.7,1.6,0.8,0.3,0.6279069767441859
Swen Nater,1981,15.6,12.4,2.4,0.6,0.6,0.49367088607594933
T.R. Dunn,1981,4.5,3.7,1,0.8,0.4,0.43269230769230765
Terry Tyler,1981,13.4,6.9,1.7,1.4,2.2,0.5234375000000001
Tiny Archibald,1981,13.8,2.2,7.7,0.9,0.2,0.5564516129032259
Tom Henderson,1981,5.3,1.6,4.7,0.8,0.1,0.42399999999999993
Tom LaGarde,1981,13.7,8.1,2.9,0.4,0.5,0.5351562500000001
Tom McMillen,1981,7.4,3.7,0.9,0.3,0.3,0.5873015873015872
Tom Owens,1981,10.6,5.8,1.8,0.5,0.6,0.5492227979274611
Truck Robinson,1981,18.8,9.6,2.5,0.8,0.5,0.5838509316770186
Vinnie Johnson,1981,13,4.5,4.2,1,0.2,0.5676855895196506
Wally Walker,1981,8.4,3.8,1.5,0.6,0.2,0.5793103448275863
Walter Davis,1981,18,2.6,3.9,1.2,0.2,0.694980694980695
Wayne Cooper,1981,6.9,6.2,0.7,0.3,0.7,0.46621621621621623
Wayne Robinson,1981,7.9,3.6,1.4,0.6,0.3,0.572463768115942
Wes Unseld,1981,8,10.7,2.7,0.8,0.6,0.3508771929824561
World B. Free,1981,24.1,2.4,5.6,1.3,0.2,0.7172619047619048
Adrian Dantley,1982,30.3,6.3,4,1.2,0.2,0.7214285714285713
Albert King,1982,12.1,4.1,1.9,0.8,0.5,0.6237113402061856
Alex English,1982,25.4,6.8,5.3,1.1,1.5,0.6334164588528679
Allan Bristow,1982,7,4.1,5.5,0.8,0.1,0.3999999999999999
Allen Leavell,1982,10.9,2.1,5.8,1.9,0.2,0.521531100478469
Alton Lister,1982,4.5,4.8,1.1,0.2,1.5,0.37190082644628103
Alvan Adams,1982,15.1,7.4,4.5,1.4,1,0.5136054421768708
Alvin Scott,1982,6,3.6,1.8,0.7,0.9,0.46153846153846156
Andrew Toney,1982,16.5,1.7,3.7,0.8,0.2,0.7205240174672489
Artis Gilmore,1982,18.5,10.2,1.7,0.6,2.7,0.5489614243323442
Ben Poquette,1982,6.6,5,1.1,0.6,0.8,0.46808510638297873
Bernard King,1982,23.2,5.9,3.6,1,0.3,0.6823529411764706
Bill Cartwright,1982,14.4,5.8,1.2,0.7,0.9,0.6260869565217393
Bill Hanzlik,1982,5.8,3.3,2.3,1,0.4,0.453125
Bill Willoughby,1982,7.8,3.8,1.1,0.4,0.9,0.5571428571428572
Billy Knight,1982,12.3,3.2,1.5,0.8,0.2,0.6833333333333333
Billy McKinney,1982,10.8,1.8,4.2,0.9,0.2,0.6033519553072627
Billy Paultz,1982,3.3,2.8,0.6,0.2,0.3,0.45833333333333337
Billy Ray Bates,1982,11.1,1.4,1.5,0.5,0.1,0.7602739726027398
Bob Gross,1982,7.2,4.4,2.1,1.3,0.7,0.45859872611464964
Bob Lanier,1982,13.5,5.2,3,1,0.8,0.574468085106383
Bob Wilkerson,1982,11,3.8,3.6,1.4,0.4,0.5445544554455446
Bobby Jones,1982,14.4,5.2,2.5,1.3,1.5,0.5783132530120482
Brad Davis,1982,12.1,2.8,6.2,0.9,0.1,0.5475113122171946
Brian Winters,1982,15.9,2.8,4.1,0.9,0.1,0.6680672268907564
Buck Williams,1982,15.5,12.3,1.3,1,1,0.4983922829581993
Butch Carter,1982,5.9,1.1,0.8,0.5,0.1,0.7023809523809524
Caldwell Jones,1982,7.9,8.7,1.2,0.5,1.8,0.39303482587064675
Calvin Murphy,1982,10.2,1,2.5,0.7,0,0.7083333333333334
Calvin Natt,1982,17.7,8.2,2,0.8,0.5,0.6061643835616438
Campy Russell,1982,13.9,3.1,3.7,1,0.2,0.634703196347032
Carl Nicks,1982,7.4,2,1.1,0.8,0.1,0.6491228070175439
Cedric Maxwell,1982,14.8,6.4,2.3,1,0.6,0.5896414342629481
Cedrick Hordges,1982,6.8,5.1,0.8,0.3,0.2,0.5151515151515151
Chris Ford,1982,5.7,1.4,1.9,0.6,0.1,0.5876288659793815
Clemon Johnson,1982,9.5,7.2,1.6,0.8,1.4,0.4634146341463415
Clint Richardson,1982,4.6,1.5,1.4,0.5,0.1,0.5679012345679012
Coby Dietrick,1982,3,2.5,1.2,0.7,0.4,0.3846153846153846
Dan Issel,1982,22.9,7.5,2.2,0.8,0.7,0.6715542521994134
Dan Roundfield,1982,18.6,11.8,2.7,1,1.5,0.5224719101123596
Danny Schayes,1982,7.9,5.2,1.8,0.6,0.9,0.4817073170731707
Danny Vranes,1982,4.9,2.6,0.7,0.4,0.3,0.550561797752809
Darnell Valentine,1982,6.4,1.8,3.3,1.1,0,0.507936507936508
Darrell Griffith,1982,19.8,3.8,2.3,1.2,0.4,0.72
Darwin Cook,1982,11,1.9,3.9,1.8,0.3,0.582010582010582
Dave Corzine,1982,10.1,7.7,1.6,0.4,1.5,0.4741784037558685
Dave Greenwood,1982,14.6,9.6,3.2,0.9,1.1,0.4965986394557823
David Thompson,1982,14.9,2.4,1.9,0.6,0.5,0.7339901477832512
Dennis Johnson,1982,19.5,5.1,4.6,1.3,0.7,0.6249999999999999
Don Buse,1982,9.7,2.7,5,2,0.3,0.49238578680203043
Don Collins,1982,10,2.5,1.9,1.1,0.3,0.6329113924050632
Dudley Bradley,1982,5.1,1.4,1.3,1.2,0.2,0.5543478260869565
Dwight Jones,1982,10,6.5,1.5,0.6,0.5,0.5235602094240838
Earl Cureton,1982,5.3,4.1,0.5,0.5,0.4,0.49074074074074076
Eddie Johnson,1982,17.8,2.8,5.3,1.5,0.2,0.644927536231884
Eddie Johnson,1982,9.3,4.4,1.5,0.7,0.2,0.577639751552795
Eddie Jordan,1982,3.8,0.7,2.3,1.1,0,0.48101265822784806
Elston Turner,1982,8.3,3.8,2.4,0.9,0,0.538961038961039
Elvin Hayes,1982,16.1,9.1,1.8,0.8,1.3,0.5532646048109965
Ernie Grunfeld,1982,12.7,2.2,3.4,0.9,0.5,0.6446700507614215
Foots Walker,1982,5.9,1.9,5.2,1.6,0.1,0.40136054421768713
Frank Johnson,1982,10.7,1.9,4.8,1,0.1,0.5783783783783784
Fred Brown,1982,11.2,1.7,2.9,0.8,0,0.674698795180723
Gene Banks,1982,9.6,5.1,1.8,0.7,0.2,0.5517241379310345
Geoff Huston,1982,10.3,1.9,7.6,0.9,0.1,0.4951923076923077
George Gervin,1982,32.3,5,2.4,1,0.6,0.7820823244552058
George Johnson,1982,3,6.1,1.1,0.3,3.1,0.22058823529411764
George Johnson,1982,5.1,3.7,0.7,0.6,0.4,0.48571428571428565
George McGinnis,1982,4.7,5.2,2.7,1.3,0.4,0.32867132867132864
Gerald Henderson,1982,10.2,1.9,3.1,1,0.1,0.6257668711656441
Glen Gondrezick,1982,8.3,5.3,1.9,1.2,0.5,0.4825581395348837
Greg Ballard,1982,18.8,8,3.2,1.7,0.3,0.5875
Gus Williams,1982,23.4,3.1,6.9,2.2,0.5,0.6481994459833794
Harvey Catchings,1982,2.9,4.5,1.2,0.5,1.7,0.26851851851851855
Herb Williams,1982,11.5,7.4,1.7,0.6,2.2,0.4914529914529915
Isiah Thomas,1982,17,2.9,7.8,2.1,0.2,0.5666666666666667
Jack Sikma,1982,19.6,12.7,3.4,1.2,1.3,0.5130890052356022
Jamaal Wilkes,1982,21.1,4.8,1.7,1.1,0.3,0.7275862068965517
James Donaldson,1982,8.1,6,0.6,0.3,1.7,0.48502994011976047
James Edwards,1982,16.7,7.5,1.6,0.3,1.5,0.6050724637681159
James Hardy,1982,5.1,5.7,1.3,0.7,0.8,0.37499999999999994
James Silas,1982,11.2,1.6,3.3,0.6,0.1,0.6666666666666666
Jay Vincent,1982,21.4,7,2.2,1.1,0.3,0.66875
Jeff Cook,1982,5.1,4,1.3,0.5,0.3,0.4553571428571428
Jeff Ruland,1982,14.4,9.3,1.6,0.5,0.7,0.5433962264150943
Jeff Wilkins,1982,9.3,7.5,1.1,0.4,0.9,0.48437500000000006
Jerome Whitehead,1982,13.8,9.2,1.4,0.7,0.6,0.5369649805447472
Jim Brewer,1982,2.4,3.7,0.6,0.5,0.6,0.3076923076923077
Jim Brogan,1982,6.3,1.9,2.5,0.8,0.2,0.5384615384615384
Jim Chones,1982,3.1,3.1,1.1,0.3,0.5,0.382716049382716
Jim Paxson,1982,18.9,2.7,3.4,1.6,0.1,0.7078651685393258
Jim Smith,1982,2.9,2.5,0.6,0.3,0.7,0.41428571428571426
Jim Spanarkel,1982,10.1,2.6,2.5,1,0.1,0.6196319018404908
Joe Barry Carroll,1982,17,8.3,0.8,0.8,1.7,0.5944055944055944
Joe Bryant,1982,11.8,3.7,2.5,1,0.4,0.6082474226804124
Joe Hassett,1982,5.7,0.8,1.5,0.4,0,0.6785714285714286
John Douglas,1982,7,1.4,2.3,0.8,0.1,0.603448275862069
John Drew,1982,18.5,5.4,1.4,0.9,0,0.7061068702290078
John Duren,1982,3.4,1.1,2,0.3,0.1,0.4927536231884058
John Long,1982,21.9,3.7,2.1,0.9,0.4,0.7551724137931035
John Lucas,1982,8.4,2.1,7,1.2,0.1,0.44680851063829785
Johnny Davis,1982,17,2.2,4.2,0.9,0.1,0.6967213114754098
Johnny Moore,1982,9.4,3.5,9.6,2.1,0.2,0.3790322580645161
Julius Erving,1982,24.4,6.9,3.9,2,1.7,0.6272493573264781
Kareem Abdul-Jabbar,1982,23.9,8.7,3,0.8,2.7,0.6112531969309464
Kelly Tripucka,1982,21.6,5.4,3.3,1.1,0.2,0.6835443037974683
Kelvin Ransey,1982,16.1,2.4,7.1,1.2,0.1,0.5985130111524164
Kenny Higgs,1982,7.5,1.9,5.2,0.9,0.1,0.4807692307692307
Kent Benson,1982,12.5,8.7,2.1,0.9,1.3,0.49019607843137253
Kevin Grevey,1982,13.3,2.7,2.1,0.6,0.3,0.7
Kevin Loder,1982,6.9,2.7,1.2,0.5,0.4,0.5897435897435898
Kevin McHale,1982,13.6,6.8,1.1,0.4,2.3,0.5619834710743802
Kiki Vandeweghe,1982,21.5,5.6,3,0.6,0.4,0.6913183279742765
Kurt Nimphius,1982,5.3,4.7,1,0.3,1.3,0.4206349206349206
Kurt Rambis,1982,4.6,5.4,0.9,0.9,1.2,0.3538461538461538
Kyle Macy,1982,14.2,3.2,4.7,1.7,0.1,0.5941422594142259
Larry Bird,1982,22.9,10.9,5.8,1.9,0.9,0.5400943396226416
Larry Drew,1982,10.8,1.8,5.2,1.4,0,0.5625000000000001
Larry Kenon,1982,7.2,3,1.1,0.5,0.1,0.6050420168067228
Larry Nance,1982,6.6,3.2,1,0.5,0.9,0.540983606557377
Larry Smith,1982,7.1,11,1.1,0.9,0.7,0.3413461538461538
Len Elmore,1982,9.1,5.4,1.2,1.1,1.1,0.5083798882681564
Leon Douglas,1982,2.7,4.6,0.6,0.2,0.6,0.31034482758620696
Lionel Hollins,1982,11,2.3,3.9,1.3,0.2,0.5882352941176471
Lonnie Shelton,1982,14.9,6.3,3.1,1.2,0.5,0.573076923076923
Lorenzo Romar,1982,6.2,1.2,2.9,0.8,0.2,0.5486725663716814
Louis Orr,1982,11.5,4.1,1.7,0.7,0.3,0.628415300546448
Magic Johnson,1982,18.6,9.6,9.5,2.7,0.4,0.45588235294117646
Major Jones,1982,4.5,3.4,0.4,0.3,0.5,0.4945054945054944
Mark Landsberger,1982,4.3,5.3,0.4,0.1,0.1,0.4215686274509804
Mark Olberding,1982,13.8,6.5,3,0.8,0.4,0.563265306122449
Marques Johnson,1982,16.5,6.1,3.6,1,0.6,0.593525179856115
Marvin Webster,1982,6.2,6,1.2,0.3,1.1,0.41891891891891897
Maurice Cheeks,1982,11.2,3.1,8.4,2.6,0.4,0.4357976653696498
Maurice Lucas,1982,15.8,11.3,2.2,0.9,0.9,0.5080385852090032
Michael Brooks,1982,15.6,7.6,2.9,1.4,0.5,0.5571428571428572
Michael Cooper,1982,11.9,3.5,3,1.6,0.8,0.5721153846153846
Michael Wiley,1982,8.3,3,0.9,0.7,0.3,0.6287878787878788
Micheal Ray Richardson,1982,17.9,6.9,7,2.6,0.5,0.5128939828080229
Mickey Johnson,1982,12.9,6,2.8,0.9,0.6,0.5560344827586208
Mike Bratz,1982,7.7,2,5.4,0.8,0.1,0.48125
Mike Dunleavy,1982,7.4,1.5,3.2,0.6,0,0.5826771653543307
Mike Gale,1982,5.6,2.5,3.5,1.6,0.4,0.4117647058823529
Mike Gminski,1982,5.2,2.9,0.6,0.3,0.8,0.5306122448979592
Mike Harper,1982,6.8,5,0.8,0.8,1.2,0.46575342465753417
Mike Newlin,1982,9.3,1.2,2.2,0.4,0,0.7099236641221375
Mike O'Koren,1982,11.4,3.8,2.4,1,0.2,0.6063829787234044
Moses Malone,1982,31.1,14.7,1.8,0.9,1.5,0.6220000000000001
Mychal Thompson,1982,20.8,11.7,4,0.9,1.4,0.5360824742268042
Norm Nixon,1982,17.6,2.1,8,1.6,0.1,0.5986394557823128
Orlando Woolridge,1982,7.3,3,1.1,0.3,0.3,0.6083333333333333
Pat Cummings,1982,6.5,3.1,1.3,0.3,0.1,0.5752212389380531
Pete Verhoeven,1982,4.9,3.6,0.7,0.6,0.3,0.4851485148514852
Pétur Guðmundsson,1982,3.2,2.7,0.9,0.2,0.4,0.4324324324324324
Phil Ford,1982,9.9,1.5,6.3,0.9,0,0.5322580645161291
Purvis Short,1982,14.4,3.5,2.8,0.9,0.1,0.663594470046083
Quinn Buckner,1982,12.9,3.6,4.7,2.5,0,0.5443037974683544
Randy Smith,1982,10,1.9,3.1,1.1,0,0.6211180124223602
Ray Williams,1982,20.4,4,6,2.4,0.5,0.6126126126126126
Reggie Carter,1982,4,1.3,1.7,0.5,0.1,0.5263157894736842
Reggie King,1982,12.1,6.5,2.2,1.1,0.4,0.5426008968609866
Reggie Theus,1982,18.4,3.8,5.8,1.1,0.2,0.6279863481228668
Rich Kelley,1982,7.9,6.1,3.6,0.8,0.9,0.40932642487046633
Rick Mahorn,1982,12.2,8.8,1.9,0.7,1.7,0.4822134387351779
Rick Robey,1982,5.7,3.7,0.9,0.3,0.2,0.5277777777777778
Rickey Brown,1982,5.7,4.4,0.2,0.4,0.4,0.5135135135135135
Rickey Green,1982,14.8,3,7.8,2.3,0.1,0.5285714285714286
Ricky Sobers,1982,11.8,1.8,3.8,0.9,0.2,0.6378378378378379
Robert Parish,1982,19.9,10.8,1.8,0.9,2.4,0.5558659217877095
Robert Reid,1982,13.4,6.6,4.1,1.5,0.6,0.5114503816793893
Rolando Blackman,1982,13.3,3.1,1.3,0.6,0.4,0.7112299465240641
Ron Lee,1982,3.4,1.9,3.9,1.4,0.2,0.3148148148148148
Ronnie Lester,1982,11.6,2.8,4.8,1.1,0.2,0.5658536585365853
Rory Sparrow,1982,10.5,2.7,5.2,1.1,0.2,0.5329949238578681
Rudy Macklin,1982,7,3.3,0.6,0.5,0.3,0.5982905982905983
Sam Pellom,1982,4.2,3.3,0.4,0.4,0.7,0.4666666666666667
Sam Williams,1982,6.1,5.2,0.6,0.8,1.3,0.4357142857142856
Scott Lloyd,1982,3.9,2.2,0.9,0.2,0.1,0.5342465753424658
Scott May,1982,9,3.4,2,0.8,0.1,0.5882352941176471
Sidney Moncrief,1982,19.8,6.7,4.8,1.7,0.3,0.5945945945945946
Sly Williams,1982,13.9,3.8,2.4,1.3,0.3,0.6405529953917051
Sonny Parker,1982,3.9,2.5,1.3,0.5,0.2,0.46428571428571436
Spencer Haywood,1982,13.3,5.6,0.8,0.6,0.9,0.6273584905660378
Steve Johnson,1982,12.8,5.9,1.2,0.5,1.1,0.5953488372093022
Steve Mix,1982,7.2,3,1.2,0.6,0.2,0.5901639344262296
T.R. Dunn,1982,8.2,6.8,2.3,1.6,0.4,0.4248704663212435
Terry Tyler,1982,9.9,6,1.5,0.9,2,0.4876847290640395
Tiny Archibald,1982,12.6,1.7,8,0.8,0,0.5454545454545455
Tom Chambers,1982,17.2,6.9,1.8,0.7,0.6,0.6323529411764705
Tom Henderson,1982,6.3,1.8,4.1,0.7,0.1,0.48461538461538467
Tom McMillen,1982,9.9,4.6,1.8,0.3,0.3,0.5857988165680473
Tom Owens,1982,10.5,5,1.7,0.6,0.5,0.5737704918032787
Tree Rollins,1982,6.1,7.7,0.7,0.4,2.8,0.3446327683615819
Truck Robinson,1982,19.1,9.7,2.4,0.6,0.4,0.593167701863354
Wally Walker,1982,9.9,4.4,3.1,0.5,0.4,0.5409836065573771
Wayne Cooper,1982,9,7.2,1.5,0.5,1.4,0.4591836734693878
World B. Free,1982,22.9,3.2,5.4,0.9,0.1,0.7046153846153845
Al Wood,1983,10.9,3.1,1.8,0.7,0.5,0.6411764705882353
Albert King,1983,17,5.8,3.7,1.2,0.5,0.6028368794326241
Alex English,1983,28.4,7.3,4.8,1.4,1.5,0.6543778801843319
Allen Leavell,1983,14.8,2.5,6.7,2.1,0.2,0.5627376425855514
Alton Lister,1983,8.4,7.1,1.4,0.6,2.2,0.4263959390862945
Alvan Adams,1983,14.2,6.9,4.7,1.4,0.9,0.505338078291815
Alvin Scott,1983,4.1,2.8,1.2,0.6,0.4,0.4505494505494505
Andrew Toney,1983,19.7,2.8,4.5,1,0.2,0.6985815602836879
Artis Gilmore,1983,18,12,1.5,0.5,2.3,0.5247813411078718
Ben Poquette,1983,11,6.9,2.2,0.9,1.5,0.488888888888889
Bernard King,1983,21.9,4.8,2.9,1.3,0.2,0.7041800643086816
Bill Cartwright,1983,15.7,7.2,1.7,0.5,1.5,0.5902255639097744
Bill Garnett,1983,6.3,5.4,1.4,0.6,0.9,0.4315068493150685
Bill Hanzlik,1983,6.1,2.9,3.3,0.9,0.2,0.4552238805970149
Bill Laimbeer,1983,13.6,12.1,3.2,0.6,1.4,0.4401294498381877
Billy Knight,1983,17.1,4.1,2.4,0.8,0.1,0.6979591836734693
Billy McKinney,1983,9.8,1.8,4.2,0.6,0.1,0.5939393939393939
Bob Wilkerson,1983,6.7,3.1,2.5,0.9,0.2,0.5
Bobby Jones,1983,9,4.6,1.9,1.1,1.2,0.5056179775280899
Brad Branson,1983,5.5,2.8,0.7,0.4,0.4,0.5612244897959183
Brad Davis,1983,11.6,2.5,7.2,1,0.1,0.5178571428571428
Brook Steppe,1983,4,1.2,1.1,0.4,0,0.5970149253731343
Buck Williams,1983,17,12.5,1.5,1.1,1.3,0.5089820359281437
Butch Carter,1983,10.5,1.9,2.4,1,0.2,0.65625
Caldwell Jones,1983,9.5,8.1,1.7,0.6,1.6,0.441860465116279
Calvin Murphy,1983,12.8,1.2,2.5,0.9,0.1,0.7314285714285714
Calvin Natt,1983,20.4,7.5,2.1,0.8,0.4,0.6538461538461539
Cedric Maxwell,1983,11.9,5.3,2.4,0.8,0.5,0.5693779904306221
Charles Davis,1983,7.6,2.9,1,0.4,0.3,0.6229508196721311
Charlie Criss,1983,6.2,1.2,1.9,0.4,0,0.6391752577319587
Clark Kellogg,1983,20.1,10.6,2.8,1.7,0.5,0.5630252100840336
Cliff Levingston,1983,5.6,3.7,0.8,0.4,0.6,0.5045045045045045
Cliff Robinson,1983,18,11.1,1.9,0.8,0.8,0.5521472392638036
Clint Richardson,1983,7.6,3.2,2.2,0.9,0.2,0.5390070921985816
Craig Hodges,1983,9.9,1.6,3.6,1.1,0.1,0.6073619631901841
Dan Issel,1983,21.6,7.5,2.8,1,0.5,0.6467065868263472
Dan Roundfield,1983,19,11.4,2.9,0.8,1.5,0.5337078651685394
Danny Ainge,1983,9.9,2.7,3.1,1.4,0.1,0.5755813953488371
Danny Vranes,1983,6.9,5.2,1.5,0.6,0.6,0.46621621621621623
Darrell Griffith,1983,22.2,3.9,3.5,1.8,0.4,0.6981132075471699
Darryl Dawkins,1983,12,5.2,1.4,0.8,1.9,0.5633802816901409
Darwin Cook,1983,13.2,2.9,5.5,2.4,0.6,0.5365853658536586
Dave Corzine,1983,14,8.7,1.9,0.6,1.3,0.5283018867924528
Dave Greenwood,1983,10,9.7,1.9,0.7,1.1,0.4273504273504274
Dave Robisch,1983,4.7,2.5,0.9,0.2,0.1,0.5595238095238096
David Thompson,1983,15.9,3.6,3,0.6,0.4,0.676595744680851
Dennis Johnson,1983,14.2,4.4,5,1.3,0.5,0.5590551181102361
Dominique Wilkins,1983,17.5,5.8,1.6,1,0.8,0.6554307116104868
Don Collins,1983,11.8,3.2,2,1.3,0.5,0.6276595744680851
Dudley Bradley,1983,3.5,1.8,1.8,0.8,0.2,0.4320987654320988
Earl Cureton,1983,3.4,3.7,0.6,0.5,0.3,0.39999999999999997
Ed Nealy,1983,4.4,5.9,0.8,0.8,0.1,0.36666666666666664
Ed Sherod,1983,6.2,2.3,4.9,1.5,0.2,0.41059602649006627
Eddie Johnson,1983,16,2,5.2,1,0.1,0.6584362139917695
Eddie Johnson,1983,19.8,6.1,2.6,0.9,0.2,0.668918918918919
Elston Turner,1983,3.6,2.6,1.5,0.8,0,0.4235294117647059
Elvin Hayes,1983,12.9,7.6,2,0.6,1,0.5352697095435685
Ernie Grunfeld,1983,5.4,2.1,1.8,0.5,0.1,0.5454545454545455
Fat Lever,1983,7.8,2.8,5.3,1.9,0.2,0.4333333333333334
Foots Walker,1983,4.4,1.7,3.3,1,0,0.4230769230769231
Frank Johnson,1983,12.5,2.6,8.1,1.6,0.1,0.502008032128514
Franklin Edwards,1983,6.7,1,2.7,1,0.1,0.5826086956521739
Fred Brown,1983,10.2,1.2,3,0.7,0.2,0.6666666666666667
Gene Banks,1983,14.9,7.6,3.4,1,0.3,0.5477941176470589
Geoff Huston,1983,12.2,2,6.1,0.9,0.1,0.5727699530516432
George Gervin,1983,26.2,4.6,3.4,1.1,0.9,0.7237569060773481
George Johnson,1983,11.6,6.6,2.7,0.9,0.6,0.5178571428571429
Gerald Henderson,1983,8.2,1.5,2.4,1.2,0,0.6165413533834586
Glen Gondrezick,1983,4.6,4,1.3,1.1,0.1,0.4144144144144144
Greg Ballard,1983,18,6.5,3.4,1.7,0.3,0.6020066889632107
Greg Kelser,1983,8.3,5,1.2,0.7,0.4,0.5320512820512822
Gus Williams,1983,20,2.6,8,2.3,0.3,0.6024096385542169
Harvey Catchings,1983,3.3,5.5,1,0.4,2,0.2704918032786885
Herb Williams,1983,16.9,7.5,3.4,0.7,2.2,0.5504885993485342
Isiah Thomas,1983,22.9,4,7.8,2.5,0.4,0.6090425531914894
Jack Sikma,1983,18.2,11.4,3.1,1.2,0.9,0.5229885057471263
Jamaal Wilkes,1983,19.6,4.3,2.3,0.8,0.2,0.7205882352941176
James Donaldson,1983,8.9,6.1,1.2,0.2,1.2,0.5056818181818182
James Worthy,1983,13.4,5.2,1.7,1.2,0.8,0.600896860986547
Jay Vincent,1983,18.7,7.3,2.6,0.9,0.6,0.6212624584717608
Jeff Lamp,1983,4.4,1.3,1,0.3,0.1,0.619718309859155
Jeff Ruland,1983,19.4,11,3,0.9,1,0.5495750708215298
Jeff Wilkins,1983,11.5,7.4,1.6,0.5,0.5,0.5348837209302325
Jerry Eaves,1983,9.3,1.5,2.6,0.6,0,0.6642857142857144
Jerry Sichting,1983,9.3,2,5.6,1.3,0,0.5109890109890111
Jim Brogan,1983,3.8,1.1,1.1,0.4,0.2,0.5757575757575757
Jim Paxson,1983,21.7,2.1,2.9,1.7,0.2,0.7587412587412588
Joe Barry Carroll,1983,24.1,8.7,2.1,1.4,2,0.6292428198433421
Joe Bryant,1983,10,3.4,2.3,1,0.4,0.584795321637427
Joe Meriweather,1983,7.9,5.4,0.8,0.6,1.1,0.5
John Bagley,1983,5.7,1.4,2.5,0.8,0.1,0.5428571428571429
John Duren,1983,4.5,1.3,2.4,0.8,0.1,0.4945054945054945
John Long,1983,10.5,2.6,1.5,0.6,0.2,0.6818181818181819
