player,tm,experience,age,salary,vorp,vorp_per_million,percent_of_cap
Cade Cunningham,DET,2,21,10552800,0.1,0.009476157986505952,0.08534066556144111
Alec Burks,DET,12,31,10012800,0.9,0.0898849472674976,0.08097367676195867
James Wiseman,DET,2,21,9603360,-0.3,-0.031239066326785622,0.07766252880999555
Jaden Ivey,DET,1,20,7252200,-0.7,-0.096522434571578275,0.058648659577049046
Killian Hayes,DET,3,21,5837760,-1,-0.17129858027736666,0.0472100602482714
Hamidou Diallo,DET,5,24,5200000,0.1,0.019230769230769232,0.04205248473575674
Cory Joseph,DET,12,31,5155500,0.1,0.019396760740956264,0.04169261251061421
Jalen Duren,DET,1,19,4124280,0.5,0.12123328193042181,0.03335311956653593
Isaiah Stewart,DET,3,21,3433320,0,0,0.027765314787109297
Rodney McGruder,DET,7,31,1836090,0.1,0.054463561154409645,0.014848489749706846
Isaiah Livers,DET,2,24,1563518,-0.1,-0.0639583298689238,0.012644195544054021
R.J. Hampton,DET,3,21,485403,-0.2,-0.41202876784857123,0.003925461970805871
Nerlens Noel,DET,9,28,9240000,0,0,0.0747240305689216
Stanley Umude,DET,1,23,58493,0,0,4.73033844163196e-4
Stephen Curry,GSW,14,34,48070014,4.4,0.09153315411973877,0.38874298653511785
Klay Thompson,GSW,10,32,40600080,0.8,0.01970439467114351,0.32833350855201976
Andrew Wiggins,GSW,9,27,33616770,0.4,0.01189882311715254,0.2718593667866241
Draymond Green,GSW,11,32,25806468,1.5,0.058124963090648435,0.2086973272411144
Gary Payton II,GSW,7,30,8300000,0.1,0.012048192771084338,0.06712223525130404
Kevon Looney,GSW,8,26,8000000,1.8,0.225,0.06469613036270268
Jonathan Kuminga,GSW,2,20,5739840,-0.1,-0.017422088420583154,0.04641817961263192
Donte DiVincenzo,GSW,5,26,4500000,0.9,0.2,0.03639157332902026
Jordan Poole,GSW,4,23,3901399,0,0,0.03155067728761474
Moses Moody,GSW,2,20,3740160,-0.2,-0.05347364818617386,0.030246734867170756
Patrick Baldwin Jr.,GSW,1,20,2226000,0,0,0.01800169827342202
JaMychal Green,GSW,9,32,1836090,0.3,0.16339068346322894,0.014848489749706846
Andre Iguodala,GSW,19,39,1836090,0,0,0.014848489749706846
Ryan Rollins,GSW,1,20,1017781,-0.2,-0.19650592809258574,0.008230811532085236
Anthony Lamb,GSW,3,25,253254,0.2,0.789720991573677,0.0020480692248594883
Jalen Green,HOU,2,20,9441840,-0.1,-0.010591155961126222,0.07635631393797258
Jabari Smith Jr.,HOU,1,19,8882640,-1.1,-0.12383705745138833,0.07183405442561967
Jae'Sean Tate,HOU,3,27,7065217,-0.3,-0.04246154081325457,0.0571365250090979
Boban Marjanović,HOU,8,34,4101478,0.1,0.024381454685359766,0.03316871942096963
Alperen Şengün,HOU,2,20,3375360,1.6,0.47402351156617367,0.027296591322631514
Tari Eason,HOU,1,21,3359160,0.1,0.029769347098679434,0.02716558165864704
Kevin Porter Jr.,HOU,4,22,3217631,1.2,0.3729451885564255,0.026021034329384175
Usman Garuba,HOU,2,20,2471160,0.2,0.08093365059324367,0.019984311188387043
Josh Christopher,HOU,2,21,2372160,-0.4,-0.1686226898691488,0.0191836965751486
TyTy Washington Jr.,HOU,1,21,2210040,-0.5,-0.22624024904526616,0.01787262949334843
Frank Kaminsky,HOU,8,29,1836090,0,0,0.014848489749706846
Kenyon Martin Jr.,HOU,3,22,1782621,0.7,0.3926802163780186,0.014416085075411427
Daishen Nix,HOU,2,20,1563518,-0.9,-0.5756249688203142,0.012644195544054021
Myles Turner,IND,8,26,35069500,1.9,0.05417813199503842,0.2836076179693502
Buddy Hield,IND,7,30,21177750,2.2,0.1038826126477081,0.17126480934859084
Daniel Theis,IND,6,30,8694369,0,0,0.07031150378068012
T.J. McConnell,IND,8,30,8100000,0.8,0.09876543209876544,0.06550483199223646
Bennedict Mathurin,IND,1,20,6586800,-0.8,-0.12145503127467056,0.05326755893413125
Jalen Smith,IND,3,22,4670160,-0.1,-0.021412542610959796,0.037767660021834945
Tyrese Haliburton,IND,3,22,4215120,4.4,1.0438611474880906,0.03408774412680442
George Hill,IND,15,36,4000000,0,0,0.03234806518135134
Chris Duarte,IND,2,25,3936960,-0.6,-0.152401853206535,0.03183825967409324
Aaron Nesmith,IND,3,23,3804360,-0.5,-0.1314281508584887,0.030765921313331446
Jordan Nwora,IND,3,24,2800000,0.1,0.03571428571428572,0.022643645626945937
Isaiah Jackson,IND,2,21,2573760,0.4,0.15541464627626508,0.020814039060288708
James Johnson,IND,14,35,2427016,-0.1,-0.041202859808093566,0.019627317941045653
Andrew Nembhard,IND,1,23,2244111,-0.6,-0.2673664537984084,0.018148162225546886
Oshae Brissett,IND,4,24,1846738,-0.2,-0.10829906570396018,0.014934600299219603
Goga Bitadze,IND,4,23,4765339,0,0,0.038537374145808906
Terry Taylor,IND,2,23,1563518,-0.2,-0.1279166597378476,0.012644195544054021
Paul George,LAC,13,32,42492492,2.3,0.05412720910790546,0.34363747523351257
Kawhi Leonard,LAC,11,31,42492492,3.3,0.07766077828525565,0.34363747523351257
Eric Gordon,LAC,15,34,19568360,0.4,0.020441161139717383,0.15824964619303708
Norman Powell,LAC,8,29,16758621,0.8,0.04773662463039173,0.13552724111439085
Marcus Morris,LAC,12,33,16372093,0,0,0.1324013828797865
Robert Covington,LAC,10,32,12307692,0.7,0.05687500142187503,0.09953250576199911
Nicolas Batum,LAC,15,34,10843350,1,0.09222242203746997,0.08769034814605152
Ivica Zubac,LAC,7,25,10123457,0.5,0.049390242878494965,0.08186856172415187
Mason Plumlee,LAC,10,32,9080417,0.3,0.03303813029732004,0.0734334802474627
Amir Coffey,LAC,4,25,3395062,-0.5,-0.14727271549091003,0.027455921717682262
Bones Hyland,LAC,2,22,2201520,0.1,0.04542316217885825,0.01780372811451215
Terance Mann,LAC,4,26,1930681,0.9,0.4661567602312345,0.015613448708099147
Jason Preston,LAC,1,23,1563518,0,0,0.012644195544054021
Brandon Boston Jr.,LAC,2,21,1563518,0,0,0.012644195544054021
Russell Westbrook,LAC,15,34,495955,0.2,0.40326239275740744,0.004010796166754276
LeBron James,LAL,20,38,44474988,3.6,0.08094437259881891,0.3596699526909547
Anthony Davis,LAL,11,29,37980720,3.7,0.09741784779224828,0.30715070154866364
D'Angelo Russell,LAL,8,26,31377750,0.5,0.015934858299272575,0.25375237556103675
Malik Beasley,LAL,7,26,15558035,-0.2,-0.012855093847005745,0.12581808256843638
Mo Bamba,LAL,5,24,10300000,-0.1,-0.00970873786407767,0.0832962678419797
Lonnie Walker IV,LAL,5,24,6479000,0.1,0.015434480629726813,0.052395778577493834
Rui Hachimura,LAL,4,24,6263188,0,0,0.050650503416764386
Jarred Vanderbilt,LAL,5,23,4374000,0.3,0.06858710562414266,0.03537260927580769
Davon Reed,LAL,4,27,1902133,0,0,0.015382580566899843
Wenyen Gabriel,LAL,4,25,1878720,0,0,0.015193239254377098
Troy Brown Jr.,LAL,5,23,1836090,0.3,0.16339068346322894,0.014848489749706846
Dennis Schröder,LAL,10,29,1836090,-0.3,-0.16339068346322894,0.014848489749706846
Austin Reaves,LAL,2,24,1563518,1,0.639583298689238,0.012644195544054021
Max Christie,LAL,1,19,1017781,-0.1,-0.09825296404629287,0.008230811532085236
Jaren Jackson Jr.,MEM,5,23,28946605,1.9,0.06563809469193364,0.23409166632970765
Steven Adams,MEM,10,29,17926829,0.7,0.03904761963200519,0.14497455824673486
Tyus Jones,MEM,8,26,15000000,1.7,0.11333333333333333,0.12130524443006753
Luke Kennard,MEM,6,26,14415545,0.6,0.04162173542519551,0.11657874732117585
Ja Morant,MEM,4,23,12119440,3.7,0.30529463407550184,0.09801010877036917
Dillon Brooks,MEM,6,27,11400000,-1,-0.08771929824561404,0.09219198576685132
Ziaire Williams,MEM,2,21,4591680,-0.6,-0.13067112690779845,0.03713299098297683
Brandon Clarke,MEM,4,26,4343920,1.3,0.29926886314665097,0.03512935182564393
Jake LaRavia,MEM,1,21,3047640,-0.2,-0.06562454883122679,0.0246463143423234
David Roddy,MEM,1,21,2588640,-0.5,-0.19315161629272512,0.020934373862763332
John Konchar,MEM,4,26,2300000,0.8,0.34782608695652173,0.01860013747927702
Desmond Bane,MEM,3,24,2130240,2.4,1.1266336187471833,0.01722728559298047
Santi Aldama,MEM,2,22,2094120,1.1,0.5252803086738105,0.016935182564392866
Xavier Tillman Sr.,MEM,3,24,1782621,1.2,0.6731660852194605,0.014416085075411427
Kennedy Chandler,MEM,1,20,1200000,0,0,0.009704419554405402
Jimmy Butler,MIA,12,33,37653300,5.3,0.14075791497690773,0.3045028506732441
Bam Adebayo,MIA,6,25,30351780,2.2,0.07248339306623862,0.245455339452509
Kyle Lowry,MIA,17,36,28333334,0.8,0.028235293453287215,0.2291321337592495
Duncan Robinson,MIA,5,28,16902000,-0.4,-0.02366583836232399,0.1366867494238001
Victor Oladipo,MIA,10,30,8750000,-0.2,-0.022857142857142857,0.07076139258420605
Caleb Martin,MIA,4,27,6479000,0.3,0.046303441889180424,0.052395778577493834
Tyler Herro,MIA,4,23,5722116,1.6,0.27961684104271917,0.04627484533581335
Kevin Love,MIA,15,34,3114138,0,0,0.025184084751930774
Nikola Jović,MIA,1,19,2239920,-0.1,-0.0446444515875567,0.018114269540253122
Udonis Haslem,MIA,20,42,1836090,-0.2,-0.10892712230881929,0.014848489749706846
Max Strus,MIA,4,26,1815677,0.1,0.05507587527957891,0.014683409486070114
Gabe Vincent,MIA,4,26,1815677,-0.7,-0.3855311269570524,0.014683409486070114
Haywood Highsmith,MIA,3,26,1752638,-0.2,-0.11411369603991241,0.014173612065828312
Omer Yurtseven,MIA,2,24,1752638,0,0,0.014173612065828312
Cody Zeller,MIA,10,30,517060,-0.1,-0.19340115267086994,0.004181472645667381
Giannis Antetokounmpo,MIL,10,28,42492492,5.2,0.12237455972222105,0.34363747523351257
Khris Middleton,MIL,11,31,37948276,0.5,0.013175829120669407,0.30688832639197766
Jrue Holiday,MIL,14,32,33665040,2.6,0.07723145435145777,0.27224972706320005
Brook Lopez,MIL,15,34,13906976,2.3,0.1653846242346287,0.11246594153087218
Bobby Portis,MIL,8,27,10843350,1,0.09222242203746997,0.08769034814605152
Jae Crowder,MIL,11,32,10183800,0.1,0.009819517272530883,0.08235655654846144
Grayson Allen,MIL,5,27,8500000,1,0.11764705882352942,0.0687396385103716
Joe Ingles,MIL,9,35,6479000,0.2,0.030868961259453626,0.052395778577493834
Pat Connaughton,MIL,8,30,5728393,0.3,0.052370708504112753,0.04632560753709919
MarJon Beauchamp,MIL,1,22,2485200,-0.4,-0.16095284081764044,0.02009785289717359
Jevon Carter,MIL,5,27,2100000,0.5,0.23809523809523808,0.016982734220209454
Thanasis Antetokounmpo,MIL,5,30,1878720,-0.2,-0.10645545903593936,0.015193239254377098
Wesley Matthews,MIL,14,36,1836090,-0.1,-0.054463561154409645,0.014848489749706846
Goran Dragić,MIL,15,36,390433,0,0,0.003157438033237637
Meyers Leonard,MIL,10,30,105522,0,0,8.533581335166391e-4
Rudy Gobert,MIN,10,30,38172414,1.4,0.03667569989154995,0.3087009340503821
Karl-Anthony Towns,MIN,8,27,33833400,1,0.029556592006715256,0.2736112571266831
Mike Conley,MIN,16,35,22680000,0.6,0.026455026455026454,0.1834135295782621
Anthony Edwards,MIN,3,21,10733400,1.9,0.17701753405258353,0.08680118070437912
Kyle Anderson,MIN,9,29,8780488,2.1,0.239166661351852,0.07100794953701832
Taurean Prince,MIN,7,28,7295000,-0.3,-0.0411240575736806,0.058994783874489504
Nickeil Alexander-Walker,MIN,4,24,5009633,-0.1,-0.01996154209300362,0.040512983704662164
Wendell Moore Jr.,MIN,1,21,2306520,0,0,0.018652864825522624
Jaden McDaniels,MIN,3,22,2161440,0.4,0.18506181064475535,0.01747960050139501
Jordan McLaughlin,MIN,4,26,2160000,0.1,0.0462962962962963,0.017467955197929725
Jaylen Nowell,MIN,4,23,1930681,-0.2,-0.10359039116249655,0.015613448708099147
Naz Reid,MIN,4,23,1930681,1,0.5179519558124828,0.015613448708099147
Nathan Knight,MIN,3,25,1836090,-0.1,-0.054463561154409645,0.014848489749706846
Austin Rivers,MIN,11,30,1836090,-0.2,-0.10892712230881929,0.014848489749706846
Josh Minott,MIN,1,20,1017781,0,0,0.008230811532085236
Bryn Forbes,MIN,7,29,1836090,-0.3,-0.16339068346322894,0.014848489749706846
CJ McCollum,NOP,10,31,33333333,1.9,0.05700000057,0.2695672071489224
Brandon Ingram,NOP,7,25,31650600,1.2,0.037913973194820955,0.2559589179572197
Jonas Valančiūnas,NOP,11,30,14700000,0.8,0.05442176870748299,0.11887913954146617
Zion Williamson,NOP,3,22,13534817,1.9,0.14037869887712554,0.10945628563341556
Josh Richardson,NOP,8,29,12196094,0.2,0.01639869289298689,0.098630010917472
Larry Nance Jr.,NOP,8,30,9672727,1.3,0.1343985000300329,0.07822350086935426
Jaxson Hayes,NOP,4,22,6803012,0.1,0.014699371396081618,0.055016068901378834
Dyson Daniels,NOP,1,19,5508600,0,0,0.044548137964498
Garrett Temple,NOP,13,36,5155500,0,0,0.04169261251061421
Kira Lewis Jr.,NOP,3,21,4004280,0.1,0.02497327859190666,0.03238267761109539
Trey Murphy III,NOP,2,22,3206520,2,0.6237291518530993,0.025931179491326676
Willy Hernangómez,NOP,7,28,2443581,0.3,0.12277063866513939,0.01976127936597792
Herbert Jones,NOP,2,24,1785000,0.6,0.33613445378151263,0.014435324087178035
Naji Marshall,NOP,3,25,1782621,0.1,0.056097173768288384,0.014416085075411427
Jose Alvarado,NOP,2,24,1563518,0.3,0.19187498960677138,0.012644195544054021
Jalen Brunson,NYK,5,26,27733332,3.5,0.12620192914432352,0.22427990780801424
Julius Randle,NYK,9,28,23760000,3.9,0.16414141414141414,0.19214750717722695
Evan Fournier,NYK,11,30,18000000,-0.1,-0.005555555555555556,0.14556629331608104
Mitchell Robinson,NYK,5,24,17045454,1.7,0.09973333652480011,0.1378468642594315
Derrick Rose,NYK,14,34,14520730,-0.1,-0.0068867061091281235,0.11742938013020096
Josh Hart,NYK,6,27,12960000,1.1,0.08487654320987655,0.10480773118757834
RJ Barrett,NYK,4,22,10900635,-0.6,-0.05504266494566601,0.08815361287452994
Isaiah Hartenstein,NYK,5,24,7804879,0.6,0.0768749906308605,0.06311818365614007
Obi Toppin,NYK,3,24,5348280,0.2,0.037395199952134146,0.043251627512029434
Immanuel Quickley,NYK,3,23,2316240,1.9,0.8202949607985355,0.018731470623913307
Quentin Grimes,NYK,2,22,2277000,0.8,0.3513394817742644,0.018414136104484252
Jericho Sims,NYK,2,24,1639842,0.3,0.18294445440475363,0.013261428975779387
Miles McBride,NYK,2,22,1563518,0.1,0.0639583298689238,0.012644195544054021
Shai Gilgeous-Alexander,OKC,5,24,30913750,5.3,0.1714447454611621,0.25
Luguentz Dort,OKC,4,23,15277778,-0.5,-0.03272727225123968,0.12355163964255388
Dario Šarić,OKC,6,28,9240000,0,0,0.0747240305689216
Josh Giddey,OKC,2,20,6287400,1.8,0.2862868594331521,0.0508463062553071
Ousmane Dieng,OKC,1,19,4569840,-0.2,-0.04376520840992245,0.03695637054708665
Jalen Williams,OKC,1,21,4341480,1.3,0.299437058330339,0.0351096195058833
Aleksej Pokusevski,OKC,3,21,3261480,0.3,0.09198278082342985,0.02637564190691844
Tre Mann,OKC,2,21,3046200,-0.6,-0.19696671262556625,0.024634669038858113
Jaylin Williams,OKC,1,20,2000000,-0.1,-0.05,0.01617403259067567
Kenrich Williams,OKC,5,28,2000000,0.8,0.4,0.01617403259067567
Jeremiah Robinson-Earl,OKC,2,22,2000000,0.2,0.1,0.01617403259067567
Lindy Waters III,OKC,2,25,1927896,0.2,0.10374003576956434,0.015590926367716631
Isaiah Joe,OKC,3,23,1836090,1,0.5446356115440965,0.014848489749706846
Aaron Wiggins,OKC,2,24,1563518,-0.1,-0.0639583298689238,0.012644195544054021
Eugene Omoruyi,OKC,2,25,555402,-0.2,-0.3600995315105095,0.004491545024463224
Jonathan Isaac,ORL,4,25,17400000,0.2,0.01149425287356322,0.14071408353887832
Markelle Fultz,ORL,6,24,16500000,1.1,0.06666666666666667,0.1334357688730743
Wendell Carter Jr.,ORL,5,23,14150000,1.1,0.07773851590106008,0.11443128057903036
Gary Harris,ORL,9,28,13000000,0.4,0.03076923076923077,0.10513121183939185
Paolo Banchero,ORL,1,20,11055120,0.4,0.03618232999732251,0.08940293558691521
Jalen Suggs,ORL,2,21,6922320,0.1,0.014446023876388263,0.055980914641543006
Franz Wagner,ORL,2,21,5258280,1.2,0.22821150642415391,0.04252379604544903
Cole Anthony,ORL,3,22,3613680,1.2,0.3320714617785747,0.029223889046136427
Chuma Okeke,ORL,3,24,3433320,0.1,0.029126326704181377,0.027765314787109297
Bol Bol,ORL,4,23,2200000,0.5,0.22727272727272727,0.01779143584974324
Caleb Houstan,ORL,1,20,2000000,-0.4,-0.2,0.01617403259067567
Moritz Wagner,ORL,5,25,1878720,0.8,0.42582183614375746,0.015193239254377098
Goga Bitadze,ORL,4,23,612181,0.2,0.3267007633363335,0.004950717722696211
Admiral Schofield,ORL,3,25,506508,0,0,0.0040961384497189765
Terrence Ross,ORL,11,31,11500000,-0.3,-0.02608695652173913,0.0930006873963851
R.J. Hampton,ORL,3,21,2412840,0.1,0.04144493625768804,0.019512676398042942
Tobias Harris,PHI,12,30,37633050,1.7,0.04517305931886998,0.30433908859326353
Joel Embiid,PHI,7,28,33616770,6,0.17848234675728808,0.2718593667866241
James Harden,PHI,14,33,33000000,4,0.12121212121212122,0.2668715377461486
P.J. Tucker,PHI,12,37,10490000,-0.5,-0.047664442326024785,0.0848328009380939
De'Anthony Melton,PHI,5,24,8250000,1.7,0.20606060606060606,0.06671788443653714
