,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_ABBREVIATION,AGE,G,MIN,CONTESTED_SHOTS,CONTESTED_SHOTS_2PT,CONTESTED_SHOTS_3PT,DEFLECTIONS,CHARGES_DRAWN,SCREEN_ASSISTS,SCREEN_AST_PTS,OFF_LOOSE_BALLS_RECOVERED,DEF_LOOSE_BALLS_RECOVERED,LOOSE_BALLS_RECOVERED,PCT_LOOSE_BALLS_RECOVERED_OFF,PCT_LOOSE_BALLS_RECOVERED_DEF,OFF_BOXOUTS,DEF_BOXOUTS,BOX_OUTS,BOX_OUT_PLAYER_TEAM_REBS,BOX_OUT_PLAYER_REBS,PCT_BOX_OUTS_OFF,PCT_BOX_OUTS_DEF,PCT_BOX_OUTS_TEAM_REB,PCT_BOX_OUTS_REB,TeamID,TeamName,WINS,LOSSES,TeamGP,G_PERCENT,CHARGES_DRAWN_pct_rank,CONTESTED_SHOTS_2PT_pct_rank,CONTESTED_SHOTS_3PT_pct_rank,DEFLECTIONS_pct_rank,DEF_BOXOUTS_pct_rank,DEF_LOOSE_BALLS_RECOVERED_pct_rank,sum
17,203083,Andre Drummond,1610612741,CHI,29.0,67,12.7,3.78,2.75,1.03,1.21,0.03,1.58,3.34,0.16,0.16,0.33,0.5,0.5,0.61,0.55,1.16,1.1,0.87,0.526,0.474,0.949,0.744,1610612741,Bulls,40,42,82,0.8170731707317073,0.7048710601719198,0.8452722063037249,0.6561604584527221,0.9255014326647565,0.8767908309455588,0.833810888252149,4.842406876790831
19,1629614,Andrew Nembhard,1610612754,IND,23.0,75,27.6,3.61,2.08,1.53,1.81,0.2,0.21,0.53,0.23,0.32,0.55,0.415,0.585,0.0,0.25,0.25,0.21,0.05,0.0,1.0,0.941,0.235,1610612754,Pacers,35,47,82,0.9146341463414634,0.9312320916905444,0.35816618911174786,0.18624641833810887,0.7134670487106017,0.30659025787965616,0.7722063037249284,3.2679083094555876
21,1629014,Anfernee Simons,1610612757,POR,23.0,62,35.0,4.53,2.34,2.19,1.65,0.03,0.24,0.55,0.18,0.26,0.44,0.407,0.593,0.0,0.08,0.08,0.08,0.05,0.0,1.0,1.0,0.6,1610612757,Trail Blazers,33,49,82,0.7560975609756098,0.4785100286532951,0.24641833810888253,0.32664756446991405,0.3638968481375358,0.02865329512893983,0.2979942693409742,1.7421203438395414
22,203076,Anthony Davis,1610612747,LAL,30.0,56,34.0,10.59,8.11,2.48,2.07,0.04,3.2,7.13,0.46,0.54,1.0,0.464,0.536,0.66,1.29,1.95,1.89,1.45,0.339,0.661,1.0,0.764,1610612747,Lakers,43,39,82,0.6829268292682927,0.5501432664756447,0.8853868194842407,0.5157593123209169,0.6532951289398281,0.8194842406876791,0.9598853868194842,4.383954154727793
23,1630162,Anthony Edwards,1610612750,MIN,21.0,79,36.0,4.54,2.24,2.3,2.57,0.0,0.03,0.06,0.3,0.32,0.62,0.49,0.51,0.03,0.18,0.2,0.19,0.11,0.125,0.875,0.938,0.563,1610612750,Timberwolves,42,40,82,0.9634146341463414,0.17191977077363896,0.18911174785100288,0.35816618911174786,0.7765042979942693,0.13753581661891118,0.46131805157593125,2.0945558739255015
24,1630264,Anthony Gill,1610612764,WAS,30.0,59,10.6,2.24,1.22,1.02,0.36,0.07,0.53,1.29,0.1,0.07,0.17,0.6,0.4,0.03,0.47,0.51,0.37,0.1,0.067,0.933,0.917,0.25,1610612764,Wizards,35,47,82,0.7195121951219512,0.9226361031518625,0.6361031518624641,0.8595988538681948,0.10315186246418338,0.8911174785100286,0.1977077363896848,3.6103151862464182
25,1630237,Anthony Lamb,1610612744,GSW,25.0,62,19.3,5.42,3.61,1.81,0.94,0.1,0.68,1.82,0.26,0.16,0.42,0.615,0.385,0.1,0.61,0.71,0.63,0.27,0.136,0.864,0.929,0.405,1610612744,Warriors,44,38,82,0.7560975609756098,0.8767908309455588,0.8051575931232091,0.8166189111747851,0.40974212034383956,0.7679083094555874,0.39255014326647564,4.0687679083094554
26,1630559,Austin Reaves,1610612747,LAL,24.0,64,28.8,5.28,2.84,2.44,1.05,0.3,0.28,0.64,0.2,0.22,0.42,0.481,0.519,0.0,0.27,0.27,0.27,0.03,0.0,1.0,1.0,0.118,1610612747,Lakers,43,39,82,0.7804878048780488,0.9684813753581661,0.5501432664756447,0.7134670487106017,0.14040114613180515,0.31805157593123207,0.3151862464183381,3.005730659025788
27,203085,Austin Rivers,1610612750,MIN,30.0,52,19.5,2.06,1.27,0.79,0.92,0.02,0.19,0.44,0.06,0.13,0.19,0.3,0.7,0.0,0.13,0.13,0.13,0.0,0.0,1.0,1.0,0.0,1610612750,Timberwolves,42,40,82,0.6341463414634146,0.5143266475644699,0.23209169054441262,0.02005730659025788,0.3667621776504298,0.22063037249283668,0.2034383954154728,1.5573065902578795
28,1630245,Ayo Dosunmu,1610612741,CHI,23.0,80,26.2,5.19,2.7,2.49,1.38,0.01,0.23,0.48,0.23,0.34,0.56,0.4,0.6,0.0,0.1,0.1,0.09,0.03,0.0,1.0,0.875,0.25,1610612741,Bulls,40,42,82,0.975609756097561,0.3954154727793696,0.5730659025787965,0.8424068767908309,0.4813753581661891,0.09169054441260745,0.8567335243553008,3.240687679083094
29,1628389,Bam Adebayo,1610612748,MIA,25.0,75,34.6,7.43,5.13,2.29,1.79,0.03,4.41,10.37,0.44,0.24,0.68,0.647,0.353,0.31,1.88,2.19,1.81,0.75,0.14,0.86,0.944,0.389,1610612748,Heat,44,38,82,0.9146341463414634,0.4885386819484241,0.7478510028653295,0.38968481375358166,0.4584527220630373,0.9426934097421203,0.2349570200573066,3.2621776504297997
30,1627732,Ben Simmons,1610612751,BKN,26.0,42,26.3,3.88,2.6,1.29,2.6,0.07,2.79,6.88,0.24,0.33,0.57,0.417,0.583,0.1,0.69,0.79,0.67,0.43,0.121,0.879,0.933,0.6,1610612751,Nets,45,37,82,0.5121951219512195,0.7535816618911175,0.5530085959885387,0.0830945558739255,0.9398280802292264,0.7277936962750716,0.828080229226361,3.8853868194842405
31,1631097,Bennedict Mathurin,1610612754,IND,20.0,78,28.5,2.99,1.42,1.56,1.19,0.03,0.27,0.63,0.29,0.28,0.58,0.511,0.489,0.08,0.47,0.55,0.46,0.13,0.14,0.86,0.947,0.263,1610612754,Pacers,35,47,82,0.9512195121951219,0.5214899713467048,0.09455587392550144,0.16905444126074498,0.25501432664756446,0.5616045845272206,0.5773638968481375,2.1790830945558737
32,202687,Bismack Biyombo,1610612756,PHX,30.0,61,14.3,5.72,4.9,0.82,0.72,0.0,2.34,5.13,0.18,0.1,0.28,0.647,0.353,0.2,1.03,1.23,1.13,0.66,0.16,0.84,0.986,0.571,1610612756,Suns,45,37,82,0.7439024390243902,0.17191977077363896,0.9885386819484241,0.2148997134670487,0.4326647564469914,0.9914040114613181,0.24641833810888253,3.0458452722063036
33,201933,Blake Griffin,1610612738,BOS,34.0,41,13.9,3.78,2.27,1.51,0.8,0.37,1.46,3.54,0.24,0.1,0.34,0.714,0.286,0.17,0.8,0.98,0.88,0.39,0.175,0.825,0.923,0.41,1610612738,Celtics,57,25,82,0.5,0.997134670487106,0.7736389684813754,0.9627507163323782,0.5931232091690545,0.9627507163323782,0.2664756446991404,4.555873925501432
36,1626171,Bobby Portis,1610612749,MIL,28.0,70,26.0,5.57,3.23,2.34,0.83,0.0,1.27,3.03,0.3,0.21,0.51,0.583,0.417,0.34,0.8,1.14,1.0,0.8,0.3,0.7,0.921,0.737,1610612749,Bucks,58,24,82,0.8536585365853658,0.17191977077363896,0.667621776504298,0.7793696275071633,0.07163323782234957,0.7621776504297995,0.3538681948424069,2.8065902578796567
37,203992,Bogdan Bogdanovic,1610612737,ATL,30.0,54,27.9,6.07,2.8,3.28,1.91,0.02,0.59,1.33,0.11,0.15,0.26,0.429,0.571,0.02,0.15,0.17,0.13,0.11,0.111,0.889,1.0,0.857,1610612737,Hawks,41,41,82,0.6585365853658537,0.4469914040114613,0.5587392550143266,0.9742120343839542,0.7507163323782235,0.16332378223495703,0.12893982808022922,3.022922636103152
38,202711,Bojan Bogdanovic,1610612765,DET,33.0,59,32.1,4.69,2.56,2.14,0.95,0.0,0.39,0.88,0.29,0.19,0.47,0.607,0.393,0.03,0.58,0.61,0.53,0.08,0.056,0.944,1.0,0.161,1610612765,Pistons,17,65,82,0.7195121951219512,0.17191977077363896,0.3868194842406877,0.4054441260744986,0.05730659025787966,0.6017191977077364,0.1518624641833811,1.7750716332378222
39,1629626,Bol Bol,1610612753,ORL,23.0,70,21.5,5.99,3.13,2.86,0.73,0.0,0.53,1.14,0.19,0.13,0.31,0.591,0.409,0.07,0.46,0.53,0.49,0.36,0.135,0.865,0.971,0.714,1610612753,Magic,34,48,82,0.8536585365853658,0.17191977077363896,0.7392550143266475,0.997134670487106,0.10028653295128939,0.670487106017192,0.16905444126074498,2.8481375358166185
40,1630538,Bones Hyland,1610612746,LAC,22.0,56,19.4,2.45,0.98,1.46,1.11,0.0,0.16,0.36,0.21,0.23,0.45,0.48,0.52,0.0,0.04,0.04,0.04,0.02,0.0,1.0,1.0,0.5,1610612746,Clippers,44,38,82,0.6829268292682927,0.17191977077363896,0.10315186246418338,0.5530085959885387,0.5759312320916905,0.022922636103151862,0.7936962750716332,2.2206303724928365
41,203078,Bradley Beal,1610612764,WAS,29.0,50,33.5,4.42,2.06,2.36,1.92,0.08,0.36,0.84,0.26,0.18,0.44,0.591,0.409,0.0,0.1,0.1,0.1,0.06,0.0,1.0,1.0,0.6,1610612764,Wizards,35,47,82,0.6097560975609756,0.7106017191977078,0.1833810888252149,0.4813753581661891,0.5816618911174785,0.054441260744985676,0.12607449856733524,2.1375358166189113
43,1629634,Brandon Clarke,1610612763,MEM,26.0,56,19.5,4.8,3.66,1.14,1.32,0.02,2.39,5.5,0.16,0.13,0.29,0.563,0.438,0.27,0.98,1.25,1.07,0.59,0.214,0.786,0.923,0.508,1610612763,Grizzlies,51,31,82,0.6829268292682927,0.5143266475644699,0.8080229226361032,0.24068767908309455,0.7363896848137536,0.9255014326647565,0.2034383954154728,3.4283667621776504
44,1627742,Brandon Ingram,1610612740,NOP,25.0,45,34.2,5.91,2.89,3.02,1.73,0.04,0.69,1.51,0.24,0.18,0.42,0.579,0.421,0.0,0.18,0.18,0.16,0.02,0.0,1.0,0.875,0.125,1610612740,Pelicans,42,40,82,0.5487804878048781,0.5472779369627507,0.4326647564469914,0.7564469914040115,0.44126074498567336,0.1518624641833811,0.12034383954154727,2.4498567335243555
46,201572,Brook Lopez,1610612749,MIL,35.0,78,30.4,17.47,15.74,1.73,0.99,0.0,2.85,6.63,0.19,0.18,0.37,0.517,0.483,0.4,1.42,1.82,1.72,0.88,0.218,0.782,0.957,0.493,1610612749,Bucks,58,24,82,0.9512195121951219,0.17191977077363896,1.0,0.20916905444126074,0.08595988538681948,0.8997134670487106,0.15616045845272206,2.522922636103152
47,1628971,Bruce Brown,1610612743,DEN,26.0,80,28.5,5.03,2.64,2.39,2.06,0.0,0.21,0.48,0.23,0.25,0.48,0.474,0.526,0.01,0.18,0.19,0.19,0.06,0.067,0.933,1.0,0.333,1610612743,Nuggets,53,29,82,0.975609756097561,0.17191977077363896,0.504297994269341,0.7048710601719198,0.7822349570200573,0.20916905444126074,0.45272206303724927,2.8252148997134667
49,1631121,Bryce McGowens,1610612766,CHA,20.0,46,17.1,1.87,0.78,1.09,0.61,0.04,0.0,0.0,0.11,0.22,0.33,0.333,0.667,0.0,0.2,0.2,0.17,0.07,0.0,1.0,0.889,0.333,1610612766,Hornets,27,55,82,0.5609756097560976,0.7020057306590258,0.08022922636103152,0.3467048710601719,0.12750716332378223,0.4183381088825215,0.8510028653295129,2.525787965616046
52,1627741,Buddy Hield,1610612754,IND,30.0,80,31.0,5.53,2.78,2.75,2.09,0.0,0.5,1.04,0.43,0.41,0.84,0.507,0.493,0.05,0.16,0.21,0.21,0.13,0.235,0.765,1.0,0.588,1610612754,Pacers,35,47,82,0.975609756097561,0.17191977077363896,0.4785100286532951,0.7593123209169055,0.7306590257879656,0.1489971346704871,0.8767908309455588,3.166189111747851
53,203468,CJ McCollum,1610612740,NOP,31.0,75,35.3,5.28,2.37,2.91,1.51,0.03,0.39,0.83,0.32,0.31,0.63,0.511,0.489,0.0,0.21,0.21,0.2,0.08,0.0,1.0,0.938,0.375,1610612740,Pelicans,42,40,82,0.9146341463414634,0.4713467048710602,0.2521489971346705,0.6790830945558739,0.27507163323782235,0.18624641833810887,0.45558739255014324,2.319484240687679
55,1631216,Caleb Houstan,1610612753,ORL,20.0,51,15.9,2.65,1.55,1.1,0.63,0.0,0.31,0.76,0.1,0.12,0.22,0.455,0.545,0.14,0.41,0.55,0.47,0.18,0.25,0.75,0.96,0.36,1610612753,Magic,34,48,82,0.6219512195121951,0.17191977077363896,0.5386819484240688,0.45272206303724927,0.2177650429799427,0.7220630372492837,0.30659025787965616,2.4097421203438394
56,1628997,Caleb Martin,1610612748,MIA,27.0,71,29.3,4.42,1.9,2.52,1.97,0.23,0.34,0.83,0.31,0.28,0.59,0.524,0.476,0.01,0.56,0.58,0.49,0.17,0.024,0.976,0.972,0.333,1610612748,Heat,44,38,82,0.8658536585365854,0.9426934097421203,0.22636103151862463,0.7277936962750716,0.7249283667621776,0.6389684813753582,0.5415472779369628,3.8022922636103154
58,1630560,Cam Thomas,1610612751,BKN,21.0,57,16.6,2.42,1.26,1.16,0.47,0.0,0.19,0.44,0.18,0.12,0.3,0.588,0.412,0.0,0.16,0.16,0.16,0.07,0.0,1.0,1.0,0.444,1610612751,Nets,45,37,82,0.6951219512195121,0.17191977077363896,0.36962750716332377,0.4699140401146132,0.04011461318051576,0.332378223495702,0.2693409742120344,1.653295128939828
59,1629661,Cameron Johnson,1610612751,BKN,27.0,42,28.6,5.21,2.95,2.26,2.52,0.12,0.57,1.36,0.26,0.21,0.48,0.55,0.45,0.05,0.33,0.38,0.33,0.1,0.125,0.875,0.933,0.267,1610612751,Nets,45,37,82,0.5121951219512195,0.836676217765043,0.5759312320916905,0.6246418338108882,0.8968481375358166,0.40974212034383956,0.28653295128939826,3.6303724928366763
60,1626166,Cameron Payne,1610612756,PHX,28.0,48,20.2,2.04,0.81,1.23,1.6,0.08,0.04,0.08,0.21,0.13,0.33,0.625,0.375,0.02,0.17,0.19,0.15,0.04,0.111,0.889,0.778,0.222,1610612756,Suns,45,37,82,0.5853658536585366,0.828080229226361,0.04011461318051576,0.30945558739255014,0.839541547277937,0.2836676217765043,0.18911174785100288,2.489971346704871
61,1627747,Caris LeVert,1610612739,CLE,28.0,74,30.2,3.99,2.24,1.74,1.96,0.08,0.24,0.59,0.38,0.45,0.82,0.459,0.541,0.0,0.3,0.3,0.28,0.09,0.0,1.0,0.955,0.318,1610612739,Cavaliers,51,31,82,0.9024390243902439,0.7507163323782235,0.3495702005730659,0.22063037249283668,0.7048710601719198,0.3524355300859599,0.9255014326647565,3.3037249283667625
63,1626224,Cedi Osman,1610612739,CLE,28.0,77,20.1,2.47,1.4,1.06,0.79,0.06,0.26,0.6,0.1,0.1,0.21,0.5,0.5,0.0,0.12,0.12,0.1,0.08,0.0,1.0,1.0,0.75,1610612739,Cavaliers,51,31,82,0.9390243902439024,0.7765042979942693,0.28939828080229224,0.14326647564469913,0.20057306590257878,0.18911174785100288,0.09455587392550144,1.693409742120344
67,1629002,Chimezie Metu,1610612758,SAC,26.0,66,10.4,3.35,2.33,1.02,0.7,0.0,0.94,2.17,0.12,0.08,0.2,0.615,0.385,0.08,0.26,0.33,0.32,0.18,0.227,0.773,1.0,0.571,1610612758,Kings,48,34,82,0.8048780487804879,0.17191977077363896,0.8595988538681948,0.8724928366762178,0.7277936962750716,0.7177650429799427,0.3237822349570201,3.6733524355300857
68,1628449,Chris Boucher,1610612761,TOR,30.0,76,20.0,4.7,2.99,1.71,0.97,0.13,0.49,1.17,0.17,0.18,0.36,0.481,0.519,0.28,0.25,0.53,0.5,0.34,0.525,0.475,0.974,0.667,1610612761,Raptors,41,41,82,0.926829268292683,0.9169054441260746,0.7535816618911175,0.7249283667621776,0.3982808022922636,0.4469914040114613,0.47707736389684813,3.7177650429799427
69,1630537,Chris Duarte,1610612754,IND,25.0,46,19.5,3.74,1.78,1.96,0.93,0.04,0.2,0.41,0.15,0.26,0.41,0.368,0.632,0.02,0.37,0.39,0.35,0.11,0.056,0.944,0.889,0.278,1610612754,Pacers,35,47,82,0.5609756097560976,0.6819484240687679,0.4871060171919771,0.9111747851002865,0.3839541547277937,0.6332378223495702,0.8796561604584527,3.977077363896848
70,101108,Chris Paul,1610612756,PHX,37.0,59,32.0,2.8,1.12,1.68,2.41,0.05,0.34,0.75,0.29,0.46,0.75,0.386,0.614,0.02,0.15,0.17,0.17,0.05,0.1,0.9,1.0,0.3,1610612756,Suns,45,37,82,0.7195121951219512,0.6160458452722063,0.017191977077363897,0.13753581661891118,0.8080229226361032,0.12607449856733524,0.9111747851002865,2.6160458452722066
72,1631128,Christian Braun,1610612743,DEN,21.0,76,15.5,3.16,1.89,1.26,0.75,0.03,0.07,0.18,0.08,0.04,0.12,0.667,0.333,0.0,0.07,0.07,0.05,0.01,0.0,1.0,1.0,0.25,1610612743,Nuggets,53,29,82,0.926829268292683,0.664756446991404,0.66189111747851,0.6590257879656161,0.38968481375358166,0.1174785100286533,0.02005730659025788,2.512893982808023
73,1631132,Christian Koloko,1610612761,TOR,22.0,58,13.8,5.38,4.31,1.07,0.72,0.0,1.71,3.88,0.09,0.16,0.24,0.357,0.643,0.19,0.53,0.72,0.69,0.36,0.262,0.738,1.0,0.525,1610612761,Raptors,41,41,82,0.7073170731707317,0.17191977077363896,0.9799426934097422,0.6045845272206304,0.4699140401146132,0.828080229226361,0.7722063037249284,3.826647564469914
74,1626174,Christian Wood,1610612742,DAL,27.0,67,25.9,7.72,5.81,1.91,0.61,0.0,1.72,3.93,0.21,0.28,0.49,0.424,0.576,0.19,1.0,1.19,1.12,0.58,0.163,0.838,0.962,0.5,1610612742,Mavericks,38,44,82,0.8170731707317073,0.17191977077363896,0.8624641833810889,0.5329512893982808,0.025787965616045846,0.839541547277937,0.6962750716332379,3.128939828080229
76,203991,Clint Capela,1610612737,ATL,28.0,65,26.6,9.2,7.57,1.63,1.06,0.25,4.52,9.66,0.32,0.2,0.52,0.618,0.382,0.42,1.12,1.54,1.4,1.0,0.27,0.73,0.978,0.699,1610612737,Hawks,41,41,82,0.7926829268292683,0.9598853868194842,0.9426934097421203,0.3123209169054441,0.22349570200573066,0.8653295128939829,0.3008595988538682,3.6045845272206303
77,1629632,Coby White,1610612741,CHI,23.0,74,23.4,4.5,2.16,2.34,0.93,0.11,0.16,0.34,0.15,0.39,0.54,0.275,0.725,0.0,0.19,0.19,0.19,0.11,0.0,1.0,1.0,0.571,1610612741,Bulls,40,42,82,0.9024390243902439,0.8538681948424068,0.501432664756447,0.9011461318051576,0.22063037249283668,0.25501432664756446,0.9656160458452722,3.697707736389685
80,1630175,Cole Anthony,1610612753,ORL,22.0,60,25.9,3.55,1.77,1.78,1.12,0.03,0.18,0.43,0.3,0.33,0.63,0.474,0.526,0.02,0.05,0.07,0.07,0.03,0.25,0.75,1.0,0.5,1610612753,Magic,34,48,82,0.7317073170731707,0.5415472779369628,0.2722063037249284,0.44412607449856734,0.2979942693409742,0.02005730659025788,0.8424068767908309,2.4183381088825215
82,1629012,Collin Sexton,1610612762,UTA,24.0,48,23.9,2.65,1.48,1.17,0.92,0.02,0.31,0.83,0.29,0.1,0.4,0.737,0.263,0.02,0.04,0.06,0.06,0.02,0.333,0.667,1.0,0.333,1610612762,Jazz,37,45,82,0.5853658536585366,0.46131805157593125,0.18624641833810887,0.08022922636103152,0.1833810888252149,0.014326647564469915,0.05157593123209169,0.9770773638968482
83,1630557,Corey Kispert,1610612764,WAS,24.0,74,28.3,4.55,2.85,1.7,0.77,0.0,0.51,1.14,0.14,0.16,0.3,0.455,0.545,0.03,0.24,0.27,0.27,0.05,0.1,0.9,1.0,0.2,1610612764,Wizards,35,47,82,0.9024390243902439,0.17191977077363896,0.5616045845272206,0.2836676217765043,0.03724928366762178,0.28939828080229224,0.14040114613180515,1.4842406876790828
84,202709,Cory Joseph,1610612765,DET,31.0,62,19.8,3.48,1.74,1.74,0.87,0.03,0.31,0.76,0.19,0.19,0.39,0.5,0.5,0.0,0.29,0.29,0.27,0.06,0.0,1.0,0.944,0.222,1610612765,Pistons,17,65,82,0.7560975609756098,0.5988538681948424,0.45558739255014324,0.7507163323782235,0.30945558739255014,0.5214899713467048,0.5501432664756447,3.1862464183381087
85,1626156,D'Angelo Russell,1610612747,LAL,27.0,71,32.5,3.86,1.63,2.23,2.2,0.03,0.27,0.61,0.31,0.23,0.54,0.579,0.421,0.01,0.13,0.14,0.11,0.04,0.1,0.9,0.889,0.333,1610612747,Lakers,43,39,82,0.8658536585365854,0.501432664756447,0.10028653295128939,0.4383954154727794,0.7392550143266475,0.09742120343839542,0.25787965616045844,2.134670487106017
86,1630227,Daishen Nix,1610612745,HOU,21.0,57,16.0,1.61,0.58,1.04,1.39,0.02,0.11,0.21,0.14,0.18,0.32,0.444,0.556,0.02,0.12,0.14,0.14,0.09,0.125,0.875,1.0,0.625,1610612745,Rockets,22,60,82,0.6951219512195121,0.5573065902578797,0.02005730659025788,0.36962750716332377,0.8853868194842407,0.24355300859598855,0.7292263610315186,2.805157593123209
89,1627745,Damian Jones,1610612762,UTA,27.0,41,11.6,4.07,2.9,1.17,0.39,0.02,1.46,3.39,0.12,0.12,0.24,0.5,0.5,0.1,0.59,0.68,0.51,0.32,0.143,0.857,0.913,0.565,1610612762,Jazz,37,45,82,0.5,0.6361031518624641,0.9054441260744985,0.9197707736389685,0.09742120343839542,0.9283667621776505,0.6461318051575932,4.13323782234957
90,203081,Damian Lillard,1610612757,POR,32.0,58,36.3,2.83,1.34,1.48,1.55,0.09,0.17,0.34,0.29,0.36,0.66,0.447,0.553,0.02,0.16,0.17,0.17,0.1,0.1,0.9,1.0,0.6,1610612757,Trail Blazers,33,49,82,0.7073170731707317,0.7306590257879656,0.022922636103151862,0.022922636103151862,0.2722063037249284,0.11174785100286533,0.6045845272206304,1.7650429799426934
91,1627814,Damion Lee,1610612756,PHX,30.0,74,20.4,2.54,1.12,1.42,0.55,0.0,0.2,0.42,0.15,0.14,0.28,0.524,0.476,0.0,0.24,0.24,0.23,0.05,0.0,1.0,1.0,0.235,1610612756,Suns,45,37,82,0.9024390243902439,0.17191977077363896,0.1346704871060172,0.45558739255014324,0.034383954154727794,0.42406876790830944,0.2177650429799427,1.4383954154727794
